Identificador_Agricultor,dano_na_plantacao
SCROP81551,1
SCROP81552,0
SCROP81553,1
SCROP81554,2
SCROP81555,1
SCROP81556,1
SCROP81557,0
SCROP81558,0
SCROP81559,0
SCROP81560,0
SCROP81561,0
SCROP81562,0
SCROP81563,0
SCROP81564,0
SCROP81565,0
SCROP81566,0
SCROP81567,1
SCROP81568,0
SCROP81569,0
SCROP81570,0
SCROP81571,0
SCROP81572,0
SCROP81573,0
SCROP81574,0
SCROP81575,0
SCROP81576,0
SCROP81577,1
SCROP81578,0
SCROP81579,0
SCROP81580,0
SCROP81581,0
SCROP81582,0
SCROP81583,0
SCROP81584,0
SCROP81585,0
SCROP81586,0
SCROP81587,0
SCROP81588,0
SCROP81589,0
SCROP81590,0
SCROP81591,0
SCROP81592,0
SCROP81593,0
SCROP81594,0
SCROP81595,0
SCROP81596,0
SCROP81597,1
SCROP81598,0
SCROP81599,0
SCROP81600,0
SCROP81601,1
SCROP81602,0
SCROP81603,0
SCROP81604,0
SCROP81605,1
SCROP81606,2
SCROP81607,2
SCROP81608,0
SCROP81609,0
SCROP81610,2
SCROP81611,0
SCROP81612,2
SCROP81613,0
SCROP81614,1
SCROP81615,0
SCROP81616,0
SCROP81617,0
SCROP81618,2
SCROP81619,2
SCROP81620,0
SCROP81621,1
SCROP81622,1
SCROP81623,1
SCROP81624,0
SCROP81625,2
SCROP81626,2
SCROP81627,0
SCROP81628,0
SCROP81629,0
SCROP81630,0
SCROP81631,1
SCROP81632,2
SCROP81633,0
SCROP81634,0
SCROP81635,0
SCROP81636,2
SCROP81637,1
SCROP81638,2
SCROP81639,0
SCROP81640,1
SCROP81641,0
SCROP81642,0
SCROP81643,1
SCROP81644,0
SCROP81645,2
SCROP81646,0
SCROP81647,0
SCROP81648,1
SCROP81649,1
SCROP81650,1
SCROP81651,0
SCROP81652,1
SCROP81653,0
SCROP81654,0
SCROP81655,0
SCROP81656,1
SCROP81657,1
SCROP81658,2
SCROP81659,0
SCROP81660,2
SCROP81661,2
SCROP81662,0
SCROP81663,0
SCROP81664,2
SCROP81665,1
SCROP81666,2
SCROP81667,0
SCROP81668,2
SCROP81669,0
SCROP81670,2
SCROP81671,0
SCROP81672,0
SCROP81673,0
SCROP81674,2
SCROP81675,1
SCROP81676,2
SCROP81677,2
SCROP81678,2
SCROP81679,0
SCROP81680,0
SCROP81681,2
SCROP81682,2
SCROP81683,1
SCROP81684,0
SCROP81685,1
SCROP81686,0
SCROP81687,1
SCROP81688,0
SCROP81689,1
SCROP81690,0
SCROP81691,0
SCROP81692,0
SCROP81693,1
SCROP81694,1
SCROP81695,0
SCROP81696,2
SCROP81697,0
SCROP81698,0
SCROP81699,2
SCROP81700,1
SCROP81701,0
SCROP81702,1
SCROP81703,0
SCROP81704,2
SCROP81705,1
SCROP81706,0
SCROP81707,1
SCROP81708,0
SCROP81709,0
SCROP81710,0
SCROP81711,0
SCROP81712,0
SCROP81713,0
SCROP81714,0
SCROP81715,2
SCROP81716,1
SCROP81717,0
SCROP81718,0
SCROP81719,0
SCROP81720,2
SCROP81721,1
SCROP81722,0
SCROP81723,1
SCROP81724,1
SCROP81725,0
SCROP81726,0
SCROP81727,1
SCROP81728,0
SCROP81729,2
SCROP81730,1
SCROP81731,0
SCROP81732,1
SCROP81733,2
SCROP81734,0
SCROP81735,1
SCROP81736,0
SCROP81737,1
SCROP81738,0
SCROP81739,2
SCROP81740,1
SCROP81741,0
SCROP81742,0
SCROP81743,0
SCROP81744,1
SCROP81745,0
SCROP81746,1
SCROP81747,1
SCROP81748,0
SCROP81749,0
SCROP81750,2
SCROP81751,0
SCROP81752,1
SCROP81753,2
SCROP81754,2
SCROP81755,1
SCROP81756,1
SCROP81757,1
SCROP81758,1
SCROP81759,0
SCROP81760,1
SCROP81761,0
SCROP81762,1
SCROP81763,2
SCROP81764,0
SCROP81765,2
SCROP81766,0
SCROP81767,0
SCROP81768,0
SCROP81769,0
SCROP81770,1
SCROP81771,2
SCROP81772,2
SCROP81773,0
SCROP81774,1
SCROP81775,2
SCROP81776,0
SCROP81777,0
SCROP81778,1
SCROP81779,1
SCROP81780,2
SCROP81781,0
SCROP81782,0
SCROP81783,0
SCROP81784,1
SCROP81785,0
SCROP81786,2
SCROP81787,0
SCROP81788,2
SCROP81789,2
SCROP81790,0
SCROP81791,1
SCROP81792,2
SCROP81793,2
SCROP81794,1
SCROP81795,2
SCROP81796,1
SCROP81797,2
SCROP81798,1
SCROP81799,1
SCROP81800,0
SCROP81801,0
SCROP81802,0
SCROP81803,1
SCROP81804,0
SCROP81805,1
SCROP81806,2
SCROP81807,1
SCROP81808,1
SCROP81809,2
SCROP81810,1
SCROP81811,0
SCROP81812,0
SCROP81813,1
SCROP81814,1
SCROP81815,2
SCROP81816,2
SCROP81817,1
SCROP81818,1
SCROP81819,2
SCROP81820,2
SCROP81821,0
SCROP81822,0
SCROP81823,2
SCROP81824,1
SCROP81825,1
SCROP81826,0
SCROP81827,1
SCROP81828,1
SCROP81829,2
SCROP81830,0
SCROP81831,0
SCROP81832,1
SCROP81833,1
SCROP81834,1
SCROP81835,1
SCROP81836,0
SCROP81837,1
SCROP81838,1
SCROP81839,1
SCROP81840,2
SCROP81841,1
SCROP81842,2
SCROP81843,2
SCROP81844,1
SCROP81845,1
SCROP81846,1
SCROP81847,1
SCROP81848,0
SCROP81849,0
SCROP81850,2
SCROP81851,2
SCROP81852,2
SCROP81853,1
SCROP81854,1
SCROP81855,2
SCROP81856,2
SCROP81857,1
SCROP81858,1
SCROP81859,1
SCROP81860,1
SCROP81861,1
SCROP81862,2
SCROP81863,1
SCROP81864,0
SCROP81865,1
SCROP81866,2
SCROP81867,1
SCROP81868,0
SCROP81869,2
SCROP81870,0
SCROP81871,2
SCROP81872,1
SCROP81873,1
SCROP81874,1
SCROP81875,0
SCROP81876,1
SCROP81877,0
SCROP81878,1
SCROP81879,1
SCROP81880,1
SCROP81881,1
SCROP81882,2
SCROP81883,1
SCROP81884,1
SCROP81885,1
SCROP81886,1
SCROP81887,0
SCROP81888,1
SCROP81889,2
SCROP81890,1
SCROP81891,0
SCROP81892,2
SCROP81893,1
SCROP81894,0
SCROP81895,2
SCROP81896,2
SCROP81897,1
SCROP81898,1
SCROP81899,1
SCROP81900,0
SCROP81901,1
SCROP81902,0
SCROP81903,1
SCROP81904,1
SCROP81905,1
SCROP81906,1
SCROP81907,1
SCROP81908,0
SCROP81909,1
SCROP81910,0
SCROP81911,1
SCROP81912,1
SCROP81913,1
SCROP81914,1
SCROP81915,1
SCROP81916,0
SCROP81917,0
SCROP81918,0
SCROP81919,0
SCROP81920,0
SCROP81921,0
SCROP81922,0
SCROP81923,0
SCROP81924,0
SCROP81925,0
SCROP81926,0
SCROP81927,0
SCROP81928,0
SCROP81929,0
SCROP81930,0
SCROP81931,0
SCROP81932,0
SCROP81933,0
SCROP81934,0
SCROP81935,0
SCROP81936,0
SCROP81937,0
SCROP81938,0
SCROP81939,0
SCROP81940,0
SCROP81941,0
SCROP81942,0
SCROP81943,0
SCROP81944,0
SCROP81945,0
SCROP81946,0
SCROP81947,0
SCROP81948,0
SCROP81949,0
SCROP81950,0
SCROP81951,0
SCROP81952,0
SCROP81953,0
SCROP81954,0
SCROP81955,0
SCROP81956,0
SCROP81957,0
SCROP81958,1
SCROP81959,0
SCROP81960,0
SCROP81961,0
SCROP81962,0
SCROP81963,0
SCROP81964,2
SCROP81965,0
SCROP81966,0
SCROP81967,0
SCROP81968,0
SCROP81969,0
SCROP81970,0
SCROP81971,0
SCROP81972,0
SCROP81973,0
SCROP81974,0
SCROP81975,0
SCROP81976,0
SCROP81977,0
SCROP81978,1
SCROP81979,0
SCROP81980,0
SCROP81981,0
SCROP81982,0
SCROP81983,0
SCROP81984,0
SCROP81985,0
SCROP81986,0
SCROP81987,0
SCROP81988,0
SCROP81989,0
SCROP81990,0
SCROP81991,0
SCROP81992,0
SCROP81993,0
SCROP81994,0
SCROP81995,0
SCROP81996,0
SCROP81997,0
SCROP81998,0
SCROP81999,0
SCROP82000,0
SCROP82001,0
SCROP82002,2
SCROP82003,0
SCROP82004,0
SCROP82005,0
SCROP82006,1
SCROP82007,0
SCROP82008,1
SCROP82009,1
SCROP82010,0
SCROP82011,0
SCROP82012,1
SCROP82013,0
SCROP82014,0
SCROP82015,0
SCROP82016,0
SCROP82017,0
SCROP82018,0
SCROP82019,1
SCROP82020,1
SCROP82021,0
SCROP82022,1
SCROP82023,1
SCROP82024,0
SCROP82025,0
SCROP82026,0
SCROP82027,0
SCROP82028,0
SCROP82029,0
SCROP82030,0
SCROP82031,0
SCROP82032,1
SCROP82033,0
SCROP82034,0
SCROP82035,0
SCROP82036,1
SCROP82037,0
SCROP82038,2
SCROP82039,0
SCROP82040,0
SCROP82041,0
SCROP82042,0
SCROP82043,0
SCROP82044,0
SCROP82045,0
SCROP82046,0
SCROP82047,0
SCROP82048,0
SCROP82049,0
SCROP82050,0
SCROP82051,1
SCROP82052,0
SCROP82053,0
SCROP82054,0
SCROP82055,1
SCROP82056,0
SCROP82057,0
SCROP82058,1
SCROP82059,0
SCROP82060,1
SCROP82061,0
SCROP82062,0
SCROP82063,0
SCROP82064,0
SCROP82065,0
SCROP82066,1
SCROP82067,1
SCROP82068,1
SCROP82069,1
SCROP82070,2
SCROP82071,0
SCROP82072,0
SCROP82073,1
SCROP82074,1
SCROP82075,0
SCROP82076,0
SCROP82077,1
SCROP82078,0
SCROP82079,0
SCROP82080,0
SCROP82081,0
SCROP82082,0
SCROP82083,0
SCROP82084,0
SCROP82085,0
SCROP82086,2
SCROP82087,0
SCROP82088,2
SCROP82089,1
SCROP82090,1
SCROP82091,1
SCROP82092,0
SCROP82093,0
SCROP82094,0
SCROP82095,0
SCROP82096,1
SCROP82097,0
SCROP82098,0
SCROP82099,1
SCROP82100,0
SCROP82101,0
SCROP82102,0
SCROP82103,0
SCROP82104,0
SCROP82105,0
SCROP82106,0
SCROP82107,1
SCROP82108,1
SCROP82109,0
SCROP82110,0
SCROP82111,0
SCROP82112,0
SCROP82113,1
SCROP82114,0
SCROP82115,0
SCROP82116,0
SCROP82117,1
SCROP82118,0
SCROP82119,0
SCROP82120,0
SCROP82121,0
SCROP82122,1
SCROP82123,1
SCROP82124,1
SCROP82125,1
SCROP82126,1
SCROP82127,2
SCROP82128,2
SCROP82129,1
SCROP82130,2
SCROP82131,1
SCROP82132,1
SCROP82133,2
SCROP82134,1
SCROP82135,1
SCROP82136,0
SCROP82137,0
SCROP82138,0
SCROP82139,1
SCROP82140,0
SCROP82141,0
SCROP82142,0
SCROP82143,1
SCROP82144,0
SCROP82145,0
SCROP82146,0
SCROP82147,0
SCROP82148,0
SCROP82149,0
SCROP82150,2
SCROP82151,1
SCROP82152,0
SCROP82153,0
SCROP82154,0
SCROP82155,1
SCROP82156,0
SCROP82157,1
SCROP82158,1
SCROP82159,0
SCROP82160,0
SCROP82161,0
SCROP82162,0
SCROP82163,0
SCROP82164,0
SCROP82165,0
SCROP82166,2
SCROP82167,0
SCROP82168,0
SCROP82169,1
SCROP82170,1
SCROP82171,2
SCROP82172,0
SCROP82173,0
SCROP82174,0
SCROP82175,0
SCROP82176,0
SCROP82177,0
SCROP82178,0
SCROP82179,1
SCROP82180,1
SCROP82181,0
SCROP82182,0
SCROP82183,2
SCROP82184,1
SCROP82185,0
SCROP82186,0
SCROP82187,0
SCROP82188,1
SCROP82189,1
SCROP82190,0
SCROP82191,0
SCROP82192,1
SCROP82193,0
SCROP82194,0
SCROP82195,0
SCROP82196,1
SCROP82197,0
SCROP82198,1
SCROP82199,0
SCROP82200,0
SCROP82201,1
SCROP82202,2
SCROP82203,2
SCROP82204,0
SCROP82205,1
SCROP82206,0
SCROP82207,2
SCROP82208,0
SCROP82209,1
SCROP82210,0
SCROP82211,1
SCROP82212,0
SCROP82213,0
SCROP82214,0
SCROP82215,0
SCROP82216,1
SCROP82217,0
SCROP82218,0
SCROP82219,0
SCROP82220,2
SCROP82221,2
SCROP82222,0
SCROP82223,1
SCROP82224,0
SCROP82225,0
SCROP82226,0
SCROP82227,0
SCROP82228,0
SCROP82229,1
SCROP82230,0
SCROP82231,0
SCROP82232,2
SCROP82233,1
SCROP82234,2
SCROP82235,1
SCROP82236,1
SCROP82237,1
SCROP82238,1
SCROP82239,0
SCROP82240,1
SCROP82241,0
SCROP82242,1
SCROP82243,0
SCROP82244,1
SCROP82245,0
SCROP82246,0
SCROP82247,1
SCROP82248,1
SCROP82249,2
SCROP82250,0
SCROP82251,2
SCROP82252,1
SCROP82253,2
SCROP82254,1
SCROP82255,0
SCROP82256,0
SCROP82257,1
SCROP82258,2
SCROP82259,0
SCROP82260,0
SCROP82261,2
SCROP82262,2
SCROP82263,1
SCROP82264,1
SCROP82265,1
SCROP82266,0
SCROP82267,1
SCROP82268,1
SCROP82269,1
SCROP82270,0
SCROP82271,2
SCROP82272,0
SCROP82273,0
SCROP82274,1
SCROP82275,1
SCROP82276,1
SCROP82277,2
SCROP82278,0
SCROP82279,0
SCROP82280,0
SCROP82281,0
SCROP82282,0
SCROP82283,0
SCROP82284,1
SCROP82285,1
SCROP82286,0
SCROP82287,1
SCROP82288,0
SCROP82289,1
SCROP82290,0
SCROP82291,0
SCROP82292,0
SCROP82293,1
SCROP82294,0
SCROP82295,1
SCROP82296,1
SCROP82297,0
SCROP82298,1
SCROP82299,1
SCROP82300,0
SCROP82301,1
SCROP82302,1
SCROP82303,2
SCROP82304,2
SCROP82305,0
SCROP82306,1
SCROP82307,0
SCROP82308,0
SCROP82309,0
SCROP82310,1
SCROP82311,1
SCROP82312,1
SCROP82313,1
SCROP82314,0
SCROP82315,1
SCROP82316,2
SCROP82317,2
SCROP82318,0
SCROP82319,0
SCROP82320,1
SCROP82321,1
SCROP82322,2
SCROP82323,1
SCROP82324,1
SCROP82325,2
SCROP82326,1
SCROP82327,1
SCROP82328,0
SCROP82329,1
SCROP82330,1
SCROP82331,1
SCROP82332,0
SCROP82333,2
SCROP82334,2
SCROP82335,0
SCROP82336,0
SCROP82337,0
SCROP82338,2
SCROP82339,1
SCROP82340,1
SCROP82341,0
SCROP82342,0
SCROP82343,1
SCROP82344,1
SCROP82345,1
SCROP82346,1
SCROP82347,0
SCROP82348,0
SCROP82349,0
SCROP82350,1
SCROP82351,0
SCROP82352,1
SCROP82353,1
SCROP82354,1
SCROP82355,1
SCROP82356,0
SCROP82357,2
SCROP82358,1
SCROP82359,1
SCROP82360,1
SCROP82361,1
SCROP82362,1
SCROP82363,1
SCROP82364,0
SCROP82365,1
SCROP82366,1
SCROP82367,1
SCROP82368,1
SCROP82369,1
SCROP82370,2
SCROP82371,1
SCROP82372,1
SCROP82373,2
SCROP82374,1
SCROP82375,1
SCROP82376,1
SCROP82377,2
SCROP82378,1
SCROP82379,1
SCROP82380,2
SCROP82381,1
SCROP82382,1
SCROP82383,0
SCROP82384,1
SCROP82385,1
SCROP82386,0
SCROP82387,2
SCROP82388,1
SCROP82389,1
SCROP82390,1
SCROP82391,1
SCROP82392,1
SCROP82393,0
SCROP82394,1
SCROP82395,2
SCROP82396,1
SCROP82397,1
SCROP82398,1
SCROP82399,0
SCROP82400,2
SCROP82401,1
SCROP82402,1
SCROP82403,1
SCROP82404,0
SCROP82405,1
SCROP82406,0
SCROP82407,0
SCROP82408,1
SCROP82409,0
SCROP82410,1
SCROP82411,1
SCROP82412,2
SCROP82413,0
SCROP82414,1
SCROP82415,1
SCROP82416,1
SCROP82417,2
SCROP82418,0
SCROP82419,0
SCROP82420,1
SCROP82421,1
SCROP82422,0
SCROP82423,0
SCROP82424,0
SCROP82425,1
SCROP82426,0
SCROP82427,2
SCROP82428,1
SCROP82429,1
SCROP82430,2
SCROP82431,2
SCROP82432,1
SCROP82433,1
SCROP82434,0
SCROP82435,1
SCROP82436,1
SCROP82437,1
SCROP82438,1
SCROP82439,1
SCROP82440,1
SCROP82441,1
SCROP82442,1
SCROP82443,0
SCROP82444,1
SCROP82445,2
SCROP82446,0
SCROP82447,0
SCROP82448,2
SCROP82449,1
SCROP82450,1
SCROP82451,0
SCROP82452,0
SCROP82453,1
SCROP82454,1
SCROP82455,0
SCROP82456,1
SCROP82457,1
SCROP82458,0
SCROP82459,2
SCROP82460,0
SCROP82461,1
SCROP82462,1
SCROP82463,1
SCROP82464,0
SCROP82465,0
SCROP82466,2
SCROP82467,0
SCROP82468,1
SCROP82469,1
SCROP82470,1
SCROP82471,2
SCROP82472,1
SCROP82473,1
SCROP82474,2
SCROP82475,1
SCROP82476,0
SCROP82477,1
SCROP82478,1
SCROP82479,1
SCROP82480,1
SCROP82481,1
SCROP82482,0
SCROP82483,0
SCROP82484,0
SCROP82485,0
SCROP82486,1
SCROP82487,1
SCROP82488,2
SCROP82489,0
SCROP82490,0
SCROP82491,0
SCROP82492,1
SCROP82493,1
SCROP82494,1
SCROP82495,0
SCROP82496,2
SCROP82497,0
SCROP82498,1
SCROP82499,2
SCROP82500,1
SCROP82501,1
SCROP82502,1
SCROP82503,0
SCROP82504,1
SCROP82505,1
SCROP82506,1
SCROP82507,0
SCROP82508,1
SCROP82509,0
SCROP82510,1
SCROP82511,2
SCROP82512,1
SCROP82513,1
SCROP82514,1
SCROP82515,2
SCROP82516,1
SCROP82517,0
SCROP82518,1
SCROP82519,1
SCROP82520,0
SCROP82521,1
SCROP82522,1
SCROP82523,1
SCROP82524,0
SCROP82525,1
SCROP82526,1
SCROP82527,2
SCROP82528,1
SCROP82529,1
SCROP82530,1
SCROP82531,1
SCROP82532,1
SCROP82533,2
SCROP82534,1
SCROP82535,1
SCROP82536,0
SCROP82537,1
SCROP82538,2
SCROP82539,0
SCROP82540,1
SCROP82541,0
SCROP82542,1
SCROP82543,1
SCROP82544,1
SCROP82545,0
SCROP82546,0
SCROP82547,0
SCROP82548,0
SCROP82549,0
SCROP82550,0
SCROP82551,0
SCROP82552,0
SCROP82553,0
SCROP82554,0
SCROP82555,0
SCROP82556,0
SCROP82557,0
SCROP82558,0
SCROP82559,0
SCROP82560,0
SCROP82561,0
SCROP82562,0
SCROP82563,0
SCROP82564,0
SCROP82565,1
SCROP82566,0
SCROP82567,0
SCROP82568,0
SCROP82569,0
SCROP82570,0
SCROP82571,0
SCROP82572,0
SCROP82573,0
SCROP82574,0
SCROP82575,0
SCROP82576,0
SCROP82577,0
SCROP82578,0
SCROP82579,0
SCROP82580,0
SCROP82581,0
SCROP82582,0
SCROP82583,0
SCROP82584,0
SCROP82585,0
SCROP82586,0
SCROP82587,0
SCROP82588,0
SCROP82589,0
SCROP82590,0
SCROP82591,0
SCROP82592,0
SCROP82593,0
SCROP82594,0
SCROP82595,0
SCROP82596,0
SCROP82597,0
SCROP82598,0
SCROP82599,0
SCROP82600,0
SCROP82601,0
SCROP82602,0
SCROP82603,0
SCROP82604,0
SCROP82605,0
SCROP82606,0
SCROP82607,0
SCROP82608,0
SCROP82609,0
SCROP82610,0
SCROP82611,0
SCROP82612,0
SCROP82613,0
SCROP82614,0
SCROP82615,0
SCROP82616,1
SCROP82617,0
SCROP82618,0
SCROP82619,0
SCROP82620,0
SCROP82621,0
SCROP82622,0
SCROP82623,0
SCROP82624,0
SCROP82625,0
SCROP82626,0
SCROP82627,0
SCROP82628,0
SCROP82629,0
SCROP82630,0
SCROP82631,0
SCROP82632,0
SCROP82633,0
SCROP82634,0
SCROP82635,0
SCROP82636,0
SCROP82637,0
SCROP82638,0
SCROP82639,0
SCROP82640,0
SCROP82641,0
SCROP82642,1
SCROP82643,0
SCROP82644,0
SCROP82645,1
SCROP82646,0
SCROP82647,0
SCROP82648,0
SCROP82649,0
SCROP82650,0
SCROP82651,0
SCROP82652,0
SCROP82653,0
SCROP82654,1
SCROP82655,0
SCROP82656,0
SCROP82657,0
SCROP82658,0
SCROP82659,0
SCROP82660,0
SCROP82661,0
SCROP82662,0
SCROP82663,0
SCROP82664,0
SCROP82665,0
SCROP82666,0
SCROP82667,1
SCROP82668,0
SCROP82669,1
SCROP82670,0
SCROP82671,0
SCROP82672,0
SCROP82673,2
SCROP82674,0
SCROP82675,2
SCROP82676,0
SCROP82677,0
SCROP82678,0
SCROP82679,0
SCROP82680,0
SCROP82681,0
SCROP82682,0
SCROP82683,0
SCROP82684,0
SCROP82685,0
SCROP82686,0
SCROP82687,0
SCROP82688,0
SCROP82689,0
SCROP82690,0
SCROP82691,0
SCROP82692,0
SCROP82693,0
SCROP82694,2
SCROP82695,0
SCROP82696,0
SCROP82697,0
SCROP82698,0
SCROP82699,0
SCROP82700,0
SCROP82701,0
SCROP82702,0
SCROP82703,0
SCROP82704,1
SCROP82705,0
SCROP82706,0
SCROP82707,0
SCROP82708,0
SCROP82709,0
SCROP82710,0
SCROP82711,0
SCROP82712,0
SCROP82713,0
SCROP82714,2
SCROP82715,0
SCROP82716,0
SCROP82717,0
SCROP82718,0
SCROP82719,0
SCROP82720,0
SCROP82721,0
SCROP82722,1
SCROP82723,0
SCROP82724,0
SCROP82725,0
SCROP82726,0
SCROP82727,0
SCROP82728,0
SCROP82729,0
SCROP82730,0
SCROP82731,0
SCROP82732,0
SCROP82733,0
SCROP82734,0
SCROP82735,0
SCROP82736,0
SCROP82737,0
SCROP82738,0
SCROP82739,0
SCROP82740,0
SCROP82741,0
SCROP82742,1
SCROP82743,1
SCROP82744,0
SCROP82745,2
SCROP82746,1
SCROP82747,0
SCROP82748,2
SCROP82749,0
SCROP82750,0
SCROP82751,0
SCROP82752,0
SCROP82753,0
SCROP82754,0
SCROP82755,1
SCROP82756,0
SCROP82757,0
SCROP82758,0
SCROP82759,0
SCROP82760,0
SCROP82761,0
SCROP82762,0
SCROP82763,0
SCROP82764,0
SCROP82765,0
SCROP82766,1
SCROP82767,2
SCROP82768,1
SCROP82769,0
SCROP82770,0
SCROP82771,0
SCROP82772,0
SCROP82773,2
SCROP82774,0
SCROP82775,0
SCROP82776,0
SCROP82777,0
SCROP82778,0
SCROP82779,0
SCROP82780,0
SCROP82781,1
SCROP82782,0
SCROP82783,0
SCROP82784,0
SCROP82785,0
SCROP82786,0
SCROP82787,0
SCROP82788,0
SCROP82789,0
SCROP82790,0
SCROP82791,0
SCROP82792,0
SCROP82793,0
SCROP82794,1
SCROP82795,1
SCROP82796,0
SCROP82797,0
SCROP82798,0
SCROP82799,0
SCROP82800,0
SCROP82801,0
SCROP82802,2
SCROP82803,0
SCROP82804,0
SCROP82805,0
SCROP82806,0
SCROP82807,0
SCROP82808,1
SCROP82809,0
SCROP82810,0
SCROP82811,0
SCROP82812,0
SCROP82813,0
SCROP82814,0
SCROP82815,0
SCROP82816,2
SCROP82817,1
SCROP82818,0
SCROP82819,2
SCROP82820,0
SCROP82821,2
SCROP82822,2
SCROP82823,0
SCROP82824,0
SCROP82825,0
SCROP82826,0
SCROP82827,0
SCROP82828,0
SCROP82829,0
SCROP82830,0
SCROP82831,0
SCROP82832,0
SCROP82833,1
SCROP82834,0
SCROP82835,1
SCROP82836,1
SCROP82837,0
SCROP82838,0
SCROP82839,0
SCROP82840,0
SCROP82841,0
SCROP82842,0
SCROP82843,1
SCROP82844,1
SCROP82845,0
SCROP82846,0
SCROP82847,0
SCROP82848,1
SCROP82849,0
SCROP82850,1
SCROP82851,1
SCROP82852,0
SCROP82853,2
SCROP82854,0
SCROP82855,2
SCROP82856,1
SCROP82857,1
SCROP82858,2
SCROP82859,0
SCROP82860,0
SCROP82861,0
SCROP82862,2
SCROP82863,0
SCROP82864,1
SCROP82865,0
SCROP82866,0
SCROP82867,0
SCROP82868,0
SCROP82869,0
SCROP82870,1
SCROP82871,1
SCROP82872,0
SCROP82873,1
SCROP82874,1
SCROP82875,0
SCROP82876,0
SCROP82877,2
SCROP82878,1
SCROP82879,0
SCROP82880,1
SCROP82881,1
SCROP82882,0
SCROP82883,1
SCROP82884,1
SCROP82885,0
SCROP82886,0
SCROP82887,0
SCROP82888,0
SCROP82889,1
SCROP82890,0
SCROP82891,0
SCROP82892,0
SCROP82893,0
SCROP82894,0
SCROP82895,0
SCROP82896,0
SCROP82897,1
SCROP82898,0
SCROP82899,0
SCROP82900,1
SCROP82901,2
SCROP82902,2
SCROP82903,2
SCROP82904,1
SCROP82905,1
SCROP82906,1
SCROP82907,0
SCROP82908,1
SCROP82909,2
SCROP82910,0
SCROP82911,0
SCROP82912,0
SCROP82913,2
SCROP82914,0
SCROP82915,0
SCROP82916,2
SCROP82917,0
SCROP82918,0
SCROP82919,1
SCROP82920,1
SCROP82921,1
SCROP82922,0
SCROP82923,1
SCROP82924,0
SCROP82925,0
SCROP82926,0
SCROP82927,0
SCROP82928,0
SCROP82929,0
SCROP82930,0
SCROP82931,0
SCROP82932,0
SCROP82933,0
SCROP82934,0
SCROP82935,1
SCROP82936,0
SCROP82937,2
SCROP82938,0
SCROP82939,0
SCROP82940,0
SCROP82941,0
SCROP82942,1
SCROP82943,0
SCROP82944,1
SCROP82945,0
SCROP82946,0
SCROP82947,0
SCROP82948,0
SCROP82949,1
SCROP82950,0
SCROP82951,1
SCROP82952,1
SCROP82953,0
SCROP82954,1
SCROP82955,1
SCROP82956,2
SCROP82957,1
SCROP82958,0
SCROP82959,1
SCROP82960,0
SCROP82961,0
SCROP82962,0
SCROP82963,1
SCROP82964,0
SCROP82965,1
SCROP82966,0
SCROP82967,0
SCROP82968,2
SCROP82969,0
SCROP82970,0
SCROP82971,0
SCROP82972,0
SCROP82973,0
SCROP82974,0
SCROP82975,0
SCROP82976,0
SCROP82977,1
SCROP82978,1
SCROP82979,0
SCROP82980,1
SCROP82981,0
SCROP82982,0
SCROP82983,0
SCROP82984,1
SCROP82985,0
SCROP82986,2
SCROP82987,1
SCROP82988,1
SCROP82989,0
SCROP82990,0
SCROP82991,0
SCROP82992,0
SCROP82993,0
SCROP82994,0
SCROP82995,0
SCROP82996,0
SCROP82997,0
SCROP82998,0
SCROP82999,1
SCROP83000,0
SCROP83001,0
SCROP83002,0
SCROP83003,0
SCROP83004,1
SCROP83005,0
SCROP83006,0
SCROP83007,0
SCROP83008,0
SCROP83009,0
SCROP83010,0
SCROP83011,0
SCROP83012,2
SCROP83013,1
SCROP83014,0
SCROP83015,1
SCROP83016,1
SCROP83017,1
SCROP83018,0
SCROP83019,0
SCROP83020,0
SCROP83021,2
SCROP83022,1
SCROP83023,1
SCROP83024,0
SCROP83025,0
SCROP83026,0
SCROP83027,2
SCROP83028,0
SCROP83029,0
SCROP83030,1
SCROP83031,0
SCROP83032,0
SCROP83033,1
SCROP83034,0
SCROP83035,0
SCROP83036,1
SCROP83037,0
SCROP83038,0
SCROP83039,1
SCROP83040,1
SCROP83041,1
SCROP83042,0
SCROP83043,1
SCROP83044,0
SCROP83045,1
SCROP83046,0
SCROP83047,1
SCROP83048,1
SCROP83049,1
SCROP83050,0
SCROP83051,0
SCROP83052,0
SCROP83053,0
SCROP83054,0
SCROP83055,0
SCROP83056,0
SCROP83057,1
SCROP83058,2
SCROP83059,0
SCROP83060,0
SCROP83061,0
SCROP83062,0
SCROP83063,0
SCROP83064,1
SCROP83065,1
SCROP83066,0
SCROP83067,2
SCROP83068,2
SCROP83069,2
SCROP83070,0
SCROP83071,0
SCROP83072,0
SCROP83073,1
SCROP83074,1
SCROP83075,1
SCROP83076,1
SCROP83077,1
SCROP83078,0
SCROP83079,0
SCROP83080,0
SCROP83081,0
SCROP83082,0
SCROP83083,1
SCROP83084,1
SCROP83085,0
SCROP83086,1
SCROP83087,0
SCROP83088,1
SCROP83089,1
SCROP83090,0
SCROP83091,1
SCROP83092,0
SCROP83093,0
SCROP83094,0
SCROP83095,0
SCROP83096,1
SCROP83097,0
SCROP83098,1
SCROP83099,0
SCROP83100,0
SCROP83101,0
SCROP83102,0
SCROP83103,0
