,Insect_Estimate,CultivationType,Soil_Type,Category_Pesticide,Doses_Week,Weeks_Using,Weeks_Without,Predicted_Damage_In_Plantation
2144,1132,0,0,2,50,24.0,14,0
2145,1132,0,0,2,50,31.0,8,0
2146,1132,0,0,2,50,34.0,12,0
2147,1132,0,0,2,60,16.0,13,0
2148,1132,0,0,2,60,43.0,1,0
2149,1132,0,0,2,20,22.0,19,0
2150,1132,0,0,2,20,16.0,26,0
2151,1132,0,0,2,60,42.0,1,0
2152,1212,0,0,2,10,16.0,11,0
2153,1212,0,0,2,15,15.0,22,0
2154,1212,0,0,2,15,20.0,22,0
2155,1212,0,0,2,15,22.0,17,0
2156,1212,0,0,2,20,25.0,13,0
2157,1212,0,0,2,20,30.0,7,0
2158,1212,0,0,2,20,35.0,3,0
2159,1212,0,0,2,20,38.0,4,0
2160,1212,0,0,2,20,43.0,1,0
2161,1212,0,0,2,30,20.0,25,0
2162,1212,0,0,2,30,33.0,10,0
2163,1212,0,0,2,40,18.0,21,0
2164,1212,0,0,2,40,35.0,8,0
2165,1212,0,0,2,40,39.0,6,0
2166,1212,0,0,2,40,43.0,0,0
2167,1212,0,0,2,60,25.0,16,0
2168,1212,0,0,2,60,32.0,13,0
2170,1212,0,0,2,80,33.0,4,0
2171,1212,0,0,2,10,30.0,2,0
2172,1212,0,0,2,40,37.0,9,0
2173,1296,0,0,2,10,23.0,12,0
2174,1297,0,0,2,20,14.0,24,0
2175,1297,0,0,2,20,15.0,6,0
2176,1296,0,0,2,20,15.0,23,0
2177,1296,0,0,2,20,15.0,26,0
2178,1296,0,0,2,20,22.0,18,0
2180,1296,0,0,2,20,36.0,1,0
2181,1296,0,0,2,20,39.0,0,0
2183,1297,0,0,2,25,39.0,1,0
2184,1296,0,0,2,25,43.0,2,0
2185,1297,0,0,2,30,10.0,25,0
2186,1297,0,0,2,40,28.0,12,0
2187,1296,0,0,2,40,29.0,14,0
2189,1296,0,0,2,40,47.0,0,0
2190,1296,0,0,2,45,29.0,1,0
2192,1296,0,0,2,60,25.0,17,0
2193,1297,0,0,2,10,10.0,30,0
2194,1296,0,0,2,20,33.0,11,0
2195,1296,0,0,2,20,20.0,19,0
2196,1385,0,0,2,10,17.0,26,0
2198,1385,0,0,2,15,37.0,8,0
2199,1385,0,0,2,15,38.0,7,0
2200,1385,0,0,2,20,11.0,31,0
2202,1385,0,0,2,20,25.0,20,0
2203,1385,0,0,2,20,30.0,7,0
2204,1385,0,0,2,20,33.0,10,0
2205,1385,0,0,2,20,34.0,1,0
2206,1385,0,0,2,30,45.0,8,0
2207,1385,0,0,2,40,37.0,4,0
2208,1385,0,0,2,40,45.0,6,0
2210,1385,0,0,2,20,41.0,6,0
2212,1478,0,0,2,10,10.0,28,0
2214,1478,0,0,2,10,24.0,14,0
2215,1478,0,0,2,15,20.0,7,0
2216,1478,0,0,2,15,34.0,10,0
2217,1478,0,0,2,20,20.0,28,0
2218,1478,0,0,2,20,25.0,25,0
2220,1478,0,0,2,20,39.0,8,0
2221,1478,0,0,2,25,45.0,4,0
2222,1478,0,0,2,30,30.0,20,0
2223,1478,0,0,2,30,37.0,5,0
2224,1478,0,0,2,40,12.0,25,0
2225,1478,0,0,2,40,16.0,22,0
2226,1478,0,0,2,40,33.0,17,0
2227,1478,0,0,2,40,37.0,1,0
2229,1478,0,0,2,50,29.0,8,0
2230,1478,0,0,2,50,46.0,7,0
2231,1478,0,0,2,55,44.0,4,0
2232,1478,0,0,2,60,25.0,12,0
2233,1478,0,0,2,75,25.0,12,0
2234,1478,0,0,2,90,37.0,13,0
2235,1478,0,0,2,20,37.0,15,0
2236,1478,0,0,2,20,25.0,17,0
2238,1575,0,0,2,5,22.0,23,0
2239,1576,0,0,2,10,6.0,33,0
2240,1576,0,0,2,10,13.0,33,0
2241,1576,0,0,2,10,15.0,28,0
2242,1576,0,0,2,10,24.0,17,0
2243,1576,0,0,2,10,27.0,15,0
2244,1575,0,0,2,10,38.0,8,0
2245,1576,0,0,2,15,12.0,32,0
2246,1576,0,0,2,20,10.0,25,0
2247,1576,0,0,2,20,18.0,25,0
2248,1575,0,0,2,20,25.0,20,0
2249,1575,0,0,2,20,33.0,20,0
2250,1576,0,0,2,20,37.0,9,0
2251,1576,0,0,2,20,38.0,13,0
2252,1576,0,0,2,20,39.0,8,0
2253,1576,0,0,2,20,40.0,8,0
2254,1576,0,0,2,30,18.0,33,0
2255,1575,0,0,2,30,30.0,16,0
2256,1576,0,0,2,30,42.0,4,0
2257,1576,0,0,2,40,40.0,7,0
2258,1576,0,0,2,50,34.0,15,0
2259,1576,0,0,2,60,38.0,13,0
2260,1575,0,0,2,30,32.0,13,0
2261,1576,0,0,2,30,24.0,21,0
2262,1575,0,0,2,40,37.0,11,0
2263,1575,0,0,2,20,41.0,6,0
2264,1576,0,0,2,60,43.0,1,0
2265,1678,0,0,2,5,32.0,16,0
2266,1678,0,0,2,5,39.0,15,0
2267,1678,0,0,2,10,18.0,26,0
2268,1678,0,0,2,10,20.0,25,0
2269,1678,0,0,2,10,28.0,9,0
2270,1678,0,0,2,15,15.0,32,0
2271,1678,0,0,2,15,42.0,5,0
2272,1678,0,0,2,15,42.0,14,0
2273,1678,0,0,2,20,15.0,29,0
2274,1678,0,0,2,20,23.0,26,0
2275,1678,0,0,2,20,28.0,22,0
2276,1678,0,0,2,20,48.0,6,0
2277,1678,0,0,2,30,14.0,5,0
2278,1678,0,0,2,30,24.0,24,0
2279,1678,0,0,2,30,35.0,1,0
2280,1678,0,0,2,30,45.0,1,0
2282,1678,0,0,2,40,27.0,14,0
2283,1678,0,0,2,40,30.0,14,0
2284,1678,0,0,2,40,40.0,14,0
2285,1678,0,0,2,50,24.0,20,0
2286,1678,0,0,2,60,30.0,19,0
2287,1678,0,0,2,60,49.0,2,0
2288,1678,0,0,2,60,51.0,1,0
2289,1678,0,0,2,10,35.0,14,0
2291,1678,0,0,2,40,30.0,9,0
2292,1678,0,0,2,15,51.0,1,0
2293,1785,0,0,2,5,30.0,5,0
2294,1785,0,0,2,10,24.0,15,0
2295,1786,0,0,2,15,29.0,18,0
2296,1785,0,0,2,20,7.0,31,0
2297,1785,0,0,2,20,18.0,30,0
2299,1785,0,0,2,20,20.0,33,0
2300,1785,0,0,2,20,23.0,25,0
2301,1785,0,0,2,20,25.0,24,0
2302,1785,0,0,2,20,33.0,12,0
2303,1785,0,0,2,20,40.0,9,0
2304,1785,0,0,2,25,13.0,27,0
2305,1785,0,0,2,25,28.0,25,0
2306,1786,0,0,2,25,40.0,2,0
2307,1786,0,0,2,30,15.0,30,0
2308,1785,0,0,2,30,27.0,20,0
2309,1785,0,0,2,30,33.0,16,0
2310,1786,0,0,2,30,36.0,15,0
2311,1785,0,0,2,30,37.0,11,0
2312,1785,0,0,2,30,42.0,11,0
2313,1785,0,0,2,40,20.0,23,0
2314,1785,0,0,2,40,35.0,11,0
2315,1785,0,0,2,40,36.0,3,0
2316,1785,0,0,2,40,45.0,4,0
2317,1785,0,0,2,60,15.0,32,0
2318,1785,0,0,2,60,33.0,20,0
2319,1785,0,0,2,20,32.0,15,0
2320,1785,0,0,2,20,41.0,6,0
2321,1786,0,0,2,40,30.0,15,0
2323,1786,0,0,2,50,40.0,9,0
2324,1786,0,0,2,20,29.0,15,0
2325,1785,0,0,2,20,33.0,13,0
2326,1786,0,0,2,30,50.0,5,0
2327,1898,0,0,2,5,41.0,9,0
2328,1898,0,0,2,10,53.0,1,0
2329,1898,0,0,2,15,46.0,2,0
2330,1898,0,0,2,20,32.0,17,0
2331,1898,0,0,2,20,33.0,8,0
2332,1898,0,0,2,20,41.0,3,0
2333,1898,0,0,2,20,43.0,2,0
2334,1898,0,0,2,20,48.0,0,0
2335,1898,0,0,2,20,48.0,1,0
2336,1898,0,0,2,30,33.0,14,0
2337,1898,0,0,2,30,52.0,3,0
2338,1898,0,0,2,40,20.0,28,0
2339,1898,0,0,2,40,26.0,24,0
2340,1898,0,0,2,40,45.0,5,0
2341,1898,0,0,2,45,35.0,8,0
2342,1898,0,0,2,60,34.0,22,0
2343,1898,0,0,2,60,38.0,13,0
2344,1898,0,0,2,30,45.0,3,0
2345,1898,0,0,2,40,44.0,2,0
2346,2015,0,0,2,5,20.0,33,0
2347,2015,0,0,2,5,28.0,25,0
2348,2015,0,0,2,5,35.0,17,0
2349,2016,0,0,2,10,16.0,30,0
2350,2016,0,0,2,10,30.0,3,0
2351,2015,0,0,2,10,31.0,20,0
2352,2015,0,0,2,15,14.0,34,0
2353,2015,0,0,2,20,22.0,29,0
2354,2015,0,0,2,20,30.0,27,0
2356,2016,0,0,2,20,36.0,12,0
2357,2016,0,0,2,20,42.0,11,0
2358,2016,0,0,2,20,43.0,5,0
2359,2016,0,0,2,20,45.0,2,0
2361,2015,0,0,2,25,22.0,30,0
2362,2015,0,0,2,25,45.0,7,0
2363,2015,0,0,2,30,12.0,37,0
2364,2015,0,0,2,30,18.0,27,0
2365,2015,0,0,2,30,35.0,17,0
2366,2015,0,0,2,30,48.0,2,0
2367,2016,0,0,2,40,20.0,27,0
2368,2015,0,0,2,40,24.0,10,0
2370,2015,0,0,2,40,32.0,19,0
2371,2015,0,0,2,40,45.0,2,0
2372,2016,0,0,2,50,30.0,23,0
2373,2015,0,0,2,50,35.0,17,0
2374,2015,0,0,2,60,40.0,7,0
2375,2016,0,0,2,60,40.0,9,0
2376,2016,0,0,2,40,33.0,5,0
2377,2138,0,0,2,40,20.0,28,0
2379,2138,0,0,2,10,18.0,32,0
2381,2139,0,0,2,10,29.0,21,0
2382,2138,0,0,2,10,34.0,18,0
2383,2139,0,0,2,10,37.0,10,0
2384,2138,0,0,2,10,38.0,10,0
2385,2138,0,0,2,10,47.0,6,0
2386,2139,0,0,2,15,17.0,32,0
2387,2139,0,0,2,15,25.0,24,0
2388,2138,0,0,2,15,33.0,5,0
2389,2139,0,0,2,15,34.0,18,0
2390,2139,0,0,2,20,22.0,28,0
2391,2138,0,0,2,20,40.0,10,0
2392,2138,0,0,2,25,40.0,14,0
2393,2139,0,0,2,30,38.0,13,0
2394,2138,0,0,2,40,34.0,18,0
2395,2139,0,0,2,40,45.0,8,0
2396,2138,0,0,2,40,46.0,5,0
2397,2139,0,0,2,50,22.0,28,0
2398,2138,0,0,2,50,32.0,16,0
2399,2138,0,0,2,55,40.0,14,0
2400,2139,0,0,2,60,30.0,22,0
2401,2138,0,0,2,40,35.0,13,0
2402,2139,0,0,2,50,35.0,13,0
2403,2138,0,0,2,25,51.0,3,0
2404,2267,0,0,2,20,42.0,9,0
2405,2267,0,0,2,10,20.0,30,0
2406,2267,0,0,2,10,20.0,34,0
2407,2267,0,0,2,10,37.0,20,0
2409,2267,0,0,2,15,33.0,19,0
2410,2267,0,0,2,15,41.0,10,0
2411,2267,0,0,2,20,23.0,29,0
2412,2267,0,0,2,20,24.0,33,0
2413,2267,0,0,2,20,34.0,18,0
2414,2267,0,0,2,20,36.0,13,0
2415,2267,0,0,2,20,39.0,16,0
2417,2267,0,0,2,30,20.0,15,0
2419,2267,0,0,2,30,43.0,9,0
2420,2267,0,0,2,30,45.0,10,0
2422,2267,0,0,2,40,10.0,39,0
2423,2267,0,0,2,40,31.0,18,0
2424,2267,0,0,2,40,39.0,8,0
2425,2267,0,0,2,40,44.0,17,0
2426,2267,0,0,2,50,42.0,7,0
2427,2267,0,0,2,60,25.0,31,0
2428,2267,0,0,2,60,31.0,21,0
2429,2267,0,0,2,60,48.0,6,0
2430,2267,0,0,2,60,50.0,3,0
2431,2267,0,0,2,20,36.0,15,0
2432,2267,0,0,2,50,54.0,5,0
2433,2401,0,0,2,5,10.0,34,0
2434,2402,0,0,2,5,16.0,32,0
2436,2402,0,0,2,15,30.0,20,0
2437,2401,0,0,2,20,14.0,35,0
2438,2401,0,0,2,20,15.0,34,0
2440,2401,0,0,2,20,37.0,14,0
2441,2401,0,0,2,20,50.0,10,0
2442,2401,0,0,2,20,51.0,2,0
2445,2401,0,0,2,40,54.0,0,0
2446,2402,0,0,2,50,46.0,4,0
2447,2402,0,0,2,60,42.0,8,0
2448,2401,0,0,2,10,39.0,10,0
2449,2402,0,0,2,20,34.0,20,0
2450,2401,0,0,2,10,19.0,33,0
2451,2401,0,0,2,25,50.0,3,0
2452,2402,0,0,2,20,41.0,11,0
2453,2401,0,0,2,20,42.0,10,0
2455,2541,0,0,2,20,25.0,26,0
2457,2541,0,0,2,20,35.0,6,0
2458,2541,0,0,2,20,50.0,8,0
2459,2541,0,0,2,30,45.0,10,0
2460,2541,0,0,2,30,47.0,7,0
2461,2542,0,0,2,30,50.0,3,0
2462,2542,0,0,2,40,30.0,22,0
2463,2542,0,0,2,40,41.0,6,0
2465,2542,0,0,2,60,43.0,6,0
2466,2541,0,0,2,20,13.0,38,0
2467,2541,0,0,2,20,27.0,26,0
2468,2541,0,0,2,60,40.0,11,0
2469,2542,0,0,2,20,30.0,12,0
2470,2541,0,0,2,40,45.0,8,0
2471,2688,0,0,2,15,55.0,5,0
2472,2688,0,0,2,20,36.0,22,0
2473,2687,0,0,2,30,32.0,22,0
2474,2688,0,0,2,30,43.0,15,0
2475,2688,0,0,2,40,20.0,15,0
2476,2688,0,0,2,40,34.0,8,0
2477,2688,0,0,2,20,40.0,15,0
2478,2688,0,0,2,15,54.0,3,0
2480,2688,0,0,2,25,30.0,27,0
2481,2688,0,0,2,50,15.0,42,0
2482,2840,0,0,2,5,6.0,31,0
2484,2840,0,0,2,10,25.0,28,0
2485,2840,0,0,2,15,20.0,33,0
2486,2840,0,0,2,20,42.0,15,0
2487,2840,0,0,2,20,45.0,6,0
2488,2840,0,0,2,40,20.0,25,0
2489,2840,0,0,2,40,20.0,28,0
2490,2840,0,0,2,40,20.0,33,0
2491,2840,0,0,2,60,30.0,23,0
2492,2840,0,0,2,20,50.0,8,1
2493,2840,0,0,2,20,57.0,8,0
2494,2999,0,0,2,10,32.0,17,0
2495,2999,0,0,2,15,39.0,14,0
2496,2999,0,0,2,25,34.0,2,0
2497,2999,0,0,2,40,27.0,29,0
2498,2999,0,0,2,40,29.0,24,0
2499,2999,0,0,2,60,55.0,5,0
2500,2999,0,0,2,5,50.0,9,0
2501,2999,0,0,2,20,28.0,30,0
2502,3165,0,0,2,5,40.0,15,0
2503,3164,0,0,2,10,35.0,17,0
2504,3164,0,0,2,10,53.0,9,0
2506,3164,0,0,2,35,40.0,10,0
2507,3164,0,0,2,15,25.0,30,0
2508,3165,0,0,2,30,45.0,13,0
2509,3164,0,0,2,10,58.0,5,1
2510,3336,0,0,2,30,34.0,26,0
2511,3337,0,0,2,5,40.0,5,0
2512,3336,0,0,2,10,25.0,23,0
2513,3337,0,0,2,20,43.0,18,0
2514,3336,0,0,2,20,48.0,13,0
2515,3337,0,0,2,20,50.0,16,1
2516,3337,0,0,2,30,44.0,14,0
2517,3336,0,0,2,10,41.0,19,0
2518,3336,0,0,2,40,30.0,30,0
2519,3337,0,0,2,80,19.0,41,0
2520,3337,0,0,2,30,40.0,10,0
2521,3516,0,0,2,5,36.0,24,0
2522,3516,0,0,2,10,50.0,7,0
2523,3516,0,0,2,15,42.0,17,0
2524,3516,0,0,2,20,15.0,42,0
2526,3516,0,0,2,20,50.0,14,0
2527,3516,0,0,2,40,13.0,32,0
2528,3516,0,0,2,20,34.0,25,0
2529,3516,0,0,2,20,57.0,12,0
2530,3702,0,0,2,20,25.0,38,0
2531,3702,0,0,2,20,26.0,38,0
2532,3702,0,0,2,30,52.0,12,0
2533,3702,0,0,2,15,40.0,18,0
2534,3702,0,0,2,40,52.0,10,0
2536,3896,0,0,2,10,20.0,29,0
2537,3896,0,0,2,15,55.0,9,0
2538,4096,0,0,2,30,10.0,48,0
2539,4096,0,0,2,10,44.0,22,0
2540,4096,0,0,2,10,48.0,11,0
2542,4097,0,0,2,10,51.0,15,0
2543,4096,0,0,2,20,30.0,35,1
2544,169,0,1,2,20,10.0,4,0
2546,169,0,1,2,35,20.0,1,0
2547,188,0,1,2,15,15.0,2,0
2548,188,0,1,2,25,16.0,3,0
2549,188,0,1,2,25,20.0,1,0
2550,209,0,1,2,45,23.0,0,0
2551,232,0,1,2,10,10.0,4,0
2552,232,0,1,2,20,16.0,6,0
2553,232,0,1,2,25,12.0,5,0
2555,232,0,1,2,40,20.0,3,0
2556,232,0,1,2,60,13.0,8,0
2557,257,0,1,2,45,20.0,5,0
2558,256,0,1,2,15,15.0,10,0
2559,257,0,1,2,15,17.0,6,0
2560,257,0,1,2,20,15.0,0,0
2561,256,0,1,2,40,20.0,3,0
2563,283,0,1,2,25,17.0,6,0
2566,312,0,1,2,5,18.0,2,0
2567,311,0,1,2,25,13.0,10,0
2568,312,0,1,2,25,14.0,7,0
2569,312,0,1,2,30,25.0,4,0
2570,312,0,1,2,60,16.0,4,0
2571,342,0,1,2,10,10.0,8,0
2572,342,0,1,2,15,10.0,13,0
2573,342,0,1,2,30,10.0,13,0
2574,342,0,1,2,30,21.0,4,0
2575,375,0,1,2,10,14.0,13,0
2576,375,0,1,2,20,15.0,2,0
2577,375,0,1,2,25,22.0,1,0
2580,375,0,1,2,40,15.0,14,0
2581,375,0,1,2,45,22.0,9,0
2582,410,0,1,2,5,22.0,10,0
2583,411,0,1,2,10,13.0,9,0
2585,410,0,1,2,15,19.0,6,0
2587,410,0,1,2,20,13.0,5,0
2588,410,0,1,2,20,16.0,12,0
2589,411,0,1,2,25,16.0,13,0
2591,411,0,1,2,30,27.0,0,0
2593,410,0,1,2,40,13.0,14,0
2594,410,0,1,2,40,23.0,4,0
2595,410,0,1,2,45,16.0,12,0
2596,410,0,1,2,50,23.0,7,0
2597,410,0,1,2,50,25.0,5,0
2598,448,0,1,2,10,15.0,11,0
2599,448,0,1,2,10,20.0,5,0
2600,448,0,1,2,15,6.0,1,0
2601,448,0,1,2,15,12.0,15,0
2602,448,0,1,2,20,8.0,15,0
2603,448,0,1,2,20,11.0,13,0
2604,448,0,1,2,20,13.0,15,0
2605,448,0,1,2,20,14.0,10,0
2606,448,0,1,2,20,17.0,16,0
2607,448,0,1,2,20,18.0,16,0
2608,448,0,1,2,20,20.0,5,0
2609,448,0,1,2,20,29.0,5,0
2610,448,0,1,2,30,16.0,5,0
2611,448,0,1,2,30,27.0,1,0
2612,448,0,1,2,40,10.0,11,0
2613,448,0,1,2,40,20.0,0,0
2614,448,0,1,2,40,27.0,0,0
2617,488,0,1,2,5,17.0,9,0
2618,488,0,1,2,10,11.0,15,0
2619,488,0,1,2,10,16.0,17,0
2620,488,0,1,2,15,13.0,7,0
2621,488,0,1,2,20,7.0,15,0
2622,488,0,1,2,20,14.0,11,0
2623,488,0,1,2,20,18.0,13,0
2624,488,0,1,2,20,30.0,9,0
2625,488,0,1,2,25,14.0,15,0
2627,488,0,1,2,25,30.0,1,0
2628,488,0,1,2,30,10.0,6,0
2630,488,0,1,2,30,25.0,12,0
2631,489,0,1,2,30,27.0,1,0
2632,488,0,1,2,40,16.0,16,0
2633,488,0,1,2,40,26.0,2,0
2634,488,0,1,2,50,27.0,3,0
2635,531,0,1,2,5,10.0,18,0
2636,531,0,1,2,5,15.0,9,0
2637,531,0,1,2,10,7.0,6,0
2638,531,0,1,2,10,8.0,14,0
2639,531,0,1,2,20,8.0,13,0
2640,531,0,1,2,20,14.0,8,0
2641,531,0,1,2,20,15.0,15,0
2642,531,0,1,2,20,21.0,6,0
2643,531,0,1,2,20,23.0,2,0
2644,531,0,1,2,20,24.0,5,0
2645,531,0,1,2,25,11.0,16,0
2646,531,0,1,2,25,14.0,14,0
2648,531,0,1,2,30,19.0,10,0
2650,531,0,1,2,40,10.0,17,0
2651,531,0,1,2,40,16.0,13,0
2652,531,0,1,2,40,19.0,8,0
2653,531,0,1,2,40,30.0,4,0
2654,531,0,1,2,40,30.0,7,0
2655,531,0,1,2,40,32.0,3,0
2656,531,0,1,2,45,19.0,6,0
2658,531,0,1,2,30,24.0,1,0
2659,577,0,1,2,5,25.0,15,0
2660,577,0,1,2,10,10.0,19,0
2661,577,0,1,2,10,14.0,15,0
2662,577,0,1,2,10,14.0,19,0
2663,577,0,1,2,10,28.0,6,0
2664,577,0,1,2,15,12.0,19,0
2665,577,0,1,2,20,16.0,0,0
2666,577,0,1,2,20,25.0,9,0
2667,577,0,1,2,20,26.0,2,0
2668,577,0,1,2,20,32.0,3,0
2669,577,0,1,2,25,20.0,6,0
2670,577,0,1,2,30,10.0,10,0
2671,577,0,1,2,30,30.0,0,0
2672,577,0,1,2,30,37.0,2,0
2673,577,0,1,2,40,15.0,4,0
2675,577,0,1,2,40,24.0,9,0
2676,577,0,1,2,40,26.0,5,0
2677,577,0,1,2,40,38.0,1,0
2678,577,0,1,2,50,21.0,9,0
2679,577,0,1,2,50,24.0,9,0
2680,577,0,1,2,60,18.0,18,0
2681,625,0,1,2,10,12.0,19,0
2682,625,0,1,2,10,15.0,12,0
2683,626,0,1,2,10,26.0,5,0
2684,626,0,1,2,15,14.0,0,0
2685,626,0,1,2,15,23.0,9,0
2686,626,0,1,2,20,13.0,5,0
2687,626,0,1,2,20,14.0,4,0
2688,625,0,1,2,20,25.0,4,0
2689,625,0,1,2,20,30.0,7,0
2690,626,0,1,2,25,11.0,14,0
2691,626,0,1,2,25,15.0,10,0
2692,625,0,1,2,30,20.0,7,0
2693,625,0,1,2,30,22.0,13,0
2695,625,0,1,2,30,28.0,3,0
2696,625,0,1,2,30,28.0,5,0
2697,625,0,1,2,40,24.0,5,0
2698,625,0,1,2,40,25.0,12,0
2699,625,0,1,2,45,24.0,7,0
2700,626,0,1,2,45,25.0,13,0
2701,625,0,1,2,50,30.0,0,0
2702,625,0,1,2,60,25.0,12,0
2703,625,0,1,2,65,18.0,14,0
2704,625,0,1,2,70,34.0,2,0
2705,626,0,1,2,95,23.0,6,0
2706,625,0,1,2,5,10.0,19,0
2707,677,0,1,2,5,13.0,18,0
2708,677,0,1,2,5,14.0,16,0
2709,677,0,1,2,10,10.0,17,0
2710,677,0,1,2,10,24.0,7,0
2712,677,0,1,2,20,8.0,21,0
2713,677,0,1,2,20,26.0,8,0
2714,677,0,1,2,20,30.0,7,0
2715,677,0,1,2,25,7.0,19,0
2716,677,0,1,2,25,18.0,14,0
2717,677,0,1,2,30,8.0,4,0
2718,677,0,1,2,30,12.0,17,0
2719,677,0,1,2,30,14.0,21,0
2720,677,0,1,2,30,16.0,21,0
2721,677,0,1,2,30,24.0,10,0
2722,677,0,1,2,30,32.0,5,0
2723,677,0,1,2,30,34.0,7,0
2724,677,0,1,2,35,24.0,11,0
2726,677,0,1,2,40,21.0,12,0
2728,677,0,1,2,60,15.0,18,0
2729,677,0,1,2,60,29.0,2,0
2730,677,0,1,2,70,21.0,15,0
2731,731,0,1,2,5,22.0,14,0
2732,732,0,1,2,10,19.0,17,0
2733,732,0,1,2,10,30.0,5,0
2734,732,0,1,2,15,14.0,18,0
2735,732,0,1,2,20,10.0,0,0
2736,731,0,1,2,20,10.0,20,0
2737,731,0,1,2,20,39.0,1,0
2738,732,0,1,2,25,20.0,13,0
2739,732,0,1,2,25,34.0,4,0
2740,732,0,1,2,30,26.0,10,0
2741,732,0,1,2,30,27.0,10,0
2742,731,0,1,2,30,34.0,1,0
2744,732,0,1,2,35,20.0,16,0
2745,731,0,1,2,35,28.0,9,0
2746,732,0,1,2,40,23.0,10,0
2748,731,0,1,2,45,14.0,22,0
2749,732,0,1,2,45,27.0,9,0
2750,731,0,1,2,45,31.0,6,0
2751,732,0,1,2,60,19.0,12,0
2752,731,0,1,2,60,34.0,4,0
2753,731,0,1,2,20,26.0,12,0
2754,731,0,1,2,10,20.0,12,0
2755,790,0,1,2,5,25.0,0,0
2756,789,0,1,2,10,8.0,1,0
2757,789,0,1,2,10,11.0,23,0
2759,789,0,1,2,10,21.0,15,0
2760,789,0,1,2,10,31.0,3,0
2761,789,0,1,2,15,19.0,13,0
2762,789,0,1,2,15,28.0,5,0
2764,789,0,1,2,20,14.0,20,0
2765,789,0,1,2,20,15.0,18,0
2766,789,0,1,2,20,24.0,5,0
2767,789,0,1,2,20,25.0,15,0
2768,790,0,1,2,30,32.0,4,0
2769,789,0,1,2,40,10.0,19,0
2770,790,0,1,2,40,10.0,23,0
2771,789,0,1,2,40,16.0,18,0
2772,790,0,1,2,40,28.0,2,0
2773,789,0,1,2,50,29.0,10,0
2774,790,0,1,2,60,24.0,17,0
2776,851,0,1,2,10,15.0,24,0
2777,850,0,1,2,10,18.0,14,0
2778,851,0,1,2,15,16.0,19,0
2779,851,0,1,2,15,34.0,4,0
2780,851,0,1,2,15,35.0,6,0
2781,851,0,1,2,15,36.0,8,0
2782,851,0,1,2,20,10.0,5,0
2783,851,0,1,2,20,18.0,19,0
2784,851,0,1,2,20,20.0,21,0
2786,851,0,1,2,25,16.0,22,0
2787,851,0,1,2,30,14.0,12,0
2788,851,0,1,2,40,13.0,6,0
2789,851,0,1,2,40,15.0,6,0
2790,851,0,1,2,40,22.0,11,0
2794,851,0,1,2,40,37.0,5,0
2795,851,0,1,2,50,15.0,23,0
2797,851,0,1,2,50,21.0,14,0
2798,851,0,1,2,50,30.0,2,0
2799,851,0,1,2,60,16.0,22,0
2800,851,0,1,2,60,22.0,5,0
2801,851,0,1,2,40,29.0,8,0
2802,915,0,1,2,10,21.0,18,0
2803,916,0,1,2,10,27.0,12,0
2804,915,0,1,2,10,31.0,5,0
2805,915,0,1,2,10,32.0,6,0
2806,916,0,1,2,20,14.0,1,0
2808,915,0,1,2,20,19.0,0,0
2809,916,0,1,2,20,23.0,8,0
2810,916,0,1,2,25,24.0,10,0
2811,916,0,1,2,30,17.0,5,0
2812,915,0,1,2,30,21.0,14,0
2813,916,0,1,2,30,21.0,18,0
2814,915,0,1,2,30,27.0,4,0
2815,916,0,1,2,30,31.0,3,0
2816,915,0,1,2,30,32.0,6,0
2819,915,0,1,2,40,12.0,22,0
2820,915,0,1,2,40,21.0,16,0
2821,916,0,1,2,40,40.0,2,0
2822,915,0,1,2,60,22.0,15,0
2823,916,0,1,2,60,27.0,11,0
2824,915,0,1,2,80,39.0,0,0
2825,915,0,1,2,85,40.0,1,0
2826,915,0,1,2,30,36.0,3,0
2827,916,0,1,2,40,15.0,23,0
2828,916,0,1,2,15,13.0,25,0
2829,915,0,1,2,20,15.0,24,0
2830,915,0,1,2,40,42.0,0,0
2831,984,0,1,2,5,16.0,21,0
2832,984,0,1,2,5,28.0,10,0
2834,984,0,1,2,10,18.0,20,0
2835,984,0,1,2,10,35.0,6,0
2836,984,0,1,2,15,22.0,13,0
2838,984,0,1,2,20,10.0,6,0
2839,984,0,1,2,20,16.0,3,0
2840,984,0,1,2,20,20.0,2,0
2841,984,0,1,2,20,20.0,26,0
2843,984,0,1,2,20,31.0,6,0
2844,984,0,1,2,25,16.0,24,0
2845,984,0,1,2,25,37.0,0,0
2846,984,0,1,2,30,10.0,12,0
2847,984,0,1,2,30,23.0,13,0
2848,984,0,1,2,30,23.0,15,0
2849,984,0,1,2,30,33.0,12,0
2850,984,0,1,2,30,35.0,2,0
2851,984,0,1,2,30,36.0,10,0
2853,984,0,1,2,40,15.0,17,0
2854,984,0,1,2,40,21.0,15,0
2855,984,0,1,2,40,24.0,14,0
2856,984,0,1,2,40,25.0,11,0
2857,984,0,1,2,40,32.0,6,0
2858,984,0,1,2,50,11.0,17,0
2859,984,0,1,2,60,14.0,24,0
2860,984,0,1,2,60,27.0,11,0
2861,984,0,1,2,70,34.0,10,0
2863,984,0,1,2,20,28.0,9,0
2864,1056,0,1,2,5,31.0,10,0
2865,1056,0,1,2,10,15.0,24,0
2866,1056,0,1,2,15,21.0,17,0
2867,1056,0,1,2,15,30.0,7,0
2868,1056,0,1,2,15,37.0,10,0
