,Estimativa_de_Insetos,Categoria_Pesticida,Doses_Semana,Semanas_Utilizando,Semanas_Sem_Uso,dano_na_plantacao
2277,1678,2,30,14.0,5,0
2278,1678,2,30,24.0,24,0
2279,1678,2,30,35.0,1,0
2280,1678,2,30,45.0,1,2
2282,1678,2,40,27.0,14,0
2283,1678,2,40,30.0,14,0
2284,1678,2,40,40.0,14,0
2285,1678,2,50,24.0,20,0
2286,1678,2,60,30.0,19,0
2287,1678,2,60,49.0,2,2
2288,1678,2,60,51.0,1,2
2289,1678,2,10,35.0,14,0
2291,1678,2,40,30.0,9,0
2292,1678,2,15,51.0,1,0
2293,1785,2,5,30.0,5,0
2294,1785,2,10,24.0,15,0
2295,1786,2,15,29.0,18,0
2296,1785,2,20,7.0,31,0
2297,1785,2,20,18.0,30,0
2299,1785,2,20,20.0,33,0
2300,1785,2,20,23.0,25,0
2301,1785,2,20,25.0,24,0
2302,1785,2,20,33.0,12,0
2303,1785,2,20,40.0,9,0
2304,1785,2,25,13.0,27,0
2305,1785,2,25,28.0,25,0
2306,1786,2,25,40.0,2,0
2307,1786,2,30,15.0,30,0
2308,1785,2,30,27.0,20,0
2309,1785,2,30,33.0,16,0
2310,1786,2,30,36.0,15,0
2311,1785,2,30,37.0,11,0
2312,1785,2,30,42.0,11,0
2313,1785,2,40,20.0,23,0
2314,1785,2,40,35.0,11,1
2315,1785,2,40,36.0,3,0
2316,1785,2,40,45.0,4,1
2317,1785,2,60,15.0,32,0
2318,1785,2,60,33.0,20,0
2319,1785,2,20,32.0,15,0
2320,1785,2,20,41.0,6,0
2321,1786,2,40,30.0,15,0
2323,1786,2,50,40.0,9,1
2324,1786,2,20,29.0,15,0
2325,1785,2,20,33.0,13,0
2326,1786,2,30,50.0,5,0
2327,1898,2,5,41.0,9,0
2328,1898,2,10,53.0,1,0
2329,1898,2,15,46.0,2,0
2330,1898,2,20,32.0,17,1
2331,1898,2,20,33.0,8,0
2332,1898,2,20,41.0,3,0
2333,1898,2,20,43.0,2,0
2334,1898,2,20,48.0,0,2
2335,1898,2,20,48.0,1,0
2336,1898,2,30,33.0,14,1
2337,1898,2,30,52.0,3,2
2338,1898,2,40,20.0,28,0
2339,1898,2,40,26.0,24,0
2340,1898,2,40,45.0,5,1
2341,1898,2,45,35.0,8,2
2342,1898,2,60,34.0,22,0
2343,1898,2,60,38.0,13,1
2344,1898,2,30,45.0,3,2
2345,1898,2,40,44.0,2,2
2346,2015,2,5,20.0,33,0
2347,2015,2,5,28.0,25,0
2348,2015,2,5,35.0,17,0
2349,2016,2,10,16.0,30,0
2350,2016,2,10,30.0,3,0
2351,2015,2,10,31.0,20,0
2352,2015,2,15,14.0,34,0
2353,2015,2,20,22.0,29,0
2354,2015,2,20,30.0,27,0
2356,2016,2,20,36.0,12,0
2357,2016,2,20,42.0,11,0
2358,2016,2,20,43.0,5,1
2359,2016,2,20,45.0,2,0
2361,2015,2,25,22.0,30,0
2362,2015,2,25,45.0,7,1
2363,2015,2,30,12.0,37,0
2364,2015,2,30,18.0,27,0
2365,2015,2,30,35.0,17,1
2366,2015,2,30,48.0,2,1
2367,2016,2,40,20.0,27,0
2368,2015,2,40,24.0,10,0
2370,2015,2,40,32.0,19,1
2371,2015,2,40,45.0,2,1
2372,2016,2,50,30.0,23,0
2373,2015,2,50,35.0,17,1
2374,2015,2,60,40.0,7,1
2375,2016,2,60,40.0,9,0
2376,2016,2,40,33.0,5,0
2377,2138,2,40,20.0,28,0
2379,2138,2,10,18.0,32,0
2381,2139,2,10,29.0,21,0
2382,2138,2,10,34.0,18,0
2383,2139,2,10,37.0,10,1
2384,2138,2,10,38.0,10,1
2385,2138,2,10,47.0,6,0
2386,2139,2,15,17.0,32,0
2387,2139,2,15,25.0,24,0
2388,2138,2,15,33.0,5,0
2389,2139,2,15,34.0,18,0
2390,2139,2,20,22.0,28,0
2391,2138,2,20,40.0,10,1
2392,2138,2,25,40.0,14,0
2393,2139,2,30,38.0,13,0
2394,2138,2,40,34.0,18,0
2395,2139,2,40,45.0,8,1
2396,2138,2,40,46.0,5,1
2397,2139,2,50,22.0,28,0
2398,2138,2,50,32.0,16,0
2399,2138,2,55,40.0,14,0
2400,2139,2,60,30.0,22,0
2401,2138,2,40,35.0,13,2
2402,2139,2,50,35.0,13,0
2403,2138,2,25,51.0,3,0
2404,2267,2,20,42.0,9,1
2405,2267,2,10,20.0,30,0
2406,2267,2,10,20.0,34,0
2407,2267,2,10,37.0,20,0
2409,2267,2,15,33.0,19,1
2410,2267,2,15,41.0,10,0
2411,2267,2,20,23.0,29,0
2412,2267,2,20,24.0,33,0
2413,2267,2,20,34.0,18,1
2414,2267,2,20,36.0,13,1
2415,2267,2,20,39.0,16,1
2417,2267,2,30,20.0,15,0
2419,2267,2,30,43.0,9,1
2420,2267,2,30,45.0,10,1
2422,2267,2,40,10.0,39,0
2423,2267,2,40,31.0,18,0
2424,2267,2,40,39.0,8,0
2425,2267,2,40,44.0,17,0
2426,2267,2,50,42.0,7,1
2427,2267,2,60,25.0,31,0
2428,2267,2,60,31.0,21,0
2429,2267,2,60,48.0,6,2
2430,2267,2,60,50.0,3,2
2431,2267,2,20,36.0,15,1
2432,2267,2,50,54.0,5,0
2433,2401,2,5,10.0,34,0
2434,2402,2,5,16.0,32,0
2436,2402,2,15,30.0,20,0
2437,2401,2,20,14.0,35,1
2438,2401,2,20,15.0,34,1
2440,2401,2,20,37.0,14,0
2441,2401,2,20,50.0,10,1
2442,2401,2,20,51.0,2,0
2445,2401,2,40,54.0,0,2
2446,2402,2,50,46.0,4,2
2447,2402,2,60,42.0,8,1
2448,2401,2,10,39.0,10,0
2449,2402,2,20,34.0,20,0
2450,2401,2,10,19.0,33,1
2451,2401,2,25,50.0,3,2
2452,2402,2,20,41.0,11,1
2453,2401,2,20,42.0,10,1
2455,2541,2,20,25.0,26,1
2457,2541,2,20,35.0,6,1
2458,2541,2,20,50.0,8,1
2459,2541,2,30,45.0,10,0
2460,2541,2,30,47.0,7,2
2461,2542,2,30,50.0,3,0
2462,2542,2,40,30.0,22,1
2463,2542,2,40,41.0,6,2
2465,2542,2,60,43.0,6,2
2466,2541,2,20,13.0,38,0
2467,2541,2,20,27.0,26,0
2468,2541,2,60,40.0,11,1
2469,2542,2,20,30.0,12,0
2470,2541,2,40,45.0,8,2
2471,2688,2,15,55.0,5,1
2472,2688,2,20,36.0,22,1
2473,2687,2,30,32.0,22,0
2474,2688,2,30,43.0,15,0
2475,2688,2,40,20.0,15,0
2476,2688,2,40,34.0,8,1
2477,2688,2,20,40.0,15,1
2478,2688,2,15,54.0,3,1
2480,2688,2,25,30.0,27,1
2481,2688,2,50,15.0,42,0
2482,2840,2,5,6.0,31,0
2484,2840,2,10,25.0,28,0
2485,2840,2,15,20.0,33,0
2486,2840,2,20,42.0,15,1
2487,2840,2,20,45.0,6,2
2488,2840,2,40,20.0,25,0
2489,2840,2,40,20.0,28,1
2490,2840,2,40,20.0,33,1
2491,2840,2,60,30.0,23,1
2492,2840,2,20,50.0,8,1
2493,2840,2,20,57.0,8,1
2494,2999,2,10,32.0,17,1
2495,2999,2,15,39.0,14,2
2496,2999,2,25,34.0,2,1
2497,2999,2,40,27.0,29,0
2498,2999,2,40,29.0,24,0
2499,2999,2,60,55.0,5,1
2500,2999,2,5,50.0,9,1
2501,2999,2,20,28.0,30,0
2502,3165,2,5,40.0,15,0
2503,3164,2,10,35.0,17,1
2504,3164,2,10,53.0,9,1
2506,3164,2,35,40.0,10,2
2507,3164,2,15,25.0,30,0
2508,3165,2,30,45.0,13,1
2509,3164,2,10,58.0,5,1
2510,3336,2,30,34.0,26,1
2511,3337,2,5,40.0,5,0
2512,3336,2,10,25.0,23,0
2513,3337,2,20,43.0,18,1
2514,3336,2,20,48.0,13,2
2515,3337,2,20,50.0,16,1
2516,3337,2,30,44.0,14,1
2517,3336,2,10,41.0,19,1
2518,3336,2,40,30.0,30,1
2519,3337,2,80,19.0,41,1
2520,3337,2,30,40.0,10,1
2521,3516,2,5,36.0,24,1
2522,3516,2,10,50.0,7,1
2523,3516,2,15,42.0,17,2
2524,3516,2,20,15.0,42,1
2526,3516,2,20,50.0,14,1
2527,3516,2,40,13.0,32,1
2528,3516,2,20,34.0,25,1
2529,3516,2,20,57.0,12,1
2530,3702,2,20,25.0,38,0
2531,3702,2,20,26.0,38,0
2532,3702,2,30,52.0,12,2
2533,3702,2,15,40.0,18,1
2534,3702,2,40,52.0,10,2
2536,3896,2,10,20.0,29,0
2537,3896,2,15,55.0,9,2
2538,4096,2,30,10.0,48,0
2539,4096,2,10,44.0,22,1
2540,4096,2,10,48.0,11,0
2542,4097,2,10,51.0,15,1
2543,4096,2,20,30.0,35,1
2544,169,2,20,10.0,4,0
2546,169,2,35,20.0,1,0
2547,188,2,15,15.0,2,0
2548,188,2,25,16.0,3,0
2549,188,2,25,20.0,1,0
2550,209,2,45,23.0,0,0
2551,232,2,10,10.0,4,0
2552,232,2,20,16.0,6,0
2553,232,2,25,12.0,5,0
2555,232,2,40,20.0,3,0
2556,232,2,60,13.0,8,0
2557,257,2,45,20.0,5,0
2558,256,2,15,15.0,10,0
2559,257,2,15,17.0,6,0
2560,257,2,20,15.0,0,0
2561,256,2,40,20.0,3,0
2563,283,2,25,17.0,6,0
2566,312,2,5,18.0,2,0
2567,311,2,25,13.0,10,0
2568,312,2,25,14.0,7,0
2569,312,2,30,25.0,4,0
2570,312,2,60,16.0,4,0
2571,342,2,10,10.0,8,0
2572,342,2,15,10.0,13,0
2573,342,2,30,10.0,13,0
2574,342,2,30,21.0,4,0
2575,375,2,10,14.0,13,0
2576,375,2,20,15.0,2,0
2577,375,2,25,22.0,1,0
2580,375,2,40,15.0,14,0
2581,375,2,45,22.0,9,0
2582,410,2,5,22.0,10,0
2583,411,2,10,13.0,9,0
2585,410,2,15,19.0,6,0
2587,410,2,20,13.0,5,0
2588,410,2,20,16.0,12,0
2589,411,2,25,16.0,13,0
2591,411,2,30,27.0,0,0
2593,410,2,40,13.0,14,0
2594,410,2,40,23.0,4,0
2595,410,2,45,16.0,12,0
2596,410,2,50,23.0,7,0
2597,410,2,50,25.0,5,0
2598,448,2,10,15.0,11,0
2599,448,2,10,20.0,5,0
2600,448,2,15,6.0,1,0
2601,448,2,15,12.0,15,0
2602,448,2,20,8.0,15,0
2603,448,2,20,11.0,13,0
2604,448,2,20,13.0,15,0
2605,448,2,20,14.0,10,0
2606,448,2,20,17.0,16,0
2607,448,2,20,18.0,16,0
2608,448,2,20,20.0,5,0
2609,448,2,20,29.0,5,0
2610,448,2,30,16.0,5,0
2611,448,2,30,27.0,1,0
2612,448,2,40,10.0,11,0
2613,448,2,40,20.0,0,0
2614,448,2,40,27.0,0,0
2617,488,2,5,17.0,9,0
2618,488,2,10,11.0,15,0
2619,488,2,10,16.0,17,0
2620,488,2,15,13.0,7,0
2621,488,2,20,7.0,15,0
2622,488,2,20,14.0,11,0
2623,488,2,20,18.0,13,0
2624,488,2,20,30.0,9,0
2625,488,2,25,14.0,15,0
2627,488,2,25,30.0,1,0
2628,488,2,30,10.0,6,0
2630,488,2,30,25.0,12,0
2631,489,2,30,27.0,1,0
2632,488,2,40,16.0,16,0
2633,488,2,40,26.0,2,0
2634,488,2,50,27.0,3,0
2635,531,2,5,10.0,18,0
2636,531,2,5,15.0,9,0
2637,531,2,10,7.0,6,0
2638,531,2,10,8.0,14,0
2639,531,2,20,8.0,13,0
2640,531,2,20,14.0,8,0
2641,531,2,20,15.0,15,0
2642,531,2,20,21.0,6,0
2643,531,2,20,23.0,2,0
2644,531,2,20,24.0,5,0
2645,531,2,25,11.0,16,0
2646,531,2,25,14.0,14,0
2648,531,2,30,19.0,10,0
2650,531,2,40,10.0,17,0
2651,531,2,40,16.0,13,0
2652,531,2,40,19.0,8,0
2653,531,2,40,30.0,4,0
2654,531,2,40,30.0,7,0
2655,531,2,40,32.0,3,0
2656,531,2,45,19.0,6,0
2658,531,2,30,24.0,1,0
2659,577,2,5,25.0,15,0
2660,577,2,10,10.0,19,0
2661,577,2,10,14.0,15,0
2662,577,2,10,14.0,19,0
2663,577,2,10,28.0,6,0
2664,577,2,15,12.0,19,0
2665,577,2,20,16.0,0,0
2666,577,2,20,25.0,9,0
2667,577,2,20,26.0,2,0
2668,577,2,20,32.0,3,0
2669,577,2,25,20.0,6,0
2670,577,2,30,10.0,10,0
2671,577,2,30,30.0,0,2
2672,577,2,30,37.0,2,0
2673,577,2,40,15.0,4,0
2675,577,2,40,24.0,9,0
2676,577,2,40,26.0,5,0
2677,577,2,40,38.0,1,0
2678,577,2,50,21.0,9,0
2679,577,2,50,24.0,9,0
2680,577,2,60,18.0,18,0
2681,625,2,10,12.0,19,0
2682,625,2,10,15.0,12,0
2683,626,2,10,26.0,5,0
2684,626,2,15,14.0,0,0
2685,626,2,15,23.0,9,0
2686,626,2,20,13.0,5,0
2687,626,2,20,14.0,4,0
2688,625,2,20,25.0,4,0
2689,625,2,20,30.0,7,0
2690,626,2,25,11.0,14,0
2691,626,2,25,15.0,10,0
2692,625,2,30,20.0,7,0
2693,625,2,30,22.0,13,0
2695,625,2,30,28.0,3,0
2696,625,2,30,28.0,5,0
2697,625,2,40,24.0,5,0
2698,625,2,40,25.0,12,0
2699,625,2,45,24.0,7,0
2700,626,2,45,25.0,13,0
2701,625,2,50,30.0,0,0
2702,625,2,60,25.0,12,0
2703,625,2,65,18.0,14,0
2704,625,2,70,34.0,2,0
2705,626,2,95,23.0,6,0
2706,625,2,5,10.0,19,0
2707,677,2,5,13.0,18,0
2708,677,2,5,14.0,16,0
2709,677,2,10,10.0,17,0
2710,677,2,10,24.0,7,0
2712,677,2,20,8.0,21,0
2713,677,2,20,26.0,8,0
2714,677,2,20,30.0,7,0
2715,677,2,25,7.0,19,0
2716,677,2,25,18.0,14,0
2717,677,2,30,8.0,4,0
2718,677,2,30,12.0,17,0
2719,677,2,30,14.0,21,0
2720,677,2,30,16.0,21,0
2721,677,2,30,24.0,10,0
2722,677,2,30,32.0,5,0
2723,677,2,30,34.0,7,0
2724,677,2,35,24.0,11,0
2726,677,2,40,21.0,12,0
2728,677,2,60,15.0,18,0
2729,677,2,60,29.0,2,0
2730,677,2,70,21.0,15,0
2731,731,2,5,22.0,14,0
2732,732,2,10,19.0,17,0
2733,732,2,10,30.0,5,0
2734,732,2,15,14.0,18,0
2735,732,2,20,10.0,0,0
2736,731,2,20,10.0,20,0
2737,731,2,20,39.0,1,0
2738,732,2,25,20.0,13,0
2739,732,2,25,34.0,4,0
2740,732,2,30,26.0,10,0
2741,732,2,30,27.0,10,0
2742,731,2,30,34.0,1,0
2744,732,2,35,20.0,16,0
2745,731,2,35,28.0,9,0
2746,732,2,40,23.0,10,0
2748,731,2,45,14.0,22,0
2749,732,2,45,27.0,9,0
2750,731,2,45,31.0,6,0
2751,732,2,60,19.0,12,0
2752,731,2,60,34.0,4,0
2753,731,2,20,26.0,12,0
2754,731,2,10,20.0,12,0
2755,790,2,5,25.0,0,0
2756,789,2,10,8.0,1,0
2757,789,2,10,11.0,23,0
2759,789,2,10,21.0,15,0
2760,789,2,10,31.0,3,0
2761,789,2,15,19.0,13,0
2762,789,2,15,28.0,5,0
2764,789,2,20,14.0,20,0
2765,789,2,20,15.0,18,0
2766,789,2,20,24.0,5,0
2767,789,2,20,25.0,15,0
2768,790,2,30,32.0,4,0
2769,789,2,40,10.0,19,0
2770,790,2,40,10.0,23,0
2771,789,2,40,16.0,18,0
2772,790,2,40,28.0,2,0
2773,789,2,50,29.0,10,0
2774,790,2,60,24.0,17,0
2776,851,2,10,15.0,24,0
2777,850,2,10,18.0,14,0
2778,851,2,15,16.0,19,0
2779,851,2,15,34.0,4,0
2780,851,2,15,35.0,6,0
2781,851,2,15,36.0,8,0
2782,851,2,20,10.0,5,0
2783,851,2,20,18.0,19,0
2784,851,2,20,20.0,21,0
2786,851,2,25,16.0,22,0
2787,851,2,30,14.0,12,0
2788,851,2,40,13.0,6,0
2789,851,2,40,15.0,6,0
2790,851,2,40,22.0,11,0
2794,851,2,40,37.0,5,0
2795,851,2,50,15.0,23,0
2797,851,2,50,21.0,14,0
2798,851,2,50,30.0,2,0
2799,851,2,60,16.0,22,0
2800,851,2,60,22.0,5,0
2801,851,2,40,29.0,8,0
2802,915,2,10,21.0,18,0
2803,916,2,10,27.0,12,0
2804,915,2,10,31.0,5,0
2805,915,2,10,32.0,6,0
2806,916,2,20,14.0,1,0
2808,915,2,20,19.0,0,0
2809,916,2,20,23.0,8,0
2810,916,2,25,24.0,10,0
2811,916,2,30,17.0,5,0
2812,915,2,30,21.0,14,0
2813,916,2,30,21.0,18,0
2814,915,2,30,27.0,4,0
2815,916,2,30,31.0,3,0
2816,915,2,30,32.0,6,0
2819,915,2,40,12.0,22,0
2820,915,2,40,21.0,16,0
2821,916,2,40,40.0,2,0
2822,915,2,60,22.0,15,0
2823,916,2,60,27.0,11,0
2824,915,2,80,39.0,0,0
2825,915,2,85,40.0,1,0
2826,915,2,30,36.0,3,0
2827,916,2,40,15.0,23,0
2828,916,2,15,13.0,25,0
2829,915,2,20,15.0,24,0
2830,915,2,40,42.0,0,1
2831,984,2,5,16.0,21,0
2832,984,2,5,28.0,10,0
2834,984,2,10,18.0,20,0
2835,984,2,10,35.0,6,0
2836,984,2,15,22.0,13,0
2838,984,2,20,10.0,6,0
2839,984,2,20,16.0,3,0
2840,984,2,20,20.0,2,0
2841,984,2,20,20.0,26,0
2843,984,2,20,31.0,6,0
2844,984,2,25,16.0,24,0
2845,984,2,25,37.0,0,1
2846,984,2,30,10.0,12,0
2847,984,2,30,23.0,13,0
2848,984,2,30,23.0,15,0
2849,984,2,30,33.0,12,0
2850,984,2,30,35.0,2,0
2851,984,2,30,36.0,10,0
2853,984,2,40,15.0,17,0
2854,984,2,40,21.0,15,0
2855,984,2,40,24.0,14,0
2856,984,2,40,25.0,11,0
2857,984,2,40,32.0,6,0
2858,984,2,50,11.0,17,0
2859,984,2,60,14.0,24,0
2860,984,2,60,27.0,11,0
2861,984,2,70,34.0,10,0
2863,984,2,20,28.0,9,0
2864,1056,2,5,31.0,10,0
2865,1056,2,10,15.0,24,0
2866,1056,2,15,21.0,17,0
2867,1056,2,15,30.0,7,0
2868,1056,2,15,37.0,10,0
2869,1056,2,20,6.0,24,0
2871,1056,2,20,17.0,24,0
2873,1056,2,20,19.0,21,0
2874,1056,2,20,36.0,0,2
2875,1056,2,20,46.0,0,2
2876,1056,2,25,17.0,20,0
2877,1056,2,25,20.0,18,0
2878,1056,2,25,20.0,27,0
2879,1056,2,25,38.0,3,0
2880,1056,2,30,18.0,22,0
2881,1056,2,30,19.0,19,0
2882,1056,2,30,22.0,18,0
2883,1056,2,30,25.0,17,0
2885,1056,2,35,15.0,15,0
2886,1056,2,40,30.0,10,0
2887,1056,2,45,18.0,15,0
2888,1056,2,50,18.0,22,0
2889,1056,2,50,29.0,5,0
2890,1056,2,50,37.0,6,0
2891,1056,2,60,26.0,17,0
2892,1056,2,60,32.0,12,0
2893,1056,2,15,15.0,17,0
2894,1056,2,30,31.0,1,0
2896,1132,2,10,29.0,10,0
2897,1132,2,15,16.0,24,0
2898,1132,2,15,30.0,16,0
2899,1132,2,20,10.0,27,0
2900,1132,2,20,14.0,18,0
2902,1132,2,20,27.0,14,0
2903,1132,2,25,22.0,15,0
2904,1132,2,25,25.0,18,0
2905,1132,2,30,18.0,26,0
2906,1132,2,30,23.0,8,0
2908,1132,2,35,22.0,18,0
2909,1132,2,35,31.0,10,0
2910,1132,2,40,16.0,24,0
2911,1132,2,40,20.0,22,0
2912,1132,2,40,31.0,7,0
2913,1132,2,40,35.0,3,0
2914,1132,2,40,36.0,13,0
2915,1132,2,40,38.0,2,0
2916,1132,2,50,24.0,18,0
2917,1132,2,50,25.0,18,0
2919,1132,2,50,32.0,13,0
2920,1132,2,50,37.0,2,0
2922,1132,2,60,28.0,13,0
2923,1132,2,60,40.0,6,0
2924,1132,2,40,29.0,10,0
2925,1132,2,15,10.0,16,0
2926,1132,2,45,23.0,14,0
2927,1212,2,5,15.0,19,0
2928,1212,2,5,25.0,5,0
2930,1212,2,10,20.0,10,0
2932,1212,2,10,24.0,27,0
2933,1212,2,10,28.0,10,0
2934,1212,2,15,27.0,19,0
2935,1212,2,20,23.0,15,0
2936,1212,2,20,27.0,12,0
2937,1212,2,20,34.0,7,0
2938,1212,2,20,39.0,5,0
2939,1212,2,25,16.0,26,0
2940,1212,2,25,25.0,17,0
2942,1212,2,30,13.0,27,0
2943,1212,2,30,21.0,22,0
2944,1212,2,30,33.0,6,0
2945,1212,2,30,33.0,10,0
2946,1212,2,35,33.0,9,0
2949,1212,2,40,23.0,20,0
2950,1212,2,40,31.0,9,0
2951,1212,2,40,38.0,4,0
2952,1212,2,50,39.0,3,0
2953,1212,2,60,28.0,14,0
2954,1212,2,60,28.0,20,0
2955,1212,2,30,19.0,20,0
2956,1212,2,30,17.0,22,0
2958,1296,2,10,7.0,29,0
2959,1296,2,10,11.0,29,0
2960,1296,2,10,12.0,30,0
2961,1297,2,10,23.0,18,0
2962,1296,2,10,25.0,25,0
2964,1296,2,15,24.0,19,0
2965,1296,2,15,42.0,1,0
2966,1296,2,20,15.0,16,0
2967,1297,2,20,30.0,10,0
2968,1297,2,20,42.0,4,0
2969,1296,2,25,17.0,25,0
2970,1296,2,25,27.0,10,0
2971,1296,2,25,42.0,4,0
2972,1297,2,30,12.0,20,0
2973,1296,2,30,20.0,1,0
2974,1296,2,30,22.0,15,0
2975,1296,2,30,24.0,20,0
2976,1296,2,30,27.0,12,0
2977,1297,2,30,30.0,8,0
2978,1296,2,35,29.0,15,0
2979,1296,2,40,15.0,25,0
2980,1297,2,40,19.0,25,0
2981,1296,2,40,24.0,12,0
2982,1296,2,40,26.0,14,0
2983,1296,2,40,31.0,3,0
2984,1296,2,40,37.0,13,0
2985,1296,2,40,41.0,3,2
2986,1297,2,50,21.0,18,0
2987,1296,2,50,31.0,8,0
2988,1297,2,50,34.0,12,0
2989,1296,2,55,35.0,4,0
2992,1296,2,40,17.0,21,0
2993,1385,2,15,17.0,23,0
2994,1385,2,25,28.0,13,0
2995,1385,2,10,6.0,13,0
2997,1385,2,10,11.0,30,0
2998,1385,2,10,12.0,25,0
2999,1385,2,15,31.0,10,0
3000,1385,2,20,40.0,0,2
3001,1385,2,25,13.0,24,0
3002,1385,2,25,30.0,13,0
3003,1385,2,30,20.0,21,0
3004,1385,2,30,21.0,13,0
3005,1385,2,30,25.0,4,0
3006,1385,2,35,33.0,7,0
3007,1385,2,35,46.0,0,2
3008,1385,2,40,9.0,31,0
3009,1385,2,40,20.0,19,0
3010,1385,2,40,36.0,1,0
3011,1385,2,50,38.0,9,0
3012,1385,2,60,16.0,21,0
3013,1385,2,60,20.0,18,0
3014,1385,2,85,25.0,11,0
3015,1385,2,20,37.0,6,0
3016,1385,2,10,18.0,21,0
3017,1385,2,20,46.0,3,0
3018,1385,2,40,10.0,21,0
3019,1385,2,30,12.0,30,0
3020,1385,2,40,22.0,22,0
3021,1478,2,80,39.0,9,0
3023,1478,2,10,40.0,2,0
3024,1478,2,15,21.0,24,0
3025,1478,2,15,33.0,14,0
3026,1478,2,20,17.0,27,0
3027,1478,2,20,20.0,17,0
3028,1478,2,20,20.0,20,0
3029,1478,2,20,32.0,8,0
3031,1478,2,25,30.0,11,0
3032,1478,2,30,12.0,32,0
3033,1478,2,30,13.0,28,0
3034,1478,2,30,25.0,0,0
3035,1478,2,30,30.0,7,0
3037,1478,2,40,14.0,23,0
3039,1478,2,40,29.0,3,0
3040,1478,2,40,31.0,11,0
3041,1478,2,40,38.0,9,0
3043,1478,2,40,48.0,0,2
3044,1478,2,50,28.0,18,0
3045,1478,2,50,42.0,2,2
3046,1478,2,55,22.0,22,0
3047,1478,2,60,19.0,23,0
3049,1478,2,60,42.0,6,0
3050,1478,2,10,30.0,12,0
3051,1478,2,30,43.0,5,0
3052,1576,2,10,34.0,13,0
3053,1576,2,15,36.0,8,0
3054,1576,2,10,13.0,28,0
3055,1576,2,10,27.0,15,0
3056,1575,2,10,35.0,8,0
3057,1576,2,20,10.0,29,0
3058,1576,2,20,14.0,13,0
3059,1576,2,20,15.0,12,0
3060,1576,2,20,20.0,29,0
3061,1576,2,20,26.0,21,0
3062,1576,2,20,27.0,18,0
3063,1575,2,20,30.0,8,0
3064,1576,2,20,33.0,10,0
3066,1576,2,20,39.0,8,0
3067,1576,2,20,40.0,7,0
3068,1575,2,25,10.0,28,0
3069,1575,2,25,32.0,21,0
3070,1576,2,30,32.0,13,0
3071,1576,2,30,34.0,13,0
3072,1576,2,30,39.0,7,0
3073,1576,2,30,45.0,5,0
3074,1576,2,30,46.0,4,0
3075,1576,2,40,23.0,21,0
3076,1575,2,40,29.0,20,0
3077,1576,2,40,41.0,3,2
3078,1576,2,50,15.0,25,0
3079,1575,2,50,37.0,8,0
3080,1576,2,50,40.0,1,0
3081,1576,2,50,45.0,2,0
3082,1576,2,70,35.0,11,0
3083,1576,2,20,36.0,10,0
3084,1678,2,5,15.0,24,0
3085,1678,2,10,11.0,34,0
3086,1678,2,10,17.0,27,0
3087,1678,2,10,20.0,24,0
3088,1678,2,10,28.0,14,0
3089,1678,2,15,16.0,27,0
3090,1678,2,15,26.0,20,0
3091,1678,2,15,40.0,1,0
3092,1678,2,20,7.0,7,0
3093,1678,2,20,15.0,25,0
3094,1678,2,20,17.0,15,0
3095,1678,2,20,20.0,28,0
3096,1678,2,20,25.0,7,0
3097,1678,2,20,26.0,23,0
3098,1678,2,20,30.0,24,0
3099,1678,2,20,37.0,12,1
3100,1678,2,20,40.0,10,0
3101,1678,2,30,16.0,27,0
3102,1678,2,30,28.0,22,0
3103,1678,2,30,31.0,6,0
3104,1678,2,30,35.0,10,0
3105,1678,2,35,46.0,10,0
3106,1678,2,40,17.0,26,0
3107,1678,2,40,23.0,18,0
3108,1678,2,40,26.0,19,0
3109,1678,2,45,33.0,9,0
3110,1678,2,60,30.0,6,0
3111,1678,2,60,40.0,14,0
3112,1678,2,80,42.0,7,1
3113,1678,2,30,37.0,12,0
3114,1678,2,30,32.0,10,0
3115,1678,2,30,34.0,12,0
3116,1785,2,30,25.0,19,0
3117,1786,2,5,28.0,15,0
3118,1786,2,10,15.0,1,0
3119,1785,2,10,16.0,30,0
3120,1786,2,10,21.0,30,0
3121,1786,2,10,39.0,11,0
3122,1786,2,10,43.0,5,0
3123,1786,2,15,13.0,33,0
3124,1785,2,20,5.0,35,0
3125,1786,2,20,22.0,13,0
3126,1786,2,20,22.0,17,0
3127,1785,2,20,23.0,7,0
3128,1786,2,20,27.0,13,0
3129,1785,2,20,38.0,3,0
3130,1785,2,20,38.0,10,1
3131,1786,2,20,40.0,9,0
3132,1785,2,20,40.0,15,0
3133,1785,2,20,51.0,1,0
3134,1785,2,25,45.0,3,2
3135,1786,2,30,18.0,27,0
3136,1785,2,30,21.0,13,0
3137,1785,2,30,25.0,22,0
3138,1785,2,30,26.0,18,0
3139,1785,2,30,30.0,10,0
3140,1785,2,30,32.0,12,0
3141,1786,2,30,34.0,15,0
3142,1785,2,30,36.0,7,0
3143,1785,2,30,50.0,0,2
3144,1786,2,40,30.0,18,0
3145,1785,2,40,42.0,8,0
3146,1785,2,50,25.0,21,0
3147,1785,2,60,26.0,22,0
3148,1786,2,30,23.0,23,0
3149,1785,2,10,21.0,23,0
3150,1785,2,20,19.0,29,0
3151,1785,2,60,30.0,13,0
3152,1786,2,40,26.0,24,0
3154,1898,2,10,18.0,36,0
3155,1898,2,15,10.0,11,0
3156,1898,2,15,17.0,30,0
3157,1898,2,15,28.0,11,0
3158,1898,2,20,5.0,35,0
