,Unnamed: 0,Identificador_Agricultor,Estimativa_de_Insetos,Tipo_de_Cultivo,Tipo_de_Solo,Categoria_Pesticida,Doses_Semana,Semanas_Utilizando,Semanas_Sem_Uso,Temporada,dano_na_plantacao
1949,81949,SCROP81950,488,0,0,2,20,20.0,7,1,0
1950,81950,SCROP81951,488,0,0,2,20,21.0,2,3,0
1951,81951,SCROP81952,488,0,0,2,20,23.0,9,2,0
1952,81952,SCROP81953,488,0,0,2,25,30.0,2,1,0
1953,81953,SCROP81954,488,0,0,2,30,26.0,1,2,0
1954,81954,SCROP81955,488,0,0,2,40,26.0,9,1,0
1955,81955,SCROP81956,488,0,0,2,40,27.0,4,3,0
1956,81956,SCROP81957,489,0,0,2,40,28.0,4,2,0
1957,81957,SCROP81958,488,0,0,2,50,18.0,9,1,0
1958,81958,SCROP81959,531,0,0,2,20,17.0,17,2,0
1959,81959,SCROP81960,531,0,0,2,10,11.0,17,1,0
1960,81960,SCROP81961,531,0,0,2,10,20.0,13,2,0
1961,81961,SCROP81962,531,0,0,2,20,,12,3,0
1962,81962,SCROP81963,531,0,0,2,25,21.0,13,3,0
1963,81963,SCROP81964,531,0,0,2,25,25.0,7,2,0
1964,81964,SCROP81965,531,0,0,2,25,30.0,6,3,0
1965,81965,SCROP81966,531,0,0,2,30,14.0,15,2,0
1966,81966,SCROP81967,531,0,0,2,40,17.0,14,2,0
1967,81967,SCROP81968,531,0,0,2,40,20.0,10,1,0
1968,81968,SCROP81969,531,0,0,2,40,27.0,8,2,0
1969,81969,SCROP81970,531,0,0,2,45,25.0,2,2,0
1970,81970,SCROP81971,531,0,0,2,50,16.0,16,3,0
1971,81971,SCROP81972,531,0,0,2,70,32.0,3,3,0
1972,81972,SCROP81973,577,0,0,2,5,12.0,17,1,0
1973,81973,SCROP81974,577,0,0,2,10,20.0,5,2,0
1974,81974,SCROP81975,577,0,0,2,20,5.0,19,1,0
1975,81975,SCROP81976,577,0,0,2,20,,15,2,0
1976,81976,SCROP81977,577,0,0,2,20,18.0,13,1,0
1977,81977,SCROP81978,577,0,0,2,20,19.0,9,2,0
1978,81978,SCROP81979,577,0,0,2,20,30.0,6,1,0
1979,81979,SCROP81980,577,0,0,2,30,16.0,12,2,0
1980,81980,SCROP81981,577,0,0,2,40,22.0,19,2,0
1981,81981,SCROP81982,577,0,0,2,40,24.0,7,1,0
1982,81982,SCROP81983,577,0,0,2,50,20.0,13,1,0
1983,81983,SCROP81984,577,0,0,2,70,18.0,15,2,0
1984,81984,SCROP81985,626,0,0,2,5,14.0,20,1,0
1985,81985,SCROP81986,625,0,0,2,10,27.0,10,2,0
1986,81986,SCROP81987,625,0,0,2,15,12.0,20,2,0
1987,81987,SCROP81988,625,0,0,2,15,14.0,16,3,0
1988,81988,SCROP81989,626,0,0,2,15,29.0,6,1,0
1989,81989,SCROP81990,626,0,0,2,20,25.0,14,1,0
1990,81990,SCROP81991,625,0,0,2,20,31.0,5,3,0
1991,81991,SCROP81992,626,0,0,2,40,,7,2,0
1992,81992,SCROP81993,625,0,0,2,60,28.0,9,1,0
1993,81993,SCROP81994,626,0,0,2,20,,2,2,0
1994,81994,SCROP81995,677,0,0,2,10,27.0,1,1,0
1995,81995,SCROP81996,677,0,0,2,15,12.0,21,1,0
1996,81996,SCROP81997,677,0,0,2,15,13.0,19,2,0
1997,81997,SCROP81998,677,0,0,2,20,13.0,17,1,0
1998,81998,SCROP81999,677,0,0,2,20,25.0,9,3,0
1999,81999,SCROP82000,677,0,0,2,20,36.0,1,3,0
2000,82000,SCROP82001,677,0,0,2,20,37.0,4,3,0
2001,82001,SCROP82002,677,0,0,2,25,27.0,6,2,0
2002,82002,SCROP82003,677,0,0,2,25,29.0,2,3,0
2003,82003,SCROP82004,677,0,0,2,30,22.0,4,2,0
2004,82004,SCROP82005,677,0,0,2,30,31.0,2,1,0
2005,82005,SCROP82006,677,0,0,2,35,25.0,7,2,0
2006,82006,SCROP82007,677,0,0,2,40,13.0,18,2,0
2007,82007,SCROP82008,677,0,0,2,40,20.0,14,2,0
2008,82008,SCROP82009,677,0,0,2,40,25.0,12,2,0
2009,82009,SCROP82010,677,0,0,2,40,33.0,5,2,0
2010,82010,SCROP82011,677,0,0,2,50,28.0,7,3,0
2011,82011,SCROP82012,677,0,0,2,20,26.0,13,1,0
2012,82012,SCROP82013,732,0,0,2,5,37.0,1,2,0
2013,82013,SCROP82014,731,0,0,2,10,15.0,7,2,0
2014,82014,SCROP82015,732,0,0,2,10,19.0,18,3,0
2015,82015,SCROP82016,731,0,0,2,15,24.0,10,2,0
2016,82016,SCROP82017,732,0,0,2,15,27.0,7,3,0
2017,82017,SCROP82018,731,0,0,2,20,13.0,21,3,0
2018,82018,SCROP82019,731,0,0,2,20,16.0,20,2,0
2019,82019,SCROP82020,732,0,0,2,20,19.0,12,2,0
2020,82020,SCROP82021,731,0,0,2,20,26.0,4,1,0
2021,82021,SCROP82022,731,0,0,2,20,26.0,10,1,0
2022,82022,SCROP82023,732,0,0,2,20,27.0,12,3,0
2023,82023,SCROP82024,731,0,0,2,20,32.0,5,1,0
2024,82024,SCROP82025,732,0,0,2,20,34.0,4,2,0
2025,82025,SCROP82026,732,0,0,2,30,14.0,20,2,0
2026,82026,SCROP82027,731,0,0,2,30,25.0,5,1,0
2027,82027,SCROP82028,732,0,0,2,30,30.0,4,3,0
2028,82028,SCROP82029,731,0,0,2,30,34.0,0,1,0
2029,82029,SCROP82030,732,0,0,2,30,36.0,2,2,0
2030,82030,SCROP82031,731,0,0,2,40,11.0,22,2,0
2031,82031,SCROP82032,732,0,0,2,40,19.0,14,1,0
2032,82032,SCROP82033,731,0,0,2,45,34.0,3,2,0
2033,82033,SCROP82034,731,0,0,2,50,30.0,8,1,0
2034,82034,SCROP82035,732,0,0,2,60,19.0,19,2,0
2035,82035,SCROP82036,731,0,0,2,60,26.0,11,2,0
2036,82036,SCROP82037,732,0,0,2,60,35.0,1,1,0
2037,82037,SCROP82038,731,0,0,2,80,34.0,1,2,0
2038,82038,SCROP82039,732,0,0,2,40,12.0,20,3,0
2039,82039,SCROP82040,731,0,0,2,30,34.0,4,2,0
2040,82040,SCROP82041,732,0,0,2,60,36.0,2,1,0
2041,82041,SCROP82042,790,0,0,2,10,,10,2,0
2042,82042,SCROP82043,790,0,0,2,10,25.0,8,1,0
2043,82043,SCROP82044,789,0,0,2,10,29.0,1,1,0
2044,82044,SCROP82045,789,0,0,2,15,12.0,23,1,0
2045,82045,SCROP82046,790,0,0,2,15,,14,1,0
2046,82046,SCROP82047,790,0,0,2,15,28.0,10,1,0
2047,82047,SCROP82048,789,0,0,2,20,19.0,12,1,0
2048,82048,SCROP82049,789,0,0,2,30,14.0,23,1,0
2049,82049,SCROP82050,790,0,0,2,30,18.0,17,2,0
2050,82050,SCROP82051,789,0,0,2,30,29.0,10,2,0
2051,82051,SCROP82052,790,0,0,2,30,31.0,4,2,0
2052,82052,SCROP82053,790,0,0,2,30,32.0,3,1,0
2053,82053,SCROP82054,790,0,0,2,30,34.0,3,1,0
2054,82054,SCROP82055,789,0,0,2,40,,18,2,0
2055,82055,SCROP82056,789,0,0,2,40,24.0,11,1,0
2056,82056,SCROP82057,789,0,0,2,40,26.0,10,2,0
2057,82057,SCROP82058,790,0,0,2,40,30.0,10,1,0
2058,82058,SCROP82059,789,0,0,2,60,,15,2,0
2059,82059,SCROP82060,851,0,0,2,15,17.0,19,2,0
2060,82060,SCROP82061,851,0,0,2,20,10.0,20,2,0
2061,82061,SCROP82062,850,0,0,2,20,30.0,12,2,0
2062,82062,SCROP82063,851,0,0,2,25,,15,3,0
2063,82063,SCROP82064,851,0,0,2,25,22.0,4,1,0
2064,82064,SCROP82065,851,0,0,2,30,20.0,9,2,0
2065,82065,SCROP82066,851,0,0,2,30,22.0,13,2,0
2066,82066,SCROP82067,851,0,0,2,30,28.0,10,2,0
2067,82067,SCROP82068,851,0,0,2,30,36.0,2,3,0
2068,82068,SCROP82069,851,0,0,2,30,36.0,4,2,0
2069,82069,SCROP82070,851,0,0,2,35,24.0,16,3,0
2070,82070,SCROP82071,851,0,0,2,40,19.0,19,2,0
2071,82071,SCROP82072,850,0,0,2,40,39.0,1,2,0
2072,82072,SCROP82073,851,0,0,2,40,39.0,3,2,0
2073,82073,SCROP82074,851,0,0,2,60,,3,1,0
2074,82074,SCROP82075,915,0,0,2,5,15.0,1,3,0
2075,82075,SCROP82076,915,0,0,2,5,32.0,3,2,0
2076,82076,SCROP82077,916,0,0,2,15,17.0,20,2,0
2077,82077,SCROP82078,915,0,0,2,15,34.0,2,1,0
2078,82078,SCROP82079,915,0,0,2,20,36.0,0,2,0
2079,82079,SCROP82080,916,0,0,2,20,37.0,5,2,0
2080,82080,SCROP82081,916,0,0,2,25,37.0,3,2,0
2081,82081,SCROP82082,915,0,0,2,30,,25,1,0
2082,82082,SCROP82083,916,0,0,2,30,20.0,20,3,0
2083,82083,SCROP82084,915,0,0,2,30,,6,1,0
2084,82084,SCROP82085,915,0,0,2,40,20.0,15,2,0
2085,82085,SCROP82086,916,0,0,2,50,19.0,18,1,0
2086,82086,SCROP82087,916,0,0,2,50,,7,2,0
2087,82087,SCROP82088,915,0,0,2,60,,14,3,0
2088,82088,SCROP82089,915,0,0,2,40,,5,1,0
2089,82089,SCROP82090,915,0,0,2,20,25.0,12,2,0
2090,82090,SCROP82091,915,0,0,2,40,36.0,4,1,0
2091,82091,SCROP82092,984,0,0,2,10,10.0,24,2,0
2092,82092,SCROP82093,984,0,0,2,10,14.0,21,2,0
2093,82093,SCROP82094,984,0,0,2,10,22.0,16,2,0
2094,82094,SCROP82095,984,0,0,2,10,26.0,14,3,0
2095,82095,SCROP82096,984,0,0,2,15,15.0,24,1,0
2096,82096,SCROP82097,984,0,0,2,15,31.0,16,1,0
2097,82097,SCROP82098,984,0,0,2,20,31.0,9,1,0
2098,82098,SCROP82099,984,0,0,2,20,34.0,5,1,0
2099,82099,SCROP82100,984,0,0,2,25,7.0,25,1,0
2100,82100,SCROP82101,984,0,0,2,40,,25,2,0
2101,82101,SCROP82102,984,0,0,2,40,28.0,1,1,0
2102,82102,SCROP82103,984,0,0,2,40,31.0,8,3,0
2103,82103,SCROP82104,984,0,0,2,40,31.0,11,3,0
2104,82104,SCROP82105,984,0,0,2,50,29.0,12,3,0
2105,82105,SCROP82106,984,0,0,2,60,22.0,16,2,0
2106,82106,SCROP82107,984,0,0,2,60,27.0,5,2,0
2107,82107,SCROP82108,984,0,0,2,60,,5,2,0
2108,82108,SCROP82109,984,0,0,2,40,18.0,26,3,0
2109,82109,SCROP82110,1056,0,0,2,10,,2,2,0
2110,82110,SCROP82111,1056,0,0,2,15,,27,2,0
2111,82111,SCROP82112,1056,0,0,2,15,34.0,8,1,0
2112,82112,SCROP82113,1056,0,0,2,20,8.0,26,2,0
2113,82113,SCROP82114,1056,0,0,2,20,20.0,25,1,0
2114,82114,SCROP82115,1056,0,0,2,20,23.0,14,3,0
2115,82115,SCROP82116,1056,0,0,2,20,25.0,21,2,0
2116,82116,SCROP82117,1056,0,0,2,20,26.0,13,3,0
2117,82117,SCROP82118,1056,0,0,2,20,28.0,2,2,0
2118,82118,SCROP82119,1056,0,0,2,25,30.0,12,2,0
2119,82119,SCROP82120,1056,0,0,2,30,19.0,17,2,0
2120,82120,SCROP82121,1056,0,0,2,30,,1,1,0
2121,82121,SCROP82122,1056,0,0,2,40,28.0,9,2,0
2122,82122,SCROP82123,1056,0,0,2,40,30.0,9,2,0
2123,82123,SCROP82124,1056,0,0,2,40,,10,3,0
2124,82124,SCROP82125,1056,0,0,2,50,43.0,2,2,0
2125,82125,SCROP82126,1056,0,0,2,60,,10,1,0
2126,82126,SCROP82127,1056,0,0,2,30,28.0,9,2,0
2127,82127,SCROP82128,1056,0,0,2,30,32.0,5,3,0
2128,82128,SCROP82129,1056,0,0,2,20,,15,1,0
2129,82129,SCROP82130,1056,0,0,2,25,21.0,18,2,0
2130,82130,SCROP82131,1132,0,0,2,20,18.0,20,2,0
2131,82131,SCROP82132,1132,0,0,2,20,25.0,14,2,0
2132,82132,SCROP82133,1132,0,0,2,20,25.0,15,3,0
2133,82133,SCROP82134,1132,0,0,2,20,,18,3,0
2134,82134,SCROP82135,1132,0,0,2,20,34.0,9,1,0
2135,82135,SCROP82136,1132,0,0,2,25,,22,1,0
2136,82136,SCROP82137,1132,0,0,2,25,40.0,1,1,0
2137,82137,SCROP82138,1132,0,0,2,25,41.0,1,1,0
2138,82138,SCROP82139,1132,0,0,2,30,35.0,6,3,0
2139,82139,SCROP82140,1132,0,0,2,30,40.0,1,2,0
2140,82140,SCROP82141,1132,0,0,2,40,19.0,19,1,0
2141,82141,SCROP82142,1132,0,0,2,40,20.0,13,1,0
2142,82142,SCROP82143,1132,0,0,2,40,34.0,7,2,0
2143,82143,SCROP82144,1132,0,0,2,40,45.0,1,2,0
2144,82144,SCROP82145,1132,0,0,2,50,24.0,14,2,0
2145,82145,SCROP82146,1132,0,0,2,50,31.0,8,1,0
2146,82146,SCROP82147,1132,0,0,2,50,34.0,12,3,0
2147,82147,SCROP82148,1132,0,0,2,60,16.0,13,3,0
2148,82148,SCROP82149,1132,0,0,2,60,43.0,1,2,0
2149,82149,SCROP82150,1132,0,0,2,20,22.0,19,1,0
2150,82150,SCROP82151,1132,0,0,2,20,16.0,26,1,0
2151,82151,SCROP82152,1132,0,0,2,60,42.0,1,3,0
2152,82152,SCROP82153,1212,0,0,2,10,16.0,11,1,0
2153,82153,SCROP82154,1212,0,0,2,15,15.0,22,3,0
2154,82154,SCROP82155,1212,0,0,2,15,20.0,22,2,0
2155,82155,SCROP82156,1212,0,0,2,15,22.0,17,3,0
2156,82156,SCROP82157,1212,0,0,2,20,25.0,13,1,0
2157,82157,SCROP82158,1212,0,0,2,20,30.0,7,2,0
2158,82158,SCROP82159,1212,0,0,2,20,35.0,3,3,0
2159,82159,SCROP82160,1212,0,0,2,20,38.0,4,3,0
2160,82160,SCROP82161,1212,0,0,2,20,43.0,1,1,0
2161,82161,SCROP82162,1212,0,0,2,30,20.0,25,2,0
2162,82162,SCROP82163,1212,0,0,2,30,33.0,10,2,0
2163,82163,SCROP82164,1212,0,0,2,40,18.0,21,3,0
2164,82164,SCROP82165,1212,0,0,2,40,35.0,8,2,0
2165,82165,SCROP82166,1212,0,0,2,40,39.0,6,2,0
2166,82166,SCROP82167,1212,0,0,2,40,43.0,0,1,0
2167,82167,SCROP82168,1212,0,0,2,60,25.0,16,1,0
2168,82168,SCROP82169,1212,0,0,2,60,32.0,13,1,0
2169,82169,SCROP82170,1212,0,0,2,60,,11,3,0
2170,82170,SCROP82171,1212,0,0,2,80,33.0,4,2,0
2171,82171,SCROP82172,1212,0,0,2,10,30.0,2,1,0
2172,82172,SCROP82173,1212,0,0,2,40,37.0,9,2,0
2173,82173,SCROP82174,1296,0,0,2,10,23.0,12,1,0
2174,82174,SCROP82175,1297,0,0,2,20,14.0,24,2,0
2175,82175,SCROP82176,1297,0,0,2,20,15.0,6,1,0
2176,82176,SCROP82177,1296,0,0,2,20,15.0,23,2,0
2177,82177,SCROP82178,1296,0,0,2,20,15.0,26,2,0
2178,82178,SCROP82179,1296,0,0,2,20,22.0,18,3,0
2179,82179,SCROP82180,1296,0,0,2,20,,12,1,0
2180,82180,SCROP82181,1296,0,0,2,20,36.0,1,2,0
2181,82181,SCROP82182,1296,0,0,2,20,39.0,0,2,0
2182,82182,SCROP82183,1297,0,0,2,20,,1,2,0
2183,82183,SCROP82184,1297,0,0,2,25,39.0,1,2,0
2184,82184,SCROP82185,1296,0,0,2,25,43.0,2,3,0
2185,82185,SCROP82186,1297,0,0,2,30,10.0,25,2,0
2186,82186,SCROP82187,1297,0,0,2,40,28.0,12,2,0
2187,82187,SCROP82188,1296,0,0,2,40,29.0,14,2,0
2188,82188,SCROP82189,1296,0,0,2,40,,4,2,0
2189,82189,SCROP82190,1296,0,0,2,40,47.0,0,3,0
2190,82190,SCROP82191,1296,0,0,2,45,29.0,1,3,0
2191,82191,SCROP82192,1296,0,0,2,50,,27,2,0
2192,82192,SCROP82193,1296,0,0,2,60,25.0,17,2,0
2193,82193,SCROP82194,1297,0,0,2,10,10.0,30,1,0
2194,82194,SCROP82195,1296,0,0,2,20,33.0,11,2,0
2195,82195,SCROP82196,1296,0,0,2,20,20.0,19,1,0
2196,82196,SCROP82197,1385,0,0,2,10,17.0,26,1,0
2197,82197,SCROP82198,1385,0,0,2,15,,18,2,0
2198,82198,SCROP82199,1385,0,0,2,15,37.0,8,3,0
2199,82199,SCROP82200,1385,0,0,2,15,38.0,7,3,0
2200,82200,SCROP82201,1385,0,0,2,20,11.0,31,2,0
2201,82201,SCROP82202,1385,0,0,2,20,,23,1,0
2202,82202,SCROP82203,1385,0,0,2,20,25.0,20,3,0
2203,82203,SCROP82204,1385,0,0,2,20,30.0,7,2,0
2204,82204,SCROP82205,1385,0,0,2,20,33.0,10,3,0
2205,82205,SCROP82206,1385,0,0,2,20,34.0,1,2,0
2206,82206,SCROP82207,1385,0,0,2,30,45.0,8,1,0
2207,82207,SCROP82208,1385,0,0,2,40,37.0,4,3,0
2208,82208,SCROP82209,1385,0,0,2,40,45.0,6,3,0
2209,82209,SCROP82210,1385,0,0,2,50,,25,2,0
2210,82210,SCROP82211,1385,0,0,2,20,41.0,6,3,0
2211,82211,SCROP82212,1385,0,0,2,10,,12,1,0
2212,82212,SCROP82213,1478,0,0,2,10,10.0,28,2,0
2213,82213,SCROP82214,1478,0,0,2,10,,22,1,0
2214,82214,SCROP82215,1478,0,0,2,10,24.0,14,2,0
2215,82215,SCROP82216,1478,0,0,2,15,20.0,7,2,0
2216,82216,SCROP82217,1478,0,0,2,15,34.0,10,2,0
2217,82217,SCROP82218,1478,0,0,2,20,20.0,28,2,0
2218,82218,SCROP82219,1478,0,0,2,20,25.0,25,2,0
2219,82219,SCROP82220,1478,0,0,2,20,,3,1,0
2220,82220,SCROP82221,1478,0,0,2,20,39.0,8,2,0
2221,82221,SCROP82222,1478,0,0,2,25,45.0,4,1,0
2222,82222,SCROP82223,1478,0,0,2,30,30.0,20,1,0
2223,82223,SCROP82224,1478,0,0,2,30,37.0,5,3,0
2224,82224,SCROP82225,1478,0,0,2,40,12.0,25,2,0
2225,82225,SCROP82226,1478,0,0,2,40,16.0,22,3,0
2226,82226,SCROP82227,1478,0,0,2,40,33.0,17,1,0
2227,82227,SCROP82228,1478,0,0,2,40,37.0,1,3,0
2228,82228,SCROP82229,1478,0,0,2,40,,0,2,0
2229,82229,SCROP82230,1478,0,0,2,50,29.0,8,2,0
2230,82230,SCROP82231,1478,0,0,2,50,46.0,7,1,0
2231,82231,SCROP82232,1478,0,0,2,55,44.0,4,2,0
2232,82232,SCROP82233,1478,0,0,2,60,25.0,12,2,0
2233,82233,SCROP82234,1478,0,0,2,75,25.0,12,1,0
2234,82234,SCROP82235,1478,0,0,2,90,37.0,13,2,0
2235,82235,SCROP82236,1478,0,0,2,20,37.0,15,3,0
2236,82236,SCROP82237,1478,0,0,2,20,25.0,17,2,0
2237,82237,SCROP82238,1478,0,0,2,40,,1,3,0
2238,82238,SCROP82239,1575,0,0,2,5,22.0,23,2,0
2239,82239,SCROP82240,1576,0,0,2,10,6.0,33,2,0
2240,82240,SCROP82241,1576,0,0,2,10,13.0,33,1,0
2241,82241,SCROP82242,1576,0,0,2,10,15.0,28,2,0
2242,82242,SCROP82243,1576,0,0,2,10,24.0,17,2,0
2243,82243,SCROP82244,1576,0,0,2,10,27.0,15,3,0
2244,82244,SCROP82245,1575,0,0,2,10,38.0,8,2,0
2245,82245,SCROP82246,1576,0,0,2,15,12.0,32,1,0
2246,82246,SCROP82247,1576,0,0,2,20,10.0,25,2,0
2247,82247,SCROP82248,1576,0,0,2,20,18.0,25,2,0
2248,82248,SCROP82249,1575,0,0,2,20,25.0,20,2,0
2249,82249,SCROP82250,1575,0,0,2,20,33.0,20,2,0
2250,82250,SCROP82251,1576,0,0,2,20,37.0,9,2,0
2251,82251,SCROP82252,1576,0,0,2,20,38.0,13,2,0
2252,82252,SCROP82253,1576,0,0,2,20,39.0,8,1,0
2253,82253,SCROP82254,1576,0,0,2,20,40.0,8,2,0
2254,82254,SCROP82255,1576,0,0,2,30,18.0,33,1,0
2255,82255,SCROP82256,1575,0,0,2,30,30.0,16,2,0
2256,82256,SCROP82257,1576,0,0,2,30,42.0,4,1,0
2257,82257,SCROP82258,1576,0,0,2,40,40.0,7,2,0
2258,82258,SCROP82259,1576,0,0,2,50,34.0,15,2,0
2259,82259,SCROP82260,1576,0,0,2,60,38.0,13,3,0
2260,82260,SCROP82261,1575,0,0,2,30,32.0,13,3,0
2261,82261,SCROP82262,1576,0,0,2,30,24.0,21,3,0
2262,82262,SCROP82263,1575,0,0,2,40,37.0,11,3,0
2263,82263,SCROP82264,1575,0,0,2,20,41.0,6,1,0
2264,82264,SCROP82265,1576,0,0,2,60,43.0,1,1,0
2265,82265,SCROP82266,1678,0,0,2,5,32.0,16,1,0
2266,82266,SCROP82267,1678,0,0,2,5,39.0,15,3,0
2267,82267,SCROP82268,1678,0,0,2,10,18.0,26,2,0
2268,82268,SCROP82269,1678,0,0,2,10,20.0,25,1,0
2269,82269,SCROP82270,1678,0,0,2,10,28.0,9,3,0
2270,82270,SCROP82271,1678,0,0,2,15,15.0,32,1,0
2271,82271,SCROP82272,1678,0,0,2,15,42.0,5,1,0
2272,82272,SCROP82273,1678,0,0,2,15,42.0,14,2,0
2273,82273,SCROP82274,1678,0,0,2,20,15.0,29,2,0
2274,82274,SCROP82275,1678,0,0,2,20,23.0,26,1,0
2275,82275,SCROP82276,1678,0,0,2,20,28.0,22,2,0
2276,82276,SCROP82277,1678,0,0,2,20,48.0,6,2,0
2277,82277,SCROP82278,1678,0,0,2,30,14.0,5,2,0
2278,82278,SCROP82279,1678,0,0,2,30,24.0,24,3,0
2279,82279,SCROP82280,1678,0,0,2,30,35.0,1,3,0
2280,82280,SCROP82281,1678,0,0,2,30,45.0,1,1,0
2281,82281,SCROP82282,1678,0,0,2,40,,30,2,0
2282,82282,SCROP82283,1678,0,0,2,40,27.0,14,3,0
2283,82283,SCROP82284,1678,0,0,2,40,30.0,14,1,0
2284,82284,SCROP82285,1678,0,0,2,40,40.0,14,2,0
2285,82285,SCROP82286,1678,0,0,2,50,24.0,20,2,0
2286,82286,SCROP82287,1678,0,0,2,60,30.0,19,2,0
2287,82287,SCROP82288,1678,0,0,2,60,49.0,2,1,0
2288,82288,SCROP82289,1678,0,0,2,60,51.0,1,2,0
2289,82289,SCROP82290,1678,0,0,2,10,35.0,14,1,0
2290,82290,SCROP82291,1678,0,0,2,20,,9,1,0
2291,82291,SCROP82292,1678,0,0,2,40,30.0,9,1,0
2292,82292,SCROP82293,1678,0,0,2,15,51.0,1,2,0
2293,82293,SCROP82294,1785,0,0,2,5,30.0,5,1,0
2294,82294,SCROP82295,1785,0,0,2,10,24.0,15,2,0
2295,82295,SCROP82296,1786,0,0,2,15,29.0,18,1,0
2296,82296,SCROP82297,1785,0,0,2,20,7.0,31,2,0
2297,82297,SCROP82298,1785,0,0,2,20,18.0,30,2,0
2298,82298,SCROP82299,1786,0,0,2,20,,23,2,0
2299,82299,SCROP82300,1785,0,0,2,20,20.0,33,3,0
2300,82300,SCROP82301,1785,0,0,2,20,23.0,25,2,0
2301,82301,SCROP82302,1785,0,0,2,20,25.0,24,2,0
2302,82302,SCROP82303,1785,0,0,2,20,33.0,12,3,0
2303,82303,SCROP82304,1785,0,0,2,20,40.0,9,1,0
2304,82304,SCROP82305,1785,0,0,2,25,13.0,27,2,0
2305,82305,SCROP82306,1785,0,0,2,25,28.0,25,3,0
2306,82306,SCROP82307,1786,0,0,2,25,40.0,2,1,0
2307,82307,SCROP82308,1786,0,0,2,30,15.0,30,2,0
2308,82308,SCROP82309,1785,0,0,2,30,27.0,20,1,0
2309,82309,SCROP82310,1785,0,0,2,30,33.0,16,1,0
2310,82310,SCROP82311,1786,0,0,2,30,36.0,15,3,0
2311,82311,SCROP82312,1785,0,0,2,30,37.0,11,1,0
2312,82312,SCROP82313,1785,0,0,2,30,42.0,11,1,0
2313,82313,SCROP82314,1785,0,0,2,40,20.0,23,3,0
2314,82314,SCROP82315,1785,0,0,2,40,35.0,11,2,0
2315,82315,SCROP82316,1785,0,0,2,40,36.0,3,2,0
2316,82316,SCROP82317,1785,0,0,2,40,45.0,4,2,0
2317,82317,SCROP82318,1785,0,0,2,60,15.0,32,3,0
2318,82318,SCROP82319,1785,0,0,2,60,33.0,20,2,0
2319,82319,SCROP82320,1785,0,0,2,20,32.0,15,2,0
2320,82320,SCROP82321,1785,0,0,2,20,41.0,6,2,0
2321,82321,SCROP82322,1786,0,0,2,40,30.0,15,3,0
2322,82322,SCROP82323,1785,0,0,2,30,,16,2,0
2323,82323,SCROP82324,1786,0,0,2,50,40.0,9,3,0
2324,82324,SCROP82325,1786,0,0,2,20,29.0,15,1,0
2325,82325,SCROP82326,1785,0,0,2,20,33.0,13,1,0
2326,82326,SCROP82327,1786,0,0,2,30,50.0,5,1,0
2327,82327,SCROP82328,1898,0,0,2,5,41.0,9,1,0
2328,82328,SCROP82329,1898,0,0,2,10,53.0,1,2,0
2329,82329,SCROP82330,1898,0,0,2,15,46.0,2,1,0
2330,82330,SCROP82331,1898,0,0,2,20,32.0,17,2,0
2331,82331,SCROP82332,1898,0,0,2,20,33.0,8,3,0
2332,82332,SCROP82333,1898,0,0,2,20,41.0,3,2,0
2333,82333,SCROP82334,1898,0,0,2,20,43.0,2,2,0
2334,82334,SCROP82335,1898,0,0,2,20,48.0,0,2,0
2335,82335,SCROP82336,1898,0,0,2,20,48.0,1,2,0
2336,82336,SCROP82337,1898,0,0,2,30,33.0,14,1,0
2337,82337,SCROP82338,1898,0,0,2,30,52.0,3,2,0
2338,82338,SCROP82339,1898,0,0,2,40,20.0,28,3,0
2339,82339,SCROP82340,1898,0,0,2,40,26.0,24,1,0
2340,82340,SCROP82341,1898,0,0,2,40,45.0,5,2,0
2341,82341,SCROP82342,1898,0,0,2,45,35.0,8,1,0
2342,82342,SCROP82343,1898,0,0,2,60,34.0,22,2,0
2343,82343,SCROP82344,1898,0,0,2,60,38.0,13,2,0
2344,82344,SCROP82345,1898,0,0,2,30,45.0,3,3,0
2345,82345,SCROP82346,1898,0,0,2,40,44.0,2,2,0
2346,82346,SCROP82347,2015,0,0,2,5,20.0,33,3,0
2347,82347,SCROP82348,2015,0,0,2,5,28.0,25,1,0
2348,82348,SCROP82349,2015,0,0,2,5,35.0,17,2,0
2349,82349,SCROP82350,2016,0,0,2,10,16.0,30,1,0
2350,82350,SCROP82351,2016,0,0,2,10,30.0,3,1,0
2351,82351,SCROP82352,2015,0,0,2,10,31.0,20,1,0
2352,82352,SCROP82353,2015,0,0,2,15,14.0,34,1,0
2353,82353,SCROP82354,2015,0,0,2,20,22.0,29,2,0
2354,82354,SCROP82355,2015,0,0,2,20,30.0,27,3,0
2355,82355,SCROP82356,2016,0,0,2,20,,2,2,0
2356,82356,SCROP82357,2016,0,0,2,20,36.0,12,3,0
2357,82357,SCROP82358,2016,0,0,2,20,42.0,11,2,0
2358,82358,SCROP82359,2016,0,0,2,20,43.0,5,2,0
2359,82359,SCROP82360,2016,0,0,2,20,45.0,2,1,0
2360,82360,SCROP82361,2015,0,0,2,20,,12,2,0
2361,82361,SCROP82362,2015,0,0,2,25,22.0,30,1,0
2362,82362,SCROP82363,2015,0,0,2,25,45.0,7,1,0
2363,82363,SCROP82364,2015,0,0,2,30,12.0,37,1,0
2364,82364,SCROP82365,2015,0,0,2,30,18.0,27,2,0
