,Estimativa_de_Insetos,Tipo_de_Cultivo,Tipo_de_Solo,Categoria_Pesticida,Doses_Semana,Semanas_Utilizando,Semanas_Sem_Uso,Temporada,dano_na_plantacao
25671,1678,0,1,3,20,43.0,0,2,1
25672,1785,0,0,3,5,39.0,0,1,0
25673,1785,0,0,3,25,50.0,0,2,0
25675,1785,0,0,3,10,44.0,0,1,1
25676,1785,0,0,3,20,53.0,0,1,1
25677,1786,0,0,3,25,45.0,0,1,1
25678,1786,0,1,3,20,44.0,0,3,0
25679,1786,0,1,3,10,41.0,0,2,1
25680,1786,0,1,3,40,49.0,0,3,1
25681,1898,0,0,3,60,43.0,0,2,0
25682,1898,0,0,3,20,49.0,0,1,1
25683,1898,0,0,3,15,49.0,0,3,1
25684,1898,0,0,3,40,46.0,0,1,2
25685,1898,0,1,3,10,54.0,0,2,0
25686,1898,0,1,3,10,55.0,0,1,0
25687,1898,0,1,3,40,58.0,0,2,0
25688,1898,0,1,3,15,54.0,0,3,1
25689,1898,0,1,3,60,45.0,0,3,1
25690,1898,0,1,3,20,49.0,0,2,1
25691,1898,0,1,3,30,50.0,0,2,2
25692,1898,0,1,3,20,50.0,0,2,2
25693,2016,0,0,3,40,46.0,0,2,0
25694,2016,0,0,3,40,47.0,0,2,1
25695,2016,0,0,3,30,50.0,0,3,1
25696,2015,0,0,3,10,47.0,0,2,2
25697,2015,0,1,3,5,49.0,0,3,0
25698,2015,0,1,3,30,51.0,0,2,0
25699,2015,0,1,3,35,52.0,0,3,1
25700,2016,0,1,3,40,52.0,0,2,1
25701,2015,0,1,3,30,48.0,0,3,2
25702,2138,0,0,3,30,36.0,0,2,0
25704,2139,0,0,3,20,53.0,0,2,2
25705,2138,0,1,3,10,53.0,0,1,0
25706,2139,0,1,3,20,55.0,0,2,1
25707,2267,0,0,3,5,43.0,0,2,0
25708,2267,0,0,3,10,40.0,0,3,0
25709,2267,0,0,3,20,51.0,0,2,1
25710,2267,0,0,3,30,57.0,0,3,1
25711,2267,0,0,3,10,40.0,0,2,2
25712,2267,0,1,3,30,58.0,0,3,0
25713,2267,0,1,3,40,20.0,0,2,0
25714,2401,0,0,3,15,45.0,0,2,0
25715,2402,0,0,3,20,50.0,0,2,1
25716,2402,0,0,3,40,60.0,0,1,1
25717,2401,0,0,3,30,49.0,0,2,2
25718,2401,0,1,3,35,45.0,0,3,0
25719,2401,0,1,3,60,50.0,0,2,0
25721,2541,0,0,3,20,36.0,0,2,0
25723,2542,0,0,3,30,57.0,0,1,2
25724,2541,0,1,3,5,50.0,0,1,0
25725,2541,0,1,3,20,41.0,0,2,0
25726,2541,0,1,3,30,45.0,0,1,0
25727,2541,0,1,3,40,48.0,0,2,0
25728,2688,0,0,3,20,54.0,0,2,1
25729,2688,0,1,3,20,50.0,0,1,1
25730,2688,0,1,3,20,35.0,0,2,1
25731,2840,0,0,3,5,32.0,0,2,0
25733,2840,0,0,3,30,56.0,0,2,0
25734,2840,0,0,3,5,58.0,0,2,1
25735,2840,0,0,3,20,50.0,0,3,1
25736,2840,0,0,3,25,56.0,0,1,1
25737,2840,0,0,3,10,55.0,0,2,1
25738,2840,0,1,3,5,65.0,0,2,0
25739,2840,0,1,3,10,40.0,0,2,0
25740,2840,0,1,3,40,57.0,0,2,0
25741,2999,0,0,3,20,54.0,0,2,1
25742,2999,0,1,3,20,57.0,0,3,1
25743,2999,0,1,3,30,64.0,0,2,2
25744,3164,0,0,3,10,57.0,0,2,0
25745,3164,0,0,3,20,41.0,0,2,1
25746,3164,0,0,3,20,57.0,0,2,1
25747,3165,0,1,3,20,65.0,0,1,1
25748,3337,0,0,3,25,60.0,0,1,1
25749,3337,0,1,3,20,60.0,0,2,0
25751,3516,0,0,3,25,64.0,0,2,1
25753,150,1,0,3,30,18.0,0,2,0
25755,150,1,1,3,10,12.0,0,1,0
25757,150,1,1,3,40,20.0,0,2,0
25758,150,1,1,3,50,16.0,0,3,0
25759,168,1,0,3,15,18.0,0,2,0
25760,169,1,0,3,20,17.0,0,2,0
25761,168,1,0,3,35,25.0,0,1,0
25762,168,1,1,3,10,13.0,0,2,0
25763,168,1,1,3,20,22.0,0,2,0
25764,188,1,1,3,5,12.0,0,3,0
25765,188,1,1,3,15,21.0,0,2,0
25766,188,1,1,3,20,13.0,0,3,0
25767,188,1,1,3,40,12.0,0,3,0
25768,209,1,0,3,20,24.0,0,1,0
25769,209,1,1,3,30,14.0,0,2,0
25770,209,1,1,3,40,10.0,0,1,0
25771,232,1,0,3,10,6.0,0,2,0
25772,232,1,0,3,20,25.0,0,2,0
25773,232,1,0,3,30,13.0,0,1,0
25774,256,1,1,3,10,20.0,0,2,0
25775,283,1,1,3,10,20.0,0,2,0
25776,283,1,1,3,25,7.0,0,1,0
25777,311,1,0,3,5,22.0,0,3,0
25779,311,1,0,3,20,11.0,0,2,0
25780,312,1,0,3,35,21.0,0,2,0
25781,312,1,0,3,60,25.0,0,2,0
25782,311,1,1,3,25,22.0,0,2,0
25783,311,1,1,3,40,15.0,0,2,0
25784,342,1,0,3,20,25.0,0,1,0
25785,342,1,1,3,5,20.0,0,1,0
25786,375,1,0,3,5,30.0,0,2,0
25787,375,1,0,3,15,24.0,0,2,0
25788,375,1,0,3,20,20.0,0,2,1
25789,375,1,1,3,5,21.0,0,3,0
25790,375,1,1,3,5,27.0,0,3,0
25791,375,1,1,3,10,13.0,0,1,0
25792,375,1,1,3,30,25.0,0,3,0
25793,375,1,1,3,35,29.0,0,2,0
25794,411,1,0,3,10,6.0,0,2,0
25795,410,1,0,3,25,35.0,0,2,0
25796,411,1,1,3,15,7.0,0,1,0
25797,411,1,1,3,25,15.0,0,2,0
25798,410,1,1,3,35,23.0,0,2,0
25799,410,1,1,3,45,26.0,0,2,0
25800,411,1,1,3,50,29.0,0,2,0
25801,411,1,1,3,70,33.0,0,3,0
25802,448,1,0,3,10,20.0,0,2,0
25803,448,1,0,3,10,27.0,0,2,0
25804,448,1,0,3,15,13.0,0,3,0
25805,448,1,0,3,30,22.0,0,3,0
25806,448,1,0,3,30,28.0,0,1,0
25807,448,1,0,3,40,20.0,0,1,0
25808,448,1,0,3,60,34.0,0,3,0
25809,448,1,1,3,10,14.0,0,2,0
25810,448,1,1,3,10,34.0,0,2,0
25811,448,1,1,3,15,5.0,0,3,0
25812,448,1,1,3,15,36.0,0,2,0
25813,448,1,1,3,40,36.0,0,2,0
25814,448,1,1,3,60,28.0,0,2,0
25815,488,1,0,3,20,33.0,0,2,0
25816,488,1,0,3,40,25.0,0,2,0
25817,488,1,1,3,5,6.0,0,1,0
25818,488,1,1,3,30,26.0,0,3,0
25819,488,1,1,3,40,21.0,0,1,0
25820,488,1,1,3,45,37.0,0,2,0
25821,531,1,0,3,10,31.0,0,1,0
25822,531,1,0,3,25,26.0,0,1,0
25823,531,1,0,3,35,32.0,0,1,0
25824,531,1,0,3,40,29.0,0,2,0
25825,531,1,0,3,5,20.0,0,2,1
25826,531,1,1,3,10,18.0,0,2,0
25827,531,1,1,3,20,6.0,0,2,0
25828,531,1,1,3,20,8.0,0,1,0
25829,531,1,1,3,20,38.0,0,1,0
25830,531,1,1,3,40,26.0,0,3,0
25831,531,1,1,3,40,29.0,0,1,0
25832,577,1,0,3,5,27.0,0,2,0
25833,577,1,0,3,20,11.0,0,3,0
25834,577,1,0,3,25,30.0,0,2,0
25835,577,1,0,3,25,37.0,0,3,0
25836,577,1,0,3,50,33.0,0,3,0
25837,577,1,0,3,50,34.0,0,2,0
25839,577,1,1,3,15,27.0,0,1,0
25840,577,1,1,3,20,37.0,0,1,0
25841,577,1,1,3,40,14.0,0,1,0
25842,625,1,0,3,20,26.0,0,2,0
25843,626,1,0,3,20,29.0,0,3,0
25844,626,1,0,3,25,20.0,0,1,0
25845,625,1,0,3,25,33.0,0,3,0
25846,625,1,0,3,30,28.0,0,2,0
25848,625,1,0,3,10,30.0,0,1,1
25849,625,1,0,3,20,26.0,0,2,1
25850,626,1,1,3,20,19.0,0,2,0
25852,626,1,1,3,35,26.0,0,2,0
25853,625,1,1,3,40,34.0,0,1,0
25854,625,1,1,3,20,15.0,0,1,1
25855,677,1,0,3,10,25.0,0,1,0
25856,677,1,0,3,10,30.0,0,1,0
25857,677,1,0,3,15,6.0,0,2,0
25858,677,1,0,3,20,15.0,0,2,0
25860,677,1,0,3,40,35.0,0,3,0
25861,677,1,0,3,45,38.0,0,2,0
25862,677,1,0,3,30,30.0,0,2,1
25863,677,1,1,3,10,6.0,0,1,0
25864,677,1,1,3,25,35.0,0,1,1
25865,677,1,1,3,20,29.0,0,3,1
25866,731,1,0,3,30,38.0,0,3,0
25867,732,1,0,3,35,32.0,0,2,0
25868,732,1,0,3,40,24.0,0,1,0
25869,731,1,1,3,20,19.0,0,3,0
25870,731,1,1,3,20,33.0,0,2,0
25871,731,1,1,3,35,26.0,0,1,0
25872,731,1,1,3,40,18.0,0,3,0
25873,789,1,0,3,20,11.0,0,2,0
25874,789,1,0,3,20,26.0,0,1,0
25877,789,1,1,3,20,24.0,0,1,0
25878,789,1,1,3,20,29.0,0,2,0
25879,790,1,1,3,35,25.0,0,2,0
25880,790,1,1,3,40,28.0,0,1,0
25881,789,1,1,3,15,37.0,0,3,2
25882,851,1,0,3,20,41.0,0,3,0
25883,851,1,0,3,30,32.0,0,2,0
25884,851,1,0,3,60,34.0,0,1,0
25885,851,1,0,3,20,29.0,0,3,1
25886,851,1,0,3,25,41.0,0,3,2
25887,850,1,1,3,5,30.0,0,2,0
25889,851,1,1,3,50,37.0,0,3,0
25890,851,1,1,3,50,39.0,0,3,0
25892,915,1,0,3,40,26.0,0,2,0
25893,916,1,0,3,40,40.0,0,2,0
25895,915,1,1,3,25,37.0,0,2,0
25897,984,1,0,3,5,38.0,0,2,0
25898,984,1,0,3,10,16.0,0,2,0
25899,984,1,0,3,10,35.0,0,2,0
25900,984,1,0,3,20,37.0,0,2,0
25901,984,1,0,3,25,35.0,0,1,0
25902,984,1,0,3,30,38.0,0,1,0
25903,984,1,0,3,20,38.0,0,1,2
25904,984,1,1,3,10,27.0,0,1,0
25905,984,1,1,3,10,37.0,0,3,0
25906,984,1,1,3,10,41.0,0,1,0
25907,984,1,1,3,10,43.0,0,2,0
25908,984,1,1,3,15,26.0,0,2,0
25909,984,1,1,3,15,32.0,0,2,0
25910,984,1,1,3,20,44.0,0,2,0
25911,984,1,1,3,40,24.0,0,3,0
25912,984,1,1,3,30,38.0,0,2,1
25913,984,1,1,3,30,41.0,0,2,1
25915,1056,1,0,3,15,38.0,0,3,0
25916,1056,1,0,3,20,16.0,0,2,0
25917,1056,1,0,3,25,31.0,0,2,0
25918,1056,1,0,3,40,38.0,0,3,0
25919,1056,1,0,3,55,40.0,0,2,0
25920,1056,1,0,3,60,31.0,0,2,0
25921,1056,1,0,3,10,30.0,0,2,1
25922,1056,1,1,3,10,26.0,0,3,0
25923,1056,1,1,3,15,26.0,0,2,0
25924,1056,1,1,3,20,40.0,0,2,0
25925,1056,1,1,3,20,37.0,0,2,1
25926,1132,1,0,3,20,43.0,0,3,0
25927,1132,1,0,3,35,35.0,0,3,0
25928,1132,1,0,3,40,40.0,0,2,1
25929,1132,1,1,3,10,29.0,0,2,0
25930,1132,1,1,3,15,12.0,0,1,0
25931,1132,1,1,3,20,40.0,0,2,0
25932,1132,1,1,3,30,23.0,0,2,0
25933,1132,1,1,3,40,43.0,0,1,0
25934,1132,1,1,3,10,31.0,0,2,1
25936,1132,1,1,3,30,41.0,0,2,2
25937,1212,1,0,3,20,14.0,0,2,0
25938,1212,1,0,3,20,43.0,0,2,0
25939,1212,1,0,3,10,40.0,0,1,1
25940,1212,1,1,3,5,10.0,0,2,0
25941,1212,1,1,3,10,25.0,0,1,0
25942,1212,1,1,3,20,38.0,0,3,0
25943,1212,1,1,3,30,40.0,0,3,0
25944,1212,1,1,3,20,34.0,0,1,1
25945,1296,1,0,3,10,37.0,0,2,0
25947,1296,1,0,3,20,33.0,0,2,0
25948,1297,1,0,3,20,39.0,0,2,0
25950,1296,1,0,3,15,35.0,0,2,2
25951,1296,1,1,3,10,18.0,0,2,0
25952,1297,1,1,3,20,26.0,0,1,0
25953,1297,1,1,3,25,43.0,0,2,0
25954,1297,1,1,3,25,45.0,0,2,0
25955,1297,1,1,3,10,15.0,0,2,1
25957,1385,1,0,3,30,44.0,0,3,0
25958,1385,1,0,3,30,43.0,0,3,2
25959,1385,1,0,3,40,38.0,0,3,2
25961,1385,1,1,3,50,37.0,0,2,0
25962,1385,1,1,3,10,15.0,0,2,1
25963,1478,1,0,3,5,33.0,0,1,0
25964,1478,1,0,3,5,38.0,0,2,0
25965,1478,1,0,3,40,24.0,0,2,0
25967,1478,1,0,3,40,41.0,0,1,1
25968,1478,1,1,3,10,45.0,0,2,1
25969,1478,1,1,3,40,44.0,0,2,2
25970,1575,1,0,3,10,41.0,0,2,0
25971,1576,1,0,3,25,50.0,0,2,0
25972,1576,1,0,3,30,51.0,0,2,0
25973,1576,1,1,3,25,48.0,0,1,0
25974,1575,1,1,3,20,38.0,0,1,1
25976,1678,1,0,3,20,29.0,0,1,0
25977,1678,1,0,3,20,45.0,0,3,0
25979,1678,1,0,3,25,47.0,0,2,0
25980,1678,1,0,3,40,12.0,0,2,0
25981,1678,1,0,3,10,46.0,0,1,1
25982,1678,1,0,3,5,35.0,0,1,1
25983,1678,1,0,3,5,46.0,0,2,1
25984,1678,1,0,3,20,40.0,0,3,1
25985,1678,1,0,3,20,46.0,0,1,1
25986,1678,1,0,3,10,48.0,0,2,2
25987,1678,1,1,3,15,47.0,0,2,0
25988,1785,1,0,3,5,45.0,0,1,0
25989,1785,1,0,3,30,49.0,0,2,0
25990,1785,1,0,3,20,41.0,0,2,1
25991,1785,1,1,3,20,49.0,0,2,0
25992,1786,1,1,3,30,46.0,0,2,0
25993,1785,1,1,3,50,51.0,0,3,0
25994,1785,1,1,3,15,45.0,0,2,2
25995,1898,1,0,3,40,20.0,0,3,0
25997,1898,1,0,3,10,32.0,0,2,1
25998,1898,1,0,3,20,46.0,0,2,1
25999,1898,1,1,3,5,30.0,0,2,0
26000,1898,1,1,3,20,26.0,0,2,0
26001,1898,1,1,3,20,52.0,0,2,0
26002,1898,1,1,3,40,40.0,0,2,2
26003,2016,1,0,3,10,41.0,0,2,0
26004,2015,1,0,3,10,46.0,0,1,0
26005,2016,1,0,3,15,39.0,0,3,0
26006,2015,1,0,3,40,43.0,0,3,0
26007,2015,1,0,3,20,50.0,0,3,1
26008,2015,1,0,3,20,45.0,0,2,2
26009,2016,1,1,3,15,43.0,0,1,0
26010,2016,1,1,3,15,45.0,0,3,0
26011,2016,1,1,3,15,52.0,0,2,0
26012,2015,1,1,3,20,35.0,0,1,0
26013,2015,1,1,3,20,50.0,0,2,1
26014,2138,1,0,3,5,49.0,0,1,0
26015,2139,1,0,3,20,55.0,0,3,0
26016,2138,1,0,3,25,25.0,0,2,0
26017,2139,1,1,3,25,53.0,0,3,0
26018,2139,1,1,3,10,20.0,0,1,1
26019,2267,1,0,3,10,45.0,0,2,0
26020,2267,1,0,3,20,47.0,0,3,0
26021,2267,1,0,3,40,53.0,0,2,0
26022,2267,1,0,3,10,35.0,0,2,1
26023,2267,1,0,3,10,50.0,0,3,1
26024,2267,1,0,3,20,39.0,0,2,1
26025,2267,1,1,3,15,52.0,0,3,1
26026,2401,1,0,3,10,27.0,0,3,0
26027,2401,1,0,3,20,29.0,0,2,0
26028,2401,1,0,3,20,46.0,0,2,0
26029,2402,1,0,3,15,30.0,0,2,1
26031,2402,1,0,3,15,50.0,0,1,1
26033,2542,1,0,3,30,41.0,0,1,0
26034,2541,1,0,3,40,32.0,0,2,0
26035,2541,1,0,3,40,43.0,0,2,0
26036,2542,1,1,3,15,47.0,0,2,0
26037,2542,1,1,3,20,55.0,0,3,0
26038,2542,1,1,3,30,35.0,0,1,0
26039,2688,1,0,3,10,57.0,0,2,0
26040,2687,1,0,3,10,41.0,0,2,1
26041,2688,1,0,3,20,46.0,0,1,1
26044,2688,1,1,3,20,54.0,0,3,0
26045,2688,1,1,3,30,55.0,0,2,0
26046,2688,1,1,3,20,30.0,0,2,1
26047,2688,1,1,3,30,56.0,0,1,1
26048,2688,1,1,3,20,37.0,0,2,2
26049,2840,1,0,3,40,57.0,0,2,0
26050,2840,1,0,3,15,51.0,0,2,1
26051,2999,1,0,3,20,24.0,0,3,1
26052,3164,1,0,3,5,55.0,0,3,0
26053,3164,1,0,3,10,55.0,0,1,1
26054,3164,1,1,3,5,55.0,0,1,0
26055,3165,1,1,3,20,64.0,0,2,0
26056,3336,1,0,3,20,35.0,0,2,0
26057,3337,1,0,3,20,53.0,0,3,0
26058,3337,1,0,3,10,50.0,0,2,1
26059,3337,1,1,3,30,48.0,0,1,0
26060,3337,1,1,3,20,54.0,0,2,1
26062,3516,1,0,3,20,55.0,0,2,0
26063,3516,1,0,3,10,30.0,0,2,1
26064,3516,1,0,3,20,41.0,0,3,1
26065,3702,1,0,3,20,40.0,0,2,0
26066,3702,1,0,3,20,60.0,0,2,0
26067,3702,1,0,3,15,57.0,0,2,1
26068,3702,1,1,3,15,52.0,0,2,0
26069,3895,1,1,3,20,61.0,0,3,0
26070,4096,1,0,3,5,48.0,0,2,1
26071,4096,1,1,3,10,40.0,0,2,0
26072,150,0,0,2,10,14.0,5,1,0
26073,150,0,0,2,40,16.0,2,3,0
26074,231,0,0,2,10,10.0,8,3,0
26075,231,0,0,2,30,19.0,1,2,0
26076,256,0,0,2,5,17.0,3,3,0
26077,256,0,0,2,20,10.0,5,2,0
26078,283,0,0,2,10,22.0,3,1,0
26079,283,0,0,2,50,29.0,0,1,0
26081,311,0,0,2,20,20.0,5,2,0
26083,342,0,0,2,20,13.0,13,1,0
26085,342,0,0,2,20,28.0,1,1,0
26087,375,0,0,2,10,30.0,0,3,0
26088,375,0,0,2,40,16.0,12,3,0
26089,375,0,0,2,40,26.0,5,2,0
26090,375,0,0,2,50,15.0,10,1,0
26091,375,0,0,2,90,29.0,3,2,0
26092,411,0,0,2,10,18.0,12,1,0
26093,411,0,0,2,20,19.0,5,1,0
26094,410,0,0,2,20,24.0,1,2,0
26095,410,0,0,2,40,18.0,11,2,0
26096,410,0,0,2,40,19.0,8,2,0
26097,410,0,0,2,50,17.0,12,3,0
26101,448,0,0,2,20,34.0,2,1,0
26102,448,0,0,2,30,14.0,12,1,0
26103,448,0,0,2,30,15.0,16,1,0
26104,448,0,0,2,30,18.0,0,2,0
26105,448,0,0,2,30,21.0,6,3,0
26106,448,0,0,2,30,24.0,5,1,0
26107,448,0,0,2,40,26.0,5,3,0
26108,448,0,0,2,40,35.0,3,2,0
26109,448,0,0,2,60,20.0,8,2,0
26110,448,0,0,2,60,27.0,1,2,0
26111,488,0,0,2,5,17.0,11,3,0
26113,489,0,0,2,15,31.0,0,2,0
26114,488,0,0,2,20,24.0,3,3,0
26115,488,0,0,2,20,25.0,5,2,0
26116,488,0,0,2,25,18.0,14,2,0
26117,488,0,0,2,30,28.0,5,2,0
26118,488,0,0,2,40,15.0,14,1,0
26120,489,0,0,2,80,26.0,10,2,0
26121,531,0,0,2,10,8.0,18,3,0
26122,531,0,0,2,20,29.0,2,2,0
26123,531,0,0,2,20,30.0,9,2,0
26125,531,0,0,2,30,15.0,16,3,0
26126,531,0,0,2,30,34.0,0,1,0
26127,531,0,0,2,35,30.0,4,3,0
26128,531,0,0,2,60,25.0,1,2,0
26129,531,0,0,2,60,35.0,3,2,0
26130,531,0,0,2,25,20.0,5,2,1
26131,577,0,0,2,10,7.0,17,2,0
26132,577,0,0,2,10,32.0,2,3,0
26133,577,0,0,2,15,15.0,14,2,0
26134,577,0,0,2,20,12.0,17,2,0
26135,577,0,0,2,20,16.0,15,1,0
26136,577,0,0,2,20,20.0,2,3,0
26137,577,0,0,2,20,21.0,6,3,0
26138,577,0,0,2,20,24.0,7,2,0
26139,577,0,0,2,20,29.0,0,2,0
26140,577,0,0,2,20,36.0,0,1,0
26141,577,0,0,2,30,14.0,14,3,0
26142,577,0,0,2,30,23.0,12,1,0
26143,577,0,0,2,40,25.0,11,1,0
26144,577,0,0,2,40,29.0,3,2,0
26145,577,0,0,2,40,30.0,1,2,0
26146,577,0,0,2,50,26.0,5,2,0
26147,577,0,0,2,60,20.0,11,3,0
26148,577,0,0,2,60,23.0,17,2,0
26149,577,0,0,2,60,28.0,3,1,0
26150,625,0,0,2,20,30.0,8,2,0
26151,626,0,0,2,10,22.0,13,1,0
26152,625,0,0,2,15,22.0,10,1,0
26153,625,0,0,2,20,10.0,18,2,0
26154,625,0,0,2,20,20.0,17,3,0
26155,625,0,0,2,20,35.0,3,2,0
26156,626,0,0,2,40,29.0,1,1,0
26157,625,0,0,2,40,29.0,6,1,0
26158,625,0,0,2,60,5.0,13,2,0
26159,625,0,0,2,60,29.0,3,1,0
26160,625,0,0,2,25,35.0,0,2,1
26161,677,0,0,2,20,32.0,5,1,0
26162,677,0,0,2,10,30.0,1,1,0
26163,677,0,0,2,20,10.0,16,2,0
26164,677,0,0,2,20,18.0,18,2,0
26165,677,0,0,2,20,20.0,6,3,0
26166,677,0,0,2,30,17.0,15,1,0
26167,677,0,0,2,30,18.0,15,2,0
26168,677,0,0,2,40,20.0,16,3,0
26169,677,0,0,2,40,28.0,5,1,0
26170,677,0,0,2,50,20.0,17,1,0
26171,677,0,0,2,50,25.0,10,3,0
26172,677,0,0,2,40,12.0,21,3,1
26173,731,0,0,2,5,18.0,17,1,0
26174,731,0,0,2,20,14.0,19,2,0
26175,732,0,0,2,20,25.0,14,3,0
26177,731,0,0,2,25,25.0,14,1,0
26178,731,0,0,2,25,35.0,2,1,0
26179,732,0,0,2,30,15.0,19,2,0
26180,732,0,0,2,30,26.0,12,1,0
26181,731,0,0,2,30,28.0,6,1,0
26182,731,0,0,2,30,34.0,2,1,0
26183,732,0,0,2,40,14.0,1,2,0
26184,731,0,0,2,40,20.0,10,2,0
26185,731,0,0,2,40,30.0,5,2,0
26186,732,0,0,2,60,14.0,16,3,0
26187,731,0,0,2,60,24.0,12,2,0
26188,731,0,0,2,60,30.0,4,1,0
26189,732,0,0,2,60,31.0,4,2,0
26191,731,0,0,2,25,34.0,2,2,1
26192,731,0,0,2,40,27.0,14,2,1
26193,789,0,0,2,10,18.0,22,3,0
26194,789,0,0,2,15,23.0,10,2,0
26195,789,0,0,2,20,13.0,18,1,0
26196,789,0,0,2,20,20.0,12,1,0
26197,789,0,0,2,30,14.0,21,3,0
26200,789,0,0,2,40,10.0,23,1,0
26201,789,0,0,2,40,15.0,23,3,0
26202,789,0,0,2,40,30.0,5,2,0
26203,790,0,0,2,50,19.0,16,2,0
26204,789,0,0,2,50,24.0,11,2,0
26205,789,0,0,2,50,40.0,2,1,0
26206,789,0,0,2,60,8.0,18,1,0
26207,790,0,0,2,20,22.0,13,3,1
26208,850,0,0,2,5,25.0,6,2,0
26209,851,0,0,2,10,16.0,24,2,0
26210,851,0,0,2,15,30.0,7,3,0
26211,851,0,0,2,20,6.0,7,2,0
26212,850,0,0,2,20,14.0,21,1,0
26213,851,0,0,2,20,16.0,16,3,0
26214,850,0,0,2,20,18.0,21,2,0
26215,851,0,0,2,20,20.0,16,1,0
26216,851,0,0,2,25,25.0,17,2,0
26217,851,0,0,2,40,24.0,14,1,0
26218,851,0,0,2,40,26.0,12,2,0
26219,851,0,0,2,40,29.0,6,3,0
26220,851,0,0,2,40,32.0,2,2,0
26221,851,0,0,2,50,29.0,12,2,0
26222,851,0,0,2,60,26.0,16,2,0
26223,851,0,0,2,60,30.0,2,2,0
26224,851,0,0,2,20,17.0,14,3,1
26225,851,0,0,2,60,15.0,18,3,1
26226,851,0,0,2,25,30.0,9,2,1
26227,915,0,0,2,40,28.0,11,2,0
26228,915,0,0,2,15,9.0,25,2,0
26229,915,0,0,2,20,18.0,12,3,0
26230,915,0,0,2,20,20.0,16,1,0
26231,915,0,0,2,20,25.0,11,1,0
26232,916,0,0,2,20,26.0,13,2,0
26233,915,0,0,2,25,19.0,18,3,0
26234,915,0,0,2,25,36.0,3,2,0
26235,916,0,0,2,30,18.0,19,2,0
26239,915,0,0,2,40,26.0,14,2,0
26240,915,0,0,2,40,32.0,5,1,0
26241,915,0,0,2,40,33.0,9,2,0
26242,916,0,0,2,60,30.0,13,2,0
26243,915,0,0,2,60,31.0,8,1,0
26244,915,0,0,2,60,26.0,10,2,1
26245,915,0,0,2,20,32.0,7,2,1
26246,915,0,0,2,50,37.0,2,2,1
26247,915,0,0,2,50,26.0,15,3,1
26248,984,0,0,2,10,19.0,21,2,0
26249,984,0,0,2,10,21.0,20,3,0
26250,984,0,0,2,10,22.0,18,2,0
26251,984,0,0,2,15,20.0,16,3,0
26252,984,0,0,2,20,15.0,22,2,0
26253,984,0,0,2,20,17.0,16,1,0
26254,984,0,0,2,20,19.0,19,2,0
26255,984,0,0,2,20,20.0,4,2,0
26256,984,0,0,2,30,17.0,11,2,0
26257,984,0,0,2,30,22.0,20,2,0
26258,984,0,0,2,30,32.0,9,3,0
26260,984,0,0,2,30,37.0,3,2,0
26261,984,0,0,2,40,20.0,18,1,0
26262,984,0,0,2,40,27.0,12,3,0
26263,984,0,0,2,40,28.0,9,1,0
26264,984,0,0,2,40,29.0,13,3,0
26266,984,0,0,2,40,35.0,5,2,0
26267,984,0,0,2,40,38.0,0,2,0
26268,984,0,0,2,50,25.0,12,2,0
26269,984,0,0,2,60,30.0,4,1,0
26270,984,0,0,2,60,37.0,3,2,0
26271,984,0,0,2,30,27.0,14,2,1
26272,1056,0,0,2,5,39.0,2,2,0
26273,1056,0,0,2,20,15.0,14,2,0
26274,1056,0,0,2,20,20.0,27,2,0
26275,1056,0,0,2,20,29.0,8,2,0
26276,1056,0,0,2,20,31.0,4,2,0
26277,1056,0,0,2,20,34.0,5,3,0
26279,1056,0,0,2,20,40.0,4,3,0
26280,1056,0,0,2,25,36.0,5,2,0
26281,1056,0,0,2,30,25.0,0,2,0
26282,1056,0,0,2,30,29.0,13,2,0
26283,1056,0,0,2,30,31.0,11,1,0
26284,1056,0,0,2,40,24.0,17,2,0
26285,1056,0,0,2,40,25.0,15,2,0
26286,1056,0,0,2,40,32.0,4,2,0
26287,1056,0,0,2,40,38.0,4,2,0
26288,1056,0,0,2,40,41.0,4,1,0
26289,1056,0,0,2,50,25.0,15,3,0
26290,1056,0,0,2,40,29.0,7,2,1
26291,1056,0,0,2,60,30.0,10,2,1
26292,1056,0,0,2,5,38.0,1,1,1
26293,1132,0,0,2,5,10.0,2,1,0
26294,1132,0,0,2,5,27.0,16,3,0
26296,1132,0,0,2,15,34.0,7,3,0
26297,1132,0,0,2,20,16.0,24,2,0
26298,1132,0,0,2,20,20.0,12,2,0
26299,1132,0,0,2,20,21.0,12,2,0
26300,1132,0,0,2,20,21.0,16,2,0
26301,1132,0,0,2,20,22.0,19,2,0
26302,1132,0,0,2,20,27.0,12,2,0
26303,1132,0,0,2,20,29.0,8,2,0
26304,1132,0,0,2,25,24.0,16,2,0
26305,1132,0,0,2,25,30.0,10,1,0
26306,1132,0,0,2,30,24.0,14,1,0
26307,1132,0,0,2,30,25.0,4,1,0
26308,1132,0,0,2,30,31.0,13,2,0
26309,1132,0,0,2,30,32.0,16,2,0
26310,1132,0,0,2,30,36.0,3,2,0
26311,1132,0,0,2,40,25.0,18,1,0
26312,1132,0,0,2,40,31.0,14,2,0
26313,1132,0,0,2,40,35.0,8,3,0
26315,1132,0,0,2,80,42.0,8,1,0
26316,1132,0,0,2,50,29.0,13,3,1
26317,1212,0,0,2,15,36.0,6,3,0
26318,1212,0,0,2,5,19.0,9,2,0
26319,1212,0,0,2,5,30.0,15,1,0
26320,1212,0,0,2,5,31.0,13,2,0
