,Identificador_Agricultor,Estimativa_de_Insetos,Tipo_de_Cultivo,Tipo_de_Solo,Categoria_Pesticida,Doses_Semana,Semanas_Utilizando,Semanas_Sem_Uso,Temporada,dano_na_plantacao
1974,SCROP82218,1478,0,0,2,20,20.0,28,2,0
1975,SCROP82219,1478,0,0,2,20,25.0,25,2,0
1976,SCROP82221,1478,0,0,2,20,39.0,8,2,0
1977,SCROP82222,1478,0,0,2,25,45.0,4,1,0
1978,SCROP82223,1478,0,0,2,30,30.0,20,1,0
1979,SCROP82224,1478,0,0,2,30,37.0,5,3,0
1980,SCROP82225,1478,0,0,2,40,12.0,25,2,0
1981,SCROP82226,1478,0,0,2,40,16.0,22,3,0
1982,SCROP82227,1478,0,0,2,40,33.0,17,1,0
1983,SCROP82228,1478,0,0,2,40,37.0,1,3,0
1984,SCROP82230,1478,0,0,2,50,29.0,8,2,0
1985,SCROP82231,1478,0,0,2,50,46.0,7,1,0
1986,SCROP82232,1478,0,0,2,55,44.0,4,2,0
1987,SCROP82233,1478,0,0,2,60,25.0,12,2,0
1988,SCROP82234,1478,0,0,2,75,25.0,12,1,0
1989,SCROP82235,1478,0,0,2,90,37.0,13,2,0
1990,SCROP82236,1478,0,0,2,20,37.0,15,3,0
1991,SCROP82237,1478,0,0,2,20,25.0,17,2,0
1992,SCROP82239,1575,0,0,2,5,22.0,23,2,0
1993,SCROP82240,1576,0,0,2,10,6.0,33,2,0
1994,SCROP82241,1576,0,0,2,10,13.0,33,1,0
1995,SCROP82242,1576,0,0,2,10,15.0,28,2,0
1996,SCROP82243,1576,0,0,2,10,24.0,17,2,0
1997,SCROP82244,1576,0,0,2,10,27.0,15,3,0
1998,SCROP82245,1575,0,0,2,10,38.0,8,2,0
1999,SCROP82246,1576,0,0,2,15,12.0,32,1,0
2000,SCROP82247,1576,0,0,2,20,10.0,25,2,0
2001,SCROP82248,1576,0,0,2,20,18.0,25,2,0
2002,SCROP82249,1575,0,0,2,20,25.0,20,2,0
2003,SCROP82250,1575,0,0,2,20,33.0,20,2,0
2004,SCROP82251,1576,0,0,2,20,37.0,9,2,0
2005,SCROP82252,1576,0,0,2,20,38.0,13,2,0
2006,SCROP82253,1576,0,0,2,20,39.0,8,1,0
2007,SCROP82254,1576,0,0,2,20,40.0,8,2,0
2008,SCROP82255,1576,0,0,2,30,18.0,33,1,0
2009,SCROP82256,1575,0,0,2,30,30.0,16,2,0
2010,SCROP82257,1576,0,0,2,30,42.0,4,1,0
2011,SCROP82258,1576,0,0,2,40,40.0,7,2,0
2012,SCROP82259,1576,0,0,2,50,34.0,15,2,0
2013,SCROP82260,1576,0,0,2,60,38.0,13,3,0
2014,SCROP82261,1575,0,0,2,30,32.0,13,3,0
2015,SCROP82262,1576,0,0,2,30,24.0,21,3,0
2016,SCROP82263,1575,0,0,2,40,37.0,11,3,0
2017,SCROP82264,1575,0,0,2,20,41.0,6,1,0
2018,SCROP82265,1576,0,0,2,60,43.0,1,1,0
2019,SCROP82266,1678,0,0,2,5,32.0,16,1,0
2020,SCROP82267,1678,0,0,2,5,39.0,15,3,0
2021,SCROP82268,1678,0,0,2,10,18.0,26,2,0
2022,SCROP82269,1678,0,0,2,10,20.0,25,1,0
2023,SCROP82270,1678,0,0,2,10,28.0,9,3,0
2024,SCROP82271,1678,0,0,2,15,15.0,32,1,0
2025,SCROP82272,1678,0,0,2,15,42.0,5,1,0
2026,SCROP82273,1678,0,0,2,15,42.0,14,2,0
2027,SCROP82274,1678,0,0,2,20,15.0,29,2,0
2028,SCROP82275,1678,0,0,2,20,23.0,26,1,0
2029,SCROP82276,1678,0,0,2,20,28.0,22,2,0
2030,SCROP82277,1678,0,0,2,20,48.0,6,2,0
2031,SCROP82278,1678,0,0,2,30,14.0,5,2,0
2032,SCROP82279,1678,0,0,2,30,24.0,24,3,0
2033,SCROP82280,1678,0,0,2,30,35.0,1,3,0
2034,SCROP82281,1678,0,0,2,30,45.0,1,1,0
2035,SCROP82283,1678,0,0,2,40,27.0,14,3,0
2036,SCROP82284,1678,0,0,2,40,30.0,14,1,0
2037,SCROP82285,1678,0,0,2,40,40.0,14,2,0
2038,SCROP82286,1678,0,0,2,50,24.0,20,2,0
2039,SCROP82287,1678,0,0,2,60,30.0,19,2,0
2040,SCROP82288,1678,0,0,2,60,49.0,2,1,0
2041,SCROP82289,1678,0,0,2,60,51.0,1,2,0
2042,SCROP82290,1678,0,0,2,10,35.0,14,1,0
2043,SCROP82292,1678,0,0,2,40,30.0,9,1,0
2044,SCROP82293,1678,0,0,2,15,51.0,1,2,0
2045,SCROP82294,1785,0,0,2,5,30.0,5,1,0
2046,SCROP82295,1785,0,0,2,10,24.0,15,2,0
2047,SCROP82296,1786,0,0,2,15,29.0,18,1,0
2048,SCROP82297,1785,0,0,2,20,7.0,31,2,0
2049,SCROP82298,1785,0,0,2,20,18.0,30,2,0
2050,SCROP82300,1785,0,0,2,20,20.0,33,3,0
2051,SCROP82301,1785,0,0,2,20,23.0,25,2,0
2052,SCROP82302,1785,0,0,2,20,25.0,24,2,0
2053,SCROP82303,1785,0,0,2,20,33.0,12,3,0
2054,SCROP82304,1785,0,0,2,20,40.0,9,1,0
2055,SCROP82305,1785,0,0,2,25,13.0,27,2,0
2056,SCROP82306,1785,0,0,2,25,28.0,25,3,0
2057,SCROP82307,1786,0,0,2,25,40.0,2,1,0
2058,SCROP82308,1786,0,0,2,30,15.0,30,2,0
2059,SCROP82309,1785,0,0,2,30,27.0,20,1,0
2060,SCROP82310,1785,0,0,2,30,33.0,16,1,0
2061,SCROP82311,1786,0,0,2,30,36.0,15,3,0
2062,SCROP82312,1785,0,0,2,30,37.0,11,1,0
2063,SCROP82313,1785,0,0,2,30,42.0,11,1,0
2064,SCROP82314,1785,0,0,2,40,20.0,23,3,0
2065,SCROP82315,1785,0,0,2,40,35.0,11,2,0
2066,SCROP82316,1785,0,0,2,40,36.0,3,2,0
2067,SCROP82317,1785,0,0,2,40,45.0,4,2,0
2068,SCROP82318,1785,0,0,2,60,15.0,32,3,0
2069,SCROP82319,1785,0,0,2,60,33.0,20,2,0
2070,SCROP82320,1785,0,0,2,20,32.0,15,2,0
2071,SCROP82321,1785,0,0,2,20,41.0,6,2,0
2072,SCROP82322,1786,0,0,2,40,30.0,15,3,0
2073,SCROP82324,1786,0,0,2,50,40.0,9,3,0
2074,SCROP82325,1786,0,0,2,20,29.0,15,1,0
2075,SCROP82326,1785,0,0,2,20,33.0,13,1,0
2076,SCROP82327,1786,0,0,2,30,50.0,5,1,0
2077,SCROP82328,1898,0,0,2,5,41.0,9,1,0
2078,SCROP82329,1898,0,0,2,10,53.0,1,2,0
2079,SCROP82330,1898,0,0,2,15,46.0,2,1,0
2080,SCROP82331,1898,0,0,2,20,32.0,17,2,0
2081,SCROP82332,1898,0,0,2,20,33.0,8,3,0
2082,SCROP82333,1898,0,0,2,20,41.0,3,2,0
2083,SCROP82334,1898,0,0,2,20,43.0,2,2,0
2084,SCROP82335,1898,0,0,2,20,48.0,0,2,0
2085,SCROP82336,1898,0,0,2,20,48.0,1,2,0
2086,SCROP82337,1898,0,0,2,30,33.0,14,1,0
2087,SCROP82338,1898,0,0,2,30,52.0,3,2,0
2088,SCROP82339,1898,0,0,2,40,20.0,28,3,0
2089,SCROP82340,1898,0,0,2,40,26.0,24,1,0
2090,SCROP82341,1898,0,0,2,40,45.0,5,2,0
2091,SCROP82342,1898,0,0,2,45,35.0,8,1,0
2092,SCROP82343,1898,0,0,2,60,34.0,22,2,0
2093,SCROP82344,1898,0,0,2,60,38.0,13,2,0
2094,SCROP82345,1898,0,0,2,30,45.0,3,3,0
2095,SCROP82346,1898,0,0,2,40,44.0,2,2,0
2096,SCROP82347,2015,0,0,2,5,20.0,33,3,0
2097,SCROP82348,2015,0,0,2,5,28.0,25,1,0
2098,SCROP82349,2015,0,0,2,5,35.0,17,2,0
2099,SCROP82350,2016,0,0,2,10,16.0,30,1,0
2100,SCROP82351,2016,0,0,2,10,30.0,3,1,0
2101,SCROP82352,2015,0,0,2,10,31.0,20,1,0
2102,SCROP82353,2015,0,0,2,15,14.0,34,1,0
2103,SCROP82354,2015,0,0,2,20,22.0,29,2,0
2104,SCROP82355,2015,0,0,2,20,30.0,27,3,0
2105,SCROP82357,2016,0,0,2,20,36.0,12,3,0
2106,SCROP82358,2016,0,0,2,20,42.0,11,2,0
2107,SCROP82359,2016,0,0,2,20,43.0,5,2,0
2108,SCROP82360,2016,0,0,2,20,45.0,2,1,0
2109,SCROP82362,2015,0,0,2,25,22.0,30,1,0
2110,SCROP82363,2015,0,0,2,25,45.0,7,1,0
2111,SCROP82364,2015,0,0,2,30,12.0,37,1,0
2112,SCROP82365,2015,0,0,2,30,18.0,27,2,0
2113,SCROP82366,2015,0,0,2,30,35.0,17,2,0
2114,SCROP82367,2015,0,0,2,30,48.0,2,2,0
2115,SCROP82368,2016,0,0,2,40,20.0,27,2,0
2116,SCROP82369,2015,0,0,2,40,24.0,10,1,0
2117,SCROP82371,2015,0,0,2,40,32.0,19,2,0
2118,SCROP82372,2015,0,0,2,40,45.0,2,3,0
2119,SCROP82373,2016,0,0,2,50,30.0,23,1,0
2120,SCROP82374,2015,0,0,2,50,35.0,17,3,0
2121,SCROP82375,2015,0,0,2,60,40.0,7,2,0
2122,SCROP82376,2016,0,0,2,60,40.0,9,1,0
2123,SCROP82377,2016,0,0,2,40,33.0,5,2,0
2124,SCROP82378,2138,0,0,2,40,20.0,28,2,0
2125,SCROP82380,2138,0,0,2,10,18.0,32,2,0
2126,SCROP82382,2139,0,0,2,10,29.0,21,2,0
2127,SCROP82383,2138,0,0,2,10,34.0,18,1,0
2128,SCROP82384,2139,0,0,2,10,37.0,10,2,0
2129,SCROP82385,2138,0,0,2,10,38.0,10,1,0
2130,SCROP82386,2138,0,0,2,10,47.0,6,1,0
2131,SCROP82387,2139,0,0,2,15,17.0,32,1,0
2132,SCROP82388,2139,0,0,2,15,25.0,24,1,0
2133,SCROP82389,2138,0,0,2,15,33.0,5,3,0
2134,SCROP82390,2139,0,0,2,15,34.0,18,2,0
2135,SCROP82391,2139,0,0,2,20,22.0,28,3,0
2136,SCROP82392,2138,0,0,2,20,40.0,10,2,0
2137,SCROP82393,2138,0,0,2,25,40.0,14,2,0
2138,SCROP82394,2139,0,0,2,30,38.0,13,2,0
2139,SCROP82395,2138,0,0,2,40,34.0,18,1,0
2140,SCROP82396,2139,0,0,2,40,45.0,8,3,0
2141,SCROP82397,2138,0,0,2,40,46.0,5,2,0
2142,SCROP82398,2139,0,0,2,50,22.0,28,2,0
2143,SCROP82399,2138,0,0,2,50,32.0,16,3,0
2144,SCROP82400,2138,0,0,2,55,40.0,14,2,0
2145,SCROP82401,2139,0,0,2,60,30.0,22,2,0
2146,SCROP82402,2138,0,0,2,40,35.0,13,3,0
2147,SCROP82403,2139,0,0,2,50,35.0,13,1,0
2148,SCROP82404,2138,0,0,2,25,51.0,3,3,0
2149,SCROP82405,2267,0,0,2,20,42.0,9,2,0
2150,SCROP82406,2267,0,0,2,10,20.0,30,1,0
2151,SCROP82407,2267,0,0,2,10,20.0,34,1,0
2152,SCROP82408,2267,0,0,2,10,37.0,20,2,0
2153,SCROP82410,2267,0,0,2,15,33.0,19,1,0
2154,SCROP82411,2267,0,0,2,15,41.0,10,1,0
2155,SCROP82412,2267,0,0,2,20,23.0,29,2,0
2156,SCROP82413,2267,0,0,2,20,24.0,33,2,0
2157,SCROP82414,2267,0,0,2,20,34.0,18,2,0
2158,SCROP82415,2267,0,0,2,20,36.0,13,2,0
2159,SCROP82416,2267,0,0,2,20,39.0,16,3,0
2160,SCROP82418,2267,0,0,2,30,20.0,15,1,0
2161,SCROP82420,2267,0,0,2,30,43.0,9,3,0
2162,SCROP82421,2267,0,0,2,30,45.0,10,2,0
2163,SCROP82423,2267,0,0,2,40,10.0,39,3,0
2164,SCROP82424,2267,0,0,2,40,31.0,18,3,0
2165,SCROP82425,2267,0,0,2,40,39.0,8,1,0
2166,SCROP82426,2267,0,0,2,40,44.0,17,1,0
2167,SCROP82427,2267,0,0,2,50,42.0,7,3,0
2168,SCROP82428,2267,0,0,2,60,25.0,31,2,0
2169,SCROP82429,2267,0,0,2,60,31.0,21,2,0
2170,SCROP82430,2267,0,0,2,60,48.0,6,1,0
2171,SCROP82431,2267,0,0,2,60,50.0,3,2,0
2172,SCROP82432,2267,0,0,2,20,36.0,15,1,0
2173,SCROP82433,2267,0,0,2,50,54.0,5,2,0
2174,SCROP82434,2401,0,0,2,5,10.0,34,2,0
2175,SCROP82435,2402,0,0,2,5,16.0,32,3,0
2176,SCROP82437,2402,0,0,2,15,30.0,20,1,0
2177,SCROP82438,2401,0,0,2,20,14.0,35,2,0
2178,SCROP82439,2401,0,0,2,20,15.0,34,1,0
2179,SCROP82441,2401,0,0,2,20,37.0,14,2,0
2180,SCROP82442,2401,0,0,2,20,50.0,10,2,0
2181,SCROP82443,2401,0,0,2,20,51.0,2,1,0
2182,SCROP82446,2401,0,0,2,40,54.0,0,2,0
2183,SCROP82447,2402,0,0,2,50,46.0,4,3,0
2184,SCROP82448,2402,0,0,2,60,42.0,8,2,0
2185,SCROP82449,2401,0,0,2,10,39.0,10,3,0
2186,SCROP82450,2402,0,0,2,20,34.0,20,3,0
2187,SCROP82451,2401,0,0,2,10,19.0,33,1,0
2188,SCROP82452,2401,0,0,2,25,50.0,3,1,0
2189,SCROP82453,2402,0,0,2,20,41.0,11,3,0
2190,SCROP82454,2401,0,0,2,20,42.0,10,1,0
2191,SCROP82456,2541,0,0,2,20,25.0,26,1,0
2192,SCROP82458,2541,0,0,2,20,35.0,6,1,0
2193,SCROP82459,2541,0,0,2,20,50.0,8,1,0
2194,SCROP82460,2541,0,0,2,30,45.0,10,3,0
2195,SCROP82461,2541,0,0,2,30,47.0,7,3,0
2196,SCROP82462,2542,0,0,2,30,50.0,3,3,0
2197,SCROP82463,2542,0,0,2,40,30.0,22,1,0
2198,SCROP82464,2542,0,0,2,40,41.0,6,1,0
2199,SCROP82466,2542,0,0,2,60,43.0,6,1,0
2200,SCROP82467,2541,0,0,2,20,13.0,38,2,0
2201,SCROP82468,2541,0,0,2,20,27.0,26,1,0
2202,SCROP82469,2541,0,0,2,60,40.0,11,3,0
2203,SCROP82470,2542,0,0,2,20,30.0,12,2,0
2204,SCROP82471,2541,0,0,2,40,45.0,8,2,0
2205,SCROP82472,2688,0,0,2,15,55.0,5,3,0
2206,SCROP82473,2688,0,0,2,20,36.0,22,3,0
2207,SCROP82474,2687,0,0,2,30,32.0,22,2,0
2208,SCROP82475,2688,0,0,2,30,43.0,15,2,0
2209,SCROP82476,2688,0,0,2,40,20.0,15,3,0
2210,SCROP82477,2688,0,0,2,40,34.0,8,2,0
2211,SCROP82478,2688,0,0,2,20,40.0,15,1,0
2212,SCROP82479,2688,0,0,2,15,54.0,3,2,0
2213,SCROP82481,2688,0,0,2,25,30.0,27,2,0
2214,SCROP82482,2688,0,0,2,50,15.0,42,3,0
2215,SCROP82483,2840,0,0,2,5,6.0,31,1,0
2216,SCROP82485,2840,0,0,2,10,25.0,28,2,0
2217,SCROP82486,2840,0,0,2,15,20.0,33,2,0
2218,SCROP82487,2840,0,0,2,20,42.0,15,2,0
2219,SCROP82488,2840,0,0,2,20,45.0,6,2,0
2220,SCROP82489,2840,0,0,2,40,20.0,25,1,0
2221,SCROP82490,2840,0,0,2,40,20.0,28,2,0
2222,SCROP82491,2840,0,0,2,40,20.0,33,2,0
2223,SCROP82492,2840,0,0,2,60,30.0,23,1,0
2224,SCROP82493,2840,0,0,2,20,50.0,8,2,0
2225,SCROP82494,2840,0,0,2,20,57.0,8,2,0
2226,SCROP82495,2999,0,0,2,10,32.0,17,2,0
2227,SCROP82496,2999,0,0,2,15,39.0,14,3,0
2228,SCROP82497,2999,0,0,2,25,34.0,2,1,0
2229,SCROP82498,2999,0,0,2,40,27.0,29,1,0
2230,SCROP82499,2999,0,0,2,40,29.0,24,2,0
2231,SCROP82500,2999,0,0,2,60,55.0,5,3,0
2232,SCROP82501,2999,0,0,2,5,50.0,9,2,0
2233,SCROP82502,2999,0,0,2,20,28.0,30,3,0
2234,SCROP82503,3165,0,0,2,5,40.0,15,3,0
2235,SCROP82504,3164,0,0,2,10,35.0,17,3,0
2236,SCROP82505,3164,0,0,2,10,53.0,9,1,0
2237,SCROP82507,3164,0,0,2,35,40.0,10,2,0
2238,SCROP82508,3164,0,0,2,15,25.0,30,2,0
2239,SCROP82509,3165,0,0,2,30,45.0,13,1,0
2240,SCROP82510,3164,0,0,2,10,58.0,5,2,0
2241,SCROP82511,3336,0,0,2,30,34.0,26,3,0
2242,SCROP82512,3337,0,0,2,5,40.0,5,2,0
2243,SCROP82513,3336,0,0,2,10,25.0,23,3,0
2244,SCROP82514,3337,0,0,2,20,43.0,18,2,0
2245,SCROP82515,3336,0,0,2,20,48.0,13,3,0
2246,SCROP82516,3337,0,0,2,20,50.0,16,1,0
2247,SCROP82517,3337,0,0,2,30,44.0,14,2,0
2248,SCROP82518,3336,0,0,2,10,41.0,19,3,0
2249,SCROP82519,3336,0,0,2,40,30.0,30,1,0
2250,SCROP82520,3337,0,0,2,80,19.0,41,3,0
2251,SCROP82521,3337,0,0,2,30,40.0,10,2,0
2252,SCROP82522,3516,0,0,2,5,36.0,24,2,0
2253,SCROP82523,3516,0,0,2,10,50.0,7,1,0
2254,SCROP82524,3516,0,0,2,15,42.0,17,1,0
2255,SCROP82525,3516,0,0,2,20,15.0,42,2,0
2256,SCROP82527,3516,0,0,2,20,50.0,14,1,0
2257,SCROP82528,3516,0,0,2,40,13.0,32,2,0
2258,SCROP82529,3516,0,0,2,20,34.0,25,2,0
2259,SCROP82530,3516,0,0,2,20,57.0,12,2,0
2260,SCROP82531,3702,0,0,2,20,25.0,38,2,0
2261,SCROP82532,3702,0,0,2,20,26.0,38,2,0
2262,SCROP82533,3702,0,0,2,30,52.0,12,3,0
2263,SCROP82534,3702,0,0,2,15,40.0,18,1,0
2264,SCROP82535,3702,0,0,2,40,52.0,10,3,0
2265,SCROP82537,3896,0,0,2,10,20.0,29,3,0
2266,SCROP82538,3896,0,0,2,15,55.0,9,2,1
2267,SCROP82539,4096,0,0,2,30,10.0,48,1,0
2268,SCROP82540,4096,0,0,2,10,44.0,22,1,0
2269,SCROP82541,4096,0,0,2,10,48.0,11,2,1
2270,SCROP82543,4097,0,0,2,10,51.0,15,2,1
2271,SCROP82544,4096,0,0,2,20,30.0,35,3,0
2272,SCROP82545,169,0,1,2,20,10.0,4,3,0
2273,SCROP82547,169,0,1,2,35,20.0,1,1,0
2274,SCROP82548,188,0,1,2,15,15.0,2,2,0
2275,SCROP82549,188,0,1,2,25,16.0,3,1,0
2276,SCROP82550,188,0,1,2,25,20.0,1,2,0
2277,SCROP82551,209,0,1,2,45,23.0,0,3,0
2278,SCROP82552,232,0,1,2,10,10.0,4,2,0
2279,SCROP82553,232,0,1,2,20,16.0,6,2,0
2280,SCROP82554,232,0,1,2,25,12.0,5,1,0
2281,SCROP82556,232,0,1,2,40,20.0,3,1,0
2282,SCROP82557,232,0,1,2,60,13.0,8,2,0
2283,SCROP82558,257,0,1,2,45,20.0,5,1,0
2284,SCROP82559,256,0,1,2,15,15.0,10,2,0
2285,SCROP82560,257,0,1,2,15,17.0,6,3,0
2286,SCROP82561,257,0,1,2,20,15.0,0,2,0
2287,SCROP82562,256,0,1,2,40,20.0,3,2,0
2288,SCROP82564,283,0,1,2,25,17.0,6,3,0
2289,SCROP82567,312,0,1,2,5,18.0,2,2,0
2290,SCROP82568,311,0,1,2,25,13.0,10,3,0
2291,SCROP82569,312,0,1,2,25,14.0,7,2,0
2292,SCROP82570,312,0,1,2,30,25.0,4,3,0
2293,SCROP82571,312,0,1,2,60,16.0,4,2,0
2294,SCROP82572,342,0,1,2,10,10.0,8,3,0
2295,SCROP82573,342,0,1,2,15,10.0,13,1,0
2296,SCROP82574,342,0,1,2,30,10.0,13,2,0
2297,SCROP82575,342,0,1,2,30,21.0,4,2,0
2298,SCROP82576,375,0,1,2,10,14.0,13,2,0
2299,SCROP82577,375,0,1,2,20,15.0,2,2,0
2300,SCROP82578,375,0,1,2,25,22.0,1,2,0
2301,SCROP82581,375,0,1,2,40,15.0,14,2,0
2302,SCROP82582,375,0,1,2,45,22.0,9,2,0
2303,SCROP82583,410,0,1,2,5,22.0,10,2,0
2304,SCROP82584,411,0,1,2,10,13.0,9,1,0
2305,SCROP82586,410,0,1,2,15,19.0,6,3,0
2306,SCROP82588,410,0,1,2,20,13.0,5,2,0
2307,SCROP82589,410,0,1,2,20,16.0,12,2,0
2308,SCROP82590,411,0,1,2,25,16.0,13,3,0
2309,SCROP82592,411,0,1,2,30,27.0,0,1,0
2310,SCROP82594,410,0,1,2,40,13.0,14,2,0
2311,SCROP82595,410,0,1,2,40,23.0,4,2,0
2312,SCROP82596,410,0,1,2,45,16.0,12,2,0
2313,SCROP82597,410,0,1,2,50,23.0,7,1,0
2314,SCROP82598,410,0,1,2,50,25.0,5,1,0
2315,SCROP82599,448,0,1,2,10,15.0,11,2,0
2316,SCROP82600,448,0,1,2,10,20.0,5,2,0
2317,SCROP82601,448,0,1,2,15,6.0,1,1,0
2318,SCROP82602,448,0,1,2,15,12.0,15,2,0
2319,SCROP82603,448,0,1,2,20,8.0,15,2,0
2320,SCROP82604,448,0,1,2,20,11.0,13,2,0
2321,SCROP82605,448,0,1,2,20,13.0,15,2,0
2322,SCROP82606,448,0,1,2,20,14.0,10,2,0
2323,SCROP82607,448,0,1,2,20,17.0,16,2,0
2324,SCROP82608,448,0,1,2,20,18.0,16,2,0
2325,SCROP82609,448,0,1,2,20,20.0,5,2,0
2326,SCROP82610,448,0,1,2,20,29.0,5,2,0
2327,SCROP82611,448,0,1,2,30,16.0,5,3,0
2328,SCROP82612,448,0,1,2,30,27.0,1,1,0
2329,SCROP82613,448,0,1,2,40,10.0,11,1,0
2330,SCROP82614,448,0,1,2,40,20.0,0,1,0
2331,SCROP82615,448,0,1,2,40,27.0,0,1,0
2332,SCROP82618,488,0,1,2,5,17.0,9,1,0
2333,SCROP82619,488,0,1,2,10,11.0,15,1,0
2334,SCROP82620,488,0,1,2,10,16.0,17,3,0
2335,SCROP82621,488,0,1,2,15,13.0,7,3,0
2336,SCROP82622,488,0,1,2,20,7.0,15,2,0
2337,SCROP82623,488,0,1,2,20,14.0,11,3,0
2338,SCROP82624,488,0,1,2,20,18.0,13,1,0
2339,SCROP82625,488,0,1,2,20,30.0,9,3,0
2340,SCROP82626,488,0,1,2,25,14.0,15,3,0
2341,SCROP82628,488,0,1,2,25,30.0,1,2,0
2342,SCROP82629,488,0,1,2,30,10.0,6,1,0
2343,SCROP82631,488,0,1,2,30,25.0,12,1,0
2344,SCROP82632,489,0,1,2,30,27.0,1,2,0
2345,SCROP82633,488,0,1,2,40,16.0,16,1,0
2346,SCROP82634,488,0,1,2,40,26.0,2,3,0
2347,SCROP82635,488,0,1,2,50,27.0,3,2,0
2348,SCROP82636,531,0,1,2,5,10.0,18,2,0
2349,SCROP82637,531,0,1,2,5,15.0,9,1,0
2350,SCROP82638,531,0,1,2,10,7.0,6,3,0
2351,SCROP82639,531,0,1,2,10,8.0,14,1,0
2352,SCROP82640,531,0,1,2,20,8.0,13,2,0
2353,SCROP82641,531,0,1,2,20,14.0,8,2,0
2354,SCROP82642,531,0,1,2,20,15.0,15,1,0
2355,SCROP82643,531,0,1,2,20,21.0,6,3,0
2356,SCROP82644,531,0,1,2,20,23.0,2,2,0
2357,SCROP82645,531,0,1,2,20,24.0,5,1,0
2358,SCROP82646,531,0,1,2,25,11.0,16,3,0
2359,SCROP82647,531,0,1,2,25,14.0,14,3,0
2360,SCROP82649,531,0,1,2,30,19.0,10,2,0
2361,SCROP82651,531,0,1,2,40,10.0,17,2,0
2362,SCROP82652,531,0,1,2,40,16.0,13,2,0
2363,SCROP82653,531,0,1,2,40,19.0,8,1,0
2364,SCROP82654,531,0,1,2,40,30.0,4,1,0
2365,SCROP82655,531,0,1,2,40,30.0,7,2,0
2366,SCROP82656,531,0,1,2,40,32.0,3,2,0
2367,SCROP82657,531,0,1,2,45,19.0,6,2,0
2368,SCROP82659,531,0,1,2,30,24.0,1,1,0
2369,SCROP82660,577,0,1,2,5,25.0,15,1,0
2370,SCROP82661,577,0,1,2,10,10.0,19,2,0
2371,SCROP82662,577,0,1,2,10,14.0,15,1,0
2372,SCROP82663,577,0,1,2,10,14.0,19,1,0
2373,SCROP82664,577,0,1,2,10,28.0,6,1,0
2374,SCROP82665,577,0,1,2,15,12.0,19,2,0
2375,SCROP82666,577,0,1,2,20,16.0,0,2,0
2376,SCROP82667,577,0,1,2,20,25.0,9,2,0
2377,SCROP82668,577,0,1,2,20,26.0,2,2,0
2378,SCROP82669,577,0,1,2,20,32.0,3,3,0
2379,SCROP82670,577,0,1,2,25,20.0,6,1,0
2380,SCROP82671,577,0,1,2,30,10.0,10,2,0
2381,SCROP82672,577,0,1,2,30,30.0,0,3,0
2382,SCROP82673,577,0,1,2,30,37.0,2,3,0
2383,SCROP82674,577,0,1,2,40,15.0,4,1,0
2384,SCROP82676,577,0,1,2,40,24.0,9,1,0
2385,SCROP82677,577,0,1,2,40,26.0,5,1,0
2386,SCROP82678,577,0,1,2,40,38.0,1,2,0
2387,SCROP82679,577,0,1,2,50,21.0,9,1,0
2388,SCROP82680,577,0,1,2,50,24.0,9,2,0
2389,SCROP82681,577,0,1,2,60,18.0,18,2,0
2390,SCROP82682,625,0,1,2,10,12.0,19,1,0
2391,SCROP82683,625,0,1,2,10,15.0,12,3,0
2392,SCROP82684,626,0,1,2,10,26.0,5,1,0
2393,SCROP82685,626,0,1,2,15,14.0,0,2,0
2394,SCROP82686,626,0,1,2,15,23.0,9,2,0
2395,SCROP82687,626,0,1,2,20,13.0,5,2,0
2396,SCROP82688,626,0,1,2,20,14.0,4,2,0
2397,SCROP82689,625,0,1,2,20,25.0,4,2,0
2398,SCROP82690,625,0,1,2,20,30.0,7,2,0
2399,SCROP82691,626,0,1,2,25,11.0,14,1,0
2400,SCROP82692,626,0,1,2,25,15.0,10,2,0
2401,SCROP82693,625,0,1,2,30,20.0,7,2,0
2402,SCROP82694,625,0,1,2,30,22.0,13,2,0
2403,SCROP82696,625,0,1,2,30,28.0,3,3,0
2404,SCROP82697,625,0,1,2,30,28.0,5,1,0
2405,SCROP82698,625,0,1,2,40,24.0,5,3,0
2406,SCROP82699,625,0,1,2,40,25.0,12,1,0
2407,SCROP82700,625,0,1,2,45,24.0,7,2,0
2408,SCROP82701,626,0,1,2,45,25.0,13,1,0
2409,SCROP82702,625,0,1,2,50,30.0,0,2,0
2410,SCROP82703,625,0,1,2,60,25.0,12,1,0
2411,SCROP82704,625,0,1,2,65,18.0,14,2,0
2412,SCROP82705,625,0,1,2,70,34.0,2,3,0
2413,SCROP82706,626,0,1,2,95,23.0,6,2,0
2414,SCROP82707,625,0,1,2,5,10.0,19,1,0
2415,SCROP82708,677,0,1,2,5,13.0,18,1,0
2416,SCROP82709,677,0,1,2,5,14.0,16,2,0
2417,SCROP82710,677,0,1,2,10,10.0,17,2,0
2418,SCROP82711,677,0,1,2,10,24.0,7,3,0
2419,SCROP82713,677,0,1,2,20,8.0,21,3,0
2420,SCROP82714,677,0,1,2,20,26.0,8,3,0
2421,SCROP82715,677,0,1,2,20,30.0,7,1,0
2422,SCROP82716,677,0,1,2,25,7.0,19,1,0
2423,SCROP82717,677,0,1,2,25,18.0,14,1,0
2424,SCROP82718,677,0,1,2,30,8.0,4,2,0
2425,SCROP82719,677,0,1,2,30,12.0,17,2,0
2426,SCROP82720,677,0,1,2,30,14.0,21,1,0
