Identificador_Agricultor,Estimativa_de_Insetos,Tipo_de_Cultivo,Tipo_de_Solo,Doses_Semana,Semanas_Utilizando,Semanas_Sem_Uso,Categoria_Pesticida__1,Categoria_Pesticida__2,Categoria_Pesticida__3,Temporada__1,Temporada__2,Temporada__3,dano_na_plantacao
SCROP81836,2015,1,0,20,24.0,0,0,0,1,1,0,0,0
SCROP81837,2016,1,0,20,33.0,0,0,0,1,0,1,0,0
SCROP81838,2015,1,0,20,49.0,0,0,0,1,1,0,0,1
SCROP81839,2015,1,0,40,27.0,0,0,0,1,0,1,0,0
SCROP81840,2015,1,0,40,53.0,0,0,0,1,0,1,0,0
SCROP81841,2016,1,0,10,50.0,0,0,0,1,0,0,1,1
SCROP81842,2015,1,0,20,50.0,0,0,0,1,0,1,0,1
SCROP81843,2015,1,1,15,22.0,0,0,0,1,0,0,1,0
SCROP81844,2015,1,1,20,37.0,0,0,0,1,0,0,1,0
SCROP81845,2016,1,1,25,50.0,0,0,0,1,0,0,1,0
SCROP81846,2139,1,0,5,31.0,0,0,0,1,0,1,0,0
SCROP81847,2138,1,0,10,37.0,0,0,0,1,1,0,0,0
SCROP81848,2139,1,0,20,23.0,0,0,0,1,0,1,0,0
SCROP81849,2138,1,0,15,25.0,0,0,0,1,0,1,0,0
SCROP81850,2139,1,0,10,27.0,0,0,0,1,0,1,0,0
SCROP81851,2138,1,1,10,42.0,0,0,0,1,0,1,0,0
SCROP81852,2138,1,1,20,27.0,0,0,0,1,1,0,0,0
SCROP81853,2139,1,1,20,46.0,0,0,0,1,0,1,0,0
SCROP81854,2138,1,1,20,58.0,0,0,0,1,1,0,0,0
SCROP81855,2267,1,0,20,50.0,0,0,0,1,1,0,0,1
SCROP81856,2267,1,0,30,51.0,0,0,0,1,0,1,0,0
SCROP81857,2267,1,0,10,55.0,0,0,0,1,1,0,0,0
SCROP81858,2267,1,0,20,27.0,0,0,0,1,0,1,0,0
SCROP81859,2267,1,1,40,52.0,0,0,0,1,0,0,1,0
SCROP81860,2267,1,1,60,51.0,0,0,0,1,1,0,0,0
SCROP81861,2401,1,0,20,53.0,0,0,0,1,1,0,0,1
SCROP81862,2401,1,0,25,27.0,0,0,0,1,0,1,0,0
SCROP81863,2401,1,0,40,49.0,0,0,0,1,0,1,0,0
SCROP81864,2402,1,1,15,42.0,0,0,0,1,0,1,0,0
SCROP81865,2401,1,1,15,27.0,0,0,0,1,0,1,0,0
SCROP81866,2401,1,1,20,50.0,0,0,0,1,0,1,0,1
SCROP81867,2401,1,1,20,55.0,0,0,0,1,0,1,0,0
SCROP81868,2402,1,1,30,53.0,0,0,0,1,0,1,0,0
SCROP81869,2402,1,1,40,50.0,0,0,0,1,0,1,0,0
SCROP81870,2542,1,0,40,27.0,0,0,0,1,0,0,1,0
SCROP81871,2541,1,0,40,51.0,0,0,0,1,1,0,0,0
SCROP81872,2542,1,0,15,50.0,0,0,0,1,0,1,0,0
SCROP81873,2542,1,1,25,50.0,0,0,0,1,0,1,0,0
SCROP81874,2542,1,1,20,50.0,0,0,0,1,0,0,1,1
SCROP81875,2688,1,0,15,56.0,0,0,0,1,0,1,0,0
SCROP81876,2688,1,1,15,55.0,0,0,0,1,0,1,0,0
SCROP81877,2688,1,1,30,56.0,0,0,0,1,0,1,0,0
SCROP81878,2840,1,0,10,38.0,0,0,0,1,1,0,0,0
SCROP81879,2840,1,0,10,50.0,0,0,0,1,1,0,0,1
SCROP81880,2840,1,0,10,53.0,0,0,0,1,1,0,0,0
SCROP81881,2840,1,0,20,35.0,0,0,0,1,1,0,0,0
SCROP81882,2840,1,0,20,40.0,0,0,0,1,0,1,0,0
SCROP81883,2840,1,0,20,43.0,0,0,0,1,0,0,1,0
SCROP81884,2840,1,0,10,52.0,0,0,0,1,0,1,0,0
SCROP81885,2840,1,0,20,55.0,0,0,0,1,0,1,0,1
SCROP81886,2840,1,1,20,45.0,0,0,0,1,1,0,0,0
SCROP81887,2840,1,1,30,49.0,0,0,0,1,0,0,1,0
SCROP81888,2999,1,0,5,58.0,0,0,0,1,0,1,0,0
SCROP81889,2999,1,0,20,40.0,0,0,0,1,0,1,0,0
SCROP81890,2999,1,1,30,50.0,0,0,0,1,0,0,1,0
SCROP81891,2999,1,1,10,52.0,0,0,0,1,1,0,0,0
SCROP81892,2999,1,1,15,48.0,0,0,0,1,0,1,0,0
SCROP81893,2999,1,1,10,27.0,0,0,0,1,0,0,1,0
SCROP81894,3165,1,0,20,30.0,0,0,0,1,0,0,1,1
SCROP81895,3164,1,0,20,45.0,0,0,0,1,0,1,0,0
SCROP81896,3164,1,0,20,50.0,0,0,0,1,1,0,0,1
SCROP81897,3164,1,1,5,50.0,0,0,0,1,0,0,1,0
SCROP81898,3336,1,0,10,36.0,0,0,0,1,0,1,0,0
SCROP81899,3337,1,1,10,26.0,0,0,0,1,0,1,0,0
SCROP81900,3337,1,1,20,40.0,0,0,0,1,1,0,0,0
SCROP81901,3337,1,1,5,40.0,0,0,0,1,1,0,0,0
SCROP81902,3337,1,1,10,46.0,0,0,0,1,0,1,0,0
SCROP81903,3516,1,0,20,40.0,0,0,0,1,0,0,1,0
SCROP81904,3515,1,0,25,52.0,0,0,0,1,1,0,0,0
SCROP81905,3702,1,0,10,28.0,0,0,0,1,0,0,1,0
SCROP81906,3702,1,0,10,47.0,0,0,0,1,0,0,1,0
SCROP81907,3702,1,1,40,52.0,0,0,0,1,0,0,1,0
SCROP81908,3702,1,1,10,60.0,0,0,0,1,1,0,0,0
SCROP81909,3895,1,0,10,44.0,0,0,0,1,0,1,0,0
SCROP81910,3895,1,0,10,30.0,0,0,0,1,0,1,0,0
SCROP81911,3896,1,1,15,61.0,0,0,0,1,1,0,0,0
SCROP81912,3895,1,1,10,41.0,0,0,0,1,0,1,0,0
SCROP81913,4097,1,0,15,40.0,0,0,0,1,1,0,0,1
SCROP81914,4096,1,0,20,27.0,0,0,0,1,1,0,0,1
SCROP81915,4096,1,1,10,35.0,0,0,0,1,0,1,0,0
SCROP81916,168,0,0,30,17.0,3,0,1,0,0,0,1,0
SCROP81917,188,0,0,15,18.0,2,0,1,0,0,1,0,0
SCROP81918,209,0,0,10,17.0,3,0,1,0,0,1,0,0
SCROP81919,232,0,0,40,18.0,4,0,1,0,1,0,0,0
SCROP81920,232,0,0,40,18.0,9,0,1,0,0,1,0,0
SCROP81921,231,0,0,40,19.0,6,0,1,0,1,0,0,0
SCROP81922,257,0,0,10,11.0,0,0,1,0,0,0,1,0
SCROP81923,256,0,0,40,18.0,8,0,1,0,0,1,0,0
SCROP81924,312,0,0,30,27.0,7,0,1,0,0,0,1,0
SCROP81925,312,0,0,40,19.0,10,0,1,0,0,1,0,0
SCROP81926,342,0,0,40,15.0,13,0,1,0,0,1,0,0
SCROP81927,375,0,0,20,17.0,11,0,1,0,0,1,0,0
SCROP81928,375,0,0,30,21.0,10,0,1,0,0,1,0,0
SCROP81929,375,0,0,60,28.0,2,0,1,0,1,0,0,0
SCROP81930,410,0,0,30,13.0,14,0,1,0,1,0,0,0
SCROP81931,410,0,0,30,17.0,13,0,1,0,0,0,1,0
SCROP81932,410,0,0,60,21.0,4,0,1,0,0,0,1,0
SCROP81933,411,0,0,20,12.0,14,0,1,0,0,1,0,0
SCROP81934,448,0,0,10,23.0,6,0,1,0,1,0,0,0
SCROP81935,448,0,0,20,16.0,16,0,1,0,0,1,0,0
SCROP81936,448,0,0,20,21.0,12,0,1,0,1,0,0,0
SCROP81937,448,0,0,20,24.0,6,0,1,0,0,0,1,0
SCROP81938,448,0,0,20,27.0,0,0,1,0,0,0,1,0
SCROP81939,448,0,0,30,22.0,4,0,1,0,0,1,0,0
SCROP81940,448,0,0,30,25.0,6,0,1,0,0,1,0,0
SCROP81941,448,0,0,40,30.0,1,0,1,0,0,1,0,0
SCROP81942,448,0,0,80,29.0,3,0,1,0,0,1,0,0
SCROP81943,488,0,0,10,15.0,12,0,1,0,0,1,0,0
SCROP81944,488,0,0,10,23.0,2,0,1,0,0,0,1,0
SCROP81945,488,0,0,10,25.0,1,0,1,0,0,1,0,0
SCROP81946,488,0,0,15,10.0,17,0,1,0,0,1,0,0
SCROP81947,488,0,0,20,13.0,15,0,1,0,0,1,0,0
SCROP81948,488,0,0,20,15.0,7,0,1,0,0,1,0,0
SCROP81949,488,0,0,20,16.0,13,0,1,0,0,1,0,0
SCROP81950,488,0,0,20,20.0,7,0,1,0,1,0,0,0
SCROP81951,488,0,0,20,21.0,2,0,1,0,0,0,1,0
SCROP81952,488,0,0,20,23.0,9,0,1,0,0,1,0,0
SCROP81953,488,0,0,25,30.0,2,0,1,0,1,0,0,0
SCROP81954,488,0,0,30,26.0,1,0,1,0,0,1,0,0
SCROP81955,488,0,0,40,26.0,9,0,1,0,1,0,0,0
SCROP81956,488,0,0,40,27.0,4,0,1,0,0,0,1,0
SCROP81957,489,0,0,40,28.0,4,0,1,0,0,1,0,0
SCROP81958,488,0,0,50,18.0,9,0,1,0,1,0,0,0
SCROP81959,531,0,0,20,17.0,17,0,1,0,0,1,0,0
SCROP81960,531,0,0,10,11.0,17,0,1,0,1,0,0,0
SCROP81961,531,0,0,10,20.0,13,0,1,0,0,1,0,0
SCROP81962,531,0,0,20,27.0,12,0,1,0,0,0,1,0
SCROP81963,531,0,0,25,21.0,13,0,1,0,0,0,1,0
SCROP81964,531,0,0,25,25.0,7,0,1,0,0,1,0,0
SCROP81965,531,0,0,25,30.0,6,0,1,0,0,0,1,0
SCROP81966,531,0,0,30,14.0,15,0,1,0,0,1,0,0
SCROP81967,531,0,0,40,17.0,14,0,1,0,0,1,0,0
SCROP81968,531,0,0,40,20.0,10,0,1,0,1,0,0,0
SCROP81969,531,0,0,40,27.0,8,0,1,0,0,1,0,0
SCROP81970,531,0,0,45,25.0,2,0,1,0,0,1,0,0
SCROP81971,531,0,0,50,16.0,16,0,1,0,0,0,1,0
SCROP81972,531,0,0,70,32.0,3,0,1,0,0,0,1,0
SCROP81973,577,0,0,5,12.0,17,0,1,0,1,0,0,0
SCROP81974,577,0,0,10,20.0,5,0,1,0,0,1,0,0
SCROP81975,577,0,0,20,5.0,19,0,1,0,1,0,0,0
SCROP81976,577,0,0,20,27.0,15,0,1,0,0,1,0,0
SCROP81977,577,0,0,20,18.0,13,0,1,0,1,0,0,0
SCROP81978,577,0,0,20,19.0,9,0,1,0,0,1,0,0
SCROP81979,577,0,0,20,30.0,6,0,1,0,1,0,0,0
SCROP81980,577,0,0,30,16.0,12,0,1,0,0,1,0,0
SCROP81981,577,0,0,40,22.0,19,0,1,0,0,1,0,0
SCROP81982,577,0,0,40,24.0,7,0,1,0,1,0,0,0
SCROP81983,577,0,0,50,20.0,13,0,1,0,1,0,0,0
SCROP81984,577,0,0,70,18.0,15,0,1,0,0,1,0,0
SCROP81985,626,0,0,5,14.0,20,0,1,0,1,0,0,0
SCROP81986,625,0,0,10,27.0,10,0,1,0,0,1,0,0
SCROP81987,625,0,0,15,12.0,20,0,1,0,0,1,0,0
SCROP81988,625,0,0,15,14.0,16,0,1,0,0,0,1,0
SCROP81989,626,0,0,15,29.0,6,0,1,0,1,0,0,0
SCROP81990,626,0,0,20,25.0,14,0,1,0,1,0,0,0
SCROP81991,625,0,0,20,31.0,5,0,1,0,0,0,1,0
SCROP81992,626,0,0,40,27.0,7,0,1,0,0,1,0,0
SCROP81993,625,0,0,60,28.0,9,0,1,0,1,0,0,0
SCROP81994,626,0,0,20,27.0,2,0,1,0,0,1,0,0
SCROP81995,677,0,0,10,27.0,1,0,1,0,1,0,0,0
SCROP81996,677,0,0,15,12.0,21,0,1,0,1,0,0,0
SCROP81997,677,0,0,15,13.0,19,0,1,0,0,1,0,0
SCROP81998,677,0,0,20,13.0,17,0,1,0,1,0,0,0
SCROP81999,677,0,0,20,25.0,9,0,1,0,0,0,1,0
SCROP82000,677,0,0,20,36.0,1,0,1,0,0,0,1,0
SCROP82001,677,0,0,20,37.0,4,0,1,0,0,0,1,0
SCROP82002,677,0,0,25,27.0,6,0,1,0,0,1,0,0
SCROP82003,677,0,0,25,29.0,2,0,1,0,0,0,1,0
SCROP82004,677,0,0,30,22.0,4,0,1,0,0,1,0,0
SCROP82005,677,0,0,30,31.0,2,0,1,0,1,0,0,0
SCROP82006,677,0,0,35,25.0,7,0,1,0,0,1,0,0
SCROP82007,677,0,0,40,13.0,18,0,1,0,0,1,0,0
SCROP82008,677,0,0,40,20.0,14,0,1,0,0,1,0,0
SCROP82009,677,0,0,40,25.0,12,0,1,0,0,1,0,0
SCROP82010,677,0,0,40,33.0,5,0,1,0,0,1,0,0
SCROP82011,677,0,0,50,28.0,7,0,1,0,0,0,1,0
SCROP82012,677,0,0,20,26.0,13,0,1,0,1,0,0,0
SCROP82013,732,0,0,5,37.0,1,0,1,0,0,1,0,0
SCROP82014,731,0,0,10,15.0,7,0,1,0,0,1,0,0
SCROP82015,732,0,0,10,19.0,18,0,1,0,0,0,1,0
SCROP82016,731,0,0,15,24.0,10,0,1,0,0,1,0,0
SCROP82017,732,0,0,15,27.0,7,0,1,0,0,0,1,0
SCROP82018,731,0,0,20,13.0,21,0,1,0,0,0,1,0
SCROP82019,731,0,0,20,16.0,20,0,1,0,0,1,0,0
SCROP82020,732,0,0,20,19.0,12,0,1,0,0,1,0,0
SCROP82021,731,0,0,20,26.0,4,0,1,0,1,0,0,0
SCROP82022,731,0,0,20,26.0,10,0,1,0,1,0,0,0
SCROP82023,732,0,0,20,27.0,12,0,1,0,0,0,1,0
SCROP82024,731,0,0,20,32.0,5,0,1,0,1,0,0,0
SCROP82025,732,0,0,20,34.0,4,0,1,0,0,1,0,0
SCROP82026,732,0,0,30,14.0,20,0,1,0,0,1,0,0
SCROP82027,731,0,0,30,25.0,5,0,1,0,1,0,0,0
SCROP82028,732,0,0,30,30.0,4,0,1,0,0,0,1,0
SCROP82029,731,0,0,30,34.0,0,0,1,0,1,0,0,0
SCROP82030,732,0,0,30,36.0,2,0,1,0,0,1,0,0
SCROP82031,731,0,0,40,11.0,22,0,1,0,0,1,0,0
SCROP82032,732,0,0,40,19.0,14,0,1,0,1,0,0,0
SCROP82033,731,0,0,45,34.0,3,0,1,0,0,1,0,0
SCROP82034,731,0,0,50,30.0,8,0,1,0,1,0,0,0
SCROP82035,732,0,0,60,19.0,19,0,1,0,0,1,0,0
SCROP82036,731,0,0,60,26.0,11,0,1,0,0,1,0,0
SCROP82037,732,0,0,60,35.0,1,0,1,0,1,0,0,0
SCROP82038,731,0,0,80,34.0,1,0,1,0,0,1,0,0
SCROP82039,732,0,0,40,12.0,20,0,1,0,0,0,1,0
SCROP82040,731,0,0,30,34.0,4,0,1,0,0,1,0,0
SCROP82041,732,0,0,60,36.0,2,0,1,0,1,0,0,0
SCROP82042,790,0,0,10,27.0,10,0,1,0,0,1,0,0
SCROP82043,790,0,0,10,25.0,8,0,1,0,1,0,0,0
SCROP82044,789,0,0,10,29.0,1,0,1,0,1,0,0,0
SCROP82045,789,0,0,15,12.0,23,0,1,0,1,0,0,0
SCROP82046,790,0,0,15,27.0,14,0,1,0,1,0,0,0
SCROP82047,790,0,0,15,28.0,10,0,1,0,1,0,0,0
SCROP82048,789,0,0,20,19.0,12,0,1,0,1,0,0,0
SCROP82049,789,0,0,30,14.0,23,0,1,0,1,0,0,0
SCROP82050,790,0,0,30,18.0,17,0,1,0,0,1,0,0
SCROP82051,789,0,0,30,29.0,10,0,1,0,0,1,0,0
SCROP82052,790,0,0,30,31.0,4,0,1,0,0,1,0,0
SCROP82053,790,0,0,30,32.0,3,0,1,0,1,0,0,0
SCROP82054,790,0,0,30,34.0,3,0,1,0,1,0,0,0
SCROP82055,789,0,0,40,27.0,18,0,1,0,0,1,0,0
SCROP82056,789,0,0,40,24.0,11,0,1,0,1,0,0,0
SCROP82057,789,0,0,40,26.0,10,0,1,0,0,1,0,0
SCROP82058,790,0,0,40,30.0,10,0,1,0,1,0,0,0
SCROP82059,789,0,0,60,27.0,15,0,1,0,0,1,0,0
SCROP82060,851,0,0,15,17.0,19,0,1,0,0,1,0,0
SCROP82061,851,0,0,20,10.0,20,0,1,0,0,1,0,0
SCROP82062,850,0,0,20,30.0,12,0,1,0,0,1,0,0
SCROP82063,851,0,0,25,27.0,15,0,1,0,0,0,1,0
SCROP82064,851,0,0,25,22.0,4,0,1,0,1,0,0,0
SCROP82065,851,0,0,30,20.0,9,0,1,0,0,1,0,0
SCROP82066,851,0,0,30,22.0,13,0,1,0,0,1,0,0
SCROP82067,851,0,0,30,28.0,10,0,1,0,0,1,0,0
SCROP82068,851,0,0,30,36.0,2,0,1,0,0,0,1,0
SCROP82069,851,0,0,30,36.0,4,0,1,0,0,1,0,0
SCROP82070,851,0,0,35,24.0,16,0,1,0,0,0,1,0
SCROP82071,851,0,0,40,19.0,19,0,1,0,0,1,0,0
SCROP82072,850,0,0,40,39.0,1,0,1,0,0,1,0,0
SCROP82073,851,0,0,40,39.0,3,0,1,0,0,1,0,0
SCROP82074,851,0,0,60,27.0,3,0,1,0,1,0,0,0
SCROP82075,915,0,0,5,15.0,1,0,1,0,0,0,1,0
SCROP82076,915,0,0,5,32.0,3,0,1,0,0,1,0,0
SCROP82077,916,0,0,15,17.0,20,0,1,0,0,1,0,0
SCROP82078,915,0,0,15,34.0,2,0,1,0,1,0,0,0
SCROP82079,915,0,0,20,36.0,0,0,1,0,0,1,0,0
SCROP82080,916,0,0,20,37.0,5,0,1,0,0,1,0,0
SCROP82081,916,0,0,25,37.0,3,0,1,0,0,1,0,0
SCROP82082,915,0,0,30,27.0,25,0,1,0,1,0,0,0
SCROP82083,916,0,0,30,20.0,20,0,1,0,0,0,1,0
SCROP82084,915,0,0,30,27.0,6,0,1,0,1,0,0,0
SCROP82085,915,0,0,40,20.0,15,0,1,0,0,1,0,0
SCROP82086,916,0,0,50,19.0,18,0,1,0,1,0,0,0
SCROP82087,916,0,0,50,27.0,7,0,1,0,0,1,0,0
SCROP82088,915,0,0,60,27.0,14,0,1,0,0,0,1,0
SCROP82089,915,0,0,40,27.0,5,0,1,0,1,0,0,0
SCROP82090,915,0,0,20,25.0,12,0,1,0,0,1,0,0
SCROP82091,915,0,0,40,36.0,4,0,1,0,1,0,0,0
SCROP82092,984,0,0,10,10.0,24,0,1,0,0,1,0,0
SCROP82093,984,0,0,10,14.0,21,0,1,0,0,1,0,0
SCROP82094,984,0,0,10,22.0,16,0,1,0,0,1,0,0
SCROP82095,984,0,0,10,26.0,14,0,1,0,0,0,1,0
SCROP82096,984,0,0,15,15.0,24,0,1,0,1,0,0,0
SCROP82097,984,0,0,15,31.0,16,0,1,0,1,0,0,0
SCROP82098,984,0,0,20,31.0,9,0,1,0,1,0,0,0
SCROP82099,984,0,0,20,34.0,5,0,1,0,1,0,0,0
SCROP82100,984,0,0,25,7.0,25,0,1,0,1,0,0,0
SCROP82101,984,0,0,40,27.0,25,0,1,0,0,1,0,0
SCROP82102,984,0,0,40,28.0,1,0,1,0,1,0,0,0
SCROP82103,984,0,0,40,31.0,8,0,1,0,0,0,1,0
SCROP82104,984,0,0,40,31.0,11,0,1,0,0,0,1,0
SCROP82105,984,0,0,50,29.0,12,0,1,0,0,0,1,0
SCROP82106,984,0,0,60,22.0,16,0,1,0,0,1,0,0
SCROP82107,984,0,0,60,27.0,5,0,1,0,0,1,0,0
SCROP82108,984,0,0,60,27.0,5,0,1,0,0,1,0,0
SCROP82109,984,0,0,40,18.0,26,0,1,0,0,0,1,0
SCROP82110,1056,0,0,10,27.0,2,0,1,0,0,1,0,0
SCROP82111,1056,0,0,15,27.0,27,0,1,0,0,1,0,0
SCROP82112,1056,0,0,15,34.0,8,0,1,0,1,0,0,0
SCROP82113,1056,0,0,20,8.0,26,0,1,0,0,1,0,0
SCROP82114,1056,0,0,20,20.0,25,0,1,0,1,0,0,0
SCROP82115,1056,0,0,20,23.0,14,0,1,0,0,0,1,0
SCROP82116,1056,0,0,20,25.0,21,0,1,0,0,1,0,0
SCROP82117,1056,0,0,20,26.0,13,0,1,0,0,0,1,0
SCROP82118,1056,0,0,20,28.0,2,0,1,0,0,1,0,0
SCROP82119,1056,0,0,25,30.0,12,0,1,0,0,1,0,0
SCROP82120,1056,0,0,30,19.0,17,0,1,0,0,1,0,0
SCROP82121,1056,0,0,30,27.0,1,0,1,0,1,0,0,0
SCROP82122,1056,0,0,40,28.0,9,0,1,0,0,1,0,0
SCROP82123,1056,0,0,40,30.0,9,0,1,0,0,1,0,0
SCROP82124,1056,0,0,40,27.0,10,0,1,0,0,0,1,0
SCROP82125,1056,0,0,50,43.0,2,0,1,0,0,1,0,0
SCROP82126,1056,0,0,60,27.0,10,0,1,0,1,0,0,0
SCROP82127,1056,0,0,30,28.0,9,0,1,0,0,1,0,0
SCROP82128,1056,0,0,30,32.0,5,0,1,0,0,0,1,0
SCROP82129,1056,0,0,20,27.0,15,0,1,0,1,0,0,0
SCROP82130,1056,0,0,25,21.0,18,0,1,0,0,1,0,0
SCROP82131,1132,0,0,20,18.0,20,0,1,0,0,1,0,0
SCROP82132,1132,0,0,20,25.0,14,0,1,0,0,1,0,0
SCROP82133,1132,0,0,20,25.0,15,0,1,0,0,0,1,0
SCROP82134,1132,0,0,20,27.0,18,0,1,0,0,0,1,0
SCROP82135,1132,0,0,20,34.0,9,0,1,0,1,0,0,0
SCROP82136,1132,0,0,25,27.0,22,0,1,0,1,0,0,0
SCROP82137,1132,0,0,25,40.0,1,0,1,0,1,0,0,0
SCROP82138,1132,0,0,25,41.0,1,0,1,0,1,0,0,0
SCROP82139,1132,0,0,30,35.0,6,0,1,0,0,0,1,0
SCROP82140,1132,0,0,30,40.0,1,0,1,0,0,1,0,0
SCROP82141,1132,0,0,40,19.0,19,0,1,0,1,0,0,0
SCROP82142,1132,0,0,40,20.0,13,0,1,0,1,0,0,0
SCROP82143,1132,0,0,40,34.0,7,0,1,0,0,1,0,0
SCROP82144,1132,0,0,40,45.0,1,0,1,0,0,1,0,0
SCROP82145,1132,0,0,50,24.0,14,0,1,0,0,1,0,0
SCROP82146,1132,0,0,50,31.0,8,0,1,0,1,0,0,0
SCROP82147,1132,0,0,50,34.0,12,0,1,0,0,0,1,0
SCROP82148,1132,0,0,60,16.0,13,0,1,0,0,0,1,0
SCROP82149,1132,0,0,60,43.0,1,0,1,0,0,1,0,0
SCROP82150,1132,0,0,20,22.0,19,0,1,0,1,0,0,0
SCROP82151,1132,0,0,20,16.0,26,0,1,0,1,0,0,0
SCROP82152,1132,0,0,60,42.0,1,0,1,0,0,0,1,0
SCROP82153,1212,0,0,10,16.0,11,0,1,0,1,0,0,0
SCROP82154,1212,0,0,15,15.0,22,0,1,0,0,0,1,0
SCROP82155,1212,0,0,15,20.0,22,0,1,0,0,1,0,0
SCROP82156,1212,0,0,15,22.0,17,0,1,0,0,0,1,0
SCROP82157,1212,0,0,20,25.0,13,0,1,0,1,0,0,0
SCROP82158,1212,0,0,20,30.0,7,0,1,0,0,1,0,0
SCROP82159,1212,0,0,20,35.0,3,0,1,0,0,0,1,0
SCROP82160,1212,0,0,20,38.0,4,0,1,0,0,0,1,0
SCROP82161,1212,0,0,20,43.0,1,0,1,0,1,0,0,0
SCROP82162,1212,0,0,30,20.0,25,0,1,0,0,1,0,0
SCROP82163,1212,0,0,30,33.0,10,0,1,0,0,1,0,0
SCROP82164,1212,0,0,40,18.0,21,0,1,0,0,0,1,0
SCROP82165,1212,0,0,40,35.0,8,0,1,0,0,1,0,0
SCROP82166,1212,0,0,40,39.0,6,0,1,0,0,1,0,0
SCROP82167,1212,0,0,40,43.0,0,0,1,0,1,0,0,0
SCROP82168,1212,0,0,60,25.0,16,0,1,0,1,0,0,0
SCROP82169,1212,0,0,60,32.0,13,0,1,0,1,0,0,0
SCROP82170,1212,0,0,60,27.0,11,0,1,0,0,0,1,0
SCROP82171,1212,0,0,80,33.0,4,0,1,0,0,1,0,0
SCROP82172,1212,0,0,10,30.0,2,0,1,0,1,0,0,0
SCROP82173,1212,0,0,40,37.0,9,0,1,0,0,1,0,0
SCROP82174,1296,0,0,10,23.0,12,0,1,0,1,0,0,0
SCROP82175,1297,0,0,20,14.0,24,0,1,0,0,1,0,0
SCROP82176,1297,0,0,20,15.0,6,0,1,0,1,0,0,0
SCROP82177,1296,0,0,20,15.0,23,0,1,0,0,1,0,0
SCROP82178,1296,0,0,20,15.0,26,0,1,0,0,1,0,0
SCROP82179,1296,0,0,20,22.0,18,0,1,0,0,0,1,0
SCROP82180,1296,0,0,20,27.0,12,0,1,0,1,0,0,0
SCROP82181,1296,0,0,20,36.0,1,0,1,0,0,1,0,0
SCROP82182,1296,0,0,20,39.0,0,0,1,0,0,1,0,0
SCROP82183,1297,0,0,20,27.0,1,0,1,0,0,1,0,0
SCROP82184,1297,0,0,25,39.0,1,0,1,0,0,1,0,0
SCROP82185,1296,0,0,25,43.0,2,0,1,0,0,0,1,0
SCROP82186,1297,0,0,30,10.0,25,0,1,0,0,1,0,0
SCROP82187,1297,0,0,40,28.0,12,0,1,0,0,1,0,0
SCROP82188,1296,0,0,40,29.0,14,0,1,0,0,1,0,0
SCROP82189,1296,0,0,40,27.0,4,0,1,0,0,1,0,0
SCROP82190,1296,0,0,40,47.0,0,0,1,0,0,0,1,0
SCROP82191,1296,0,0,45,29.0,1,0,1,0,0,0,1,0
SCROP82192,1296,0,0,50,27.0,27,0,1,0,0,1,0,0
SCROP82193,1296,0,0,60,25.0,17,0,1,0,0,1,0,0
SCROP82194,1297,0,0,10,10.0,30,0,1,0,1,0,0,0
SCROP82195,1296,0,0,20,33.0,11,0,1,0,0,1,0,0
SCROP82196,1296,0,0,20,20.0,19,0,1,0,1,0,0,0
SCROP82197,1385,0,0,10,17.0,26,0,1,0,1,0,0,0
SCROP82198,1385,0,0,15,27.0,18,0,1,0,0,1,0,0
SCROP82199,1385,0,0,15,37.0,8,0,1,0,0,0,1,0
SCROP82200,1385,0,0,15,38.0,7,0,1,0,0,0,1,0
SCROP82201,1385,0,0,20,11.0,31,0,1,0,0,1,0,0
SCROP82202,1385,0,0,20,27.0,23,0,1,0,1,0,0,0
SCROP82203,1385,0,0,20,25.0,20,0,1,0,0,0,1,0
SCROP82204,1385,0,0,20,30.0,7,0,1,0,0,1,0,0
SCROP82205,1385,0,0,20,33.0,10,0,1,0,0,0,1,0
SCROP82206,1385,0,0,20,34.0,1,0,1,0,0,1,0,0
SCROP82207,1385,0,0,30,45.0,8,0,1,0,1,0,0,0
SCROP82208,1385,0,0,40,37.0,4,0,1,0,0,0,1,0
SCROP82209,1385,0,0,40,45.0,6,0,1,0,0,0,1,0
SCROP82210,1385,0,0,50,27.0,25,0,1,0,0,1,0,0
SCROP82211,1385,0,0,20,41.0,6,0,1,0,0,0,1,0
SCROP82212,1385,0,0,10,27.0,12,0,1,0,1,0,0,0
SCROP82213,1478,0,0,10,10.0,28,0,1,0,0,1,0,0
SCROP82214,1478,0,0,10,27.0,22,0,1,0,1,0,0,0
SCROP82215,1478,0,0,10,24.0,14,0,1,0,0,1,0,0
SCROP82216,1478,0,0,15,20.0,7,0,1,0,0,1,0,0
SCROP82217,1478,0,0,15,34.0,10,0,1,0,0,1,0,0
SCROP82218,1478,0,0,20,20.0,28,0,1,0,0,1,0,0
SCROP82219,1478,0,0,20,25.0,25,0,1,0,0,1,0,0
SCROP82220,1478,0,0,20,27.0,3,0,1,0,1,0,0,0
SCROP82221,1478,0,0,20,39.0,8,0,1,0,0,1,0,0
SCROP82222,1478,0,0,25,45.0,4,0,1,0,1,0,0,0
SCROP82223,1478,0,0,30,30.0,20,0,1,0,1,0,0,0
SCROP82224,1478,0,0,30,37.0,5,0,1,0,0,0,1,0
SCROP82225,1478,0,0,40,12.0,25,0,1,0,0,1,0,0
