@relation Safra_2018_2019

@attribute Estimativa_de_Insetos real
@attribute Tipo_de_Cultivo {0,1}
@attribute Tipo_de_Solo {0,1}
@attribute Categoria_Pesticida {1,2,3}
@attribute Doses_Semana real
@attribute Semanas_Utilizando real
@attribute Semanas_Sem_Uso real
@attribute Temporada {1,2,3}
@attribute dano_na_plantacao {0,1,2}

@data
489,0,1,2,30,0,3,2,0
488,0,1,2,35,25,0,1,0
488,0,1,2,40,18,13,2,0
488,0,1,2,50,19,11,1,0
489,0,1,2,60,10,15,2,0
488,0,1,2,60,18,3,1,0
488,0,1,2,60,30,1,1,0
488,0,1,2,75,13,14,1,0
531,0,1,2,5,26,6,1,0
531,0,1,2,10,16,14,3,0
531,0,1,2,10,35,2,1,0
531,0,1,2,20,22,2,2,0
531,0,1,2,20,26,3,2,0
531,0,1,2,25,10,17,2,0
531,0,1,2,25,16,16,2,0
531,0,1,2,25,22,9,1,0
531,0,1,2,30,0,0,2,0
531,0,1,2,30,23,1,1,0
531,0,1,2,35,11,18,3,0
531,0,1,2,40,14,13,1,0
531,0,1,2,50,15,6,2,0
531,0,1,2,15,18,13,2,1
577,0,1,2,10,12,19,1,0
577,0,1,2,10,13,13,1,0
577,0,1,2,10,19,13,3,0
577,0,1,2,10,20,17,1,0
577,0,1,2,15,16,13,1,0
577,0,1,2,20,16,11,1,0
577,0,1,2,20,19,9,3,0
577,0,1,2,20,20,13,2,0
577,0,1,2,25,24,2,1,0
577,0,1,2,30,25,0,1,0
577,0,1,2,30,25,1,3,0
577,0,1,2,30,26,2,2,0
577,0,1,2,30,29,0,2,0
577,0,1,2,30,35,1,1,0
577,0,1,2,35,27,3,2,0
577,0,1,2,35,30,4,1,0
577,0,1,2,40,16,13,1,0
577,0,1,2,40,18,18,2,0
577,0,1,2,40,30,6,1,0
577,0,1,2,45,24,0,1,0
577,0,1,2,50,0,16,2,0
577,0,1,2,60,20,15,2,0
577,0,1,2,60,0,5,3,0
577,0,1,2,80,27,1,1,0
626,0,1,2,20,24,6,1,0
626,0,1,2,10,22,2,1,0
626,0,1,2,15,11,20,2,0
626,0,1,2,15,22,12,1,0
625,0,1,2,20,10,10,2,0
625,0,1,2,20,15,18,3,0
626,0,1,2,20,0,0,2,0
625,0,1,2,20,0,5,1,0
626,0,1,2,20,25,10,2,0
625,0,1,2,20,26,12,1,0
626,0,1,2,25,20,14,2,0
625,0,1,2,25,21,15,2,0
626,0,1,2,30,18,14,2,0
626,0,1,2,30,21,15,1,0
626,0,1,2,30,24,10,1,0
626,0,1,2,35,19,19,1,0
625,0,1,2,40,15,15,1,0
626,0,1,2,40,16,19,3,0
625,0,1,2,40,24,8,2,0
625,0,1,2,40,31,1,2,0
625,0,1,2,50,19,13,2,0
625,0,1,2,50,0,13,3,0
625,0,1,2,50,23,14,2,0
625,0,1,2,50,0,4,2,0
625,0,1,2,50,34,0,2,0
625,0,1,2,60,14,20,3,0
625,0,1,2,60,0,14,1,0
625,0,1,2,10,14,20,2,1
677,0,1,2,5,14,11,2,0
677,0,1,2,5,25,6,2,0
677,0,1,2,10,5,20,2,0
677,0,1,2,10,10,16,2,0
677,0,1,2,15,0,14,3,0
677,0,1,2,15,0,10,2,0
677,0,1,2,15,23,9,1,0
677,0,1,2,15,25,11,1,0
677,0,1,2,15,0,0,2,0
677,0,1,2,20,11,21,2,0
677,0,1,2,20,14,14,3,0
677,0,1,2,20,15,13,3,0
677,0,1,2,20,17,17,2,0
677,0,1,2,20,23,11,3,0
677,0,1,2,25,11,20,2,0
677,0,1,2,25,0,20,2,0
677,0,1,2,25,24,2,3,0
677,0,1,2,30,11,21,3,0
677,0,1,2,30,22,15,1,0
677,0,1,2,30,27,10,3,0
677,0,1,2,40,19,19,1,0
677,0,1,2,40,0,1,2,0
677,0,1,2,45,24,5,1,0
677,0,1,2,50,0,18,2,0
677,0,1,2,50,0,1,3,0
677,0,1,2,55,12,17,1,0
677,0,1,2,60,33,2,2,0
677,0,1,2,80,0,12,3,0
677,0,1,2,25,14,19,2,1
731,0,1,2,20,19,13,2,0
732,0,1,2,30,27,5,2,0
732,0,1,2,5,30,2,1,0
731,0,1,2,10,12,16,1,0
731,0,1,2,10,14,16,2,0
732,0,1,2,10,23,7,2,0
731,0,1,2,10,29,5,3,0
732,0,1,2,15,31,3,1,0
732,0,1,2,20,10,18,3,0
731,0,1,2,20,12,19,1,0
731,0,1,2,20,15,17,1,0
732,0,1,2,20,20,19,1,0
731,0,1,2,25,35,0,2,0
731,0,1,2,30,17,15,1,0
732,0,1,2,30,20,12,2,0
732,0,1,2,30,21,15,2,0
731,0,1,2,30,24,10,2,0
731,0,1,2,30,30,12,3,0
731,0,1,2,30,32,4,2,0
731,0,1,2,30,35,4,1,0
731,0,1,2,35,35,0,2,0
732,0,1,2,40,19,5,3,0
731,0,1,2,40,20,12,2,0
732,0,1,2,40,21,6,2,0
732,0,1,2,40,22,18,2,0
731,0,1,2,40,28,8,1,0
732,0,1,2,40,33,7,2,0
731,0,1,2,50,11,22,2,0
732,0,1,2,50,30,1,2,0
731,0,1,2,60,16,12,2,0
731,0,1,2,60,18,17,2,0
732,0,1,2,60,20,9,1,0
731,0,1,2,40,0,1,2,2
790,0,1,2,5,21,15,2,0
789,0,1,2,10,9,23,1,0
789,0,1,2,10,16,15,2,0
789,0,1,2,10,20,15,1,0
789,0,1,2,10,25,11,2,0
789,0,1,2,15,8,23,3,0
790,0,1,2,20,14,23,2,0
789,0,1,2,20,16,18,3,0
790,0,1,2,25,15,21,2,0
789,0,1,2,25,24,16,2,0
789,0,1,2,30,20,13,2,0
789,0,1,2,35,22,13,1,0
790,0,1,2,40,15,12,2,0
789,0,1,2,40,21,15,2,0
789,0,1,2,40,30,4,1,0
789,0,1,2,40,31,2,2,0
790,0,1,2,40,37,1,2,0
790,0,1,2,45,35,1,2,0
789,0,1,2,50,16,18,2,0
789,0,1,2,50,20,8,1,0
789,0,1,2,60,21,15,1,0
851,0,1,2,40,19,13,2,0
851,0,1,2,40,32,7,1,0
851,0,1,2,10,0,23,2,0
850,0,1,2,10,19,15,2,0
851,0,1,2,10,21,14,2,0
851,0,1,2,10,36,1,2,0
851,0,1,2,15,11,12,2,0
851,0,1,2,15,12,14,3,0
850,0,1,2,15,0,9,2,0
851,0,1,2,20,10,7,2,0
851,0,1,2,20,16,22,2,0
850,0,1,2,20,19,19,1,0
851,0,1,2,20,19,24,1,0
851,0,1,2,20,40,1,3,0
851,0,1,2,25,15,24,3,0
851,0,1,2,25,26,12,2,0
850,0,1,2,30,23,14,2,0
851,0,1,2,30,23,16,2,0
851,0,1,2,30,29,10,3,0
851,0,1,2,30,0,4,1,0
851,0,1,2,30,37,2,1,0
851,0,1,2,40,8,4,3,0
851,0,1,2,40,23,15,1,0
851,0,1,2,40,25,19,3,0
851,0,1,2,40,29,6,1,0
851,0,1,2,40,29,13,1,0
851,0,1,2,40,30,7,2,0
851,0,1,2,40,32,4,2,0
850,0,1,2,40,35,5,3,0
850,0,1,2,40,40,0,2,0
851,0,1,2,45,21,11,2,0
850,0,1,2,50,31,11,3,0
851,0,1,2,60,28,9,1,0
915,0,1,2,50,22,15,2,0
915,0,1,2,5,12,24,2,0
915,0,1,2,10,5,5,1,0
915,0,1,2,10,8,15,2,0
916,0,1,2,10,35,0,3,0
915,0,1,2,10,38,1,2,0
915,0,1,2,15,32,3,2,0
916,0,1,2,15,35,0,2,0
915,0,1,2,20,0,19,2,0
915,0,1,2,20,15,22,2,0
915,0,1,2,20,20,10,1,0
916,0,1,2,20,30,7,2,0
915,0,1,2,25,20,17,2,0
915,0,1,2,25,35,3,2,0
916,0,1,2,30,30,15,2,0
915,0,1,2,30,33,8,1,0
915,0,1,2,40,15,16,1,0
915,0,1,2,40,32,6,2,0
915,0,1,2,40,34,2,2,0
915,0,1,2,40,35,2,2,0
915,0,1,2,40,37,1,2,0
915,0,1,2,50,23,15,2,0
915,0,1,2,60,18,16,2,0
915,0,1,2,50,36,1,1,1
984,0,1,2,30,21,20,2,0
984,0,1,2,5,10,23,2,0
984,0,1,2,15,23,15,2,0
984,0,1,2,15,32,0,2,0
984,0,1,2,15,33,5,1,0
984,0,1,2,20,11,26,2,0
984,0,1,2,20,20,16,3,0
984,0,1,2,20,20,20,1,0
984,0,1,2,20,0,14,2,0
984,0,1,2,20,24,0,3,0
984,0,1,2,20,30,1,1,0
984,0,1,2,20,42,1,1,0
984,0,1,2,25,16,21,2,0
984,0,1,2,25,27,11,2,0
984,0,1,2,30,16,23,1,0
984,0,1,2,30,17,25,2,0
984,0,1,2,30,26,14,2,0
984,0,1,2,40,12,20,2,0
984,0,1,2,40,20,16,2,0
984,0,1,2,40,31,1,3,0
984,0,1,2,40,32,7,3,0
984,0,1,2,40,0,1,3,0
984,0,1,2,60,21,20,1,0
984,0,1,2,60,22,18,2,0
984,0,1,2,65,15,25,3,0
984,0,1,2,40,16,22,1,1
1056,0,1,2,5,15,21,2,0
1056,0,1,2,10,25,11,3,0
1056,0,1,2,15,11,22,1,0
1056,0,1,2,15,38,2,2,0
1056,0,1,2,20,0,27,2,0
1056,0,1,2,20,15,20,2,0
1056,0,1,2,20,18,19,2,0
1056,0,1,2,20,37,2,2,0
1056,0,1,2,25,25,10,3,0
1056,0,1,2,30,6,1,3,0
1056,0,1,2,30,13,24,3,0
1056,0,1,2,30,27,11,2,0
1056,0,1,2,30,28,14,3,0
1056,0,1,2,30,30,9,2,0
1056,0,1,2,40,0,27,2,0
1056,0,1,2,40,27,12,1,0
1056,0,1,2,40,35,0,3,0
1056,0,1,2,40,36,5,1,0
1056,0,1,2,45,35,7,2,0
1056,0,1,2,45,37,8,3,0
1056,0,1,2,50,25,14,2,0
1056,0,1,2,50,0,12,3,0
1056,0,1,2,50,0,4,1,0
1056,0,1,2,60,9,13,2,0
1056,0,1,2,60,30,11,1,0
1056,0,1,2,60,30,12,2,0
1056,0,1,2,60,36,6,3,0
1056,0,1,2,15,10,26,2,1
1132,0,1,2,20,17,20,2,0
1132,0,1,2,40,34,10,2,0
1132,0,1,2,5,7,26,1,0
1132,0,1,2,5,15,24,2,0
1132,0,1,2,10,22,15,3,0
1132,0,1,2,10,22,18,2,0
1132,0,1,2,10,24,16,3,0
1132,0,1,2,15,33,5,2,0
1132,0,1,2,20,9,28,3,0
1132,0,1,2,20,28,5,2,0
1132,0,1,2,20,43,0,2,0
1132,0,1,2,25,25,12,2,0
1132,0,1,2,30,24,22,2,0
1132,0,1,2,30,26,10,1,0
1132,0,1,2,30,33,13,2,0
1132,0,1,2,30,37,1,1,0
1132,0,1,2,30,39,2,2,0
1132,0,1,2,35,25,13,2,0
1132,0,1,2,40,17,19,2,0
1132,0,1,2,40,28,14,3,0
1132,0,1,2,40,33,11,3,0
1132,0,1,2,50,0,1,2,0
1132,0,1,2,50,37,1,1,0
1132,0,1,2,50,38,0,2,0
1132,0,1,2,60,12,23,2,0
1132,0,1,2,60,18,22,2,0
1132,0,1,2,60,38,1,1,0
1132,0,1,2,40,31,8,2,1
1132,0,1,2,30,22,14,2,1
1132,0,1,2,30,23,14,2,1
1132,0,1,2,5,30,10,1,1
1212,0,1,2,5,0,17,2,0
1212,0,1,2,5,40,1,2,0
1212,0,1,2,10,20,23,2,0
1212,0,1,2,10,25,12,2,0
1212,0,1,2,10,29,14,2,0
1212,0,1,2,10,31,6,2,0
1212,0,1,2,15,21,19,2,0
1212,0,1,2,15,25,14,2,0
1212,0,1,2,20,22,18,2,0
1212,0,1,2,20,35,3,1,0
1212,0,1,2,20,35,10,2,0
1212,0,1,2,20,0,4,3,0
1212,0,1,2,20,42,2,2,0
1212,0,1,2,25,0,18,2,0
1212,0,1,2,25,22,12,2,0
1212,0,1,2,25,27,14,3,0
1212,0,1,2,25,33,5,1,0
1212,0,1,2,25,39,2,2,0
1212,0,1,2,30,15,26,3,0
1212,0,1,2,30,16,27,2,0
1212,0,1,2,30,21,18,2,0
1212,0,1,2,30,22,21,2,0
1212,0,1,2,30,28,17,2,0
1212,0,1,2,30,30,4,2,0
1212,0,1,2,30,30,14,1,0
1212,0,1,2,30,32,13,2,0
1212,0,1,2,30,0,1,2,0
1212,0,1,2,30,41,1,3,0
1212,0,1,2,30,42,3,1,0
1212,0,1,2,40,12,21,1,0
1212,0,1,2,40,17,17,3,0
1212,0,1,2,40,27,3,2,0
1212,0,1,2,40,33,15,3,0
1212,0,1,2,55,38,4,1,0
1212,0,1,2,60,35,10,2,0
1212,0,1,2,60,40,4,2,0
1212,0,1,2,10,9,29,2,1
1212,0,1,2,60,20,22,2,1
1212,0,1,2,80,13,19,1,1
1296,0,1,2,5,11,9,1,0
1297,0,1,2,10,0,22,3,0
1296,0,1,2,10,32,0,1,0
1296,0,1,2,15,17,26,3,0
1296,0,1,2,15,25,15,2,0
1296,0,1,2,15,30,8,3,0
1296,0,1,2,15,30,13,3,0
1296,0,1,2,15,32,7,2,0
1296,0,1,2,15,36,6,2,0
1296,0,1,2,20,12,27,3,0
1296,0,1,2,20,26,6,2,0
1297,0,1,2,20,40,0,2,0
1296,0,1,2,25,13,19,2,0
1296,0,1,2,25,20,27,1,0
1296,0,1,2,25,33,6,3,0
1297,0,1,2,40,10,28,2,0
1296,0,1,2,40,21,22,3,0
1296,0,1,2,40,23,8,2,0
1296,0,1,2,40,23,12,2,0
1296,0,1,2,40,30,3,2,0
1297,0,1,2,40,0,1,2,0
1297,0,1,2,45,36,6,2,0
1296,0,1,2,50,28,11,2,0
1296,0,1,2,50,35,13,2,0
1296,0,1,2,50,38,4,2,0
1296,0,1,2,50,45,1,2,0
1297,0,1,2,60,14,25,3,0
1297,0,1,2,70,48,4,2,0
1296,0,1,2,80,27,15,2,0
1297,0,1,2,40,37,5,1,1
1296,0,1,2,40,35,9,1,2
1385,0,1,2,20,30,11,1,0
1385,0,1,2,5,7,14,2,0
1385,0,1,2,5,40,1,2,0
1385,0,1,2,10,10,25,1,0
1385,0,1,2,10,0,31,3,0
1385,0,1,2,10,17,19,2,0
1385,0,1,2,10,0,15,2,0
1385,0,1,2,10,25,22,1,0
1385,0,1,2,10,37,7,2,0
1385,0,1,2,15,14,21,1,0
1385,0,1,2,15,19,30,1,0
1385,0,1,2,15,28,15,2,0
1385,0,1,2,15,30,10,1,0
1385,0,1,2,20,11,25,2,0
1385,0,1,2,20,0,29,1,0
1385,0,1,2,20,19,2,3,0
1385,0,1,2,20,22,29,2,0
1385,0,1,2,20,24,14,2,0
1385,0,1,2,20,24,22,2,0
1385,0,1,2,20,28,7,2,0
1385,0,1,2,20,28,14,2,0
1385,0,1,2,20,36,3,2,0
1385,0,1,2,25,17,23,3,0
1385,0,1,2,30,25,6,1,0
1385,0,1,2,30,30,18,3,0
1385,0,1,2,35,26,14,2,0
1385,0,1,2,40,0,5,3,0
1385,0,1,2,40,43,4,3,0
1385,0,1,2,45,0,15,2,0
1385,0,1,2,60,0,18,2,0
1385,0,1,2,60,30,8,3,0
1385,0,1,2,70,35,5,3,0
1385,0,1,2,10,25,11,2,1
1385,0,1,2,20,14,31,2,1
1385,0,1,2,30,37,9,2,1
1385,0,1,2,20,22,21,3,1
1478,0,1,2,10,7,30,2,0
1478,0,1,2,10,23,24,3,0
1478,0,1,2,15,20,1,2,0
1478,0,1,2,15,33,11,2,0
1478,0,1,2,15,35,14,2,0
1478,0,1,2,15,40,4,1,0
1478,0,1,2,15,41,7,3,0
1478,0,1,2,20,28,8,2,0
1478,0,1,2,20,35,10,2,0
1478,0,1,2,20,51,2,2,0
1478,0,1,2,25,17,23,3,0
1478,0,1,2,25,20,22,2,0
1478,0,1,2,25,30,15,3,0
1478,0,1,2,30,17,28,1,0
1478,0,1,2,30,20,16,2,0
1478,0,1,2,30,20,17,2,0
1478,0,1,2,30,40,10,2,0
1478,0,1,2,30,41,0,2,0
1478,0,1,2,40,27,20,1,0
1478,0,1,2,45,27,19,1,0
1478,0,1,2,55,17,25,2,0
1478,0,1,2,60,30,6,2,0
1478,0,1,2,60,38,0,3,0
1478,0,1,2,40,38,10,2,1
1478,0,1,2,20,38,4,2,1
1576,0,1,2,10,0,13,2,0
1575,0,1,2,10,35,11,1,0
1575,0,1,2,15,15,28,1,0
1576,0,1,2,15,16,21,1,0
1576,0,1,2,15,40,6,1,0
1575,0,1,2,20,10,28,3,0
1576,0,1,2,20,14,18,1,0
1575,0,1,2,20,16,31,2,0
1576,0,1,2,20,17,8,1,0
1576,0,1,2,20,21,14,3,0
1576,0,1,2,20,25,20,2,0
1575,0,1,2,20,0,14,2,0
1576,0,1,2,20,44,2,2,0
1576,0,1,2,25,33,13,2,0
1576,0,1,2,30,31,12,1,0
1576,0,1,2,40,12,33,3,0
1576,0,1,2,40,17,28,2,0
1576,0,1,2,40,24,20,2,0
1576,0,1,2,40,30,13,2,0
1575,0,1,2,40,39,15,2,0
1576,0,1,2,50,42,5,3,0
1576,0,1,2,70,13,29,2,0
1575,0,1,2,80,40,7,3,0
1576,0,1,2,90,30,23,2,0
1576,0,1,2,20,38,3,3,1
1678,0,1,2,15,31,17,2,0
1678,0,1,2,30,37,13,2,0
1678,0,1,2,5,34,10,3,0
1678,0,1,2,10,22,23,1,0
1678,0,1,2,10,23,19,2,0
1678,0,1,2,10,27,14,2,0
1678,0,1,2,15,0,16,3,0
1678,0,1,2,15,24,20,3,0
1678,0,1,2,15,27,14,3,0
1678,0,1,2,20,7,34,2,0
1678,0,1,2,20,19,24,1,0
1678,0,1,2,20,41,3,2,0
1678,0,1,2,25,41,8,1,0
1678,0,1,2,30,26,16,1,0
1678,0,1,2,40,20,20,3,0
1678,0,1,2,40,22,27,1,0
1678,0,1,2,40,25,21,2,0
1678,0,1,2,40,29,14,1,0
1678,0,1,2,40,45,5,2,0
1678,0,1,2,50,25,25,2,0
1678,0,1,2,30,34,14,3,1
1678,0,1,2,20,43,6,2,1
1786,0,1,2,20,40,5,1,0
1786,0,1,2,10,0,23,1,0
1786,0,1,2,10,26,20,3,0
1786,0,1,2,10,27,15,2,0
1785,0,1,2,10,37,10,1,0
1785,0,1,2,15,17,23,3,0
1785,0,1,2,15,17,25,2,0
1786,0,1,2,15,24,23,1,0
1785,0,1,2,15,40,7,2,0
1785,0,1,2,15,42,15,2,0
1785,0,1,2,20,20,22,2,0
1785,0,1,2,20,29,15,1,0
1786,0,1,2,20,30,6,2,0
1786,0,1,2,20,0,10,2,0
1785,0,1,2,30,29,19,2,0
1785,0,1,2,30,34,10,1,0
1785,0,1,2,35,33,20,1,0
1785,0,1,2,40,16,27,2,0
1785,0,1,2,40,29,23,3,0
1785,0,1,2,40,0,17,1,0
1785,0,1,2,40,44,13,2,0
1785,0,1,2,50,39,12,2,0
1786,0,1,2,60,37,14,2,0
1785,0,1,2,5,10,32,1,1
1785,0,1,2,20,22,25,3,1
1786,0,1,2,20,46,7,2,1
1785,0,1,2,60,20,25,1,1
1898,0,1,2,25,10,30,3,0
1898,0,1,2,5,13,31,1,0
1898,0,1,2,5,15,31,2,0
1898,0,1,2,5,20,32,2,0
1898,0,1,2,10,6,36,2,0
1898,0,1,2,10,0,30,1,0
1898,0,1,2,10,18,26,3,0
1898,0,1,2,10,23,19,2,0
1898,0,1,2,10,23,26,1,0
1898,0,1,2,10,30,15,2,0
1898,0,1,2,10,33,8,2,0
1898,0,1,2,10,34,16,2,0
1898,0,1,2,10,37,8,2,0
1898,0,1,2,10,46,7,2,0
1898,0,1,2,15,30,12,3,0
1898,0,1,2,15,0,14,2,0
1898,0,1,2,15,42,1,2,0
1898,0,1,2,20,12,31,2,0
1898,0,1,2,20,15,28,3,0
1898,0,1,2,20,15,31,1,0
1898,0,1,2,20,38,11,2,0
1898,0,1,2,20,42,7,1,0
1898,0,1,2,20,45,6,2,0
1898,0,1,2,25,30,18,1,0
1898,0,1,2,30,24,26,1,0
1898,0,1,2,30,27,22,2,0
1898,0,1,2,30,0,8,3,0
1898,0,1,2,40,34,14,2,0
1898,0,1,2,40,0,16,1,0
1898,0,1,2,45,20,19,1,0
1898,0,1,2,60,35,15,1,0
1898,0,1,2,20,8,33,1,1
1898,0,1,2,40,36,16,2,1
2015,0,1,2,10,32,17,1,0
2015,0,1,2,15,28,18,1,0
2016,0,1,2,15,30,7,2,0
2016,0,1,2,20,16,28,1,0
2015,0,1,2,20,18,32,2,0
2015,0,1,2,20,20,17,2,0
2016,0,1,2,20,25,17,2,0
2015,0,1,2,20,25,23,2,0
2015,0,1,2,20,26,22,1,0
2016,0,1,2,20,45,4,1,0
2015,0,1,2,30,33,19,3,0
2015,0,1,2,30,46,8,2,0
2015,0,1,2,40,22,12,1,0
2015,0,1,2,40,31,17,1,0
2015,0,1,2,60,21,29,3,0
2016,0,1,2,80,32,7,1,0
2016,0,1,2,80,37,12,2,0
2015,0,1,2,10,40,12,1,1
2015,0,1,2,10,34,15,2,2
2139,0,1,2,5,19,38,3,0
2139,0,1,2,10,0,24,2,0
2139,0,1,2,15,28,23,1,0
2139,0,1,2,15,31,15,2,0
2139,0,1,2,15,35,8,2,0
2139,0,1,2,20,28,22,2,0
2138,0,1,2,20,37,13,3,0
2139,0,1,2,30,5,38,2,0
2138,0,1,2,30,11,35,3,0
2138,0,1,2,30,15,26,2,0
2139,0,1,2,30,48,5,2,0
2138,0,1,2,40,32,8,2,0
2139,0,1,2,50,40,11,2,0
2139,0,1,2,50,47,5,2,0
2138,0,1,2,60,31,21,1,0
2139,0,1,2,10,15,26,2,1
2139,0,1,2,50,14,27,3,1
2138,0,1,2,40,29,20,2,2
2267,0,1,2,5,20,19,2,0
2267,0,1,2,5,37,18,2,0
2267,0,1,2,10,54,7,2,0
2267,0,1,2,15,0,33,1,0
2267,0,1,2,15,0,11,1,0
2267,0,1,2,15,31,19,3,0
2267,0,1,2,20,24,18,2,0
2267,0,1,2,20,25,7,1,0
2267,0,1,2,20,33,20,2,0
2267,0,1,2,20,38,16,3,0
2267,0,1,2,20,41,9,2,0
2267,0,1,2,20,45,9,2,0
2267,0,1,2,20,51,2,1,0
2267,0,1,2,25,0,20,1,0
2267,0,1,2,25,0,11,3,0
2267,0,1,2,30,0,17,2,0
2267,0,1,2,30,25,19,2,0
2267,0,1,2,30,42,15,1,0
2267,0,1,2,40,30,14,2,0
2267,0,1,2,40,39,9,3,0
2267,0,1,2,40,48,9,1,0
2267,0,1,2,50,44,5,1,0
2267,0,1,2,60,44,13,1,0
2267,0,1,2,60,45,9,2,0
2267,0,1,2,80,33,24,2,0
2267,0,1,2,40,50,6,2,1
2267,0,1,2,40,40,9,2,1
2267,0,1,2,40,47,4,2,1
2267,0,1,2,30,40,13,3,1
2401,0,1,2,10,30,14,3,0
2401,0,1,2,40,44,10,2,0
2401,0,1,2,10,28,32,3,0
2402,0,1,2,10,44,4,2,0
2401,0,1,2,15,45,5,2,0
2401,0,1,2,20,29,1,2,0
2401,0,1,2,20,30,15,2,0
2401,0,1,2,20,55,5,3,0
2402,0,1,2,30,43,11,2,0
2402,0,1,2,30,50,10,1,0
2401,0,1,2,40,0,19,3,0
2401,0,1,2,40,35,10,1,0
2402,0,1,2,40,44,15,1,0
2401,0,1,2,40,48,5,2,0
2401,0,1,2,60,45,10,1,0
2401,0,1,2,40,30,12,1,1
2401,0,1,2,30,48,6,3,1
2401,0,1,2,20,50,6,2,1
2401,0,1,2,30,26,23,3,1
2542,0,1,2,10,20,30,2,0
2542,0,1,2,10,28,21,2,0
2542,0,1,2,15,31,15,2,0
2542,0,1,2,15,35,9,2,0
2541,0,1,2,20,16,41,3,0
2541,0,1,2,20,24,19,2,0
2541,0,1,2,20,32,16,1,0
2541,0,1,2,20,32,21,2,0
2541,0,1,2,20,41,11,1,0
2541,0,1,2,25,39,13,2,0
2541,0,1,2,30,26,23,3,0
2542,0,1,2,30,32,17,1,0
2541,0,1,2,40,13,36,3,0
2542,0,1,2,40,25,26,1,0
2542,0,1,2,40,50,3,2,0
2542,0,1,2,40,51,2,1,0
2541,0,1,2,50,30,13,2,0
2541,0,1,2,80,40,19,2,0
2542,0,1,2,10,27,23,2,1
2542,0,1,2,20,20,12,3,1
2541,0,1,2,25,0,26,2,1
2688,0,1,2,10,21,29,2,0
2687,0,1,2,15,10,37,3,0
2688,0,1,2,20,0,20,3,0
2688,0,1,2,20,48,6,2,0
2687,0,1,2,20,50,6,2,0
2688,0,1,2,40,28,27,2,0
2688,0,1,2,20,36,22,2,1
2688,0,1,2,20,44,7,1,1
2688,0,1,2,20,30,10,1,1
2688,0,1,2,30,51,5,2,1
2688,0,1,2,10,14,18,2,1
2688,0,1,2,25,29,23,2,1
2840,0,1,2,10,0,29,1,0
2840,0,1,2,10,26,26,2,0
2840,0,1,2,10,0,13,1,0
2840,0,1,2,20,44,5,2,0
2840,0,1,2,20,0,11,1,0
2840,0,1,2,25,33,23,2,0
2840,0,1,2,30,25,30,2,0
2840,0,1,2,30,38,20,2,0
2840,0,1,2,30,47,8,2,0
2840,0,1,2,50,20,38,2,0
2840,0,1,2,20,27,29,3,1
2840,0,1,2,15,50,7,3,1
2840,0,1,2,40,20,28,1,1
2999,0,1,2,20,30,22,3,0
2999,0,1,2,5,12,35,1,0
2999,0,1,2,20,27,39,3,0
2999,0,1,2,30,0,44,1,0
2999,0,1,2,40,45,9,1,0
2999,0,1,2,60,45,6,3,0
2999,0,1,2,20,15,29,1,1
3164,0,1,2,10,22,35,1,0
3164,0,1,2,10,24,20,3,0
3164,0,1,2,10,37,13,2,0
3165,0,1,2,20,15,15,2,0
3164,0,1,2,20,21,44,2,0
3165,0,1,2,20,0,35,3,0
3164,0,1,2,20,34,18,1,0
3164,0,1,2,50,30,18,2,0
3165,0,1,2,10,36,14,2,1
3164,0,1,2,20,0,14,2,1
3337,0,1,2,30,0,27,2,0
3337,0,1,2,10,25,31,3,0
3337,0,1,2,10,31,6,2,0
3337,0,1,2,20,11,46,2,0
3336,0,1,2,20,22,36,2,0
3336,0,1,2,20,34,20,2,0
3337,0,1,2,20,40,11,1,0
3336,0,1,2,30,21,10,1,0
3336,0,1,2,30,29,31,2,0
3336,0,1,2,60,48,2,2,0
3336,0,1,2,15,48,6,1,1
3516,0,1,2,15,10,42,3,0
3516,0,1,2,15,43,9,3,0
3516,0,1,2,30,37,25,2,0
3516,0,1,2,20,29,32,1,1
3516,0,1,2,15,0,22,1,1
3702,0,1,2,60,49,13,1,0
3702,0,1,2,5,30,18,3,0
3702,0,1,2,20,0,10,2,0
3702,0,1,2,50,40,20,2,1
3702,0,1,2,20,39,20,1,1
3702,0,1,2,50,34,23,1,1
3702,0,1,2,20,30,28,2,1
3702,0,1,2,20,40,18,1,1
3702,0,1,2,60,39,23,2,2
3895,0,1,2,10,0,34,2,0
3895,0,1,2,15,25,29,2,0
4096,0,1,2,5,50,15,2,0
4097,0,1,2,10,35,20,2,0
4097,0,1,2,30,41,22,1,0
4096,0,1,2,40,37,26,1,0
4096,0,1,2,20,34,25,1,1
150,1,0,2,20,20,1,1,0
150,1,0,2,30,0,5,3,0
188,1,0,2,20,15,5,2,0
209,1,0,2,10,14,8,1,0
232,1,0,2,20,15,6,2,0
232,1,0,2,5,15,5,2,0
231,1,0,2,20,10,2,1,0
232,1,0,2,40,20,7,2,0
232,1,0,2,20,10,2,1,1
257,1,0,2,20,16,4,2,0
256,1,0,2,20,21,0,2,0
257,1,0,2,30,17,7,1,0
257,1,0,2,30,19,3,1,0
312,1,0,2,5,20,5,1,0
312,1,0,2,10,10,2,2,0
311,1,0,2,10,14,10,1,0
311,1,0,2,10,15,2,2,0
312,1,0,2,20,11,8,2,0
312,1,0,2,30,20,0,2,0
342,1,0,2,5,9,9,2,0
342,1,0,2,5,20,1,2,0
342,1,0,2,20,14,10,3,0
342,1,0,2,20,27,1,2,0
342,1,0,2,30,16,6,1,0
