Identificador_Agricultor,Estimativa_de_Insetos,Tipo_de_Cultivo,Tipo_de_Solo,Doses_Semana,Semanas_Utilizando,Semanas_Sem_Uso,0,1,2,0,1,2,dano_na_plantacao
SCROP82345,12.381275937820217,0,0,0.4415956417165859,1.404166122541715,1.7320508075688772,0.0,1.0,0.0,0.0,0.0,1.0,0
SCROP82346,12.381275937820217,0,0,0.9719694110322501,1.3270339853558026,1.4142135623730951,0.0,1.0,0.0,0.0,1.0,0.0,0
SCROP82347,12.630630106603371,0,0,-1.7895695803966807,-0.6717743823444874,5.744562646538029,0.0,1.0,0.0,0.0,0.0,1.0,0
SCROP82348,12.630630106603371,0,0,-1.7895695803966807,0.03283551304211519,5.0,0.0,1.0,0.0,1.0,0.0,0.0,0
SCROP82349,12.630630106603371,0,0,-1.7895695803966807,0.6144752061370568,4.123105625617661,0.0,1.0,0.0,0.0,1.0,0.0,0
SCROP82350,12.632719195312756,0,0,-1.1275551723445036,-1.0457240225664548,5.477225575051661,0.0,1.0,0.0,1.0,0.0,0.0,0
SCROP82351,12.632719195312756,0,0,-1.1275551723445036,0.20188634627812624,1.7320508075688772,0.0,1.0,0.0,1.0,0.0,0.0,0
SCROP82352,12.630630106603371,0,0,-1.1275551723445036,0.2855075464944322,4.47213595499958,0.0,1.0,0.0,1.0,0.0,0.0,0
SCROP82353,12.630630106603371,0,0,-0.6276715649250514,-1.2398290009970372,5.830951894845301,0.0,1.0,0.0,1.0,0.0,0.0,0
SCROP82354,12.630630106603371,0,0,-0.2181412428614241,-0.49079772514857045,5.385164807134504,0.0,1.0,0.0,0.0,1.0,0.0,0
SCROP82355,12.630630106603371,0,0,-0.2181412428614241,0.20188634627812624,5.196152422706632,0.0,1.0,0.0,0.0,0.0,1.0,0
SCROP82356,12.632719195312756,0,0,-0.2181412428614241,0.45105466253845106,1.4142135623730951,0.0,1.0,0.0,0.0,1.0,0.0,0
SCROP82357,12.632719195312756,0,0,-0.2181412428614241,0.6954335016686494,3.4641016151377544,0.0,1.0,0.0,0.0,0.0,1.0,0
SCROP82358,12.632719195312756,0,0,-0.2181412428614241,1.1716268777309198,3.3166247903554,0.0,1.0,0.0,0.0,1.0,0.0,0
SCROP82359,12.632719195312756,0,0,-0.2181412428614241,1.2495244006020476,2.23606797749979,0.0,1.0,0.0,0.0,1.0,0.0,0
SCROP82360,12.632719195312756,0,0,-0.2181412428614241,1.404166122541715,1.4142135623730951,0.0,1.0,0.0,1.0,0.0,0.0,0
SCROP82361,12.630630106603371,0,0,-0.2181412428614241,0.368556624766232,3.4641016151377544,0.0,1.0,0.0,0.0,1.0,0.0,0
SCROP82362,12.630630106603371,0,0,0.132613617542462,-0.49079772514857045,5.477225575051661,0.0,1.0,0.0,1.0,0.0,0.0,0
SCROP82363,12.630630106603371,0,0,0.132613617542462,1.404166122541715,2.6457513110645907,0.0,1.0,0.0,1.0,0.0,0.0,0
SCROP82364,12.630630106603371,0,0,0.4415956417165859,-1.439722161688139,6.082762530298219,0.0,1.0,0.0,1.0,0.0,0.0,0
SCROP82365,12.630630106603371,0,0,0.4415956417165859,-0.8565833082416746,5.196152422706632,0.0,1.0,0.0,0.0,1.0,0.0,0
SCROP82366,12.630630106603371,0,0,0.4415956417165859,0.6144752061370568,4.123105625617661,0.0,1.0,0.0,0.0,1.0,0.0,0
SCROP82367,12.630630106603371,0,0,0.4415956417165859,1.6333953816337201,1.4142135623730951,0.0,1.0,0.0,0.0,1.0,0.0,0
SCROP82368,12.632719195312756,0,0,0.9719694110322501,-0.6717743823444874,5.196152422706632,0.0,1.0,0.0,0.0,1.0,0.0,0
SCROP82369,12.630630106603371,0,0,0.9719694110322501,-0.313249698074716,3.1622776601683795,0.0,1.0,0.0,1.0,0.0,0.0,0
SCROP82370,12.630630106603371,0,0,0.9719694110322501,0.368556624766232,3.872983346207417,0.0,1.0,0.0,0.0,0.0,1.0,0
SCROP82371,12.630630106603371,0,0,0.9719694110322501,0.368556624766232,4.358898943540674,0.0,1.0,0.0,0.0,1.0,0.0,0
SCROP82372,12.630630106603371,0,0,0.9719694110322501,1.404166122541715,1.4142135623730951,0.0,1.0,0.0,0.0,0.0,1.0,0
SCROP82373,12.632719195312756,0,0,1.4212216326251894,0.20188634627812624,4.795831523312719,0.0,1.0,0.0,1.0,0.0,0.0,0
SCROP82374,12.630630106603371,0,0,1.4212216326251894,0.6144752061370568,4.123105625617661,0.0,1.0,0.0,0.0,0.0,1.0,0
SCROP82375,12.630630106603371,0,0,1.8140949571510987,1.0146232984651469,2.6457513110645907,0.0,1.0,0.0,0.0,1.0,0.0,0
SCROP82376,12.632719195312756,0,0,1.8140949571510987,1.0146232984651469,3.0,0.0,1.0,0.0,1.0,0.0,0.0,0
SCROP82377,12.632719195312756,0,0,0.9719694110322501,0.45105466253845106,2.23606797749979,0.0,1.0,0.0,0.0,1.0,0.0,0
SCROP82378,12.882571660927418,0,0,0.9719694110322501,-0.6717743823444874,5.291502622129181,0.0,1.0,0.0,0.0,1.0,0.0,0
SCROP82379,12.88457985607467,0,0,-1.7895695803966807,0.368556624766232,1.7320508075688772,0.0,1.0,0.0,1.0,0.0,0.0,0
SCROP82380,12.882571660927418,0,0,-1.1275551723445036,-0.8565833082416746,5.656854249492381,0.0,1.0,0.0,0.0,1.0,0.0,0
SCROP82381,12.882571660927418,0,0,-1.1275551723445036,0.533021368826241,4.47213595499958,0.0,1.0,0.0,0.0,1.0,0.0,0
SCROP82382,12.88457985607467,0,0,-1.1275551723445036,0.11767042710626759,4.58257569495584,0.0,1.0,0.0,0.0,1.0,0.0,0
SCROP82383,12.882571660927418,0,0,-1.1275551723445036,0.533021368826241,4.242640687119285,0.0,1.0,0.0,1.0,0.0,0.0,0
SCROP82384,12.88457985607467,0,0,-1.1275551723445036,0.775912545855519,3.1622776601683795,0.0,1.0,0.0,0.0,1.0,0.0,0
SCROP82385,12.882571660927418,0,0,-1.1275551723445036,0.8559276799977857,3.1622776601683795,0.0,1.0,0.0,1.0,0.0,0.0,0
SCROP82386,12.882571660927418,0,0,-1.1275551723445036,1.5573375253686808,2.449489742783178,0.0,1.0,0.0,1.0,0.0,0.0,0
SCROP82387,12.88457985607467,0,0,-0.6276715649250514,-0.9505763289474085,5.656854249492381,0.0,1.0,0.0,1.0,0.0,0.0,0
SCROP82388,12.88457985607467,0,0,-0.6276715649250514,-0.2256552777980967,4.898979485566356,0.0,1.0,0.0,1.0,0.0,0.0,0
SCROP82389,12.882571660927418,0,0,-0.6276715649250514,0.45105466253845106,2.23606797749979,0.0,1.0,0.0,0.0,0.0,1.0,0
SCROP82390,12.88457985607467,0,0,-0.6276715649250514,0.533021368826241,4.242640687119285,0.0,1.0,0.0,0.0,1.0,0.0,0
SCROP82391,12.88457985607467,0,0,-0.2181412428614241,-0.49079772514857045,5.291502622129181,0.0,1.0,0.0,0.0,0.0,1.0,0
SCROP82392,12.882571660927418,0,0,-0.2181412428614241,1.0146232984651469,3.1622776601683795,0.0,1.0,0.0,0.0,1.0,0.0,0
SCROP82393,12.882571660927418,0,0,0.132613617542462,1.0146232984651469,3.7416573867739413,0.0,1.0,0.0,0.0,1.0,0.0,0
SCROP82394,12.88457985607467,0,0,0.4415956417165859,0.8559276799977857,3.605551275463989,0.0,1.0,0.0,0.0,1.0,0.0,0
SCROP82395,12.882571660927418,0,0,0.9719694110322501,0.533021368826241,4.242640687119285,0.0,1.0,0.0,1.0,0.0,0.0,0
SCROP82396,12.88457985607467,0,0,0.9719694110322501,1.404166122541715,2.8284271247461903,0.0,1.0,0.0,0.0,0.0,1.0,0
SCROP82397,12.882571660927418,0,0,0.9719694110322501,1.4809307975951465,2.23606797749979,0.0,1.0,0.0,0.0,1.0,0.0,0
SCROP82398,12.88457985607467,0,0,1.4212216326251894,-0.49079772514857045,5.291502622129181,0.0,1.0,0.0,0.0,1.0,0.0,0
SCROP82399,12.882571660927418,0,0,1.4212216326251894,0.368556624766232,4.0,0.0,1.0,0.0,0.0,0.0,1.0,0
SCROP82400,12.882571660927418,0,0,1.623635416126593,1.0146232984651469,3.7416573867739413,0.0,1.0,0.0,0.0,1.0,0.0,0
SCROP82401,12.88457985607467,0,0,1.8140949571510987,0.20188634627812624,4.69041575982343,0.0,1.0,0.0,0.0,1.0,0.0,0
SCROP82402,12.882571660927418,0,0,0.9719694110322501,0.6144752061370568,3.605551275463989,0.0,1.0,0.0,0.0,0.0,1.0,0
SCROP82403,12.88457985607467,0,0,1.4212216326251894,0.6144752061370568,3.605551275463989,0.0,1.0,0.0,1.0,0.0,0.0,0
SCROP82404,12.882571660927418,0,0,0.132613617542462,1.859560480817635,1.7320508075688772,0.0,1.0,0.0,0.0,0.0,1.0,0
SCROP82405,13.136626130877993,0,0,-0.2181412428614241,1.1716268777309198,3.0,0.0,1.0,0.0,0.0,1.0,0.0,0
SCROP82406,13.136626130877993,0,0,-1.1275551723445036,-0.6717743823444874,5.477225575051661,0.0,1.0,0.0,1.0,0.0,0.0,0
SCROP82407,13.136626130877993,0,0,-1.1275551723445036,-0.6717743823444874,5.830951894845301,0.0,1.0,0.0,1.0,0.0,0.0,0
SCROP82408,13.136626130877993,0,0,-1.1275551723445036,0.775912545855519,4.47213595499958,0.0,1.0,0.0,0.0,1.0,0.0,0
SCROP82409,13.136626130877993,0,0,-1.1275551723445036,0.45105466253845106,3.7416573867739413,0.0,1.0,0.0,0.0,1.0,0.0,0
SCROP82410,13.136626130877993,0,0,-0.6276715649250514,0.45105466253845106,4.358898943540674,0.0,1.0,0.0,1.0,0.0,0.0,0
SCROP82411,13.136626130877993,0,0,-0.6276715649250514,1.0933303831487102,3.1622776601683795,0.0,1.0,0.0,1.0,0.0,0.0,0
SCROP82412,13.136626130877993,0,0,-0.2181412428614241,-0.4016173480279552,5.385164807134504,0.0,1.0,0.0,0.0,1.0,0.0,0
SCROP82413,13.136626130877993,0,0,-0.2181412428614241,-0.313249698074716,5.744562646538029,0.0,1.0,0.0,0.0,1.0,0.0,0
SCROP82414,13.136626130877993,0,0,-0.2181412428614241,0.533021368826241,4.242640687119285,0.0,1.0,0.0,0.0,1.0,0.0,0
SCROP82415,13.136626130877993,0,0,-0.2181412428614241,0.6954335016686494,3.605551275463989,0.0,1.0,0.0,0.0,1.0,0.0,0
SCROP82416,13.136626130877993,0,0,-0.2181412428614241,0.9354933744304931,4.0,0.0,1.0,0.0,0.0,0.0,1.0,0
SCROP82417,13.136626130877993,0,0,0.132613617542462,0.45105466253845106,2.8284271247461903,0.0,1.0,0.0,0.0,1.0,0.0,0
SCROP82418,13.136626130877993,0,0,0.4415956417165859,-0.6717743823444874,3.872983346207417,0.0,1.0,0.0,1.0,0.0,0.0,0
SCROP82419,13.136626130877993,0,0,0.4415956417165859,0.45105466253845106,5.916079783099616,0.0,1.0,0.0,0.0,1.0,0.0,0
SCROP82420,13.136626130877993,0,0,0.4415956417165859,1.2495244006020476,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0
SCROP82421,13.136626130877993,0,0,0.4415956417165859,1.404166122541715,3.1622776601683795,0.0,1.0,0.0,0.0,1.0,0.0,0
SCROP82422,13.136626130877993,0,0,0.9719694110322501,0.45105466253845106,4.898979485566356,0.0,1.0,0.0,0.0,1.0,0.0,0
SCROP82423,13.136626130877993,0,0,0.9719694110322501,-1.6465165508771287,6.244997998398398,0.0,1.0,0.0,0.0,0.0,1.0,0
SCROP82424,13.136626130877993,0,0,0.9719694110322501,0.2855075464944322,4.242640687119285,0.0,1.0,0.0,0.0,0.0,1.0,0
SCROP82425,13.136626130877993,0,0,0.9719694110322501,0.9354933744304931,2.8284271247461903,0.0,1.0,0.0,1.0,0.0,0.0,0
SCROP82426,13.136626130877993,0,0,0.9719694110322501,1.3270339853558026,4.123105625617661,0.0,1.0,0.0,1.0,0.0,0.0,0
SCROP82427,13.136626130877993,0,0,1.4212216326251894,1.1716268777309198,2.6457513110645907,0.0,1.0,0.0,0.0,0.0,1.0,0
SCROP82428,13.136626130877993,0,0,1.8140949571510987,-0.2256552777980967,5.5677643628300215,0.0,1.0,0.0,0.0,1.0,0.0,0
SCROP82429,13.136626130877993,0,0,1.8140949571510987,0.2855075464944322,4.58257569495584,0.0,1.0,0.0,0.0,1.0,0.0,0
SCROP82430,13.136626130877993,0,0,1.8140949571510987,1.6333953816337201,2.449489742783178,0.0,1.0,0.0,1.0,0.0,0.0,0
SCROP82431,13.136626130877993,0,0,1.8140949571510987,1.7844987576565365,1.7320508075688772,0.0,1.0,0.0,0.0,1.0,0.0,0
SCROP82432,13.136626130877993,0,0,-0.2181412428614241,0.6954335016686494,3.872983346207417,0.0,1.0,0.0,1.0,0.0,0.0,0
SCROP82433,13.136626130877993,0,0,1.4212216326251894,2.0828759116976454,2.23606797749979,0.0,1.0,0.0,0.0,1.0,0.0,0
SCROP82434,13.390518279406722,0,0,-1.7895695803966807,-1.6465165508771287,5.830951894845301,0.0,1.0,0.0,0.0,1.0,0.0,0
SCROP82435,13.392377040990759,0,0,-1.7895695803966807,-1.0457240225664548,5.656854249492381,0.0,1.0,0.0,0.0,0.0,1.0,0
SCROP82436,13.390518279406722,0,0,-0.6276715649250514,0.775912545855519,5.0,0.0,1.0,0.0,0.0,1.0,0.0,0
SCROP82437,13.392377040990759,0,0,-0.6276715649250514,0.20188634627812624,4.47213595499958,0.0,1.0,0.0,1.0,0.0,0.0,0
SCROP82438,13.390518279406722,0,0,-0.2181412428614241,-1.2398290009970372,5.916079783099616,0.0,1.0,0.0,0.0,1.0,0.0,0
SCROP82439,13.390518279406722,0,0,-0.2181412428614241,-1.1421098620087813,5.830951894845301,0.0,1.0,0.0,1.0,0.0,0.0,0
SCROP82440,13.390518279406722,0,0,-0.2181412428614241,0.775912545855519,5.0,0.0,1.0,0.0,0.0,1.0,0.0,0
SCROP82441,13.390518279406722,0,0,-0.2181412428614241,0.775912545855519,3.7416573867739413,0.0,1.0,0.0,0.0,1.0,0.0,0
SCROP82442,13.390518279406722,0,0,-0.2181412428614241,1.7844987576565365,3.1622776601683795,0.0,1.0,0.0,0.0,1.0,0.0,0
SCROP82443,13.390518279406722,0,0,-0.2181412428614241,1.859560480817635,1.4142135623730951,0.0,1.0,0.0,1.0,0.0,0.0,0
SCROP82444,13.392377040990759,0,0,0.132613617542462,0.368556624766232,4.47213595499958,0.0,1.0,0.0,1.0,0.0,0.0,0
SCROP82445,13.390518279406722,0,0,0.9719694110322501,0.775912545855519,5.656854249492381,0.0,1.0,0.0,0.0,1.0,0.0,0
SCROP82446,13.390518279406722,0,0,0.9719694110322501,2.0828759116976454,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0
SCROP82447,13.392377040990759,0,0,1.4212216326251894,1.4809307975951465,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0
SCROP82448,13.392377040990759,0,0,1.8140949571510987,1.1716268777309198,2.8284271247461903,0.0,1.0,0.0,0.0,1.0,0.0,0
SCROP82449,13.390518279406722,0,0,-1.1275551723445036,0.9354933744304931,3.1622776601683795,0.0,1.0,0.0,0.0,0.0,1.0,0
SCROP82450,13.392377040990759,0,0,-0.2181412428614241,0.533021368826241,4.47213595499958,0.0,1.0,0.0,0.0,0.0,1.0,0
SCROP82451,13.390518279406722,0,0,-1.1275551723445036,-0.7636711966407022,5.744562646538029,0.0,1.0,0.0,1.0,0.0,0.0,0
SCROP82452,13.390518279406722,0,0,0.132613617542462,1.7844987576565365,1.7320508075688772,0.0,1.0,0.0,1.0,0.0,0.0,0
SCROP82453,13.392377040990759,0,0,-0.2181412428614241,1.0933303831487102,3.3166247903554,0.0,1.0,0.0,0.0,0.0,1.0,0
SCROP82454,13.390518279406722,0,0,-0.2181412428614241,1.1716268777309198,3.1622776601683795,0.0,1.0,0.0,1.0,0.0,0.0,0
SCROP82455,13.645880225673922,0,0,-0.6276715649250514,0.8559276799977857,3.1622776601683795,0.0,1.0,0.0,0.0,1.0,0.0,0
SCROP82456,13.645880225673922,0,0,-0.2181412428614241,-0.2256552777980967,5.0990195135927845,0.0,1.0,0.0,1.0,0.0,0.0,0
SCROP82457,13.645880225673922,0,0,-0.2181412428614241,0.8559276799977857,4.123105625617661,0.0,1.0,0.0,0.0,1.0,0.0,0
SCROP82458,13.645880225673922,0,0,-0.2181412428614241,0.6144752061370568,2.449489742783178,0.0,1.0,0.0,1.0,0.0,0.0,0
SCROP82459,13.645880225673922,0,0,-0.2181412428614241,1.7844987576565365,2.8284271247461903,0.0,1.0,0.0,1.0,0.0,0.0,0
SCROP82460,13.645880225673922,0,0,0.4415956417165859,1.404166122541715,3.1622776601683795,0.0,1.0,0.0,0.0,0.0,1.0,0
SCROP82461,13.645880225673922,0,0,0.4415956417165859,1.5573375253686808,2.6457513110645907,0.0,1.0,0.0,0.0,0.0,1.0,0
SCROP82462,13.647670084066128,0,0,0.4415956417165859,1.7844987576565365,1.7320508075688772,0.0,1.0,0.0,0.0,0.0,1.0,0
SCROP82463,13.647670084066128,0,0,0.9719694110322501,0.20188634627812624,4.69041575982343,0.0,1.0,0.0,1.0,0.0,0.0,0
SCROP82464,13.647670084066128,0,0,0.9719694110322501,1.0933303831487102,2.449489742783178,0.0,1.0,0.0,1.0,0.0,0.0,0
SCROP82465,13.645880225673922,0,0,0.9719694110322501,0.8559276799977857,2.449489742783178,0.0,1.0,0.0,0.0,0.0,1.0,0
SCROP82466,13.647670084066128,0,0,1.8140949571510987,1.2495244006020476,2.449489742783178,0.0,1.0,0.0,1.0,0.0,0.0,0
SCROP82467,13.645880225673922,0,0,-0.2181412428614241,-1.338990806260014,6.164414002968976,0.0,1.0,0.0,0.0,1.0,0.0,0
SCROP82468,13.645880225673922,0,0,-0.2181412428614241,-0.05264453801707921,5.0990195135927845,0.0,1.0,0.0,1.0,0.0,0.0,0
SCROP82469,13.645880225673922,0,0,1.8140949571510987,1.0146232984651469,3.3166247903554,0.0,1.0,0.0,0.0,0.0,1.0,0
SCROP82470,13.647670084066128,0,0,-0.2181412428614241,0.20188634627812624,3.4641016151377544,0.0,1.0,0.0,0.0,1.0,0.0,0
SCROP82471,13.645880225673922,0,0,0.9719694110322501,1.404166122541715,2.8284271247461903,0.0,1.0,0.0,0.0,1.0,0.0,0
SCROP82472,13.904106579545797,0,0,-0.6276715649250514,2.156714390366011,2.23606797749979,0.0,1.0,0.0,0.0,0.0,1.0,0
SCROP82473,13.904106579545797,0,0,-0.2181412428614241,0.6954335016686494,4.69041575982343,0.0,1.0,0.0,0.0,0.0,1.0,0
SCROP82474,13.902382146118768,0,0,0.4415956417165859,0.368556624766232,4.69041575982343,0.0,1.0,0.0,0.0,1.0,0.0,0
SCROP82475,13.904106579545797,0,0,0.4415956417165859,1.2495244006020476,3.872983346207417,0.0,1.0,0.0,0.0,1.0,0.0,0
SCROP82476,13.904106579545797,0,0,0.9719694110322501,-0.6717743823444874,3.872983346207417,0.0,1.0,0.0,0.0,0.0,1.0,0
SCROP82477,13.904106579545797,0,0,0.9719694110322501,0.533021368826241,2.8284271247461903,0.0,1.0,0.0,0.0,1.0,0.0,0
SCROP82478,13.904106579545797,0,0,-0.2181412428614241,1.0146232984651469,3.872983346207417,0.0,1.0,0.0,1.0,0.0,0.0,0
SCROP82479,13.904106579545797,0,0,-0.6276715649250514,2.0828759116976454,1.7320508075688772,0.0,1.0,0.0,0.0,1.0,0.0,0
SCROP82480,13.904106579545797,0,0,-0.2181412428614241,0.6954335016686494,5.0990195135927845,0.0,1.0,0.0,0.0,1.0,0.0,0
SCROP82481,13.904106579545797,0,0,0.132613617542462,0.20188634627812624,5.196152422706632,0.0,1.0,0.0,0.0,1.0,0.0,0
SCROP82482,13.904106579545797,0,0,1.4212216326251894,-1.1421098620087813,6.48074069840786,0.0,1.0,0.0,0.0,0.0,1.0,0
SCROP82483,14.161397502170024,0,0,-1.7895695803966807,-2.087935081708049,5.5677643628300215,0.0,1.0,0.0,1.0,0.0,0.0,0
SCROP82484,14.161397502170024,0,0,-1.1275551723445036,0.533021368826241,4.795831523312719,0.0,1.0,0.0,0.0,1.0,0.0,0
SCROP82485,14.161397502170024,0,0,-1.1275551723445036,-0.2256552777980967,5.291502622129181,0.0,1.0,0.0,0.0,1.0,0.0,0
SCROP82486,14.161397502170024,0,0,-0.6276715649250514,-0.6717743823444874,5.744562646538029,0.0,1.0,0.0,0.0,1.0,0.0,0
SCROP82487,14.161397502170024,0,0,-0.2181412428614241,1.1716268777309198,3.872983346207417,0.0,1.0,0.0,0.0,1.0,0.0,0
SCROP82488,14.161397502170024,0,0,-0.2181412428614241,1.404166122541715,2.449489742783178,0.0,1.0,0.0,0.0,1.0,0.0,0
SCROP82489,14.161397502170024,0,0,0.9719694110322501,-0.6717743823444874,5.0,0.0,1.0,0.0,1.0,0.0,0.0,0
SCROP82490,14.161397502170024,0,0,0.9719694110322501,-0.6717743823444874,5.291502622129181,0.0,1.0,0.0,0.0,1.0,0.0,0
SCROP82491,14.161397502170024,0,0,0.9719694110322501,-0.6717743823444874,5.744562646538029,0.0,1.0,0.0,0.0,1.0,0.0,0
SCROP82492,14.161397502170024,0,0,1.8140949571510987,0.20188634627812624,4.795831523312719,0.0,1.0,0.0,1.0,0.0,0.0,0
SCROP82493,14.161397502170024,0,0,-0.2181412428614241,1.7844987576565365,2.8284271247461903,0.0,1.0,0.0,0.0,1.0,0.0,0
SCROP82494,14.161397502170024,0,0,-0.2181412428614241,2.303530312850273,2.8284271247461903,0.0,1.0,0.0,0.0,1.0,0.0,0
SCROP82495,14.420893025463036,0,0,-1.1275551723445036,0.368556624766232,4.123105625617661,0.0,1.0,0.0,0.0,1.0,0.0,0
SCROP82496,14.420893025463036,0,0,-0.6276715649250514,0.9354933744304931,3.7416573867739413,0.0,1.0,0.0,0.0,0.0,1.0,0
SCROP82497,14.420893025463036,0,0,0.132613617542462,0.533021368826241,1.4142135623730951,0.0,1.0,0.0,1.0,0.0,0.0,0
SCROP82498,14.420893025463036,0,0,0.9719694110322501,-0.05264453801707921,5.385164807134504,0.0,1.0,0.0,1.0,0.0,0.0,0
SCROP82499,14.420893025463036,0,0,0.9719694110322501,0.11767042710626759,4.898979485566356,0.0,1.0,0.0,0.0,1.0,0.0,0
SCROP82500,14.420893025463036,0,0,1.8140949571510987,2.156714390366011,2.23606797749979,0.0,1.0,0.0,0.0,0.0,1.0,0
SCROP82501,14.420893025463036,0,0,-1.7895695803966807,1.7844987576565365,3.0,0.0,1.0,0.0,0.0,1.0,0.0,0
SCROP82502,14.420893025463036,0,0,-0.2181412428614241,0.03283551304211519,5.477225575051661,0.0,1.0,0.0,0.0,0.0,1.0,0
SCROP82503,14.68220346217998,0,0,-1.7895695803966807,1.0146232984651469,3.872983346207417,0.0,1.0,0.0,0.0,0.0,1.0,0
SCROP82504,14.680656990348215,0,0,-1.1275551723445036,0.6144752061370568,4.123105625617661,0.0,1.0,0.0,0.0,0.0,1.0,0
SCROP82505,14.680656990348215,0,0,-1.1275551723445036,2.0087419396104913,3.0,0.0,1.0,0.0,1.0,0.0,0.0,0
SCROP82506,14.68220346217998,0,0,-0.2181412428614241,0.8559276799977857,3.4641016151377544,0.0,1.0,0.0,1.0,0.0,0.0,0
SCROP82507,14.680656990348215,0,0,0.7191210444816724,1.0146232984651469,3.1622776601683795,0.0,1.0,0.0,0.0,1.0,0.0,0
SCROP82508,14.680656990348215,0,0,-0.6276715649250514,-0.2256552777980967,5.477225575051661,0.0,1.0,0.0,0.0,1.0,0.0,0
SCROP82509,14.68220346217998,0,0,0.4415956417165859,1.404166122541715,3.605551275463989,0.0,1.0,0.0,1.0,0.0,0.0,0
SCROP82510,14.680656990348215,0,0,-1.1275551723445036,2.3765198689406017,2.23606797749979,0.0,1.0,0.0,0.0,1.0,0.0,0
SCROP82511,14.941998230956003,0,0,0.4415956417165859,0.533021368826241,5.0990195135927845,0.0,1.0,0.0,0.0,0.0,1.0,0
SCROP82512,14.943491087218405,0,0,-1.7895695803966807,1.0146232984651469,2.23606797749979,0.0,1.0,0.0,0.0,1.0,0.0,0
SCROP82513,14.941998230956003,0,0,-1.1275551723445036,-0.2256552777980967,4.795831523312719,0.0,1.0,0.0,0.0,0.0,1.0,0
SCROP82514,14.943491087218405,0,0,-0.2181412428614241,1.2495244006020476,4.242640687119285,0.0,1.0,0.0,0.0,1.0,0.0,0
SCROP82515,14.941998230956003,0,0,-0.2181412428614241,1.6333953816337201,3.605551275463989,0.0,1.0,0.0,0.0,0.0,1.0,0
SCROP82516,14.943491087218405,0,0,-0.2181412428614241,1.7844987576565365,4.0,0.0,1.0,0.0,1.0,0.0,0.0,0
SCROP82517,14.943491087218405,0,0,0.4415956417165859,1.3270339853558026,3.7416573867739413,0.0,1.0,0.0,0.0,1.0,0.0,0
SCROP82518,14.941998230956003,0,0,-1.1275551723445036,1.0933303831487102,4.358898943540674,0.0,1.0,0.0,0.0,0.0,1.0,0
SCROP82519,14.941998230956003,0,0,0.9719694110322501,0.20188634627812624,5.477225575051661,0.0,1.0,0.0,1.0,0.0,0.0,0
SCROP82520,14.943491087218405,0,0,2.4837598638230904,-0.7636711966407022,6.4031242374328485,0.0,1.0,0.0,0.0,0.0,1.0,0
SCROP82521,14.943491087218405,0,0,0.4415956417165859,1.0146232984651469,3.1622776601683795,0.0,1.0,0.0,0.0,1.0,0.0,0
SCROP82522,15.20604560988926,0,0,-1.7895695803966807,0.6954335016686494,4.898979485566356,0.0,1.0,0.0,0.0,1.0,0.0,0
SCROP82523,15.20604560988926,0,0,-1.1275551723445036,1.7844987576565365,2.6457513110645907,0.0,1.0,0.0,1.0,0.0,0.0,0
SCROP82524,15.20604560988926,0,0,-0.6276715649250514,1.1716268777309198,4.123105625617661,0.0,1.0,0.0,1.0,0.0,0.0,0
SCROP82525,15.20604560988926,0,0,-0.2181412428614241,-1.1421098620087813,6.48074069840786,0.0,1.0,0.0,0.0,1.0,0.0,0
SCROP82526,15.20604560988926,0,0,-0.2181412428614241,0.6954335016686494,6.855654600401044,0.0,1.0,0.0,1.0,0.0,0.0,0
SCROP82527,15.20604560988926,0,0,-0.2181412428614241,1.7844987576565365,3.7416573867739413,0.0,1.0,0.0,1.0,0.0,0.0,0
SCROP82528,15.20604560988926,0,0,0.9719694110322501,-1.338990806260014,5.656854249492381,0.0,1.0,0.0,0.0,1.0,0.0,0
SCROP82529,15.20604560988926,0,0,-0.2181412428614241,0.533021368826241,5.0,0.0,1.0,0.0,0.0,1.0,0.0,0
SCROP82530,15.20604560988926,0,0,-0.2181412428614241,2.303530312850273,3.4641016151377544,0.0,1.0,0.0,0.0,1.0,0.0,0
SCROP82531,15.469590047227166,0,0,-0.2181412428614241,-0.2256552777980967,6.164414002968976,0.0,1.0,0.0,0.0,1.0,0.0,0
SCROP82532,15.469590047227166,0,0,-0.2181412428614241,-0.13879794993527125,6.164414002968976,0.0,1.0,0.0,0.0,1.0,0.0,0
SCROP82533,15.469590047227166,0,0,0.4415956417165859,1.9343057856991206,3.4641016151377544,0.0,1.0,0.0,0.0,0.0,1.0,0
SCROP82534,15.469590047227166,0,0,-0.6276715649250514,1.0146232984651469,4.242640687119285,0.0,1.0,0.0,1.0,0.0,0.0,0
SCROP82535,15.469590047227166,0,0,0.9719694110322501,1.9343057856991206,3.1622776601683795,0.0,1.0,0.0,0.0,0.0,1.0,1
SCROP82536,15.733879533529132,0,0,-1.7895695803966807,0.775912545855519,6.082762530298219,0.0,1.0,0.0,0.0,1.0,0.0,0
SCROP82537,15.735225920625686,0,0,-1.1275551723445036,-0.6717743823444874,5.385164807134504,0.0,1.0,0.0,0.0,0.0,1.0,0
SCROP82538,15.735225920625686,0,0,-0.6276715649250514,2.156714390366011,3.0,0.0,1.0,0.0,0.0,1.0,0.0,0
