Semanas_Utilizando,Semanas_Sem_Uso,Estimativa_de_Insetos,Doses_Semana,Tipo_de_Cultivo,Categoria_Pesticida,dano_na_plantacao
24.0,18,1478,20,0,2,1
33.0,27,2688,40,0,2,0
30.0,0,2999,15,1,3,1
15.0,20,4096,10,0,2,0
34.0,3,577,60,0,2,1
44.0,0,1132,25,0,3,0
21.0,12,790,20,1,2,0
44.0,7,1785,50,0,2,0
31.0,0,626,40,1,3,0
20.0,21,1576,10,1,2,0
29.0,10,915,60,0,2,0
17.0,15,677,5,1,2,0
37.0,0,789,25,0,3,2
36.0,3,1056,60,0,2,0
25.0,0,1296,10,0,3,0
50.0,0,2999,20,0,3,2
23.0,11,732,50,0,2,1
27.0,0,789,40,0,3,0
14.0,17,488,20,1,2,0
32.0,4,1212,15,0,2,0
18.0,25,2402,50,0,2,0
39.0,14,2139,50,0,2,0
41.0,0,1296,30,1,3,0
30.0,30,4096,5,1,2,0
36.0,0,732,40,0,3,1
,0,2267,20,0,3,0
35.0,0,625,40,0,3,2
24.0,12,1056,5,1,2,0
30.0,14,851,10,0,2,0
22.0,0,168,20,0,3,0
26.0,17,915,60,0,2,0
20.0,0,984,25,1,3,0
42.0,3,1385,10,0,2,1
42.0,0,1056,20,1,3,1
20.0,0,257,10,1,3,0
29.0,10,1056,10,1,2,0
30.0,23,2999,40,0,2,0
42.0,4,1478,20,0,2,0
31.0,0,410,25,1,3,0
31.0,0,732,30,1,3,1
10.0,27,1478,25,0,2,0
36.0,5,1132,15,1,2,0
35.0,3,2138,30,0,2,0
20.0,13,851,30,0,2,0
48.0,0,1575,40,1,3,1
53.0,0,2542,10,0,3,1
38.0,0,731,5,1,3,0
39.0,12,2139,25,0,2,0
,24,1297,20,0,2,0
42.0,0,1478,20,0,3,0
,31,2267,15,0,2,0
25.0,4,789,80,0,2,0
30.0,3,1478,10,1,2,0
34.0,8,1132,40,0,2,0
12.0,18,915,35,0,2,0
22.0,25,2139,10,0,2,1
34.0,5,1478,60,0,2,0
33.0,0,577,5,1,3,0
40.0,0,1786,10,0,3,0
32.0,0,577,40,0,3,2
22.0,16,626,30,0,2,0
36.0,0,984,50,1,3,0
35.0,0,1056,40,1,3,2
36.0,18,2138,20,1,2,0
26.0,14,1898,40,0,2,0
,23,1576,15,0,2,0
12.0,23,1576,45,1,2,1
34.0,0,625,40,1,3,0
16.0,35,2840,20,0,2,1
30.0,10,1385,50,0,2,1
,0,2840,20,0,2,0
12.0,7,232,20,1,2,0
17.0,4,311,5,1,2,0
29.0,6,677,45,0,2,0
31.0,7,731,30,0,2,0
26.0,0,256,50,0,3,1
38.0,13,2267,50,0,2,1
14.0,29,1385,5,1,2,0
50.0,0,2138,20,1,2,0
22.0,0,915,30,0,2,0
29.0,8,984,10,0,2,0
24.0,3,410,10,0,2,0
24.0,8,410,80,0,2,0
22.0,16,789,40,0,2,0
26.0,0,311,15,0,3,0
43.0,10,1576,40,0,2,0
41.0,0,1132,25,0,3,2
33.0,0,790,20,0,3,0
44.0,4,1678,20,0,2,1
33.0,4,677,15,0,2,0
35.0,8,1576,20,1,2,0
28.0,11,1056,15,0,2,0
24.0,13,789,30,0,2,0
30.0,3,2688,5,0,2,1
,11,984,60,0,2,0
26.0,13,915,10,1,2,0
,1,209,10,0,2,0
43.0,3,1678,40,0,2,0
23.0,0,342,20,0,2,0
41.0,12,2267,30,0,2,0
32.0,15,1576,50,0,2,0
13.0,42,2840,5,0,2,0
30.0,1,677,30,0,2,0
20.0,20,916,15,0,2,0
,27,3896,20,0,2,1
10.0,6,851,10,1,2,0
24.0,3,531,20,0,2,0
42.0,0,984,40,0,3,1
45.0,4,1898,20,0,2,0
23.0,0,984,5,1,3,0
20.0,19,851,5,0,2,0
,17,2401,20,0,2,0
54.0,0,1898,25,0,3,0
13.0,30,1296,40,0,2,0
16.0,2,312,30,0,2,0
18.0,3,577,20,0,2,0
31.0,21,3164,20,0,2,0
,17,1678,60,0,2,0
24.0,8,789,15,0,2,0
17.0,13,732,20,1,2,0
36.0,23,3164,20,0,2,0
20.0,40,3165,60,0,2,1
40.0,1,984,40,0,2,0
37.0,1,984,20,0,2,0
25.0,13,1478,10,0,2,0
24.0,0,283,25,1,3,0
28.0,16,1297,25,0,2,0
25.0,6,984,10,1,2,0
30.0,18,2541,20,0,2,0
35.0,18,2840,20,0,2,0
21.0,3,342,40,0,2,0
14.0,30,1297,5,1,2,0
40.0,7,1478,50,0,2,0
0.0,0,3895,0,1,1,1
47.0,5,2542,20,0,2,1
27.0,13,1385,20,0,2,0
12.0,19,790,30,0,2,0
22.0,18,1297,15,1,2,0
14.0,15,851,15,0,2,0
36.0,20,2138,40,0,2,0
,14,1478,40,0,2,0
42.0,0,984,45,0,3,0
29.0,0,448,10,1,3,0
10.0,0,851,40,0,3,0
19.0,20,984,60,0,2,0
24.0,25,2015,15,0,2,0
31.0,14,1296,20,0,2,0
8.0,14,626,20,0,2,1
30.0,0,3516,10,0,3,0
36.0,0,732,45,0,3,0
42.0,0,916,35,1,3,1
,9,1212,20,1,2,0
13.0,21,3702,80,0,2,1
52.0,0,1898,20,0,3,1
20.0,2,531,5,1,2,0
37.0,0,1786,40,1,3,0
27.0,7,916,5,0,2,0
21.0,0,283,35,0,3,0
22.0,3,790,10,0,2,0
16.0,20,789,30,0,2,0
36.0,14,2016,20,1,2,0
28.0,15,915,15,1,2,0
28.0,10,1056,30,1,2,0
35.0,0,1132,30,1,3,0
15.0,23,1132,20,0,2,0
31.0,0,531,20,0,2,0
,0,1678,20,0,3,0
7.0,0,489,10,1,3,0
7.0,26,1576,20,0,2,1
32.0,0,851,45,1,3,0
27.0,25,2139,20,0,2,0
44.0,0,1296,65,0,3,1
30.0,7,1296,40,0,2,0
12.0,27,1385,20,0,2,0
9.0,0,1212,10,0,3,0
,5,1296,50,0,2,0
33.0,0,488,40,0,3,1
,16,677,15,1,2,0
40.0,4,2401,10,1,2,1
17.0,13,448,20,0,2,0
27.0,0,342,60,1,3,0
15.0,0,851,40,0,3,0
54.0,0,2541,30,0,3,0
19.0,21,1132,10,0,2,0
33.0,3,488,20,0,2,0
23.0,5,677,25,0,2,0
13.0,13,851,30,1,2,0
12.0,28,1478,10,0,2,0
20.0,18,1297,10,1,2,0
0.0,0,1132,0,1,1,2
21.0,12,1056,20,0,2,0
28.0,0,677,25,1,3,0
16.0,24,1132,10,1,2,0
32.0,10,984,30,0,2,0
,10,1785,10,1,2,0
41.0,6,1575,20,0,2,1
45.0,0,1297,15,1,3,1
32.0,26,3702,20,0,2,0
33.0,21,2541,50,0,2,0
34.0,0,410,10,0,3,0
36.0,0,915,20,1,3,2
,17,1056,10,1,2,0
34.0,16,1898,25,0,2,0
22.0,24,2016,60,0,2,2
46.0,0,1132,20,0,3,2
35.0,0,731,25,0,2,0
15.0,32,1678,5,1,2,0
,19,1575,35,0,2,0
45.0,0,1478,50,0,3,0
25.0,10,1297,80,0,2,0
33.0,0,410,25,1,3,0
,21,915,20,0,2,0
24.0,7,577,15,0,2,0
33.0,4,1678,20,0,2,0
52.0,0,2401,20,0,2,0
50.0,0,2015,50,0,3,1
41.0,0,1478,25,1,3,0
33.0,0,1296,40,1,3,0
37.0,2,1212,30,0,2,0
,1,789,40,0,2,0
,22,731,20,0,2,0
15.0,15,1575,15,0,2,0
7.0,19,732,40,0,2,0
24.0,13,789,15,0,2,0
11.0,12,375,10,0,2,0
39.0,5,1132,50,0,2,0
31.0,21,2541,30,0,2,0
9.0,20,677,15,0,2,0
47.0,0,1898,50,0,3,1
40.0,11,1898,20,1,2,0
,14,488,25,1,2,0
30.0,7,2688,15,0,2,1
16.0,0,188,60,1,3,0
32.0,0,984,15,1,3,0
45.0,8,2840,40,0,2,0
20.0,7,1056,5,0,2,0
30.0,3,1575,20,0,2,0
32.0,0,375,30,0,3,0
26.0,5,531,10,1,2,0
29.0,0,625,10,1,3,0
0.0,0,1478,0,0,1,0
20.0,25,1297,10,0,2,0
27.0,0,488,60,1,3,0
22.0,0,577,30,1,3,0
22.0,25,1786,10,0,2,0
51.0,0,2015,25,1,3,1
39.0,10,2015,60,0,2,1
20.0,22,3516,5,0,2,0
30.0,0,732,40,0,2,0
,0,677,10,1,3,2
43.0,0,984,30,0,3,0
22.0,12,577,60,0,2,0
30.0,4,488,30,1,2,0
30.0,18,2688,25,0,2,0
17.0,13,677,35,0,2,0
41.0,5,915,30,0,2,2
20.0,7,411,80,0,2,0
30.0,0,1385,10,0,3,1
36.0,14,2139,20,0,2,0
18.0,33,2267,10,0,2,0
15.0,15,625,40,0,2,0
22.0,26,2401,5,0,2,0
22.0,16,1785,30,0,2,0
39.0,1,1297,10,0,2,0
,10,342,5,1,2,0
43.0,8,1678,30,0,2,0
25.0,0,531,25,1,3,0
38.0,0,1786,20,0,3,0
26.0,18,1576,25,0,2,0
,14,625,50,1,2,0
16.0,12,375,40,0,2,0
17.0,12,342,15,1,2,0
45.0,0,1785,15,1,3,0
28.0,14,1478,5,1,2,0
48.0,18,3164,50,0,2,0
34.0,0,489,20,0,3,0
35.0,22,3516,10,1,2,0
39.0,0,915,40,0,3,1
,2,488,10,0,2,0
24.0,32,2687,25,0,2,2
,6,2541,40,0,2,0
26.0,20,1478,50,0,2,0
,12,732,10,0,2,0
30.0,0,984,10,1,3,0
63.0,0,2840,30,0,3,0
35.0,5,1296,30,1,2,0
,0,626,10,0,3,0
,25,2015,40,1,2,0
46.0,5,2016,20,0,2,1
48.0,4,2267,20,1,2,0
33.0,0,731,15,0,3,0
36.0,12,2138,30,0,2,0
28.0,6,677,40,0,2,0
30.0,2,410,50,1,2,0
14.0,27,1385,20,0,2,0
40.0,0,916,40,0,3,1
30.0,17,1478,20,1,2,0
17.0,0,188,30,1,3,0
11.0,11,375,20,0,2,0
25.0,21,2402,40,0,2,0
22.0,7,1212,10,1,2,0
35.0,4,1132,40,0,2,0
50.0,0,1576,25,0,3,1
15.0,20,731,10,0,2,0
21.0,15,1056,10,0,2,0
32.0,23,1678,20,0,2,0
11.0,25,1385,20,0,2,0
35.0,8,3516,15,1,2,0
27.0,0,283,20,1,3,1
12.0,38,2401,15,0,2,0
35.0,2,1678,20,1,2,0
38.0,14,2401,15,0,2,0
42.0,1,1056,20,0,2,0
20.0,33,1898,30,0,2,0
32.0,13,1575,45,0,2,0
30.0,21,2015,70,0,2,0
25.0,14,1576,10,0,2,0
28.0,16,1678,20,0,2,0
36.0,19,2999,40,0,2,0
45.0,2,1898,40,1,2,0
15.0,5,488,20,0,2,0
,13,1785,40,0,2,0
40.0,30,4096,40,0,2,0
56.0,2,2542,20,0,2,0
22.0,8,531,50,0,2,0
10.0,8,732,20,0,2,0
30.0,0,1898,40,0,3,0
15.0,13,531,10,0,2,0
16.0,0,677,10,1,3,0
26.0,0,411,10,1,2,0
30.0,19,2016,20,0,2,0
,0,283,30,0,3,0
13.0,25,916,10,0,2,0
41.0,0,1297,25,0,3,0
19.0,0,209,10,0,3,0
31.0,0,1056,55,0,3,0
25.0,10,488,10,0,2,0
26.0,23,2541,30,0,2,0
23.0,12,1056,20,0,2,0
19.0,0,577,50,0,3,0
,0,1478,5,1,3,0
24.0,26,1898,40,0,2,1
23.0,15,1212,30,0,2,0
16.0,8,312,50,0,2,0
10.0,27,2015,5,0,2,0
22.0,0,410,30,0,3,0
16.0,7,283,35,0,2,0
8.0,0,732,40,1,3,0
59.0,0,2840,5,0,3,0
,4,3702,20,0,2,1
19.0,20,1212,10,1,2,0
34.0,0,1678,15,1,3,0
53.0,0,2138,20,0,3,1
20.0,20,984,30,0,2,0
45.0,7,2401,15,1,2,0
36.0,2,1576,20,1,2,0
23.0,7,448,25,1,2,0
15.0,31,1478,10,1,2,0
,14,1678,60,0,2,0
30.0,0,448,35,0,3,0
23.0,25,1478,20,0,2,0
31.0,13,1132,30,0,2,0
29.0,2,311,25,0,2,0
34.0,0,984,60,0,3,0
25.0,1,677,15,0,2,0
22.0,0,577,30,1,3,0
38.0,9,1678,20,0,2,0
15.0,0,1132,10,1,3,0
16.0,23,789,10,0,2,0
28.0,17,1478,25,0,2,0
40.0,1,1678,40,0,2,0
35.0,24,2999,40,0,2,0
35.0,0,2015,15,0,3,0
44.0,8,2402,25,0,2,0
40.0,4,732,40,0,2,0
23.0,7,577,40,0,2,0
30.0,8,1785,20,0,2,0
,0,3702,20,0,3,0
29.0,3,1212,20,1,2,1
36.0,2,1478,10,0,2,0
56.0,0,2999,40,0,3,0
10.0,22,1478,10,0,2,0
,5,1056,15,0,2,0
46.0,0,2688,15,0,3,0
7.0,19,1212,20,1,2,0
15.0,0,168,20,0,3,1
10.0,37,2688,15,1,2,0
38.0,1,677,40,0,2,0
15.0,6,1385,10,1,2,0
42.0,0,1056,20,0,3,0
36.0,10,2138,60,0,2,0
8.0,0,150,10,1,3,0
42.0,8,1575,20,0,2,0
48.0,0,984,20,0,3,0
55.0,4,2999,30,0,2,1
25.0,13,1575,15,0,2,0
8.0,33,2840,25,0,2,0
14.0,16,448,25,0,2,0
,19,1385,60,0,2,0
15.0,17,2015,20,0,2,1
17.0,23,1212,20,0,2,1
11.0,25,915,10,1,2,0
45.0,7,1478,55,0,2,0
36.0,5,1296,40,0,2,0
35.0,0,488,40,1,3,1
15.0,5,209,40,1,2,0
40.0,9,1898,30,1,2,0
48.0,0,1678,30,1,2,0
23.0,16,732,10,0,2,0
22.0,19,1385,10,1,2,0
19.0,23,789,30,0,2,0
40.0,6,1385,55,0,2,0
11.0,22,1297,40,0,2,0
44.0,10,3164,10,0,2,1
38.0,0,625,15,1,3,0
29.0,0,1132,25,0,3,0
30.0,1,1898,10,0,2,0
34.0,0,1478,30,0,3,1
35.0,1,2138,20,0,2,0
26.0,0,677,15,1,3,0
44.0,0,1296,20,0,3,2
28.0,13,1132,20,0,2,0
20.0,14,448,20,0,2,0
25.0,31,2401,30,0,2,2
,15,1898,30,0,2,0
20.0,19,1056,60,0,2,0
38.0,0,1785,20,1,3,1
27.0,18,1478,50,1,2,0
25.0,0,1132,10,1,3,0
22.0,11,626,15,1,2,0
24.0,4,531,20,0,2,0
,0,1132,20,1,3,2
,6,531,10,0,2,0
21.0,0,1212,40,1,3,0
40.0,1,1385,20,1,2,0
14.0,17,577,20,1,2,0
22.0,17,915,15,0,2,0
19.0,0,488,40,0,3,0
36.0,1,851,20,1,2,0
41.0,12,1898,30,0,2,0
27.0,15,916,35,0,2,0
32.0,27,2015,15,0,2,1
,1,375,20,0,2,0
10.0,12,1478,40,0,2,0
24.0,21,1385,15,0,2,0
61.0,0,2840,5,0,3,1
36.0,0,1132,40,0,3,1
13.0,21,677,40,0,2,0
23.0,13,916,20,1,2,0
16.0,20,626,30,0,2,0
19.0,33,2401,10,0,2,0
6.0,0,150,5,1,3,0
30.0,23,2016,20,1,2,0
17.0,2,851,5,0,2,0
,18,1132,30,1,2,0
23.0,14,790,40,0,2,0
12.0,17,626,15,0,2,0
,8,677,30,0,2,0
33.0,0,789,10,1,3,0
16.0,28,1786,40,0,2,0
15.0,17,577,15,0,2,0
20.0,4,531,15,0,2,0
38.0,3,1056,70,0,2,0
,15,1785,5,0,2,0
40.0,11,2267,20,0,2,1
13.0,20,626,15,0,2,0
36.0,9,1385,10,0,2,0
30.0,15,1296,15,1,2,0
,9,312,10,1,2,0
45.0,1,1678,60,0,2,0
,13,626,20,0,2,0
19.0,4,732,10,0,2,0
35.0,2,851,20,0,2,0
,0,1297,0,0,1,2
30.0,18,1296,50,0,2,0
44.0,9,2267,15,0,2,0
28.0,12,916,40,0,2,0
26.0,20,1785,40,0,2,0
15.0,18,1478,20,0,2,0
15.0,7,577,20,1,2,0
40.0,0,1296,40,0,3,1
34.0,17,2688,15,0,2,0
32.0,0,577,20,1,3,2
23.0,18,1478,35,0,2,0
15.0,0,850,5,0,2,0
12.0,5,188,10,1,2,0
32.0,0,2688,5,1,3,0
24.0,22,1478,20,0,2,1
33.0,5,789,25,1,2,0
10.0,14,577,10,0,2,0
50.0,0,2016,25,0,3,0
,8,1056,30,0,2,0
8.0,29,1212,10,0,2,0
36.0,0,1385,20,1,3,0
50.0,5,2401,20,0,2,1
21.0,32,2015,20,0,2,0
29.0,19,1898,20,0,2,0
35.0,0,732,40,1,3,2
44.0,0,1478,20,1,3,1
20.0,5,375,30,0,2,0
10.0,19,3165,5,1,2,0
18.0,19,984,20,1,2,0
24.0,0,626,30,0,3,0
,19,1056,40,0,2,0
55.0,3,2139,40,0,2,0
17.0,18,1132,20,1,2,0
16.0,20,1056,10,0,2,0
34.0,27,3516,20,0,2,1
22.0,12,488,10,0,2,0
30.0,0,851,5,1,3,0
30.0,7,1132,15,1,2,0
42.0,0,625,60,0,3,0
25.0,6,984,30,1,2,0
13.0,8,283,20,1,2,0
10.0,30,1385,40,0,2,0
35.0,5,1786,10,0,2,0
21.0,0,209,55,1,3,0
50.0,6,1898,10,0,2,0
23.0,6,488,30,0,2,0
31.0,3,577,20,0,2,0
24.0,30,2402,10,1,2,0
13.0,24,1056,20,0,2,0
31.0,16,1898,15,0,2,1
51.0,0,2016,30,1,3,0
12.0,0,312,60,1,3,0
20.0,22,1478,30,1,2,0
18.0,26,1786,20,0,2,0
39.0,0,1296,25,1,3,0
10.0,26,1576,20,0,2,1
17.0,0,448,40,1,3,0
15.0,20,1132,10,1,2,1
13.0,26,1212,25,0,2,0
28.0,1,410,30,0,2,0
38.0,11,1898,20,0,2,0
18.0,1,342,20,1,2,0
23.0,6,283,45,0,2,0
15.0,23,1132,35,0,2,0
16.0,9,626,20,0,2,0
11.0,4,168,40,0,2,0
,5,2267,15,0,2,0
,10,3164,5,1,2,1
15.0,16,577,35,0,2,0
10.0,12,488,5,0,2,0
27.0,12,1385,25,0,2,0
23.0,0,531,15,0,3,0
25.0,1,677,10,0,2,0
20.0,14,577,40,1,2,0
44.0,0,789,35,0,2,0
21.0,0,283,40,0,3,0
36.0,16,2138,30,0,2,0
25.0,0,411,40,0,3,1
16.0,8,915,20,0,2,0
33.0,18,1898,20,0,2,0
60.0,0,2688,30,0,3,1
52.0,8,3164,20,0,2,1
20.0,31,2138,40,0,2,0
23.0,0,915,15,1,3,0
46.0,3,1785,20,0,2,0
30.0,6,984,20,0,2,1
27.0,0,851,40,0,3,0
37.0,2,1212,20,0,2,0
32.0,7,488,10,0,2,0
34.0,0,531,20,0,2,0
14.0,18,625,20,0,2,0
,0,1786,35,0,3,0
13.0,19,577,15,0,2,0
23.0,0,375,45,0,3,0
22.0,9,577,20,1,2,0
23.0,8,411,30,0,2,0
31.0,17,2267,30,0,2,0
0.0,0,1212,0,0,1,2
10.0,48,3895,10,0,2,1
29.0,5,1296,20,0,2,0
44.0,0,1898,20,0,3,1
45.0,0,2402,5,0,3,0
11.0,12,375,20,0,2,0
29.0,10,1678,5,0,2,0
26.0,5,625,20,0,2,0
28.0,0,448,60,0,3,0
56.0,0,2999,20,0,3,1
,0,915,15,0,2,0
18.0,28,1678,15,0,2,0
13.0,21,789,20,0,2,0
25.0,3,731,30,0,2,0
24.0,24,1478,10,0,2,0
32.0,0,577,50,1,3,0
26.0,0,915,10,1,3,0
36.0,0,984,50,0,3,0
17.0,13,531,40,1,2,0
16.0,31,2016,10,0,2,0
32.0,4,489,40,0,2,0
27.0,18,984,40,0,2,0
19.0,25,1297,15,1,2,0
29.0,7,1478,40,0,2,0
5.0,35,2840,5,0,2,0
24.0,14,984,40,0,2,0
32.0,0,488,25,0,2,0
30.0,6,1296,60,0,2,0
45.0,13,2840,70,0,2,0
44.0,0,1478,25,1,3,0
46.0,1,1056,20,0,2,0
12.0,5,489,5,1,2,0
22.0,27,1678,50,0,2,0
42.0,2,915,40,0,2,0
46.0,0,2015,10,1,3,0
18.0,31,1785,15,0,2,0
20.0,1,789,5,1,2,0
48.0,12,3516,20,0,2,0
18.0,22,1056,40,0,2,0
50.0,0,1296,80,0,3,0
53.0,0,2402,10,1,3,0
28.0,8,916,20,0,2,0
,25,916,20,1,2,0
29.0,12,1478,80,0,2,0
25.0,6,488,20,0,2,0
39.0,0,1056,20,1,3,1
22.0,10,677,20,0,2,0
8.0,19,1385,10,0,2,0
18.0,23,915,10,0,2,0
19.0,11,531,40,0,2,0
54.0,0,3164,5,0,3,0
54.0,0,2542,5,1,3,0
26.0,12,2139,15,0,2,1
22.0,0,312,60,0,3,0
12.0,1,1212,20,1,2,0
33.0,2,577,20,0,2,0
31.0,0,790,10,0,3,0
30.0,19,2138,40,0,2,1
22.0,0,531,40,1,3,1
48.0,9,2999,30,0,2,0
60.0,0,3895,15,0,3,0
45.0,0,1898,15,0,3,1
,0,731,15,1,3,0
43.0,0,1385,60,0,3,0
45.0,1,2015,20,1,2,0
35.0,3,915,25,0,2,0
14.0,19,677,30,0,2,0
18.0,13,448,20,0,2,0
32.0,4,1212,10,1,2,0
39.0,13,2138,20,1,2,0
25.0,16,1056,40,0,2,0
11.0,16,626,15,0,2,0
23.0,32,2541,60,0,2,0
,24,1132,40,0,2,0
40.0,0,1056,40,1,3,0
42.0,11,2840,20,0,2,0
,0,1898,60,1,3,0
33.0,0,577,30,1,3,1
,0,3702,30,1,3,0
11.0,22,790,5,0,2,0
13.0,0,1678,10,0,3,1
10.0,0,1132,50,0,3,0
,2,283,20,0,2,0
41.0,16,1898,30,0,2,0
21.0,11,789,40,0,2,0
16.0,18,531,20,0,2,0
30.0,6,984,20,0,2,0
,0,625,20,1,3,0
32.0,10,2139,20,0,2,0
39.0,15,2138,60,0,2,2
30.0,18,1132,20,0,2,0
28.0,3,577,10,1,2,0
45.0,3,1478,20,0,2,0
,33,1785,20,0,2,0
33.0,8,984,20,0,2,0
16.0,35,2016,15,0,2,0
19.0,28,2138,5,0,2,0
30.0,15,1056,60,0,2,0
16.0,34,2267,40,0,2,1
24.0,11,731,20,0,2,0
36.0,0,984,40,0,3,1
34.0,2,625,50,0,2,0
17.0,7,448,20,0,2,0
50.0,0,2999,40,1,3,1
40.0,0,1385,20,0,3,2
,9,283,40,0,2,0
20.0,0,677,15,1,3,0
35.0,4,1056,20,1,2,0
14.0,17,625,10,0,2,0
7.0,23,984,5,1,2,0
,0,789,20,0,3,1
27.0,13,1132,60,0,2,0
,0,4096,20,1,3,1
40.0,17,2688,40,0,2,0
35.0,0,789,35,1,3,1
27.0,22,1678,30,0,2,0
35.0,21,2541,30,0,2,0
33.0,0,731,5,1,3,0
15.0,13,1478,10,0,2,0
35.0,0,625,20,0,3,0
31.0,6,915,80,0,2,0
19.0,0,283,40,0,3,0
24.0,17,677,20,0,2,1
51.0,0,1898,15,0,2,0
33.0,0,577,15,0,3,0
18.0,13,342,25,0,2,0
5.0,27,1056,10,0,2,0
13.0,21,732,40,0,2,0
,24,2999,20,0,2,0
30.0,18,2138,5,0,2,1
,23,915,20,0,2,0
,3,1132,20,0,2,0
,0,1478,20,0,3,1
23.0,13,851,30,0,2,1
58.0,0,2840,25,0,3,0
23.0,9,577,40,0,2,0
20.0,20,1296,20,1,2,0
15.0,36,2267,20,0,2,0
,12,1576,5,1,2,0
21.0,5,577,10,1,2,0
56.0,0,2688,40,0,3,1
18.0,10,448,10,0,2,0
10.0,27,1212,25,0,2,0
30.0,0,1478,15,1,3,0
27.0,6,1576,20,0,2,0
,0,2402,20,0,3,0
16.0,31,2015,20,0,2,0
42.0,0,1785,20,1,3,0
27.0,1,448,60,0,2,0
21.0,18,1212,30,0,2,0
30.0,1,984,20,1,2,0
7.0,0,577,20,1,3,0
,0,1212,15,1,3,0
20.0,28,3164,5,0,2,0
10.0,15,915,20,0,2,0
,19,915,25,0,2,0
43.0,0,1678,10,1,3,0
12.0,24,851,15,0,2,0
0.0,0,531,0,1,1,1
,16,984,60,0,2,0
31.0,0,626,15,1,3,2
48.0,0,1576,20,0,3,1
33.0,17,2401,20,0,2,0
18.0,18,851,10,0,2,0
35.0,0,2267,15,1,3,0
46.0,0,1898,30,0,3,1
34.0,0,531,20,0,3,0
20.0,26,984,10,0,2,0
38.0,18,2688,20,1,2,0
38.0,7,2267,20,0,2,0
24.0,14,1385,40,0,2,0
35.0,0,2688,20,0,3,1
40.0,12,2016,10,0,2,0
48.0,1,2401,25,0,2,0
17.0,31,1786,10,0,2,0
31.0,5,851,40,0,2,0
,12,851,20,0,2,0
12.0,0,150,20,0,3,0
48.0,7,3337,20,0,2,0
46.0,7,1575,20,0,2,0
10.0,20,1296,15,0,2,0
44.0,16,3702,20,0,2,1
39.0,12,1785,50,0,2,0
42.0,4,2267,10,1,2,0
24.0,0,577,40,1,2,0
40.0,0,2402,20,1,2,0
27.0,10,789,30,0,2,0
29.0,0,342,5,0,3,0
39.0,15,2688,40,0,2,1
12.0,23,916,60,0,2,0
21.0,18,1212,25,0,2,0
10.0,23,1056,30,0,2,0
51.0,3,2139,60,1,2,0
,14,1678,15,0,2,0
40.0,7,2401,20,0,2,1
23.0,17,1132,20,1,2,0
51.0,10,2688,20,0,2,0
41.0,0,916,50,0,2,0
23.0,11,625,40,0,2,0
34.0,0,677,10,0,3,0
,0,2999,40,1,3,0
25.0,28,1785,20,0,2,0
37.0,9,1898,20,0,2,0
20.0,0,410,20,1,3,0
10.0,0,375,20,1,3,0
27.0,12,1132,10,0,2,0
47.0,0,1786,15,1,3,1
10.0,0,1296,30,0,3,2
10.0,28,3702,10,1,2,1
36.0,0,677,25,0,3,0
16.0,17,731,40,0,2,0
,11,677,20,0,2,0
19.0,22,1478,60,0,2,0
27.0,0,677,5,0,3,0
29.0,16,1576,10,0,2,0
,12,1212,40,0,2,1
47.0,0,2688,60,1,3,0
11.0,22,731,5,1,2,0
25.0,8,790,50,0,2,0
21.0,5,312,40,0,2,0
,22,2015,15,0,2,0
18.0,42,3702,20,0,2,0
29.0,21,1478,20,0,2,0
38.0,12,1898,60,0,2,1
22.0,18,915,25,0,2,0
11.0,26,1212,25,0,2,1
24.0,8,577,20,0,2,0
30.0,0,1132,30,1,3,1
25.0,14,732,20,0,2,0
19.0,20,1296,40,0,2,0
31.0,2,731,30,0,2,0
36.0,2,1056,10,0,2,0
30.0,12,1132,10,0,2,0
,34,2401,20,0,2,0
20.0,21,851,20,0,2,0
7.0,0,626,10,1,3,0
,0,1478,45,0,3,0
47.0,0,1212,30,0,3,0
17.0,16,531,15,0,2,0
31.0,0,732,30,1,3,1
45.0,0,1898,60,1,2,0
42.0,6,1898,10,1,2,0
42.0,0,1212,30,0,2,0
30.0,16,1678,40,0,2,0
15.0,0,851,15,0,3,0
65.0,0,2840,25,0,3,0
20.0,20,1132,80,0,2,0
0.0,0,1576,0,0,1,1
16.0,6,625,40,0,2,0
20.0,1,677,40,1,2,0
43.0,0,1132,30,0,3,1
34.0,24,2688,50,0,2,0
28.0,12,1385,25,0,2,0
50.0,4,2401,15,1,2,0
40.0,0,2015,40,1,3,1
29.0,9,851,55,0,2,0
48.0,0,1478,20,0,3,1
30.0,13,1132,40,1,2,0
28.0,5,790,20,1,2,0
23.0,15,915,20,1,2,0
,22,2688,20,0,2,0
27.0,2,677,60,0,2,0
7.0,30,1296,20,0,2,0
25.0,0,1576,50,1,3,0
36.0,0,1478,15,0,3,0
29.0,8,1056,30,0,2,0
43.0,0,1385,40,1,3,0
0.0,0,209,0,1,1,1
13.0,8,1132,10,1,2,0
26.0,0,410,40,1,3,0
15.0,31,1576,15,0,2,0
26.0,13,1212,20,0,2,0
19.0,18,790,40,0,2,0
29.0,1,448,25,0,2,0
25.0,9,1678,25,0,2,0
30.0,22,2999,20,0,2,0
37.0,12,2401,25,0,2,1
53.0,1,1898,30,0,2,0
37.0,5,1296,30,0,2,0
30.0,0,488,65,0,3,0
18.0,29,2267,10,1,2,0
11.0,24,984,20,1,2,0
21.0,10,577,20,0,2,0
35.0,17,1296,20,1,2,0
