Estimativa_de_Insetos,Tipo_de_Cultivo,Tipo_de_Solo,Categoria_Pesticida,Doses_Semana,Semanas_Utilizando,Semanas_Sem_Uso,Temporada,dano_na_plantacao
2401,0,1,2,40,27.0,20,1,0
2840,0,0,3,30,53.0,0,1,1
375,1,0,2,15,27.0,1,3,0
1898,1,0,2,20,16.0,0,2,0
1297,0,0,2,20,20.0,28,2,0
732,0,1,2,5,30.0,2,1,0
410,0,1,2,15,11.0,14,3,0
1678,0,1,3,30,45.0,0,3,0
448,0,1,2,15,30.0,6,3,0
789,0,0,2,30,32.0,4,2,0
410,0,1,2,30,26.0,5,1,0
1478,1,0,3,20,17.0,0,1,0
915,0,1,2,45,22.0,13,3,0
1478,1,0,3,30,33.0,0,2,0
3895,0,0,2,20,5.0,46,2,0
677,0,0,2,5,10.0,21,2,0
851,0,1,3,25,40.0,0,2,1
2139,0,0,2,40,45.0,8,3,0
3164,0,1,2,10,17.0,36,1,1
1385,0,0,2,30,22.0,27,2,0
2016,0,0,2,30,,9,3,1
1132,0,0,3,10,21.0,0,2,0
375,1,1,3,40,26.0,0,3,0
1576,1,0,2,10,16.0,11,3,0
1212,0,0,2,5,23.0,14,3,0
2541,1,1,3,20,37.0,0,2,0
789,0,1,2,10,26.0,10,3,0
448,0,0,2,15,15.0,2,2,0
1785,0,0,2,15,7.0,11,2,0
283,0,0,2,10,,1,1,0
984,0,0,2,30,40.0,0,2,0
2016,1,0,3,20,57.0,0,3,0
1212,0,0,2,60,32.0,11,2,0
3516,1,0,3,40,59.0,0,2,0
1678,1,0,2,20,20.0,24,2,0
984,0,0,2,20,37.0,4,2,0
531,0,1,2,20,21.0,7,3,0
2138,0,0,2,30,36.0,14,2,1
531,0,1,2,20,12.0,13,2,0
732,0,1,2,50,25.0,6,2,0
626,0,0,2,40,28.0,13,1,0
915,0,1,2,5,19.0,11,1,0
851,0,0,3,30,40.0,0,2,0
448,1,0,2,40,24.0,5,3,0
677,0,1,2,45,32.0,1,2,0
851,0,0,2,40,31.0,12,2,0
1132,1,1,3,30,20.0,0,2,0
2542,1,1,3,5,53.0,0,2,0
2840,1,0,2,15,11.0,38,3,0
2016,1,0,3,20,39.0,0,1,0
2139,1,1,3,15,27.0,0,3,0
531,0,1,3,35,32.0,0,2,0
1576,1,0,2,20,,6,1,0
1056,0,1,2,40,27.0,12,1,0
2016,0,0,2,40,51.0,1,3,0
1678,0,0,2,10,,14,2,0
984,0,0,2,15,26.0,12,2,0
1297,0,1,2,40,38.0,1,3,0
984,0,0,2,10,12.0,19,1,0
577,0,0,2,60,24.0,9,2,0
1678,0,0,2,20,32.0,21,2,0
1786,1,0,3,30,46.0,0,2,1
1212,0,0,3,30,43.0,0,3,0
2542,1,0,2,5,16.0,24,2,0
1898,0,1,3,15,51.0,0,2,1
1056,0,1,3,30,43.0,0,1,0
915,1,1,1,0,,0,3,1
1212,0,1,2,30,39.0,5,1,0
489,0,1,2,20,16.0,12,2,0
411,1,0,2,10,24.0,5,3,0
625,0,1,2,30,25.0,7,2,0
2687,1,0,2,35,41.0,9,2,0
3337,1,0,3,20,40.0,0,2,2
1576,1,0,3,25,32.0,0,1,0
1898,0,0,3,10,51.0,0,2,0
915,0,0,2,5,22.0,18,2,0
1678,0,0,2,20,27.0,20,1,0
2999,1,0,3,25,25.0,0,1,0
1785,1,0,2,30,8.0,35,2,0
2267,0,1,2,70,41.0,12,2,0
1212,0,1,2,15,14.0,27,1,0
851,0,0,2,40,23.0,19,2,0
851,0,1,2,10,30.0,10,2,0
1385,0,0,2,60,36.0,10,1,0
1212,0,1,2,65,,4,2,0
2139,1,0,2,15,16.0,33,3,0
577,0,1,3,40,31.0,0,2,1
1297,1,0,3,20,29.0,0,1,0
1785,0,0,2,20,33.0,4,2,0
1212,0,1,2,20,25.0,19,1,0
1478,0,1,2,60,31.0,18,2,0
677,0,0,3,25,30.0,0,2,0
1056,0,0,3,60,40.0,0,1,0
732,0,1,3,35,15.0,0,1,0
2267,0,1,3,20,52.0,0,3,1
1296,0,0,2,20,44.0,1,2,0
3337,0,0,2,20,50.0,11,1,0
2999,0,1,2,40,19.0,21,2,0
984,1,1,3,30,40.0,0,1,2
2139,0,1,2,20,30.0,23,2,0
1212,1,0,2,60,34.0,10,1,0
448,1,0,3,60,28.0,0,2,0
984,0,0,2,20,,2,2,0
2267,0,0,2,20,15.0,34,3,0
851,0,1,2,50,9.0,19,2,0
2999,1,0,2,20,39.0,14,2,0
851,0,0,2,20,34.0,4,3,1
2267,0,0,2,10,34.0,19,1,0
1575,0,0,2,15,15.0,23,3,0
2015,0,0,2,20,23.0,28,1,0
2267,0,1,2,40,35.0,19,1,0
1678,0,0,3,10,54.0,0,2,0
1056,0,0,3,10,,0,2,0
283,1,1,3,40,27.0,0,2,0
1212,0,1,2,15,20.0,18,2,0
3165,0,0,2,20,6.0,45,2,0
2542,0,0,2,10,16.0,41,2,0
2267,1,0,3,10,35.0,0,2,1
448,0,1,2,25,17.0,8,1,0
1786,0,0,2,20,42.0,10,1,2
1132,1,0,3,20,39.0,0,3,0
1296,0,0,2,30,,20,3,0
851,1,1,3,30,31.0,0,1,0
2999,0,1,2,15,15.0,29,2,0
1297,0,0,3,25,,0,2,0
3895,0,0,2,10,27.0,34,2,0
984,0,0,2,30,17.0,11,2,0
342,1,1,3,10,10.0,0,2,0
2999,0,0,3,10,60.0,0,3,1
1056,0,1,2,40,,10,2,0
2541,1,1,3,20,52.0,0,3,0
1478,0,0,3,40,35.0,0,3,1
488,1,0,2,5,29.0,3,3,0
1132,0,0,2,40,22.0,18,2,1
915,0,0,2,20,10.0,15,1,0
1678,0,1,3,20,39.0,0,1,0
1478,1,0,2,15,,2,2,0
3702,0,1,2,50,40.0,23,2,1
915,1,0,2,40,25.0,4,2,0
1576,0,1,2,10,,11,1,0
531,0,1,2,25,16.0,18,2,0
1132,0,0,3,20,44.0,0,3,0
1132,1,0,2,40,,12,2,0
375,0,0,2,20,19.0,9,2,0
1212,0,1,2,60,20.0,13,3,0
1212,0,0,2,70,15.0,20,3,0
188,1,0,3,25,7.0,0,1,0
2541,0,1,3,20,53.0,0,1,1
1678,0,1,3,10,48.0,0,2,0
1576,0,0,2,10,22.0,33,3,0
1132,1,0,2,5,22.0,16,2,0
1478,0,0,2,30,28.0,16,2,0
984,0,0,3,60,10.0,0,1,0
851,0,0,2,30,34.0,7,1,1
2139,0,1,2,30,32.0,17,2,0
2267,0,1,2,30,,24,2,1
2999,0,1,2,25,22.0,34,2,0
984,1,0,2,40,,1,1,0
1132,0,0,2,15,23.0,20,2,0
625,0,0,2,30,10.0,20,2,0
2267,0,0,2,30,43.0,9,2,1
2688,1,0,3,40,50.0,0,2,1
1576,0,1,2,15,11.0,33,1,0
489,0,0,2,15,30.0,1,1,0
2401,0,0,3,30,,0,2,1
2267,0,1,2,10,14.0,27,1,1
2267,0,0,2,5,37.0,19,2,0
1132,0,1,2,50,34.0,0,2,0
851,1,0,2,15,24.0,8,2,0
625,0,0,3,25,36.0,0,1,0
375,1,0,3,30,25.0,0,3,0
1056,0,1,3,60,27.0,0,2,0
3895,1,0,2,10,27.0,34,2,0
732,0,0,2,60,22.0,14,2,0
984,0,1,2,40,11.0,26,1,0
1132,1,0,2,20,34.0,6,2,0
677,1,0,2,15,16.0,2,1,0
789,1,0,3,20,6.0,0,2,0
1478,0,1,2,30,36.0,6,1,0
411,0,1,2,5,17.0,9,2,0
1385,0,0,2,5,11.0,5,1,0
1678,0,0,3,40,,0,3,0
448,1,0,3,20,28.0,0,3,1
915,1,1,3,5,6.0,0,1,0
677,0,1,2,30,22.0,12,2,0
1132,0,1,2,50,37.0,3,1,0
168,0,0,3,10,7.0,0,3,0
626,0,1,3,40,34.0,0,1,1
677,0,1,2,45,27.0,9,1,0
2401,0,1,2,60,39.0,12,2,0
1132,0,1,2,15,25.0,13,3,0
984,1,0,2,10,37.0,1,1,0
375,1,0,2,15,24.0,2,1,0
2688,0,0,2,15,,34,2,0
410,1,0,2,50,16.0,13,2,0
1385,0,0,2,60,42.0,4,2,2
1575,0,1,1,0,0.0,0,2,1
1212,0,0,2,20,24.0,18,2,0
2267,0,0,2,5,40.0,8,2,0
1296,1,0,2,15,15.0,2,1,0
1786,0,1,2,20,25.0,3,2,0
1678,1,1,3,15,48.0,0,2,0
577,0,1,3,60,31.0,0,2,0
2267,0,0,3,5,43.0,0,2,0
1678,0,1,2,30,40.0,8,2,1
2688,0,0,3,40,60.0,0,3,0
1056,0,1,3,30,37.0,0,2,0
2267,0,1,3,20,45.0,0,3,0
984,0,0,2,30,14.0,23,1,0
1785,1,0,2,10,25.0,3,1,0
168,0,1,3,50,20.0,0,1,0
1212,1,0,2,10,7.0,13,2,0
2541,1,0,2,40,42.0,15,3,0
1678,1,0,2,5,20.0,22,3,0
1478,1,0,2,10,39.0,3,2,0
577,0,1,2,20,6.0,13,2,0
2138,0,0,2,50,,15,2,0
1478,0,0,3,40,48.0,0,2,1
1898,0,1,2,30,34.0,14,1,1
3337,0,0,2,15,19.0,40,1,0
1296,0,0,3,30,46.0,0,2,1
1478,0,0,3,35,47.0,0,1,1
984,0,1,2,30,19.0,18,2,0
3337,1,1,3,10,55.0,0,2,0
1297,0,1,2,40,36.0,9,2,1
448,0,0,2,30,20.0,13,1,0
577,1,1,1,0,0.0,0,1,2
3165,0,1,3,20,40.0,0,3,1
1678,1,0,2,5,36.0,12,1,0
1785,0,1,2,30,38.0,10,1,0
1385,0,1,2,20,15.0,29,2,0
2139,0,0,2,10,28.0,30,2,1
915,1,0,2,40,39.0,7,3,0
1898,1,0,2,10,22.0,26,2,0
488,0,1,2,5,,5,2,0
2402,0,0,2,40,37.0,20,2,0
2999,0,0,2,25,20.0,24,1,0
2402,0,1,2,40,42.0,0,3,0
2016,0,0,2,20,30.0,22,2,1
984,0,1,2,15,22.0,16,2,0
2016,0,1,2,40,41.0,12,1,0
3165,0,0,2,20,48.0,6,2,0
851,0,1,2,20,17.0,16,1,0
1576,1,0,2,10,19.0,25,2,0
984,0,1,2,40,28.0,6,3,0
577,0,0,2,20,28.0,1,3,0
1056,1,0,2,40,37.0,1,3,0
789,0,1,2,40,24.0,14,2,0
3516,0,0,3,25,64.0,0,2,1
851,0,1,2,10,36.0,1,2,0
2688,0,1,2,30,44.0,12,3,0
851,1,0,2,30,34.0,2,2,0
984,0,1,2,40,24.0,0,3,0
2541,0,1,2,40,32.0,19,2,0
1132,0,0,2,30,29.0,12,2,0
1385,0,1,2,20,22.0,21,3,1
1212,0,1,2,15,12.0,24,2,0
851,0,1,2,25,29.0,16,2,0
375,1,0,2,10,5.0,12,2,0
1785,0,1,2,20,,10,2,1
1132,0,1,2,30,32.0,5,1,0
577,1,0,2,30,27.0,1,2,0
916,0,0,2,20,32.0,5,2,0
851,0,1,2,10,17.0,17,1,0
677,1,0,3,15,30.0,0,2,1
1898,1,0,2,40,20.0,20,2,0
1385,0,1,2,30,37.0,8,1,0
1678,1,0,2,5,28.0,14,1,0
916,0,0,2,40,18.0,22,1,0
2402,0,0,2,50,29.0,27,2,0
1212,1,0,2,5,16.0,14,2,0
1132,0,0,2,20,11.0,21,2,0
1212,0,1,2,10,10.0,27,3,0
1056,0,1,2,10,38.0,4,2,0
2016,0,1,3,10,32.0,0,3,0
1385,0,1,2,10,,11,1,0
488,0,1,2,40,16.0,12,2,0
3165,0,0,2,20,48.0,9,2,1
2016,0,1,2,30,45.0,5,2,0
2541,1,1,3,10,52.0,0,2,0
411,0,1,2,40,23.0,2,1,0
1785,0,0,3,10,20.0,0,1,0
626,0,1,2,10,12.0,15,2,0
851,0,1,2,60,34.0,2,3,0
1785,0,1,2,40,28.0,10,2,0
916,1,0,2,5,15.0,5,2,0
2541,0,1,2,30,55.0,3,3,1
1678,0,0,2,10,,29,1,0
1478,0,1,2,10,26.0,14,2,0
375,0,1,2,20,,7,2,0
1385,1,0,3,40,44.0,0,1,0
1056,0,1,3,25,35.0,0,2,0
2402,0,0,3,30,54.0,0,2,2
915,1,0,2,10,25.0,1,3,0
626,1,1,3,5,15.0,0,2,0
677,0,1,2,25,23.0,13,2,0
2015,0,0,3,20,50.0,0,2,1
2138,0,1,2,30,33.0,15,3,1
916,0,1,2,30,29.0,15,2,0
850,0,1,2,30,23.0,14,2,0
488,0,0,3,60,34.0,0,1,0
916,0,1,3,20,40.0,0,2,1
1212,1,0,2,10,36.0,3,1,0
789,1,1,3,20,34.0,0,1,1
984,0,0,3,5,30.0,0,1,0
984,0,0,2,25,35.0,3,2,0
3337,0,0,3,30,,0,3,0
915,0,1,2,60,28.0,13,3,0
1056,1,0,2,40,29.0,14,2,0
851,0,1,2,20,18.0,20,1,1
625,0,1,2,50,27.0,7,2,0
169,1,0,3,10,18.0,0,1,0
531,0,0,3,20,,0,3,1
1678,1,0,2,10,38.0,1,2,1
731,1,0,2,40,32.0,5,2,0
448,0,0,3,20,25.0,0,3,1
448,0,0,2,60,20.0,7,3,0
790,0,1,2,50,15.0,20,3,0
1785,1,0,3,10,,0,1,1
342,0,0,3,20,21.0,0,3,0
2139,1,0,3,20,32.0,0,2,0
731,0,0,2,10,35.0,3,3,0
677,0,1,2,20,20.0,15,1,2
531,1,1,3,10,18.0,0,2,0
984,0,1,3,50,38.0,0,2,0
448,0,0,3,15,34.0,0,1,0
1678,0,1,2,15,27.0,14,3,0
850,0,0,2,10,20.0,18,2,0
1132,1,0,2,20,38.0,1,2,0
1385,0,1,2,20,25.0,12,2,0
2687,0,1,2,15,54.0,6,2,0
1678,0,1,3,35,,0,1,0
1056,0,0,2,60,37.0,4,3,0
2999,1,0,3,5,25.0,0,1,1
626,0,1,3,40,,0,2,1
2139,1,0,2,40,20.0,18,1,0
1056,1,0,2,25,37.0,0,2,0
1478,0,0,2,50,49.0,1,2,0
1898,0,1,2,40,37.0,14,1,0
1132,0,1,2,60,18.0,22,2,0
577,0,1,3,75,38.0,0,3,0
731,0,1,2,45,18.0,13,2,0
984,0,0,2,40,30.0,2,2,1
2688,0,0,2,30,43.0,1,2,0
2687,0,0,2,15,,29,2,0
1385,1,1,3,20,,0,1,0
2015,0,0,2,50,40.0,11,3,0
2016,1,0,2,20,30.0,3,2,0
732,0,0,2,25,15.0,16,2,0
2015,1,0,2,40,46.0,6,2,0
3516,0,0,2,20,40.0,20,2,0
1132,0,0,2,20,30.0,16,1,0
1132,0,0,2,60,,9,3,1
1898,0,1,2,20,30.0,3,2,0
2401,0,0,2,20,,10,2,0
531,1,0,2,25,15.0,7,1,0
168,1,0,3,20,18.0,0,2,1
151,0,1,2,20,15.0,4,2,0
1786,0,0,2,30,,5,2,0
448,0,1,2,50,20.0,14,2,0
410,0,0,3,15,,0,1,0
2840,0,1,3,20,57.0,0,2,0
1056,0,1,2,50,36.0,9,1,0
3896,1,1,3,10,50.0,0,3,0
2999,1,1,3,20,,0,3,0
375,1,0,2,20,6.0,6,2,0
283,0,0,2,10,5.0,11,1,0
2267,0,1,2,40,29.0,18,2,1
789,0,1,2,5,23.0,13,2,0
3164,1,0,2,20,42.0,4,2,0
1296,0,1,2,20,43.0,2,1,0
342,0,0,2,60,23.0,4,3,0
915,1,0,2,25,36.0,1,2,0
3516,1,0,3,10,47.0,0,1,0
1385,0,1,1,0,0.0,0,2,1
677,0,0,2,15,25.0,11,2,0
2688,0,0,2,10,47.0,10,3,0
531,1,0,3,35,27.0,0,3,0
448,1,0,2,30,28.0,5,1,0
677,0,0,2,15,30.0,4,1,0
1385,1,0,2,40,18.0,27,2,0
984,0,1,2,10,23.0,10,2,0
1786,1,1,3,15,,0,2,0
342,1,0,2,20,7.0,8,2,0
3702,1,0,3,10,38.0,0,1,0
916,0,0,2,50,34.0,5,3,0
1898,0,1,2,5,9.0,35,1,0
915,0,0,2,5,10.0,25,1,0
2999,0,1,2,40,34.0,16,3,0
283,1,0,2,30,20.0,1,3,0
1296,1,1,3,5,36.0,0,3,0
2999,0,0,2,20,46.0,12,2,0
168,1,0,3,10,18.0,0,2,1
2138,0,1,3,20,55.0,0,3,0
790,1,0,3,20,15.0,0,1,0
984,0,1,2,25,23.0,13,3,0
1575,1,0,2,30,45.0,2,3,0
2402,0,0,2,15,40.0,10,3,0
1212,0,1,2,40,33.0,15,3,0
448,1,0,2,10,7.0,9,3,0
790,0,1,2,15,26.0,6,2,0
1056,0,0,2,40,29.0,7,2,1
531,1,0,3,20,14.0,0,2,0
3165,0,0,2,40,20.0,40,1,1
1785,0,1,2,20,33.0,15,2,0
2542,0,1,1,0,,0,2,2
1898,1,0,2,35,41.0,4,2,0
677,0,1,2,10,21.0,11,1,0
677,0,1,2,15,22.0,17,2,0
1385,0,0,2,20,20.0,17,1,0
984,1,0,2,20,5.0,21,3,0
1898,0,1,3,30,43.0,0,1,0
209,0,0,3,10,18.0,0,1,0
2267,0,1,2,20,48.0,5,2,0
168,0,1,2,10,17.0,2,1,0
1296,1,1,3,30,27.0,0,3,0
2267,0,0,2,20,20.0,22,2,0
732,0,1,2,20,36.0,0,2,0
410,1,0,2,30,,5,3,0
1132,1,0,2,15,,21,2,0
1785,0,1,2,50,17.0,32,1,1
410,0,0,1,0,0.0,0,3,1
984,0,1,2,45,14.0,25,2,0
1385,0,0,2,25,24.0,15,1,0
625,0,1,3,30,29.0,0,1,2
677,0,1,2,15,16.0,18,2,0
1297,0,1,2,15,22.0,19,1,0
488,1,0,3,30,10.0,0,2,0
1212,0,1,2,20,30.0,10,3,0
1575,0,1,2,20,10.0,23,3,0
3165,0,1,2,30,49.0,13,2,0
1212,0,0,3,20,41.0,0,3,0
2541,0,0,2,20,55.0,3,2,0
2542,1,0,3,10,61.0,0,2,0
626,0,1,2,15,15.0,5,3,0
2688,0,0,2,15,35.0,20,2,0
984,1,0,2,20,36.0,1,1,0
1385,1,1,1,0,0.0,0,1,1
677,0,0,2,10,21.0,15,2,0
1056,0,1,2,25,16.0,23,1,0
577,0,1,2,20,15.0,9,3,0
1212,0,1,2,40,36.0,6,3,0
1056,0,0,1,0,,0,1,1
732,0,1,2,50,29.0,4,3,0
1385,0,1,2,80,,23,2,1
789,0,1,2,35,30.0,11,1,0
851,1,0,2,5,6.0,13,2,0
2402,0,1,2,30,41.0,15,1,0
851,0,1,2,10,27.0,11,2,0
2688,0,1,3,25,46.0,0,3,0
2267,1,0,2,5,7.0,32,2,0
342,0,0,2,40,20.0,3,1,0
232,0,1,2,40,13.0,9,1,0
2267,1,0,1,0,0.0,0,3,2
3164,0,0,2,10,,33,2,0
851,0,1,3,20,40.0,0,2,1
984,0,1,2,30,19.0,16,1,0
915,1,0,2,40,26.0,13,1,0
1898,0,0,2,20,36.0,9,1,0
1297,0,0,2,20,40.0,10,2,0
1678,0,0,2,15,21.0,22,2,1
577,1,0,2,15,19.0,16,1,0
1478,1,1,3,40,20.0,0,1,0
2267,0,1,2,20,32.0,25,3,0
1056,0,1,2,30,22.0,15,2,0
1132,1,1,3,5,30.0,0,1,1
410,1,0,3,40,23.0,0,2,1
851,0,1,3,20,36.0,0,3,0
3516,1,0,3,10,,0,3,0
2688,0,1,2,35,53.0,5,2,0
448,1,1,3,15,12.0,0,2,0
789,0,1,2,25,28.0,5,2,0
448,0,0,2,15,23.0,14,3,0
1785,0,1,2,15,9.0,35,1,0
916,0,1,3,15,,0,1,1
1678,0,1,2,15,45.0,1,1,0
625,0,1,2,30,24.0,6,2,0
2267,0,0,2,30,32.0,19,1,1
1576,1,0,3,20,47.0,0,1,0
2138,0,1,2,35,17.0,34,1,0
1212,0,0,3,20,,0,1,0
2016,0,1,3,10,47.0,0,3,0
789,0,1,2,15,15.0,23,2,0
2138,1,0,3,10,17.0,0,1,0
1296,0,0,2,10,,2,2,0
1132,0,0,3,40,28.0,0,2,1
2541,1,0,3,15,49.0,0,3,0
2401,0,0,2,20,38.0,14,1,0
1056,0,0,3,40,28.0,0,2,0
1056,1,1,3,20,16.0,0,2,0
375,0,0,2,20,21.0,7,1,0
984,1,0,3,5,,0,1,0
677,0,0,2,50,33.0,6,2,0
2402,0,1,3,20,48.0,0,3,1
1576,1,1,3,20,47.0,0,1,0
789,0,1,2,40,31.0,2,2,0
531,0,0,2,10,12.0,18,3,0
1385,1,0,2,15,32.0,8,3,0
1296,0,0,2,35,23.0,14,1,0
2840,0,1,2,30,37.0,14,3,0
1576,0,1,2,15,25.0,8,2,0
1297,0,1,2,45,36.0,6,2,0
1478,1,0,2,10,32.0,12,1,0
1212,0,0,2,20,19.0,26,2,0
1385,0,0,2,15,34.0,11,3,0
1385,0,1,2,50,19.0,23,1,1
488,0,1,2,10,25.0,3,2,0
3702,0,0,3,20,35.0,0,2,0
1056,0,1,2,60,32.0,11,1,0
1296,0,1,2,30,25.0,14,3,0
731,1,0,3,30,38.0,0,3,0
2016,0,1,2,20,26.0,17,2,0
2139,1,0,2,5,25.0,23,2,0
283,1,0,2,5,22.0,6,3,0
2267,1,0,2,20,,4,2,0
151,1,0,3,60,15.0,0,2,0
375,1,1,3,25,27.0,0,3,0
1478,0,1,2,15,10.0,28,2,0
1385,0,0,2,30,36.0,8,1,0
625,1,0,2,40,29.0,6,1,0
531,0,0,3,30,27.0,0,1,1
2138,0,0,2,15,20.0,3,1,0
1212,1,0,2,40,30.0,16,1,0
2401,0,0,2,40,42.0,14,1,0
984,0,1,2,35,14.0,24,1,0
2401,0,0,2,30,45.0,3,2,0
677,0,0,2,40,12.0,21,3,1
2541,1,0,2,20,51.0,1,1,0
625,0,1,2,15,30.0,1,1,0
2267,0,0,2,15,35.0,26,3,0
732,0,1,2,10,8.0,18,3,0
1056,0,0,3,20,40.0,0,2,1
915,1,0,3,15,25.0,0,2,0
2267,1,1,3,40,51.0,0,1,1
677,1,0,2,20,31.0,4,2,0
851,0,1,2,10,19.0,16,2,0
1678,0,0,2,10,12.0,30,1,0
1678,0,1,2,25,32.0,16,1,0
1785,0,0,2,20,16.0,31,2,0
3895,0,0,2,40,,25,2,0
1385,1,0,3,20,43.0,0,2,2
2015,0,0,2,20,43.0,8,2,0
1478,1,0,3,20,15.0,0,2,0
1056,0,0,2,15,20.0,16,2,0
984,0,1,2,10,26.0,11,2,1
3515,0,1,3,30,56.0,0,2,2
1385,0,0,2,60,42.0,4,1,0
342,1,1,3,15,24.0,0,1,0
1678,0,0,2,15,32.0,14,2,0
1785,0,1,2,30,44.0,7,1,0
531,0,0,2,40,19.0,16,2,0
1785,1,0,2,20,44.0,5,2,0
677,0,1,2,90,35.0,3,2,0
1296,1,0,2,20,24.0,20,2,0
1786,1,1,3,40,39.0,0,1,1
577,1,1,3,5,13.0,0,2,0
2015,0,1,2,40,28.0,20,1,0
1212,1,0,2,10,34.0,5,2,0
448,0,1,3,35,31.0,0,3,0
1297,0,0,3,30,,0,3,0
2015,0,0,2,30,,18,2,0
916,0,1,2,15,35.0,0,2,0
915,1,0,2,10,,3,2,0
3516,0,0,3,5,60.0,0,1,1
232,1,0,2,5,10.0,1,2,0
2138,0,1,2,30,34.0,13,2,0
2267,1,0,2,40,28.0,14,2,1
188,0,0,3,40,24.0,0,1,0
1478,0,1,2,40,30.0,7,3,0
1296,0,0,2,20,31.0,10,1,1
731,1,0,2,10,,5,3,0
2138,0,0,2,45,37.0,16,1,0
851,0,0,2,10,20.0,5,2,0
1576,1,0,2,10,28.0,18,2,0
2139,1,0,2,40,40.0,13,1,0
2016,0,1,2,30,47.0,5,1,1
2542,0,0,3,10,55.0,0,1,1
1296,0,0,3,40,41.0,0,2,0
1678,0,1,2,40,15.0,27,3,0
677,0,0,3,20,20.0,0,1,0
625,0,0,2,60,5.0,13,2,0
3337,0,1,2,40,24.0,31,3,0
1576,1,0,2,25,40.0,6,1,0
1212,0,0,2,10,41.0,3,2,0
1296,1,0,2,40,,22,3,0
1576,0,0,2,10,19.0,18,2,0
2688,1,0,2,25,10.0,19,3,0
3164,0,1,2,15,16.0,42,3,1
2542,0,0,3,20,54.0,0,2,1
2402,0,0,2,20,35.0,17,2,0
1132,0,0,2,20,28.0,6,1,0
2999,0,1,2,20,15.0,34,1,1
1212,0,1,2,20,36.0,2,2,0
916,1,0,2,20,,1,2,0
1576,1,1,3,30,22.0,0,2,0
1576,0,1,2,20,17.0,27,3,0
732,1,0,2,20,21.0,11,2,0
851,0,1,2,20,22.0,10,2,0
1212,0,0,3,15,31.0,0,2,0
1478,1,0,2,20,20.0,6,1,0
2840,0,1,2,20,54.0,1,1,0
789,0,0,2,5,20.0,13,2,0
677,0,1,2,60,25.0,7,3,0
375,0,0,2,20,20.0,10,1,0
1056,0,1,3,20,36.0,0,2,1
851,0,0,3,15,31.0,0,2,0
311,0,1,2,25,20.0,2,3,0
1785,1,0,2,40,38.0,7,2,0
2542,0,0,2,40,32.0,21,1,1
2999,1,0,2,15,8.0,36,2,0
283,0,0,2,50,23.0,3,2,0
1898,0,0,2,10,20.0,31,2,0
3337,0,0,3,5,48.0,0,3,0
789,0,0,2,80,27.0,10,2,0
2401,0,1,2,15,,34,2,1
1678,1,0,3,20,30.0,0,2,1
448,1,0,3,10,16.0,0,3,0
1898,0,1,2,15,10.0,16,2,0
1898,1,1,3,25,20.0,0,2,0
531,0,0,3,40,31.0,0,2,0
188,1,1,3,20,8.0,0,1,0
1785,0,1,2,20,22.0,23,2,0
1785,0,0,2,40,42.0,13,2,0
577,0,1,3,55,33.0,0,1,0
677,1,0,3,30,18.0,0,1,0
1056,1,0,3,25,40.0,0,2,0
1297,1,0,2,20,35.0,6,2,0
1212,0,1,2,50,20.0,24,1,0
1297,0,0,2,40,41.0,10,2,0
1297,0,1,2,20,28.0,16,2,2
2840,1,1,3,15,43.0,0,3,0
984,0,0,2,40,13.0,26,3,1
851,0,0,2,40,17.0,22,1,0
2840,0,0,2,20,25.0,27,3,0
1898,0,1,2,20,37.0,9,1,0
1478,0,1,2,20,,1,1,0
531,0,1,3,25,25.0,0,1,1
677,0,1,2,10,24.0,2,1,0
2401,0,1,2,10,30.0,25,1,0
2139,1,0,2,5,39.0,11,2,0
1576,0,1,2,20,36.0,11,1,1
1132,0,1,2,50,38.0,3,2,1
984,1,1,3,60,34.0,0,1,0
2267,0,0,2,20,51.0,1,2,1
1385,0,1,3,10,39.0,0,1,0
312,0,1,2,15,11.0,11,1,0
984,1,0,2,10,,16,3,0
1478,0,0,2,20,22.0,27,1,0
1385,0,0,3,20,32.0,0,1,1
488,1,0,3,10,20.0,0,1,0
1056,0,0,2,30,31.0,11,1,0
916,0,1,2,5,7.0,25,2,1
1576,0,0,3,10,49.0,0,2,0
2401,0,1,2,20,10.0,39,2,0
2401,0,1,2,20,14.0,35,2,0
789,0,1,3,70,32.0,0,2,0
1678,0,1,2,60,25.0,20,2,0
188,0,0,2,10,,7,2,0
342,0,1,2,40,18.0,5,2,0
2999,0,1,2,20,28.0,29,1,1
851,1,0,1,0,,0,2,1
410,0,1,2,60,24.0,7,1,0
850,1,1,3,5,31.0,0,2,0
1056,1,0,2,10,9.0,8,3,1
2999,1,1,3,15,25.0,0,1,0
1478,0,1,2,35,26.0,14,1,0
1296,0,1,2,40,,13,1,0
732,0,1,2,20,21.0,9,2,0
2688,1,0,2,20,30.0,6,2,0
1212,0,0,3,30,45.0,0,2,0
2139,0,1,2,40,40.0,11,3,0
1898,0,0,2,40,36.0,16,2,0
448,1,1,3,25,20.0,0,3,0
1385,0,0,2,10,30.0,16,3,0
1385,1,1,3,5,,0,2,1
1898,0,1,2,20,,7,2,0
531,0,0,2,15,10.0,0,2,0
3336,0,1,3,20,40.0,0,1,1
851,1,0,2,30,28.0,10,2,0
677,0,1,3,20,10.0,0,2,0
984,0,0,2,10,33.0,7,1,0
625,0,1,2,25,20.0,8,2,0
3165,1,1,3,20,62.0,0,1,0
1385,1,0,2,20,29.0,2,1,0
