Semanas_Utilizando,Semanas_Sem_Uso,Estimativa_de_Insetos,Doses_Semana,Tipo_de_Cultivo,Categoria_Pesticida,dano_na_plantacao
0.0,1.0,27.0,11.0,790.0,20.0,0
0.0,1.0,27.0,28.0,2840.0,20.0,0
1.0,1.0,13.0,12.0,411.0,40.0,0
0.0,1.0,29.0,7.0,1056.0,10.0,0
0.0,1.0,35.0,2.0,732.0,10.0,0
1.0,1.0,28.0,4.0,851.0,40.0,1
0.0,1.0,10.0,18.0,790.0,30.0,0
0.0,2.0,48.0,0.0,1678.0,25.0,0
0.0,1.0,28.0,3.0,850.0,20.0,0
0.0,1.0,10.0,15.0,411.0,20.0,1
1.0,1.0,36.0,13.0,2015.0,10.0,0
0.0,1.0,55.0,2.0,2840.0,15.0,0
0.0,1.0,30.0,7.0,984.0,40.0,0
0.0,1.0,41.0,19.0,3516.0,10.0,0
0.0,1.0,34.0,17.0,2267.0,20.0,0
0.0,2.0,36.0,0.0,1478.0,15.0,1
0.0,1.0,60.0,10.0,4097.0,60.0,0
0.0,1.0,25.0,10.0,1056.0,50.0,0
0.0,1.0,38.0,0.0,1478.0,60.0,0
0.0,1.0,18.0,15.0,677.0,60.0,0
0.0,2.0,47.0,0.0,1385.0,40.0,1
0.0,1.0,25.0,12.0,789.0,30.0,0
1.0,2.0,24.0,0.0,448.0,15.0,0
0.0,1.0,37.0,14.0,1898.0,20.0,0
1.0,1.0,40.0,10.0,1898.0,15.0,0
1.0,2.0,30.0,0.0,2840.0,10.0,0
0.0,1.0,33.0,10.0,1898.0,20.0,1
1.0,1.0,14.0,4.0,531.0,10.0,0
1.0,2.0,18.0,0.0,375.0,5.0,0
0.0,1.0,43.0,2.0,1385.0,25.0,0
0.0,2.0,40.0,0.0,1297.0,40.0,1
1.0,2.0,5.0,0.0,448.0,25.0,0
0.0,1.0,28.0,15.0,411.0,15.0,0
0.0,1.0,25.0,1.0,789.0,20.0,0
0.0,1.0,5.0,25.0,1478.0,5.0,0
1.0,2.0,37.0,0.0,790.0,20.0,2
0.0,2.0,43.0,0.0,1296.0,45.0,0
0.0,2.0,31.0,0.0,1478.0,60.0,0
0.0,1.0,46.0,5.0,1785.0,15.0,1
1.0,1.0,11.0,24.0,1212.0,20.0,0
1.0,1.0,28.0,7.0,1478.0,15.0,0
1.0,2.0,54.0,0.0,2138.0,10.0,1
0.0,2.0,62.0,0.0,3337.0,10.0,0
0.0,2.0,25.0,0.0,232.0,10.0,0
0.0,2.0,55.0,0.0,2541.0,20.0,1
0.0,1.0,35.0,2.0,2267.0,20.0,0
0.0,1.0,43.0,7.0,2541.0,25.0,0
1.0,1.0,38.0,12.0,1898.0,5.0,0
0.0,1.0,30.0,11.0,1575.0,20.0,0
0.0,1.0,24.0,7.0,851.0,30.0,0
0.0,2.0,54.0,0.0,2541.0,40.0,0
0.0,1.0,37.0,0.0,1898.0,20.0,0
0.0,1.0,37.0,4.0,1212.0,15.0,0
0.0,1.0,51.0,0.0,1478.0,20.0,0
1.0,1.0,18.0,22.0,984.0,20.0,0
1.0,2.0,22.0,0.0,1297.0,15.0,0
0.0,1.0,19.0,16.0,851.0,40.0,0
1.0,1.0,19.0,6.0,283.0,20.0,0
0.0,1.0,33.0,6.0,1296.0,25.0,0
0.0,1.0,30.0,8.0,1678.0,20.0,0
1.0,1.0,9.0,1.0,151.0,60.0,0
1.0,2.0,42.0,0.0,1296.0,60.0,0
0.0,1.0,25.0,10.0,789.0,30.0,0
0.0,1.0,14.0,17.0,731.0,15.0,0
0.0,2.0,40.0,0.0,2267.0,40.0,0
0.0,1.0,16.0,27.0,1478.0,20.0,0
1.0,2.0,28.0,0.0,677.0,5.0,0
0.0,2.0,58.0,0.0,2138.0,30.0,1
0.0,1.0,46.0,7.0,1786.0,20.0,1
0.0,1.0,19.0,12.0,851.0,20.0,0
1.0,2.0,47.0,0.0,1786.0,10.0,0
1.0,0.0,0.0,0.0,283.0,0.0,1
1.0,1.0,25.0,11.0,2267.0,20.0,0
0.0,1.0,32.0,10.0,1297.0,15.0,0
0.0,2.0,46.0,0.0,1132.0,25.0,0
0.0,1.0,30.0,21.0,2541.0,15.0,0
1.0,1.0,28.0,37.0,2401.0,10.0,0
0.0,2.0,40.0,0.0,984.0,15.0,1
0.0,1.0,27.0,15.0,1575.0,20.0,0
1.0,2.0,23.0,0.0,375.0,15.0,2
1.0,1.0,42.0,2.0,1478.0,30.0,0
0.0,1.0,44.0,5.0,2139.0,30.0,0
0.0,2.0,28.0,0.0,851.0,40.0,1
0.0,1.0,27.0,16.0,677.0,40.0,0
1.0,2.0,20.0,0.0,489.0,25.0,0
0.0,2.0,47.0,0.0,916.0,15.0,0
0.0,1.0,18.0,20.0,1296.0,20.0,0
0.0,1.0,37.0,10.0,1786.0,25.0,0
0.0,1.0,21.0,8.0,850.0,60.0,0
1.0,2.0,35.0,0.0,677.0,20.0,1
0.0,1.0,30.0,14.0,2267.0,40.0,0
0.0,1.0,40.0,11.0,2542.0,40.0,1
0.0,1.0,20.0,4.0,625.0,45.0,0
0.0,1.0,28.0,11.0,1478.0,40.0,0
1.0,2.0,28.0,0.0,1385.0,5.0,0
0.0,2.0,15.0,0.0,577.0,40.0,0
0.0,2.0,17.0,0.0,488.0,50.0,0
0.0,1.0,25.0,17.0,1296.0,20.0,0
0.0,1.0,28.0,7.0,2016.0,10.0,0
0.0,1.0,25.0,8.0,731.0,20.0,0
0.0,2.0,32.0,0.0,531.0,20.0,2
0.0,2.0,15.0,0.0,342.0,10.0,0
0.0,1.0,17.0,22.0,916.0,50.0,0
0.0,1.0,16.0,24.0,850.0,40.0,0
0.0,1.0,33.0,13.0,2015.0,60.0,0
0.0,1.0,25.0,16.0,1385.0,20.0,1
1.0,2.0,50.0,0.0,1678.0,35.0,1
0.0,2.0,27.0,0.0,2999.0,20.0,1
0.0,1.0,28.0,11.0,1132.0,15.0,0
0.0,1.0,59.0,6.0,4096.0,40.0,0
0.0,1.0,33.0,10.0,1678.0,20.0,2
0.0,2.0,39.0,0.0,531.0,20.0,0
0.0,1.0,20.0,23.0,1132.0,5.0,0
0.0,1.0,34.0,7.0,1212.0,50.0,0
1.0,2.0,48.0,0.0,1385.0,15.0,0
1.0,1.0,27.0,2.0,984.0,40.0,0
0.0,1.0,27.0,26.0,2999.0,20.0,0
0.0,1.0,20.0,37.0,3165.0,5.0,0
0.0,1.0,30.0,11.0,1898.0,5.0,1
1.0,2.0,28.0,0.0,375.0,25.0,0
0.0,1.0,28.0,7.0,1898.0,30.0,0
0.0,1.0,22.0,6.0,577.0,15.0,0
0.0,2.0,36.0,0.0,984.0,45.0,0
0.0,1.0,22.0,31.0,1898.0,30.0,0
0.0,1.0,20.0,6.0,448.0,15.0,0
0.0,2.0,40.0,0.0,851.0,25.0,1
0.0,1.0,17.0,14.0,488.0,40.0,0
1.0,2.0,21.0,0.0,984.0,30.0,0
1.0,2.0,17.0,0.0,150.0,45.0,0
0.0,1.0,31.0,14.0,1132.0,50.0,1
0.0,1.0,39.0,3.0,1296.0,40.0,0
0.0,1.0,35.0,5.0,1297.0,25.0,0
0.0,1.0,28.0,12.0,915.0,60.0,0
1.0,2.0,35.0,0.0,3164.0,15.0,0
0.0,1.0,20.0,14.0,731.0,70.0,0
0.0,1.0,6.0,9.0,411.0,15.0,0
0.0,2.0,28.0,0.0,448.0,15.0,0
0.0,1.0,14.0,14.0,410.0,40.0,0
0.0,1.0,26.0,14.0,1056.0,40.0,0
1.0,2.0,22.0,0.0,232.0,40.0,0
0.0,1.0,40.0,8.0,2840.0,10.0,0
1.0,1.0,23.0,4.0,2688.0,20.0,0
0.0,1.0,18.0,27.0,1132.0,20.0,0
0.0,1.0,38.0,16.0,2999.0,40.0,1
1.0,2.0,25.0,0.0,1678.0,20.0,1
0.0,2.0,32.0,0.0,1132.0,20.0,0
1.0,1.0,28.0,8.0,1678.0,10.0,0
0.0,2.0,30.0,0.0,577.0,60.0,0
0.0,1.0,20.0,11.0,448.0,15.0,0
0.0,1.0,28.0,9.0,1385.0,10.0,0
0.0,1.0,10.0,17.0,2138.0,20.0,0
0.0,2.0,44.0,0.0,1898.0,15.0,0
0.0,1.0,21.0,19.0,916.0,20.0,0
0.0,2.0,47.0,0.0,916.0,40.0,0
0.0,2.0,40.0,0.0,1785.0,25.0,1
0.0,1.0,27.0,18.0,1898.0,10.0,0
0.0,1.0,20.0,16.0,790.0,15.0,0
1.0,2.0,30.0,0.0,1385.0,25.0,0
1.0,1.0,28.0,13.0,1385.0,30.0,0
0.0,2.0,51.0,0.0,2138.0,5.0,1
0.0,1.0,15.0,26.0,1056.0,20.0,0
0.0,2.0,58.0,0.0,3164.0,30.0,0
0.0,1.0,16.0,12.0,850.0,80.0,0
0.0,2.0,28.0,0.0,1212.0,35.0,0
1.0,2.0,32.0,0.0,2840.0,20.0,0
0.0,1.0,12.0,11.0,790.0,60.0,0
1.0,1.0,30.0,2.0,577.0,10.0,0
0.0,1.0,33.0,22.0,2999.0,20.0,0
1.0,1.0,12.0,22.0,916.0,10.0,0
0.0,1.0,31.0,0.0,448.0,60.0,0
1.0,1.0,40.0,8.0,2139.0,10.0,0
0.0,1.0,25.0,21.0,1898.0,15.0,0
0.0,2.0,46.0,0.0,1478.0,35.0,0
1.0,2.0,28.0,0.0,283.0,20.0,0
0.0,1.0,59.0,4.0,3516.0,60.0,0
0.0,1.0,13.0,16.0,531.0,40.0,0
0.0,1.0,11.0,35.0,2015.0,20.0,0
0.0,1.0,33.0,11.0,1212.0,30.0,0
0.0,1.0,18.0,14.0,3516.0,40.0,0
0.0,2.0,28.0,0.0,531.0,90.0,0
0.0,1.0,32.0,4.0,731.0,60.0,0
0.0,1.0,28.0,0.0,851.0,15.0,0
0.0,2.0,25.0,0.0,283.0,40.0,0
0.0,1.0,28.0,25.0,1785.0,10.0,1
0.0,1.0,21.0,6.0,411.0,15.0,0
0.0,1.0,28.0,15.0,1785.0,30.0,0
1.0,1.0,39.0,2.0,984.0,40.0,0
0.0,2.0,35.0,0.0,342.0,20.0,0
0.0,1.0,28.0,29.0,2402.0,30.0,0
0.0,1.0,11.0,14.0,410.0,20.0,0
0.0,2.0,44.0,0.0,915.0,50.0,0
0.0,1.0,23.0,5.0,790.0,30.0,0
0.0,2.0,41.0,0.0,915.0,60.0,0
0.0,1.0,44.0,3.0,1678.0,40.0,0
0.0,1.0,30.0,22.0,1478.0,20.0,0
0.0,1.0,32.0,6.0,1385.0,60.0,0
0.0,1.0,19.0,28.0,1786.0,40.0,0
1.0,1.0,14.0,27.0,1297.0,10.0,0
0.0,1.0,44.0,3.0,1786.0,25.0,0
1.0,2.0,45.0,0.0,1576.0,55.0,1
1.0,1.0,32.0,1.0,577.0,40.0,0
0.0,1.0,14.0,21.0,789.0,40.0,0
0.0,1.0,6.0,31.0,2840.0,10.0,0
0.0,1.0,17.0,32.0,2015.0,20.0,0
0.0,1.0,35.0,6.0,1212.0,40.0,0
0.0,2.0,48.0,0.0,1478.0,20.0,2
0.0,2.0,10.0,0.0,1132.0,20.0,0
1.0,2.0,28.0,0.0,188.0,25.0,0
1.0,1.0,25.0,5.0,411.0,10.0,0
1.0,2.0,53.0,0.0,2541.0,20.0,2
0.0,1.0,29.0,9.0,1385.0,20.0,0
0.0,1.0,12.0,36.0,2139.0,40.0,0
1.0,1.0,36.0,4.0,732.0,5.0,0
0.0,1.0,28.0,15.0,410.0,10.0,0
0.0,2.0,61.0,0.0,3165.0,20.0,1
1.0,2.0,49.0,0.0,2401.0,20.0,0
0.0,2.0,50.0,0.0,2999.0,30.0,0
0.0,1.0,35.0,1.0,732.0,40.0,0
1.0,2.0,27.0,0.0,375.0,35.0,0
1.0,2.0,22.0,0.0,283.0,5.0,0
1.0,1.0,15.0,15.0,626.0,15.0,0
0.0,2.0,56.0,0.0,2688.0,25.0,0
0.0,1.0,47.0,12.0,3515.0,20.0,0
0.0,1.0,10.0,20.0,1678.0,40.0,0
0.0,1.0,40.0,3.0,1212.0,20.0,0
1.0,1.0,11.0,27.0,1478.0,5.0,0
0.0,1.0,28.0,16.0,1478.0,20.0,0
1.0,2.0,28.0,0.0,577.0,20.0,0
0.0,1.0,36.0,5.0,1678.0,20.0,0
0.0,1.0,48.0,8.0,2688.0,60.0,0
0.0,1.0,16.0,40.0,3164.0,15.0,1
0.0,2.0,29.0,0.0,677.0,20.0,0
0.0,1.0,15.0,22.0,915.0,45.0,0
1.0,2.0,30.0,0.0,2139.0,15.0,0
0.0,1.0,15.0,21.0,850.0,30.0,0
1.0,2.0,37.0,0.0,2401.0,20.0,0
0.0,2.0,30.0,0.0,851.0,40.0,1
0.0,1.0,26.0,17.0,1212.0,80.0,0
0.0,1.0,47.0,2.0,2267.0,20.0,0
0.0,1.0,17.0,15.0,625.0,15.0,0
0.0,1.0,28.0,1.0,1785.0,30.0,0
0.0,1.0,36.0,20.0,3516.0,15.0,0
0.0,1.0,43.0,2.0,915.0,60.0,1
0.0,1.0,17.0,26.0,2016.0,20.0,0
0.0,1.0,15.0,13.0,625.0,40.0,0
0.0,1.0,26.0,20.0,1786.0,30.0,0
1.0,2.0,28.0,0.0,1576.0,15.0,0
0.0,1.0,40.0,3.0,1786.0,20.0,1
0.0,1.0,29.0,22.0,2267.0,20.0,0
1.0,1.0,5.0,34.0,2267.0,10.0,0
0.0,1.0,22.0,23.0,1785.0,30.0,0
1.0,2.0,28.0,0.0,2542.0,20.0,0
1.0,2.0,24.0,0.0,375.0,15.0,0
0.0,1.0,38.0,2.0,789.0,40.0,0
0.0,1.0,29.0,26.0,2688.0,40.0,0
0.0,1.0,38.0,18.0,2687.0,20.0,0
0.0,1.0,30.0,27.0,2401.0,40.0,0
0.0,1.0,29.0,10.0,732.0,25.0,0
0.0,2.0,47.0,0.0,1385.0,40.0,1
0.0,2.0,56.0,0.0,2267.0,40.0,2
0.0,1.0,30.0,12.0,789.0,60.0,0
0.0,1.0,17.0,14.0,577.0,40.0,0
0.0,1.0,29.0,1.0,410.0,30.0,0
0.0,2.0,55.0,0.0,2541.0,20.0,1
0.0,1.0,16.0,27.0,1132.0,20.0,0
0.0,2.0,28.0,0.0,448.0,30.0,2
0.0,1.0,21.0,17.0,1212.0,40.0,0
0.0,1.0,10.0,40.0,2688.0,15.0,0
1.0,2.0,25.0,0.0,342.0,35.0,0
1.0,2.0,28.0,0.0,1678.0,15.0,1
0.0,1.0,22.0,10.0,531.0,20.0,0
0.0,1.0,34.0,4.0,1212.0,20.0,0
1.0,1.0,34.0,12.0,1898.0,20.0,0
0.0,1.0,15.0,30.0,2267.0,10.0,0
0.0,1.0,29.0,12.0,1898.0,30.0,0
0.0,1.0,43.0,18.0,3516.0,40.0,0
1.0,2.0,15.0,0.0,577.0,15.0,0
0.0,2.0,33.0,0.0,790.0,30.0,0
0.0,1.0,35.0,3.0,732.0,40.0,0
0.0,1.0,43.0,6.0,2016.0,60.0,1
0.0,1.0,51.0,6.0,2999.0,20.0,0
1.0,1.0,23.0,15.0,1056.0,20.0,0
0.0,1.0,9.0,8.0,209.0,20.0,0
0.0,1.0,46.0,4.0,2138.0,20.0,1
0.0,1.0,18.0,18.0,984.0,10.0,0
0.0,1.0,15.0,10.0,531.0,10.0,0
0.0,1.0,29.0,26.0,2139.0,20.0,0
0.0,2.0,43.0,0.0,1385.0,15.0,0
1.0,2.0,23.0,0.0,375.0,15.0,0
0.0,2.0,22.0,0.0,2139.0,15.0,0
0.0,1.0,15.0,34.0,2267.0,10.0,0
0.0,1.0,38.0,25.0,3516.0,30.0,1
1.0,2.0,45.0,0.0,2138.0,20.0,0
0.0,1.0,22.0,15.0,916.0,20.0,1
0.0,1.0,34.0,15.0,1786.0,60.0,1
0.0,2.0,32.0,0.0,448.0,35.0,1
1.0,2.0,28.0,0.0,375.0,45.0,0
1.0,0.0,0.0,0.0,577.0,0.0,1
0.0,1.0,26.0,8.0,1678.0,10.0,0
1.0,1.0,15.0,20.0,789.0,5.0,0
0.0,1.0,30.0,14.0,1678.0,30.0,0
0.0,1.0,14.0,23.0,851.0,40.0,0
0.0,1.0,39.0,0.0,1056.0,30.0,0
0.0,1.0,18.0,31.0,2541.0,20.0,1
0.0,2.0,35.0,0.0,1385.0,15.0,0
0.0,1.0,28.0,10.0,1898.0,20.0,1
0.0,1.0,14.0,14.0,625.0,40.0,0
1.0,2.0,29.0,0.0,531.0,5.0,0
1.0,2.0,36.0,0.0,984.0,30.0,1
1.0,1.0,42.0,2.0,2267.0,20.0,0
0.0,1.0,38.0,15.0,2139.0,40.0,0
0.0,1.0,28.0,3.0,677.0,80.0,0
0.0,1.0,38.0,10.0,2138.0,20.0,0
0.0,1.0,25.0,29.0,2688.0,25.0,0
0.0,2.0,37.0,0.0,410.0,5.0,0
0.0,1.0,20.0,40.0,3337.0,40.0,0
0.0,1.0,24.0,21.0,1576.0,30.0,0
0.0,1.0,11.0,7.0,209.0,20.0,0
1.0,2.0,43.0,0.0,1296.0,15.0,0
0.0,1.0,23.0,4.0,448.0,60.0,0
1.0,2.0,6.0,0.0,311.0,30.0,0
1.0,1.0,13.0,24.0,1212.0,20.0,0
1.0,2.0,30.0,0.0,1056.0,40.0,0
1.0,2.0,36.0,0.0,1478.0,20.0,0
1.0,1.0,28.0,31.0,1678.0,15.0,0
0.0,1.0,40.0,14.0,2267.0,15.0,0
1.0,2.0,20.0,0.0,342.0,40.0,0
1.0,1.0,18.0,2.0,448.0,10.0,0
0.0,1.0,42.0,2.0,1678.0,60.0,0
0.0,2.0,37.0,0.0,789.0,40.0,1
0.0,1.0,28.0,23.0,2267.0,45.0,0
0.0,1.0,21.0,22.0,2267.0,20.0,0
0.0,2.0,55.0,0.0,2401.0,20.0,1
1.0,1.0,45.0,4.0,1576.0,10.0,0
0.0,2.0,40.0,0.0,2401.0,20.0,0
0.0,1.0,16.0,14.0,375.0,20.0,0
1.0,1.0,41.0,1.0,1478.0,20.0,0
0.0,1.0,33.0,18.0,2542.0,20.0,0
0.0,2.0,50.0,0.0,1576.0,20.0,1
1.0,2.0,30.0,0.0,1785.0,20.0,0
1.0,2.0,50.0,0.0,1785.0,35.0,2
0.0,1.0,45.0,10.0,2840.0,40.0,0
1.0,2.0,26.0,0.0,231.0,10.0,0
1.0,1.0,30.0,5.0,1785.0,10.0,0
0.0,1.0,8.0,15.0,531.0,20.0,0
1.0,2.0,44.0,0.0,1385.0,30.0,2
0.0,1.0,18.0,20.0,984.0,15.0,1
0.0,1.0,45.0,11.0,2541.0,40.0,0
1.0,1.0,11.0,22.0,731.0,15.0,0
0.0,1.0,6.0,16.0,488.0,60.0,0
0.0,2.0,50.0,0.0,2401.0,20.0,0
1.0,2.0,33.0,0.0,531.0,25.0,0
0.0,1.0,27.0,13.0,916.0,15.0,0
0.0,1.0,28.0,4.0,1575.0,40.0,0
0.0,1.0,28.0,5.0,789.0,60.0,0
0.0,1.0,46.0,4.0,1478.0,30.0,1
0.0,2.0,22.0,0.0,851.0,50.0,0
0.0,1.0,21.0,24.0,1785.0,25.0,0
1.0,1.0,25.0,3.0,1297.0,15.0,0
0.0,1.0,10.0,17.0,625.0,20.0,0
0.0,1.0,45.0,15.0,2267.0,60.0,1
1.0,1.0,9.0,38.0,2687.0,10.0,0
0.0,1.0,24.0,26.0,2138.0,40.0,0
0.0,2.0,34.0,0.0,625.0,20.0,1
1.0,2.0,24.0,0.0,375.0,40.0,0
1.0,2.0,44.0,0.0,1678.0,10.0,0
0.0,2.0,53.0,0.0,2267.0,40.0,1
0.0,1.0,42.0,14.0,2401.0,20.0,0
1.0,2.0,25.0,0.0,1132.0,5.0,0
1.0,1.0,19.0,3.0,257.0,20.0,0
0.0,1.0,28.0,5.0,984.0,50.0,0
0.0,1.0,30.0,11.0,1212.0,10.0,0
1.0,1.0,30.0,23.0,2840.0,20.0,0
0.0,2.0,23.0,0.0,231.0,40.0,0
0.0,1.0,17.0,30.0,1785.0,15.0,0
0.0,1.0,20.0,20.0,1786.0,30.0,1
0.0,2.0,25.0,0.0,448.0,15.0,0
0.0,1.0,44.0,20.0,3516.0,30.0,1
0.0,2.0,47.0,0.0,1297.0,20.0,0
0.0,1.0,28.0,10.0,1132.0,20.0,1
0.0,1.0,12.0,18.0,916.0,15.0,0
0.0,1.0,31.0,12.0,916.0,20.0,0
1.0,1.0,23.0,2.0,232.0,30.0,0
0.0,2.0,52.0,0.0,2687.0,10.0,0
1.0,2.0,33.0,0.0,1478.0,10.0,0
1.0,0.0,0.0,0.0,312.0,0.0,1
0.0,1.0,21.0,10.0,790.0,20.0,0
0.0,2.0,31.0,0.0,625.0,45.0,0
0.0,1.0,15.0,0.0,410.0,15.0,0
0.0,1.0,19.0,18.0,677.0,40.0,0
0.0,2.0,37.0,0.0,1132.0,30.0,1
0.0,1.0,37.0,19.0,2267.0,10.0,1
0.0,1.0,30.0,2.0,375.0,40.0,0
1.0,1.0,17.0,13.0,448.0,15.0,0
0.0,1.0,20.0,10.0,1056.0,20.0,0
0.0,1.0,17.0,7.0,375.0,40.0,0
0.0,1.0,13.0,21.0,790.0,20.0,0
0.0,1.0,38.0,18.0,2688.0,30.0,0
0.0,1.0,35.0,12.0,1478.0,40.0,0
0.0,2.0,54.0,0.0,2139.0,20.0,2
1.0,2.0,34.0,0.0,1385.0,20.0,0
0.0,1.0,28.0,44.0,2999.0,20.0,0
0.0,2.0,12.0,0.0,375.0,40.0,0
0.0,1.0,45.0,1.0,2138.0,20.0,0
0.0,2.0,32.0,0.0,577.0,30.0,2
1.0,2.0,25.0,0.0,1898.0,15.0,0
0.0,2.0,46.0,0.0,1132.0,30.0,1
0.0,1.0,28.0,16.0,3337.0,15.0,0
1.0,1.0,28.0,16.0,2840.0,10.0,1
0.0,2.0,21.0,0.0,1212.0,20.0,0
0.0,1.0,31.0,11.0,984.0,40.0,1
0.0,1.0,27.0,3.0,448.0,40.0,0
0.0,1.0,42.0,5.0,1385.0,40.0,0
0.0,1.0,34.0,8.0,1478.0,20.0,1
0.0,1.0,36.0,10.0,1385.0,30.0,1
0.0,1.0,23.0,22.0,1296.0,20.0,0
0.0,1.0,35.0,16.0,2138.0,15.0,1
0.0,2.0,28.0,0.0,1898.0,10.0,1
1.0,1.0,28.0,21.0,916.0,10.0,0
1.0,2.0,29.0,0.0,851.0,25.0,0
0.0,1.0,27.0,1.0,448.0,20.0,0
0.0,1.0,32.0,0.0,410.0,20.0,0
0.0,1.0,37.0,3.0,1056.0,45.0,1
0.0,1.0,20.0,26.0,1898.0,30.0,0
1.0,0.0,0.0,0.0,3895.0,0.0,1
1.0,1.0,23.0,27.0,2402.0,10.0,0
0.0,1.0,27.0,12.0,984.0,40.0,0
0.0,1.0,28.0,15.0,2401.0,50.0,0
0.0,1.0,37.0,5.0,1296.0,15.0,0
0.0,1.0,35.0,0.0,732.0,60.0,0
0.0,1.0,29.0,8.0,625.0,50.0,0
0.0,1.0,28.0,17.0,731.0,15.0,0
1.0,2.0,12.0,0.0,342.0,20.0,0
1.0,2.0,36.0,0.0,677.0,20.0,1
0.0,1.0,21.0,13.0,577.0,20.0,0
0.0,1.0,10.0,30.0,1478.0,20.0,0
1.0,1.0,28.0,8.0,1385.0,40.0,0
0.0,1.0,24.0,20.0,984.0,45.0,0
0.0,1.0,47.0,11.0,2401.0,25.0,0
0.0,1.0,41.0,6.0,1576.0,20.0,0
1.0,1.0,25.0,6.0,488.0,30.0,0
0.0,1.0,44.0,4.0,1678.0,80.0,1
0.0,1.0,28.0,28.0,1132.0,20.0,0
1.0,1.0,18.0,12.0,410.0,20.0,1
1.0,1.0,28.0,6.0,731.0,40.0,0
1.0,1.0,31.0,18.0,2016.0,25.0,0
0.0,1.0,28.0,19.0,2267.0,60.0,0
0.0,2.0,35.0,0.0,531.0,25.0,0
0.0,1.0,28.0,21.0,3337.0,40.0,0
1.0,2.0,42.0,0.0,984.0,15.0,0
0.0,1.0,30.0,2.0,1478.0,10.0,1
0.0,2.0,20.0,0.0,2688.0,5.0,0
1.0,2.0,34.0,0.0,1576.0,20.0,0
0.0,1.0,33.0,9.0,1132.0,40.0,0
1.0,1.0,34.0,5.0,1385.0,20.0,0
0.0,2.0,37.0,0.0,984.0,20.0,0
0.0,1.0,50.0,0.0,1478.0,60.0,0
0.0,2.0,33.0,0.0,851.0,20.0,1
0.0,1.0,20.0,22.0,984.0,20.0,0
1.0,2.0,46.0,0.0,2688.0,10.0,1
0.0,1.0,45.0,3.0,2016.0,20.0,0
0.0,1.0,18.0,22.0,1132.0,10.0,0
0.0,1.0,15.0,12.0,3516.0,10.0,0
0.0,1.0,26.0,24.0,2267.0,15.0,1
1.0,2.0,36.0,0.0,984.0,20.0,2
0.0,0.0,0.0,0.0,984.0,0.0,1
1.0,1.0,44.0,7.0,2016.0,20.0,0
0.0,2.0,60.0,0.0,2840.0,40.0,0
0.0,1.0,29.0,4.0,851.0,10.0,0
1.0,1.0,23.0,1.0,1212.0,10.0,0
1.0,2.0,28.0,0.0,577.0,20.0,1
0.0,1.0,43.0,7.0,1898.0,20.0,0
0.0,1.0,13.0,27.0,1212.0,15.0,0
0.0,2.0,41.0,0.0,2016.0,40.0,0
0.0,1.0,43.0,3.0,1132.0,30.0,0
1.0,1.0,30.0,16.0,1478.0,60.0,0
0.0,2.0,25.0,0.0,677.0,10.0,0
0.0,2.0,51.0,0.0,1478.0,25.0,0
0.0,2.0,38.0,0.0,2401.0,10.0,0
0.0,1.0,15.0,6.0,790.0,20.0,0
0.0,1.0,13.0,19.0,790.0,15.0,0
0.0,2.0,15.0,0.0,677.0,5.0,0
1.0,2.0,51.0,0.0,2267.0,40.0,1
0.0,1.0,25.0,5.0,577.0,20.0,0
0.0,1.0,30.0,2.0,625.0,20.0,0
0.0,2.0,28.0,0.0,257.0,25.0,0
0.0,1.0,23.0,13.0,790.0,30.0,0
0.0,1.0,28.0,14.0,626.0,20.0,0
0.0,1.0,28.0,27.0,2267.0,90.0,1
0.0,2.0,42.0,0.0,1575.0,50.0,0
0.0,1.0,23.0,37.0,3895.0,20.0,1
0.0,2.0,28.0,0.0,984.0,30.0,0
0.0,1.0,31.0,13.0,1478.0,20.0,0
0.0,1.0,32.0,21.0,2840.0,10.0,0
0.0,1.0,47.0,15.0,3337.0,40.0,1
0.0,1.0,36.0,3.0,915.0,10.0,0
0.0,1.0,11.0,20.0,732.0,20.0,0
0.0,1.0,45.0,0.0,1786.0,20.0,0
0.0,1.0,25.0,22.0,1678.0,20.0,0
0.0,2.0,28.0,0.0,410.0,5.0,0
1.0,2.0,19.0,0.0,448.0,30.0,0
0.0,2.0,34.0,0.0,1478.0,20.0,0
1.0,1.0,28.0,1.0,731.0,50.0,0
1.0,1.0,25.0,0.0,410.0,15.0,0
0.0,2.0,41.0,0.0,1678.0,20.0,1
0.0,1.0,16.0,5.0,209.0,60.0,0
1.0,1.0,28.0,9.0,2688.0,10.0,1
1.0,1.0,20.0,15.0,1297.0,15.0,0
0.0,1.0,25.0,8.0,1385.0,10.0,0
0.0,1.0,15.0,9.0,625.0,10.0,0
0.0,2.0,41.0,0.0,2542.0,40.0,1
0.0,1.0,45.0,19.0,3337.0,5.0,1
1.0,1.0,20.0,16.0,625.0,30.0,0
0.0,1.0,35.0,15.0,1678.0,30.0,0
0.0,1.0,21.0,23.0,1478.0,10.0,0
0.0,1.0,29.0,0.0,851.0,15.0,0
1.0,2.0,24.0,0.0,984.0,25.0,0
0.0,1.0,15.0,12.0,577.0,25.0,0
1.0,1.0,34.0,8.0,2138.0,10.0,0
1.0,1.0,31.0,23.0,2267.0,50.0,0
0.0,1.0,30.0,22.0,2401.0,40.0,1
0.0,1.0,16.0,23.0,1132.0,10.0,0
0.0,1.0,30.0,10.0,1056.0,15.0,0
