,Identificador_Agricultor,Estimativa_de_Insetos,Tipo_de_Cultivo,Tipo_de_Solo,Categoria_Pesticida,Doses_Semana,Semanas_Utilizando,Semanas_Sem_Uso,Temporada,dano_na_plantacao
18726,SCROP18727,1132,0,0,2,30,37.0,2,2,1
18727,SCROP18728,1132,0,0,2,40,23.0,17,1,1
18728,SCROP18729,1132,0,0,2,40,30.0,8,1,1
18729,SCROP18730,1132,0,0,2,20,27.0,15,3,2
18730,SCROP18731,1212,0,0,2,80,43.0,7,2,0
18731,SCROP18732,1212,0,0,2,5,20.0,9,2,0
18732,SCROP18733,1212,0,0,2,10,27.0,13,2,0
18733,SCROP18734,1212,0,0,2,10,48.0,1,3,0
18734,SCROP18735,1212,0,0,2,15,28.0,14,1,0
18735,SCROP18736,1212,0,0,2,20,8.0,16,2,0
18736,SCROP18737,1212,0,0,2,20,15.0,28,1,0
18737,SCROP18738,1212,0,0,2,20,18.0,24,2,0
18738,SCROP18739,1212,0,0,2,20,,17,2,0
18739,SCROP18740,1212,0,0,2,20,33.0,7,2,0
18740,SCROP18741,1212,0,0,2,25,15.0,24,3,0
18741,SCROP18742,1212,0,0,2,40,12.0,22,1,0
18742,SCROP18743,1212,0,0,2,40,26.0,19,2,0
18743,SCROP18744,1212,0,0,2,40,26.0,21,2,0
18744,SCROP18745,1212,0,0,2,45,20.0,23,2,0
18745,SCROP18746,1212,0,0,2,50,34.0,11,1,0
18746,SCROP18747,1212,0,0,2,60,22.0,14,1,0
18747,SCROP18748,1212,0,0,2,20,20.0,19,1,1
18748,SCROP18749,1212,0,0,2,20,28.0,14,1,2
18749,SCROP18750,1297,0,0,2,10,35.0,0,3,0
18750,SCROP18751,1297,0,0,2,10,40.0,1,1,0
18751,SCROP18752,1297,0,0,2,15,10.0,20,2,0
18752,SCROP18753,1296,0,0,2,15,47.0,4,1,0
18753,SCROP18754,1296,0,0,2,20,18.0,18,2,0
18754,SCROP18755,1297,0,0,2,20,18.0,25,1,0
18755,SCROP18756,1296,0,0,2,20,24.0,12,2,0
18756,SCROP18757,1296,0,0,2,20,24.0,15,1,0
18757,SCROP18758,1296,0,0,2,20,31.0,5,1,0
18758,SCROP18759,1296,0,0,2,20,33.0,7,1,0
18759,SCROP18760,1296,0,0,2,20,35.0,2,2,0
18760,SCROP18761,1296,0,0,2,25,20.0,20,3,0
18761,SCROP18762,1296,0,0,2,25,31.0,13,2,0
18762,SCROP18763,1296,0,0,2,30,34.0,8,2,0
18763,SCROP18764,1296,0,0,2,30,43.0,3,3,0
18764,SCROP18765,1296,0,0,2,40,16.0,16,2,0
18765,SCROP18766,1297,0,0,2,40,20.0,15,1,0
18766,SCROP18767,1297,0,0,2,40,24.0,24,3,0
18767,SCROP18768,1296,0,0,2,40,44.0,0,2,0
18768,SCROP18769,1297,0,0,2,40,46.0,2,2,0
18769,SCROP18770,1296,0,0,2,60,24.0,18,2,0
18770,SCROP18771,1296,0,0,2,60,45.0,1,2,0
18771,SCROP18772,1296,0,0,2,80,30.0,12,1,0
18772,SCROP18773,1296,0,0,2,30,35.0,8,3,1
18773,SCROP18774,1296,0,0,2,20,31.0,13,2,1
18774,SCROP18775,1385,0,0,2,10,35.0,11,2,0
18775,SCROP18776,1385,0,0,2,10,35.0,16,1,0
18776,SCROP18777,1385,0,0,2,15,22.0,16,1,0
18777,SCROP18778,1385,0,0,2,15,30.0,11,2,0
18778,SCROP18779,1385,0,0,2,15,32.0,15,1,0
18779,SCROP18780,1385,0,0,2,20,13.0,31,2,0
18780,SCROP18781,1385,0,0,2,20,16.0,11,2,0
18781,SCROP18782,1385,0,0,2,20,19.0,23,2,0
18782,SCROP18783,1385,0,0,2,20,35.0,13,2,0
18783,SCROP18784,1385,0,0,2,20,40.0,3,2,0
18784,SCROP18785,1385,0,0,2,25,25.0,17,1,0
18785,SCROP18786,1385,0,0,2,25,31.0,15,2,0
18786,SCROP18787,1385,0,0,2,25,39.0,2,3,0
18787,SCROP18788,1385,0,0,2,30,13.0,31,2,0
18788,SCROP18789,1385,0,0,2,30,14.0,31,1,0
18789,SCROP18790,1385,0,0,2,30,18.0,28,2,0
18790,SCROP18791,1385,0,0,2,30,31.0,17,2,0
18791,SCROP18792,1385,0,0,2,30,36.0,8,1,0
18792,SCROP18793,1385,0,0,2,30,39.0,7,2,0
18793,SCROP18794,1385,0,0,2,35,44.0,1,2,0
18794,SCROP18795,1385,0,0,2,40,10.0,21,2,0
18795,SCROP18796,1385,0,0,2,40,21.0,16,2,0
18796,SCROP18797,1385,0,0,2,40,43.0,5,1,0
18797,SCROP18798,1385,0,0,2,40,48.0,0,2,0
18798,SCROP18799,1385,0,0,2,50,45.0,1,2,0
18799,SCROP18800,1385,0,0,2,60,22.0,21,1,0
18800,SCROP18801,1385,0,0,2,60,45.0,2,3,0
18801,SCROP18802,1385,0,0,2,20,,8,3,1
18802,SCROP18803,1385,0,0,2,20,18.0,26,1,1
18803,SCROP18804,1385,0,0,2,40,45.0,6,2,1
18804,SCROP18805,1478,0,0,2,5,24.0,22,2,0
18805,SCROP18806,1478,0,0,2,5,30.0,12,3,0
18806,SCROP18807,1478,0,0,2,5,36.0,11,2,0
18807,SCROP18808,1478,0,0,2,10,,7,2,0
18808,SCROP18809,1478,0,0,2,10,34.0,10,2,0
18809,SCROP18810,1478,0,0,2,15,30.0,10,2,0
18810,SCROP18811,1478,0,0,2,15,34.0,4,3,0
18811,SCROP18812,1478,0,0,2,20,12.0,28,2,0
18812,SCROP18813,1478,0,0,2,20,15.0,25,2,0
18813,SCROP18814,1478,0,0,2,20,,22,2,0
18814,SCROP18815,1478,0,0,2,20,30.0,14,3,0
18815,SCROP18816,1478,0,0,2,20,32.0,13,3,0
18816,SCROP18817,1478,0,0,2,20,37.0,10,1,0
18817,SCROP18818,1478,0,0,2,20,37.0,12,1,0
18818,SCROP18819,1478,0,0,2,20,40.0,4,2,0
18819,SCROP18820,1478,0,0,2,25,28.0,7,2,0
18820,SCROP18821,1478,0,0,2,25,41.0,1,1,0
18821,SCROP18822,1478,0,0,2,25,,2,3,0
18822,SCROP18823,1478,0,0,2,30,28.0,13,1,0
18823,SCROP18824,1478,0,0,2,30,42.0,2,2,0
18824,SCROP18825,1478,0,0,2,40,14.0,30,2,0
18825,SCROP18826,1478,0,0,2,40,22.0,24,1,0
18826,SCROP18827,1478,0,0,2,40,26.0,19,1,0
18827,SCROP18828,1478,0,0,2,40,36.0,8,2,0
18828,SCROP18829,1478,0,0,2,45,26.0,21,2,0
18829,SCROP18830,1478,0,0,2,50,40.0,7,1,0
18830,SCROP18831,1478,0,0,2,60,,11,2,0
18831,SCROP18832,1478,0,0,2,50,,30,3,1
18832,SCROP18833,1478,0,0,2,20,20.0,4,1,1
18833,SCROP18834,1478,0,0,2,10,32.0,10,2,1
18834,SCROP18835,1478,0,0,2,30,26.0,15,2,1
18835,SCROP18836,1478,0,0,2,40,,5,3,2
18836,SCROP18837,1576,0,0,2,20,,18,2,0
18837,SCROP18838,1576,0,0,2,20,27.0,18,2,0
18838,SCROP18839,1576,0,0,2,5,20.0,18,1,0
18839,SCROP18840,1576,0,0,2,10,15.0,8,3,0
18840,SCROP18841,1576,0,0,2,10,31.0,18,2,0
18841,SCROP18842,1576,0,0,2,15,,23,1,0
18842,SCROP18843,1576,0,0,2,15,40.0,7,2,0
18843,SCROP18844,1576,0,0,2,20,15.0,23,2,0
18844,SCROP18845,1576,0,0,2,20,15.0,33,1,0
18845,SCROP18846,1576,0,0,2,20,22.0,17,2,0
18846,SCROP18847,1576,0,0,2,20,,18,2,0
18847,SCROP18848,1576,0,0,2,20,,20,2,0
18848,SCROP18849,1575,0,0,2,20,25.0,22,3,0
18849,SCROP18850,1576,0,0,2,20,27.0,16,1,0
18850,SCROP18851,1575,0,0,2,20,31.0,24,2,0
18851,SCROP18852,1575,0,0,2,25,28.0,15,1,0
18852,SCROP18853,1575,0,0,2,30,34.0,10,2,0
18853,SCROP18854,1575,0,0,2,30,37.0,8,2,0
18854,SCROP18855,1576,0,0,2,35,,11,1,0
18855,SCROP18856,1575,0,0,2,40,22.0,20,1,0
18856,SCROP18857,1576,0,0,2,40,28.0,19,2,0
18857,SCROP18858,1576,0,0,2,40,,5,1,0
18858,SCROP18859,1575,0,0,2,40,34.0,13,1,0
18859,SCROP18860,1576,0,0,2,40,41.0,9,2,0
18860,SCROP18861,1576,0,0,2,40,41.0,10,1,0
18861,SCROP18862,1576,0,0,2,40,42.0,6,2,0
18862,SCROP18863,1576,0,0,2,50,40.0,6,2,0
18863,SCROP18864,1575,0,0,2,60,23.0,18,1,0
18864,SCROP18865,1575,0,0,2,45,10.0,21,3,1
18865,SCROP18866,1576,0,0,2,40,40.0,8,3,1
18866,SCROP18867,1576,0,0,2,5,40.0,8,2,1
18867,SCROP18868,1576,0,0,2,40,22.0,21,3,2
18868,SCROP18869,1678,0,0,2,5,,7,2,0
18869,SCROP18870,1678,0,0,2,60,33.0,15,2,0
18870,SCROP18871,1678,0,0,2,5,,28,2,0
18871,SCROP18872,1678,0,0,2,10,12.0,34,2,0
18872,SCROP18873,1678,0,0,2,10,,29,1,0
18873,SCROP18874,1678,0,0,2,10,28.0,14,2,0
18874,SCROP18875,1678,0,0,2,10,39.0,3,2,0
18875,SCROP18876,1678,0,0,2,15,30.0,18,2,0
18876,SCROP18877,1678,0,0,2,20,,29,3,0
18877,SCROP18878,1678,0,0,2,20,21.0,25,2,0
18878,SCROP18879,1678,0,0,2,20,27.0,15,1,0
18879,SCROP18880,1678,0,0,2,20,27.0,20,1,0
18880,SCROP18881,1678,0,0,2,20,38.0,7,1,0
18881,SCROP18882,1678,0,0,2,20,39.0,7,2,0
18882,SCROP18883,1678,0,0,2,20,39.0,11,3,0
18883,SCROP18884,1678,0,0,2,20,43.0,4,2,0
18884,SCROP18885,1678,0,0,2,20,43.0,5,1,0
18885,SCROP18886,1678,0,0,2,20,50.0,2,3,0
18886,SCROP18887,1678,0,0,2,30,20.0,25,3,0
18887,SCROP18888,1678,0,0,2,30,25.0,24,2,0
18888,SCROP18889,1678,0,0,2,30,,20,1,0
18889,SCROP18890,1678,0,0,2,30,,6,2,0
18890,SCROP18891,1678,0,0,2,40,19.0,31,1,0
18891,SCROP18892,1678,0,0,2,40,32.0,14,2,0
18892,SCROP18893,1678,0,0,2,40,52.0,0,1,0
18893,SCROP18894,1678,0,0,2,60,29.0,21,2,0
18894,SCROP18895,1678,0,0,2,60,30.0,15,2,0
18895,SCROP18896,1678,0,0,2,10,,22,3,1
18896,SCROP18897,1678,0,0,2,20,42.0,6,2,1
18897,SCROP18898,1678,0,0,2,20,,17,2,1
18898,SCROP18899,1785,0,0,2,10,8.0,33,1,0
18899,SCROP18900,1786,0,0,2,10,19.0,25,2,0
18900,SCROP18901,1786,0,0,2,10,20.0,29,2,0
18901,SCROP18902,1785,0,0,2,10,25.0,5,3,0
18902,SCROP18903,1785,0,0,2,15,7.0,11,2,0
18903,SCROP18904,1786,0,0,2,15,35.0,5,3,0
18904,SCROP18905,1786,0,0,2,20,15.0,30,3,0
18905,SCROP18906,1785,0,0,2,20,31.0,15,1,0
18906,SCROP18907,1785,0,0,2,20,35.0,15,1,0
18907,SCROP18908,1785,0,0,2,20,52.0,1,3,0
18908,SCROP18909,1785,0,0,2,25,38.0,6,3,0
18909,SCROP18910,1786,0,0,2,30,22.0,27,2,0
18910,SCROP18911,1786,0,0,2,40,20.0,19,3,0
18911,SCROP18912,1785,0,0,2,40,35.0,8,2,0
18912,SCROP18913,1786,0,0,2,50,41.0,10,1,0
18913,SCROP18914,1786,0,0,2,30,35.0,15,3,1
18914,SCROP18915,1786,0,0,2,40,44.0,7,2,1
18915,SCROP18916,1785,0,0,2,15,14.0,35,2,1
18916,SCROP18917,1898,0,0,2,20,23.0,21,1,0
18917,SCROP18918,1898,0,0,2,5,25.0,23,3,0
18918,SCROP18919,1898,0,0,2,5,29.0,20,2,0
18919,SCROP18920,1898,0,0,2,5,41.0,5,2,0
18920,SCROP18921,1898,0,0,2,15,34.0,10,2,0
18921,SCROP18922,1898,0,0,2,15,44.0,1,1,0
18922,SCROP18923,1898,0,0,2,15,51.0,0,2,0
18923,SCROP18924,1898,0,0,2,20,13.0,36,1,0
18924,SCROP18925,1898,0,0,2,20,15.0,16,1,0
18925,SCROP18926,1898,0,0,2,20,30.0,13,1,0
18926,SCROP18927,1898,0,0,2,20,34.0,9,2,0
18927,SCROP18928,1898,0,0,2,20,36.0,15,2,0
18928,SCROP18929,1898,0,0,2,20,41.0,11,2,0
18929,SCROP18930,1898,0,0,2,25,26.0,24,2,0
18930,SCROP18931,1898,0,0,2,25,34.0,15,2,0
18931,SCROP18932,1898,0,0,2,30,36.0,12,1,0
18932,SCROP18933,1898,0,0,2,40,20.0,19,1,0
18933,SCROP18934,1898,0,0,2,40,20.0,21,2,0
18934,SCROP18935,1898,0,0,2,50,27.0,24,1,0
18935,SCROP18936,1898,0,0,2,60,15.0,33,2,0
18936,SCROP18937,1898,0,0,2,60,25.0,31,2,0
18937,SCROP18938,1898,0,0,2,20,39.0,11,2,1
18938,SCROP18939,1898,0,0,2,20,39.0,11,3,1
18939,SCROP18940,2015,0,0,2,10,,16,1,0
18940,SCROP18941,2016,0,0,2,10,11.0,35,2,0
18941,SCROP18942,2015,0,0,2,10,17.0,32,2,0
18942,SCROP18943,2015,0,0,2,10,41.0,10,3,0
18943,SCROP18944,2015,0,0,2,15,30.0,19,1,0
18944,SCROP18945,2016,0,0,2,15,30.0,20,2,0
18945,SCROP18946,2016,0,0,2,15,37.0,12,2,0
18946,SCROP18947,2016,0,0,2,15,43.0,12,2,0
18947,SCROP18948,2016,0,0,2,15,47.0,6,2,0
18948,SCROP18949,2015,0,0,2,20,,22,1,0
18949,SCROP18950,2015,0,0,2,20,30.0,25,2,0
18950,SCROP18951,2015,0,0,2,20,36.0,17,2,0
18951,SCROP18952,2015,0,0,2,20,43.0,8,2,0
18952,SCROP18953,2015,0,0,2,25,36.0,5,1,0
18953,SCROP18954,2016,0,0,2,30,27.0,6,1,0
18954,SCROP18955,2015,0,0,2,30,45.0,7,2,0
18955,SCROP18956,2015,0,0,2,35,35.0,17,3,0
18956,SCROP18957,2015,0,0,2,40,43.0,6,3,0
18957,SCROP18958,2016,0,0,2,40,44.0,9,2,0
18958,SCROP18959,2015,0,0,2,40,,17,2,1
18959,SCROP18960,2015,0,0,2,40,45.0,7,3,1
18960,SCROP18961,2016,0,0,2,20,32.0,19,1,1
18961,SCROP18962,2015,0,0,2,15,37.0,16,3,1
18962,SCROP18963,2016,0,0,2,20,43.0,12,1,1
18963,SCROP18964,2015,0,0,2,60,42.0,7,2,1
18964,SCROP18965,2016,0,0,2,60,43.0,6,2,1
18965,SCROP18966,2016,0,0,2,20,38.0,15,1,1
18966,SCROP18967,2015,0,0,2,30,36.0,5,2,1
18967,SCROP18968,2015,0,0,2,60,34.0,19,2,1
18968,SCROP18969,2016,0,0,2,60,27.0,22,1,2
18969,SCROP18970,2138,0,0,2,5,10.0,8,2,0
18970,SCROP18971,2138,0,0,2,5,16.0,34,3,0
18971,SCROP18972,2138,0,0,2,10,6.0,28,1,0
18972,SCROP18973,2138,0,0,2,10,,33,2,0
18973,SCROP18974,2138,0,0,2,10,20.0,18,2,0
18974,SCROP18975,2139,0,0,2,10,20.0,33,1,0
18975,SCROP18976,2138,0,0,2,15,39.0,9,3,0
18976,SCROP18977,2139,0,0,2,20,21.0,32,2,0
18977,SCROP18978,2139,0,0,2,20,,18,3,0
18978,SCROP18979,2138,0,0,2,20,32.0,18,2,0
18979,SCROP18980,2138,0,0,2,20,46.0,7,2,0
18980,SCROP18981,2139,0,0,2,40,50.0,3,2,0
18981,SCROP18982,2138,0,0,2,50,21.0,26,3,0
18982,SCROP18983,2138,0,0,2,20,34.0,18,3,1
18983,SCROP18984,2139,0,0,2,55,46.0,8,2,1
18984,SCROP18985,2138,0,0,2,20,,6,2,1
18985,SCROP18986,2139,0,0,2,20,43.0,1,2,1
18986,SCROP18987,2267,0,0,2,10,15.0,33,3,0
18987,SCROP18988,2267,0,0,2,15,13.0,39,2,0
18988,SCROP18989,2267,0,0,2,15,32.0,21,2,0
18989,SCROP18990,2267,0,0,2,15,37.0,16,1,0
18990,SCROP18991,2267,0,0,2,15,40.0,0,2,0
18991,SCROP18992,2267,0,0,2,15,40.0,13,2,0
18992,SCROP18993,2267,0,0,2,15,44.0,9,1,0
18993,SCROP18994,2267,0,0,2,15,49.0,4,1,0
18994,SCROP18995,2267,0,0,2,20,17.0,34,2,0
18995,SCROP18996,2267,0,0,2,20,28.0,11,1,0
18996,SCROP18997,2267,0,0,2,20,32.0,22,3,0
18997,SCROP18998,2267,0,0,2,20,35.0,15,2,0
18998,SCROP18999,2267,0,0,2,20,37.0,20,2,0
18999,SCROP19000,2267,0,0,2,20,43.0,5,1,0
19000,SCROP19001,2267,0,0,2,20,51.0,3,3,0
19001,SCROP19002,2267,0,0,2,30,22.0,25,3,0
19002,SCROP19003,2267,0,0,2,30,28.0,15,2,0
19003,SCROP19004,2267,0,0,2,30,35.0,14,3,0
19004,SCROP19005,2267,0,0,2,40,19.0,34,3,0
19005,SCROP19006,2267,0,0,2,40,28.0,19,2,0
19006,SCROP19007,2267,0,0,2,40,35.0,19,2,0
19007,SCROP19008,2267,0,0,2,40,37.0,16,2,0
19008,SCROP19009,2267,0,0,2,40,40.0,10,3,0
19009,SCROP19010,2267,0,0,2,40,44.0,11,2,0
19010,SCROP19011,2267,0,0,2,40,46.0,3,1,0
19011,SCROP19012,2267,0,0,2,50,42.0,19,2,0
19012,SCROP19013,2267,0,0,2,60,33.0,15,2,0
19013,SCROP19014,2267,0,0,2,10,33.0,19,1,1
19014,SCROP19015,2267,0,0,2,20,27.0,25,2,1
19015,SCROP19016,2267,0,0,2,40,33.0,15,2,1
19016,SCROP19017,2267,0,0,2,20,22.0,31,2,1
19017,SCROP19018,2402,0,0,2,5,13.0,40,2,0
19018,SCROP19019,2401,0,0,2,5,21.0,30,1,0
19019,SCROP19020,2401,0,0,2,10,12.0,40,2,0
19020,SCROP19021,2401,0,0,2,15,29.0,15,1,0
19021,SCROP19022,2401,0,0,2,15,40.0,14,3,0
19022,SCROP19023,2401,0,0,2,20,10.0,24,1,0
19023,SCROP19024,2401,0,0,2,20,15.0,37,3,0
19024,SCROP19025,2401,0,0,2,20,20.0,20,3,0
19025,SCROP19026,2401,0,0,2,20,31.0,20,2,0
19026,SCROP19027,2401,0,0,2,20,,17,2,0
19027,SCROP19028,2402,0,0,2,20,34.0,14,2,0
19028,SCROP19029,2401,0,0,2,20,36.0,19,2,0
19029,SCROP19030,2401,0,0,2,25,,36,1,0
19030,SCROP19031,2401,0,0,2,25,37.0,18,2,0
19031,SCROP19032,2401,0,0,2,30,27.0,22,2,0
19032,SCROP19033,2402,0,0,2,30,38.0,17,1,0
19033,SCROP19034,2402,0,0,2,40,,25,2,0
19034,SCROP19035,2401,0,0,2,40,46.0,2,3,0
19035,SCROP19036,2401,0,0,2,20,32.0,30,1,1
19036,SCROP19037,2402,0,0,2,20,,30,1,1
19037,SCROP19038,2402,0,0,2,10,40.0,10,1,1
19038,SCROP19039,2401,0,0,2,40,14.0,37,1,1
19039,SCROP19040,2401,0,0,2,20,,10,1,1
19040,SCROP19041,2542,0,0,2,20,31.0,26,2,0
19041,SCROP19042,2542,0,0,2,20,32.0,11,2,0
19042,SCROP19043,2541,0,0,2,20,44.0,13,1,0
19043,SCROP19044,2541,0,0,2,20,53.0,3,2,0
19044,SCROP19045,2542,0,0,2,30,,5,2,0
19045,SCROP19046,2542,0,0,2,40,25.0,6,2,0
19046,SCROP19047,2542,0,0,2,40,36.0,21,3,0
19047,SCROP19048,2541,0,0,2,30,44.0,15,1,1
19048,SCROP19049,2542,0,0,2,5,33.0,25,1,1
19049,SCROP19050,2542,0,0,2,20,,4,1,1
19050,SCROP19051,2688,0,0,2,5,5.0,37,3,0
19051,SCROP19052,2687,0,0,2,10,57.0,1,1,0
19052,SCROP19053,2688,0,0,2,15,,10,2,0
19053,SCROP19054,2687,0,0,2,15,40.0,2,2,0
19054,SCROP19055,2688,0,0,2,15,49.0,8,2,0
19055,SCROP19056,2688,0,0,2,20,29.0,8,2,0
19056,SCROP19057,2688,0,0,2,25,31.0,27,3,0
19057,SCROP19058,2688,0,0,2,30,30.0,27,2,0
19058,SCROP19059,2688,0,0,2,30,,22,2,0
19059,SCROP19060,2688,0,0,2,30,53.0,5,3,0
19060,SCROP19061,2688,0,0,2,35,32.0,19,2,0
19061,SCROP19062,2688,0,0,2,50,30.0,21,3,0
19062,SCROP19063,2688,0,0,2,60,28.0,27,1,0
19063,SCROP19064,2688,0,0,2,15,33.0,20,1,1
19064,SCROP19065,2688,0,0,2,40,26.0,28,3,1
19065,SCROP19066,2687,0,0,2,40,50.0,7,2,1
19066,SCROP19067,2688,0,0,2,15,40.0,9,3,1
19067,SCROP19068,2840,0,0,2,10,55.0,8,3,0
19068,SCROP19069,2840,0,0,2,15,,21,3,0
19069,SCROP19070,2840,0,0,2,15,54.0,1,2,0
19070,SCROP19071,2840,0,0,2,20,24.0,23,1,0
19071,SCROP19072,2840,0,0,2,25,35.0,21,2,0
19072,SCROP19073,2840,0,0,2,40,7.0,28,2,0
19073,SCROP19074,2840,0,0,2,40,24.0,26,2,0
19074,SCROP19075,2840,0,0,2,40,41.0,20,3,0
19075,SCROP19076,2840,0,0,2,40,44.0,13,1,0
19076,SCROP19077,2840,0,0,2,40,50.0,2,2,0
19077,SCROP19078,2840,0,0,2,20,37.0,10,2,1
19078,SCROP19079,2999,0,0,2,5,35.0,22,2,0
19079,SCROP19080,2999,0,0,2,10,17.0,39,1,0
19080,SCROP19081,2999,0,0,2,10,41.0,12,2,0
19081,SCROP19082,2999,0,0,2,15,50.0,1,1,0
19082,SCROP19083,2999,0,0,2,20,35.0,14,1,0
19083,SCROP19084,2999,0,0,2,20,35.0,29,2,0
19084,SCROP19085,2999,0,0,2,20,41.0,18,2,0
19085,SCROP19086,2999,0,0,2,30,40.0,14,2,0
19086,SCROP19087,2999,0,0,2,40,,11,1,0
19087,SCROP19088,2999,0,0,2,30,40.0,24,2,1
19088,SCROP19089,2999,0,0,2,30,55.0,4,1,1
19089,SCROP19090,2999,0,0,2,10,56.0,9,2,1
19090,SCROP19091,2999,0,0,2,15,38.0,14,2,2
19091,SCROP19092,3165,0,0,2,10,20.0,25,2,0
19092,SCROP19093,3165,0,0,2,5,28.0,27,2,0
19093,SCROP19094,3165,0,0,2,15,39.0,20,1,0
19094,SCROP19095,3164,0,0,2,20,37.0,21,1,0
19095,SCROP19096,3165,0,0,2,25,20.0,35,3,0
19096,SCROP19097,3164,0,0,2,5,27.0,23,2,1
19097,SCROP19098,3164,0,0,2,20,39.0,20,2,1
19098,SCROP19099,3164,0,0,2,60,49.0,12,1,1
19099,SCROP19100,3164,0,0,2,20,42.0,15,1,2
19100,SCROP19101,3336,0,0,2,5,36.0,19,1,0
19101,SCROP19102,3337,0,0,2,10,,11,2,0
19102,SCROP19103,3337,0,0,2,15,28.0,14,3,0
19103,SCROP19104,3336,0,0,2,20,28.0,30,2,0
19104,SCROP19105,3337,0,0,2,20,48.0,7,2,0
19105,SCROP19106,3336,0,0,2,20,50.0,7,1,0
19106,SCROP19107,3337,0,0,2,30,45.0,16,2,0
19107,SCROP19108,3336,0,0,2,60,22.0,39,2,0
19108,SCROP19109,3336,0,0,2,10,28.0,31,2,1
19109,SCROP19110,3337,0,0,2,20,30.0,23,3,2
19110,SCROP19111,3515,0,0,2,15,27.0,31,2,0
19111,SCROP19112,3516,0,0,2,30,45.0,12,2,0
19112,SCROP19113,3516,0,0,2,50,,22,2,0
19113,SCROP19114,3516,0,0,2,20,22.0,39,1,1
19114,SCROP19115,3515,0,0,2,30,45.0,20,1,1
19115,SCROP19116,3516,0,0,2,40,14.0,16,2,1
19116,SCROP19117,3515,0,0,2,20,34.0,22,3,1
19117,SCROP19118,3516,0,0,2,20,58.0,7,2,1
19118,SCROP19119,3702,0,0,2,5,40.0,22,1,0
19119,SCROP19120,3702,0,0,2,10,13.0,35,2,0
19120,SCROP19121,3702,0,0,2,10,20.0,28,2,0
19121,SCROP19122,3702,0,0,2,20,29.0,30,2,0
19122,SCROP19123,3702,0,0,2,40,50.0,7,3,0
19123,SCROP19124,3702,0,0,2,55,51.0,8,2,0
19124,SCROP19125,3702,0,0,2,20,,36,2,1
19125,SCROP19126,3702,0,0,2,10,35.0,23,2,1
19126,SCROP19127,3895,0,0,2,20,5.0,46,2,0
19127,SCROP19128,3895,0,0,2,20,25.0,26,2,0
19128,SCROP19129,3896,0,0,2,20,51.0,14,2,0
19129,SCROP19130,3895,0,0,2,20,42.0,14,2,1
19130,SCROP19131,3895,0,0,2,20,35.0,17,2,1
19131,SCROP19132,4097,0,0,2,20,12.0,43,1,0
19132,SCROP19133,4097,0,0,2,20,21.0,46,3,0
19133,SCROP19134,168,0,1,2,10,12.0,1,2,0
19134,SCROP19135,168,0,1,2,30,,1,3,0
19135,SCROP19136,188,0,1,2,10,5.0,5,1,0
19136,SCROP19137,188,0,1,2,10,13.0,3,3,0
19137,SCROP19138,188,0,1,2,20,10.0,3,2,0
19138,SCROP19139,188,0,1,2,25,13.0,2,2,0
19139,SCROP19140,188,0,1,2,40,17.0,3,1,0
19140,SCROP19141,209,0,1,2,50,,4,1,0
19141,SCROP19142,257,0,1,2,15,8.0,0,2,0
19142,SCROP19143,257,0,1,2,20,14.0,8,2,0
19143,SCROP19144,256,0,1,2,30,19.0,7,3,0
19144,SCROP19145,283,0,1,2,15,14.0,11,2,0
19145,SCROP19146,283,0,1,2,20,10.0,6,2,0
19146,SCROP19147,283,0,1,2,25,15.0,11,1,0
19147,SCROP19148,283,0,1,2,25,,4,2,0
19148,SCROP19149,283,0,1,2,30,22.0,1,2,0
19149,SCROP19150,283,0,1,2,40,,11,1,0
19150,SCROP19151,283,0,1,2,50,18.0,4,1,0
19151,SCROP19152,311,0,1,2,10,22.0,7,1,0
19152,SCROP19153,312,0,1,2,15,,10,2,0
19153,SCROP19154,312,0,1,2,40,18.0,4,2,0
19154,SCROP19155,312,0,1,2,40,26.0,0,1,0
19155,SCROP19156,342,0,1,2,5,18.0,13,2,0
19156,SCROP19157,342,0,1,2,20,18.0,8,3,0
19157,SCROP19158,342,0,1,2,25,14.0,8,1,0
19158,SCROP19159,342,0,1,2,25,21.0,1,2,0
19159,SCROP19160,342,0,1,2,40,14.0,13,2,0
19160,SCROP19161,342,0,1,2,40,15.0,13,2,0
19161,SCROP19162,342,0,1,2,40,18.0,7,1,0
19162,SCROP19163,342,0,1,2,50,12.0,12,3,0
19163,SCROP19164,342,0,1,2,70,8.0,8,2,0
19164,SCROP19165,375,0,1,2,10,,9,2,0
19165,SCROP19166,375,0,1,2,20,5.0,6,2,0
19166,SCROP19167,375,0,1,2,20,20.0,9,2,0
19167,SCROP19168,375,0,1,2,30,13.0,11,3,0
19168,SCROP19169,375,0,1,2,30,24.0,1,1,0
19169,SCROP19170,375,0,1,2,40,12.0,9,1,0
19170,SCROP19171,375,0,1,2,50,13.0,7,2,0
19171,SCROP19172,410,0,1,2,10,20.0,11,1,0
19172,SCROP19173,410,0,1,2,10,22.0,6,2,0
19173,SCROP19174,410,0,1,2,10,25.0,0,3,0
19174,SCROP19175,411,0,1,2,10,,1,3,0
19175,SCROP19176,411,0,1,2,15,6.0,9,1,0
19176,SCROP19177,411,0,1,2,15,17.0,3,3,0
19177,SCROP19178,410,0,1,2,20,13.0,3,1,0
19178,SCROP19179,410,0,1,2,20,20.0,2,1,0
19179,SCROP19180,411,0,1,2,20,20.0,8,2,0
